WaveNumber, DarkSlowSlow
4.313739e+02,6.272989e+01
4.314944e+02,6.276999e+01
4.316150e+02,6.277623e+01
4.317355e+02,6.274541e+01
4.318560e+02,6.268863e+01
4.319766e+02,6.262635e+01
4.320971e+02,6.257620e+01
4.322176e+02,6.254394e+01
4.323381e+02,6.251871e+01
4.324587e+02,6.247916e+01
4.325792e+02,6.240449e+01
4.326997e+02,6.228542e+01
4.328203e+02,6.213250e+01
4.329408e+02,6.197379e+01
4.330613e+02,6.184696e+01
4.331819e+02,6.178233e+01
4.333024e+02,6.179478e+01
4.334229e+02,6.187803e+01
4.335434e+02,6.201070e+01
4.336640e+02,6.216332e+01
4.337845e+02,6.230891e+01
4.339050e+02,6.243184e+01
4.340255e+02,6.252648e+01
4.341461e+02,6.259561e+01
4.342666e+02,6.264384e+01
4.343871e+02,6.267292e+01
4.345077e+02,6.267941e+01
4.346282e+02,6.265687e+01
4.347487e+02,6.259927e+01
4.348693e+02,6.250583e+01
4.349898e+02,6.238347e+01
4.351103e+02,6.224728e+01
4.352308e+02,6.211644e+01
4.353514e+02,6.201016e+01
4.354719e+02,6.194371e+01
4.355924e+02,6.192437e+01
4.357130e+02,6.195016e+01
4.358335e+02,6.200917e+01
4.359540e+02,6.208221e+01
4.360746e+02,6.214614e+01
4.361951e+02,6.218106e+01
4.363156e+02,6.217811e+01
4.364361e+02,6.214287e+01
4.365567e+02,6.209424e+01
4.366772e+02,6.205549e+01
4.367977e+02,6.204741e+01
4.369182e+02,6.208049e+01
4.370388e+02,6.215274e+01
4.371593e+02,6.225303e+01
4.372798e+02,6.236650e+01
4.374004e+02,6.247849e+01
4.375209e+02,6.257594e+01
4.376414e+02,6.264668e+01
4.377620e+02,6.267876e+01
4.378825e+02,6.265864e+01
4.380030e+02,6.257574e+01
4.381235e+02,6.242704e+01
4.382441e+02,6.222371e+01
4.383646e+02,6.199108e+01
4.384851e+02,6.176711e+01
4.386057e+02,6.159430e+01
4.387262e+02,6.150345e+01
4.388467e+02,6.150517e+01
4.389673e+02,6.158222e+01
4.390878e+02,6.169655e+01
4.392083e+02,6.179906e+01
4.393288e+02,6.184906e+01
4.394494e+02,6.182940e+01
4.395699e+02,6.174848e+01
4.396904e+02,6.163680e+01
4.398109e+02,6.153168e+01
4.399315e+02,6.146669e+01
4.400520e+02,6.145917e+01
4.401725e+02,6.150750e+01
4.402931e+02,6.159547e+01
4.404136e+02,6.170043e+01
4.405341e+02,6.180162e+01
4.406547e+02,6.188328e+01
4.407752e+02,6.193816e+01
4.408957e+02,6.196414e+01
4.410162e+02,6.196204e+01
4.411368e+02,6.193359e+01
4.412573e+02,6.188107e+01
4.413778e+02,6.180905e+01
4.414984e+02,6.172482e+01
4.416189e+02,6.163976e+01
4.417394e+02,6.156829e+01
4.418600e+02,6.152406e+01
4.419805e+02,6.151732e+01
4.421010e+02,6.155130e+01
4.422215e+02,6.162016e+01
4.423421e+02,6.170864e+01
4.424626e+02,6.179499e+01
4.425831e+02,6.185606e+01
4.427036e+02,6.187070e+01
4.428242e+02,6.182644e+01
4.429447e+02,6.172314e+01
4.430652e+02,6.157456e+01
4.431858e+02,6.140594e+01
4.433063e+02,6.124833e+01
4.434268e+02,6.113240e+01
4.435474e+02,6.107717e+01
4.436679e+02,6.108593e+01
4.437884e+02,6.114622e+01
4.439089e+02,6.123813e+01
4.440295e+02,6.134179e+01
4.441500e+02,6.144402e+01
4.442705e+02,6.153957e+01
4.443911e+02,6.162545e+01
4.445116e+02,6.169640e+01
4.446321e+02,6.174328e+01
4.447527e+02,6.175473e+01
4.448732e+02,6.172433e+01
4.449937e+02,6.165719e+01
4.451142e+02,6.157364e+01
4.452348e+02,6.150412e+01
4.453553e+02,6.147866e+01
4.454758e+02,6.151738e+01
4.455963e+02,6.162003e+01
4.457169e+02,6.176665e+01
4.458374e+02,6.192350e+01
4.459579e+02,6.205701e+01
4.460785e+02,6.214455e+01
4.461990e+02,6.217943e+01
4.463195e+02,6.217020e+01
4.464401e+02,6.213256e+01
4.465606e+02,6.208117e+01
4.466811e+02,6.202221e+01
4.468016e+02,6.195533e+01
4.469222e+02,6.187825e+01
4.470427e+02,6.179382e+01
4.471632e+02,6.171283e+01
4.472838e+02,6.165121e+01
4.474043e+02,6.162135e+01
4.475248e+02,6.162572e+01
4.476454e+02,6.165336e+01
4.477659e+02,6.168408e+01
4.478864e+02,6.169601e+01
4.480069e+02,6.167672e+01
4.481275e+02,6.162903e+01
4.482480e+02,6.157145e+01
4.483685e+02,6.153040e+01
4.484890e+02,6.152942e+01
4.486096e+02,6.158213e+01
4.487301e+02,6.168737e+01
4.488506e+02,6.183144e+01
4.489712e+02,6.199369e+01
4.490917e+02,6.215404e+01
4.492122e+02,6.229479e+01
4.493328e+02,6.240202e+01
4.494533e+02,6.246566e+01
4.495738e+02,6.247802e+01
4.496943e+02,6.243644e+01
4.498149e+02,6.234497e+01
4.499354e+02,6.221792e+01
4.500559e+02,6.207832e+01
4.501765e+02,6.195218e+01
4.502970e+02,6.186355e+01
4.504175e+02,6.182594e+01
4.505381e+02,6.183912e+01
4.506586e+02,6.189095e+01
4.507791e+02,6.196442e+01
4.508996e+02,6.204485e+01
4.510202e+02,6.212328e+01
4.511407e+02,6.219705e+01
4.512612e+02,6.226502e+01
4.513817e+02,6.232133e+01
4.515023e+02,6.235443e+01
4.516228e+02,6.234881e+01
4.517433e+02,6.229268e+01
4.518639e+02,6.218573e+01
4.519844e+02,6.204370e+01
4.521049e+02,6.189639e+01
4.522255e+02,6.177664e+01
4.523460e+02,6.171291e+01
4.524665e+02,6.171761e+01
4.525870e+02,6.178387e+01
4.527076e+02,6.188908e+01
4.528281e+02,6.200542e+01
4.529486e+02,6.211183e+01
4.530692e+02,6.219963e+01
4.531897e+02,6.227321e+01
4.533102e+02,6.234265e+01
4.534308e+02,6.241557e+01
4.535513e+02,6.249077e+01
4.536718e+02,6.255801e+01
4.537923e+02,6.260160e+01
4.539129e+02,6.260837e+01
4.540334e+02,6.257301e+01
4.541539e+02,6.250036e+01
4.542744e+02,6.240340e+01
4.543950e+02,6.229874e+01
4.545155e+02,6.220073e+01
4.546360e+02,6.211628e+01
4.547566e+02,6.204438e+01
4.548771e+02,6.197680e+01
4.549976e+02,6.190232e+01
4.551182e+02,6.180973e+01
4.552387e+02,6.169227e+01
4.553592e+02,6.155154e+01
4.554797e+02,6.139870e+01
4.556003e+02,6.125424e+01
4.557208e+02,6.114372e+01
4.558413e+02,6.109456e+01
4.559619e+02,6.112637e+01
4.560824e+02,6.124534e+01
4.562029e+02,6.144068e+01
4.563235e+02,6.168560e+01
4.564440e+02,6.194313e+01
4.565645e+02,6.217286e+01
4.566850e+02,6.234385e+01
4.568056e+02,6.243919e+01
4.569261e+02,6.245769e+01
4.570466e+02,6.240979e+01
4.571671e+02,6.231314e+01
4.572877e+02,6.218808e+01
4.574082e+02,6.205313e+01
4.575287e+02,6.192797e+01
4.576493e+02,6.183110e+01
4.577698e+02,6.177602e+01
4.578903e+02,6.176705e+01
4.580109e+02,6.179513e+01
4.581314e+02,6.184140e+01
4.582519e+02,6.188310e+01
4.583724e+02,6.190261e+01
4.584930e+02,6.189215e+01
4.586135e+02,6.185449e+01
4.587340e+02,6.180145e+01
4.588546e+02,6.174942e+01
4.589751e+02,6.171550e+01
4.590956e+02,6.171089e+01
4.592162e+02,6.173824e+01
4.593367e+02,6.179322e+01
4.594572e+02,6.186794e+01
4.595777e+02,6.195427e+01
4.596983e+02,6.204600e+01
4.598188e+02,6.213788e+01
4.599393e+02,6.222206e+01
4.600598e+02,6.228600e+01
4.601804e+02,6.231485e+01
4.603009e+02,6.229415e+01
4.604214e+02,6.221789e+01
4.605420e+02,6.209312e+01
4.606625e+02,6.194193e+01
4.607830e+02,6.179682e+01
4.609036e+02,6.168975e+01
4.610241e+02,6.164535e+01
4.611446e+02,6.167005e+01
4.612651e+02,6.175117e+01
4.613857e+02,6.185983e+01
4.615062e+02,6.196275e+01
4.616267e+02,6.203149e+01
4.617473e+02,6.204966e+01
4.618678e+02,6.201645e+01
4.619883e+02,6.194299e+01
4.621089e+02,6.184752e+01
4.622294e+02,6.174833e+01
4.623499e+02,6.166258e+01
4.624704e+02,6.160447e+01
4.625910e+02,6.158385e+01
4.627115e+02,6.160637e+01
4.628320e+02,6.167113e+01
4.629525e+02,6.177053e+01
4.630731e+02,6.189009e+01
4.631936e+02,6.201193e+01
4.633141e+02,6.211984e+01
4.634347e+02,6.220204e+01
4.635552e+02,6.225515e+01
4.636757e+02,6.228421e+01
4.637963e+02,6.230031e+01
4.639168e+02,6.231616e+01
4.640373e+02,6.234163e+01
4.641578e+02,6.238177e+01
4.642784e+02,6.243612e+01
4.643989e+02,6.249980e+01
4.645194e+02,6.256524e+01
4.646400e+02,6.262401e+01
4.647605e+02,6.266749e+01
4.648810e+02,6.268736e+01
4.650015e+02,6.267731e+01
4.651221e+02,6.263393e+01
4.652426e+02,6.255802e+01
4.653631e+02,6.245521e+01
4.654836e+02,6.233540e+01
4.656042e+02,6.221005e+01
4.657247e+02,6.208829e+01
4.658452e+02,6.197530e+01
4.659658e+02,6.187099e+01
4.660863e+02,6.177239e+01
4.662068e+02,6.167692e+01
4.663274e+02,6.158656e+01
4.664479e+02,6.150839e+01
4.665684e+02,6.145438e+01
4.666890e+02,6.143606e+01
4.668095e+02,6.146012e+01
4.669300e+02,6.152484e+01
4.670505e+02,6.162012e+01
4.671711e+02,6.173041e+01
4.672916e+02,6.183833e+01
4.674121e+02,6.193088e+01
4.675327e+02,6.200167e+01
4.676532e+02,6.205271e+01
4.677737e+02,6.209256e+01
4.678942e+02,6.213412e+01
4.680148e+02,6.219032e+01
4.681353e+02,6.226907e+01
4.682558e+02,6.237198e+01
4.683763e+02,6.249207e+01
4.684969e+02,6.261555e+01
4.686174e+02,6.272287e+01
4.687379e+02,6.279478e+01
4.688585e+02,6.281748e+01
4.689790e+02,6.278619e+01
4.690995e+02,6.270802e+01
4.692201e+02,6.259940e+01
4.693406e+02,6.248328e+01
4.694611e+02,6.238124e+01
4.695817e+02,6.230913e+01
4.697022e+02,6.227421e+01
4.698227e+02,6.227483e+01
4.699432e+02,6.230371e+01
4.700638e+02,6.235194e+01
4.701843e+02,6.241251e+01
4.703048e+02,6.248053e+01
4.704254e+02,6.255245e+01
4.705459e+02,6.262396e+01
4.706664e+02,6.268796e+01
4.707869e+02,6.273565e+01
4.709075e+02,6.275957e+01
4.710280e+02,6.275619e+01
4.711485e+02,6.272910e+01
4.712690e+02,6.268816e+01
4.713896e+02,6.264746e+01
4.715101e+02,6.261976e+01
4.716306e+02,6.261193e+01
4.717512e+02,6.262225e+01
4.718717e+02,6.264101e+01
4.719922e+02,6.265361e+01
4.721128e+02,6.264549e+01
4.722333e+02,6.260890e+01
4.723538e+02,6.254591e+01
4.724744e+02,6.246913e+01
4.725949e+02,6.239626e+01
4.727154e+02,6.234424e+01
4.728359e+02,6.232235e+01
4.729565e+02,6.232847e+01
4.730770e+02,6.234978e+01
4.731975e+02,6.236675e+01
4.733181e+02,6.236089e+01
4.734386e+02,6.231880e+01
4.735591e+02,6.223880e+01
4.736796e+02,6.213178e+01
4.738002e+02,6.202068e+01
4.739207e+02,6.193337e+01
4.740412e+02,6.189351e+01
4.741617e+02,6.191428e+01
4.742823e+02,6.199137e+01
4.744028e+02,6.210477e+01
4.745233e+02,6.222278e+01
4.746439e+02,6.231449e+01
4.747644e+02,6.235861e+01
4.748849e+02,6.234929e+01
4.750055e+02,6.229709e+01
4.751260e+02,6.222403e+01
4.752465e+02,6.215521e+01
4.753671e+02,6.210909e+01
4.754876e+02,6.209512e+01
4.756081e+02,6.211285e+01
4.757286e+02,6.215608e+01
4.758492e+02,6.221666e+01
4.759697e+02,6.228696e+01
4.760902e+02,6.236043e+01
4.762108e+02,6.242889e+01
4.763313e+02,6.248135e+01
4.764518e+02,6.250619e+01
4.765723e+02,6.249364e+01
4.766929e+02,6.244184e+01
4.768134e+02,6.235961e+01
4.769339e+02,6.226699e+01
4.770544e+02,6.218846e+01
4.771750e+02,6.214548e+01
4.772955e+02,6.214988e+01
4.774160e+02,6.219862e+01
4.775366e+02,6.227588e+01
4.776571e+02,6.235800e+01
4.777776e+02,6.242433e+01
4.778982e+02,6.246225e+01
4.780187e+02,6.247129e+01
4.781392e+02,6.246045e+01
4.782598e+02,6.244319e+01
4.783803e+02,6.243067e+01
4.785008e+02,6.242688e+01
4.786213e+02,6.242884e+01
4.787419e+02,6.242817e+01
4.788624e+02,6.241581e+01
4.789829e+02,6.238395e+01
4.791035e+02,6.232902e+01
4.792240e+02,6.225138e+01
4.793445e+02,6.215550e+01
4.794650e+02,6.204937e+01
4.795856e+02,6.194396e+01
4.797061e+02,6.185418e+01
4.798266e+02,6.179510e+01
4.799471e+02,6.177917e+01
4.800677e+02,6.181174e+01
4.801882e+02,6.188784e+01
4.803087e+02,6.199186e+01
4.804293e+02,6.210152e+01
4.805498e+02,6.219563e+01
4.806703e+02,6.225978e+01
4.807909e+02,6.229100e+01
4.809114e+02,6.229697e+01
4.810319e+02,6.229225e+01
4.811525e+02,6.229029e+01
4.812730e+02,6.229693e+01
4.813935e+02,6.230819e+01
4.815140e+02,6.231248e+01
4.816346e+02,6.229726e+01
4.817551e+02,6.225451e+01
4.818756e+02,6.218656e+01
4.819962e+02,6.210576e+01
4.821167e+02,6.203154e+01
4.822372e+02,6.198257e+01
4.823577e+02,6.197030e+01
4.824783e+02,6.199564e+01
4.825988e+02,6.204848e+01
4.827193e+02,6.211108e+01
4.828398e+02,6.216254e+01
4.829604e+02,6.218650e+01
4.830809e+02,6.217447e+01
4.832014e+02,6.212849e+01
4.833220e+02,6.205980e+01
4.834425e+02,6.198707e+01
4.835630e+02,6.193118e+01
4.836836e+02,6.190891e+01
4.838041e+02,6.192950e+01
4.839246e+02,6.199052e+01
4.840452e+02,6.207915e+01
4.841657e+02,6.217514e+01
4.842862e+02,6.225916e+01
4.844067e+02,6.231963e+01
4.845273e+02,6.235492e+01
4.846478e+02,6.237305e+01
4.847683e+02,6.238620e+01
4.848889e+02,6.240566e+01
4.850094e+02,6.243562e+01
4.851299e+02,6.247145e+01
4.852504e+02,6.250106e+01
4.853710e+02,6.251088e+01
4.854915e+02,6.249101e+01
4.856120e+02,6.243993e+01
4.857325e+02,6.236505e+01
4.858531e+02,6.228078e+01
4.859736e+02,6.220390e+01
4.860941e+02,6.214766e+01
4.862147e+02,6.212060e+01
4.863352e+02,6.212559e+01
4.864557e+02,6.216204e+01
4.865763e+02,6.222803e+01
4.866968e+02,6.232097e+01
4.868173e+02,6.243665e+01
4.869379e+02,6.256626e+01
4.870584e+02,6.269534e+01
4.871789e+02,6.280550e+01
4.872994e+02,6.287665e+01
4.874200e+02,6.289479e+01
4.875405e+02,6.285722e+01
4.876610e+02,6.277536e+01
4.877816e+02,6.267208e+01
4.879021e+02,6.257655e+01
4.880226e+02,6.251671e+01
4.881431e+02,6.250929e+01
4.882637e+02,6.255682e+01
4.883842e+02,6.264610e+01
4.885047e+02,6.275380e+01
4.886252e+02,6.285149e+01
4.887458e+02,6.291425e+01
4.888663e+02,6.292770e+01
4.889868e+02,6.288991e+01
4.891074e+02,6.281150e+01
4.892279e+02,6.271103e+01
4.893484e+02,6.261149e+01
4.894690e+02,6.253325e+01
4.895895e+02,6.248920e+01
4.897100e+02,6.248373e+01
4.898306e+02,6.251190e+01
4.899511e+02,6.256264e+01
4.900716e+02,6.262149e+01
4.901921e+02,6.267549e+01
4.903127e+02,6.271587e+01
4.904332e+02,6.273914e+01
4.905537e+02,6.274718e+01
4.906743e+02,6.274518e+01
4.907948e+02,6.273956e+01
4.909153e+02,6.273545e+01
4.910358e+02,6.273597e+01
4.911564e+02,6.274230e+01
4.912769e+02,6.275427e+01
4.913974e+02,6.277115e+01
4.915179e+02,6.279198e+01
4.916385e+02,6.281568e+01
4.917590e+02,6.283961e+01
4.918795e+02,6.285961e+01
4.920001e+02,6.287003e+01
4.921206e+02,6.286415e+01
4.922411e+02,6.283684e+01
4.923617e+02,6.278671e+01
4.924822e+02,6.271825e+01
4.926027e+02,6.264180e+01
4.927233e+02,6.257174e+01
4.928438e+02,6.252383e+01
4.929643e+02,6.250941e+01
4.930848e+02,6.253220e+01
4.932054e+02,6.258500e+01
4.933259e+02,6.265149e+01
4.934464e+02,6.270879e+01
4.935670e+02,6.273439e+01
4.936875e+02,6.271518e+01
4.938080e+02,6.265098e+01
4.939285e+02,6.255647e+01
4.940491e+02,6.245487e+01
4.941696e+02,6.237292e+01
4.942901e+02,6.233039e+01
4.944106e+02,6.233422e+01
4.945312e+02,6.237712e+01
4.946517e+02,6.244078e+01
4.947722e+02,6.250424e+01
4.948928e+02,6.254975e+01
4.950133e+02,6.256909e+01
4.951339e+02,6.256407e+01
4.952544e+02,6.254355e+01
4.953749e+02,6.251849e+01
4.954954e+02,6.249798e+01
4.956160e+02,6.248807e+01
4.957365e+02,6.249202e+01
4.958570e+02,6.251270e+01
4.959775e+02,6.255400e+01
4.960981e+02,6.261995e+01
4.962186e+02,6.271206e+01
4.963391e+02,6.282588e+01
4.964597e+02,6.295055e+01
4.965802e+02,6.306928e+01
4.967007e+02,6.316473e+01
4.968212e+02,6.322579e+01
4.969418e+02,6.325020e+01
4.970623e+02,6.324533e+01
4.971828e+02,6.322335e+01
4.973033e+02,6.319677e+01
4.974239e+02,6.317193e+01
4.975444e+02,6.314789e+01
4.976649e+02,6.311853e+01
4.977855e+02,6.307777e+01
4.979060e+02,6.302488e+01
4.980266e+02,6.296674e+01
4.981471e+02,6.291536e+01
4.982676e+02,6.288317e+01
4.983881e+02,6.287712e+01
4.985087e+02,6.289452e+01
4.986292e+02,6.292369e+01
4.987497e+02,6.294761e+01
4.988702e+02,6.295181e+01
4.989908e+02,6.292833e+01
4.991113e+02,6.287873e+01
4.992318e+02,6.281175e+01
4.993524e+02,6.274003e+01
4.994729e+02,6.267524e+01
4.995934e+02,6.262445e+01
4.997139e+02,6.259116e+01
4.998345e+02,6.257574e+01
4.999550e+02,6.257752e+01
5.000755e+02,6.259560e+01
5.001960e+02,6.262848e+01
5.003166e+02,6.267297e+01
5.004371e+02,6.272319e+01
5.005576e+02,6.277212e+01
5.006782e+02,6.281326e+01
5.007987e+02,6.284316e+01
5.009193e+02,6.286292e+01
5.010398e+02,6.287754e+01
5.011603e+02,6.289375e+01
5.012808e+02,6.291646e+01
5.014014e+02,6.294688e+01
5.015219e+02,6.298219e+01
5.016424e+02,6.301722e+01
5.017629e+02,6.304642e+01
5.018835e+02,6.306598e+01
5.020040e+02,6.307433e+01
5.021245e+02,6.307126e+01
5.022451e+02,6.305655e+01
5.023656e+02,6.302951e+01
5.024861e+02,6.298976e+01
5.026066e+02,6.293950e+01
5.027272e+02,6.288469e+01
5.028477e+02,6.283547e+01
5.029682e+02,6.280292e+01
5.030887e+02,6.279517e+01
5.032093e+02,6.281386e+01
5.033298e+02,6.285186e+01
5.034503e+02,6.289450e+01
5.035709e+02,6.292284e+01
5.036914e+02,6.292108e+01
5.038119e+02,6.288033e+01
5.039325e+02,6.280153e+01
5.040530e+02,6.269379e+01
5.041735e+02,6.257113e+01
5.042940e+02,6.244804e+01
5.044146e+02,6.233566e+01
5.045351e+02,6.224208e+01
5.046556e+02,6.217262e+01
5.047762e+02,6.213106e+01
