WaveNumber, DarkSlowSlow
9.056561e+02,7.503544e+01
9.057766e+02,7.503657e+01
9.058972e+02,7.503794e+01
9.060177e+02,7.503912e+01
9.061382e+02,7.504018e+01
9.062588e+02,7.504146e+01
9.063793e+02,7.504317e+01
9.064998e+02,7.504517e+01
9.066204e+02,7.504665e+01
9.067408e+02,7.504657e+01
9.068615e+02,7.504382e+01
9.069819e+02,7.503776e+01
9.071025e+02,7.502855e+01
9.072230e+02,7.501714e+01
9.073435e+02,7.500484e+01
9.074641e+02,7.499313e+01
9.075846e+02,7.498310e+01
9.077051e+02,7.497531e+01
9.078257e+02,7.496983e+01
9.079462e+02,7.496628e+01
9.080667e+02,7.496422e+01
9.081873e+02,7.496309e+01
9.083077e+02,7.496226e+01
9.084283e+02,7.496109e+01
9.085488e+02,7.495874e+01
9.086693e+02,7.495434e+01
9.087899e+02,7.494724e+01
9.089104e+02,7.493719e+01
9.090309e+02,7.492460e+01
9.091515e+02,7.491038e+01
9.092720e+02,7.489598e+01
9.093925e+02,7.488284e+01
9.095131e+02,7.487193e+01
9.096335e+02,7.486366e+01
9.097542e+02,7.485760e+01
9.098746e+02,7.485271e+01
9.099952e+02,7.484774e+01
9.101157e+02,7.484171e+01
9.102362e+02,7.483414e+01
9.103568e+02,7.482523e+01
9.104773e+02,7.481573e+01
9.105978e+02,7.480644e+01
9.107184e+02,7.479787e+01
9.108389e+02,7.478984e+01
9.109594e+02,7.478149e+01
9.110800e+02,7.477152e+01
9.112004e+02,7.475888e+01
9.113210e+02,7.474320e+01
9.114415e+02,7.472517e+01
9.115620e+02,7.470650e+01
9.116826e+02,7.468944e+01
9.118031e+02,7.467598e+01
9.119236e+02,7.466711e+01
9.120442e+02,7.466243e+01
9.121647e+02,7.466034e+01
9.122853e+02,7.465873e+01
9.124058e+02,7.465564e+01
9.125262e+02,7.465018e+01
9.126469e+02,7.464265e+01
9.127673e+02,7.463419e+01
9.128878e+02,7.462614e+01
9.130084e+02,7.461915e+01
9.131289e+02,7.461284e+01
9.132495e+02,7.460587e+01
9.133700e+02,7.459656e+01
9.134905e+02,7.458362e+01
9.136111e+02,7.456690e+01
9.137316e+02,7.454745e+01
9.138521e+02,7.452714e+01
9.139727e+02,7.450787e+01
9.140931e+02,7.449107e+01
9.142137e+02,7.447723e+01
9.143342e+02,7.446609e+01
9.144547e+02,7.445711e+01
9.145753e+02,7.444994e+01
9.146958e+02,7.444465e+01
9.148163e+02,7.444151e+01
9.149369e+02,7.444051e+01
9.150574e+02,7.444081e+01
9.151780e+02,7.444061e+01
9.152985e+02,7.443768e+01
9.154189e+02,7.443002e+01
9.155396e+02,7.441675e+01
9.156600e+02,7.439860e+01
9.157805e+02,7.437794e+01
9.159011e+02,7.435805e+01
9.160216e+02,7.434181e+01
9.161422e+02,7.433111e+01
9.162627e+02,7.432610e+01
9.163832e+02,7.432539e+01
9.165038e+02,7.432657e+01
9.166243e+02,7.432716e+01
9.167448e+02,7.432529e+01
9.168654e+02,7.431997e+01
9.169858e+02,7.431094e+01
9.171064e+02,7.429852e+01
9.172269e+02,7.428316e+01
9.173474e+02,7.426550e+01
9.174680e+02,7.424630e+01
9.175885e+02,7.422684e+01
9.177090e+02,7.420876e+01
9.178296e+02,7.419389e+01
9.179501e+02,7.418407e+01
9.180707e+02,7.418031e+01
9.181912e+02,7.418255e+01
9.183116e+02,7.418945e+01
9.184323e+02,7.419873e+01
9.185527e+02,7.420753e+01
9.186732e+02,7.421304e+01
9.187938e+02,7.421328e+01
9.189143e+02,7.420715e+01
9.190349e+02,7.419468e+01
9.191554e+02,7.417683e+01
9.192759e+02,7.415519e+01
9.193965e+02,7.413157e+01
9.195170e+02,7.410753e+01
9.196375e+02,7.408430e+01
9.197581e+02,7.406250e+01
9.198785e+02,7.404221e+01
9.199991e+02,7.402315e+01
9.201196e+02,7.400500e+01
9.202401e+02,7.398750e+01
9.203607e+02,7.397070e+01
9.204812e+02,7.395484e+01
9.206017e+02,7.394024e+01
9.207223e+02,7.392707e+01
9.208428e+02,7.391525e+01
9.209634e+02,7.390449e+01
9.210839e+02,7.389433e+01
9.212043e+02,7.388428e+01
9.213250e+02,7.387402e+01
9.214454e+02,7.386320e+01
9.215659e+02,7.385147e+01
9.216865e+02,7.383825e+01
9.218070e+02,7.382289e+01
9.219276e+02,7.380486e+01
9.220481e+02,7.378404e+01
9.221686e+02,7.376105e+01
9.222892e+02,7.373711e+01
9.224097e+02,7.371389e+01
9.225302e+02,7.369289e+01
9.226508e+02,7.367476e+01
9.227712e+02,7.365894e+01
9.228918e+02,7.364388e+01
9.230123e+02,7.362753e+01
9.231328e+02,7.360810e+01
9.232534e+02,7.358492e+01
9.233739e+02,7.355869e+01
9.234944e+02,7.353132e+01
9.236150e+02,7.350520e+01
9.237355e+02,7.348235e+01
9.238561e+02,7.346378e+01
9.239766e+02,7.344906e+01
9.240970e+02,7.343662e+01
9.242177e+02,7.342421e+01
9.243381e+02,7.340968e+01
9.244586e+02,7.339143e+01
9.245792e+02,7.336868e+01
9.246997e+02,7.334163e+01
9.248203e+02,7.331130e+01
9.249408e+02,7.327932e+01
9.250613e+02,7.324751e+01
9.251819e+02,7.321776e+01
9.253024e+02,7.319134e+01
9.254229e+02,7.316862e+01
9.255435e+02,7.314871e+01
9.256639e+02,7.312966e+01
9.257845e+02,7.310888e+01
9.259050e+02,7.308379e+01
9.260255e+02,7.305299e+01
9.261461e+02,7.301672e+01
9.262666e+02,7.297697e+01
9.263871e+02,7.293674e+01
9.265077e+02,7.289921e+01
9.266282e+02,7.286668e+01
9.267488e+02,7.283970e+01
9.268693e+02,7.281718e+01
9.269897e+02,7.279686e+01
9.271104e+02,7.277638e+01
9.272308e+02,7.275400e+01
9.273513e+02,7.272912e+01
9.274719e+02,7.270228e+01
9.275924e+02,7.267453e+01
9.277130e+02,7.264694e+01
9.278335e+02,7.262005e+01
9.279540e+02,7.259383e+01
9.280746e+02,7.256795e+01
9.281951e+02,7.254207e+01
9.283156e+02,7.251627e+01
9.284362e+02,7.249097e+01
9.285566e+02,7.246680e+01
9.286772e+02,7.244428e+01
9.287977e+02,7.242357e+01
9.289182e+02,7.240445e+01
9.290388e+02,7.238638e+01
9.291593e+02,7.236883e+01
9.292798e+02,7.235142e+01
9.294004e+02,7.233405e+01
9.295209e+02,7.231679e+01
9.296415e+02,7.229987e+01
9.297620e+02,7.228349e+01
9.298824e+02,7.226780e+01
9.300031e+02,7.225297e+01
9.301235e+02,7.223904e+01
9.302440e+02,7.222597e+01
9.303646e+02,7.221352e+01
9.304851e+02,7.220112e+01
9.306057e+02,7.218817e+01
9.307262e+02,7.217403e+01
9.308467e+02,7.215836e+01
9.309673e+02,7.214137e+01
9.310878e+02,7.212369e+01
9.312083e+02,7.210616e+01
9.313289e+02,7.208946e+01
9.314493e+02,7.207373e+01
9.315699e+02,7.205832e+01
9.316904e+02,7.204210e+01
9.318109e+02,7.202381e+01
9.319315e+02,7.200262e+01
9.320520e+02,7.197851e+01
9.321725e+02,7.195236e+01
9.322931e+02,7.192563e+01
9.324136e+02,7.189996e+01
9.325342e+02,7.187668e+01
9.326547e+02,7.185646e+01
9.327751e+02,7.183940e+01
9.328958e+02,7.182518e+01
9.330162e+02,7.181316e+01
9.331367e+02,7.180253e+01
9.332573e+02,7.179238e+01
9.333778e+02,7.178162e+01
9.334984e+02,7.176891e+01
9.336189e+02,7.175300e+01
9.337394e+02,7.173302e+01
9.338600e+02,7.170885e+01
9.339805e+02,7.168129e+01
9.341010e+02,7.165211e+01
9.342216e+02,7.162356e+01
9.343420e+02,7.159778e+01
9.344626e+02,7.157629e+01
9.345831e+02,7.155973e+01
9.347036e+02,7.154761e+01
9.348242e+02,7.153872e+01
9.349447e+02,7.153136e+01
9.350652e+02,7.152389e+01
9.351858e+02,7.151476e+01
9.353063e+02,7.150282e+01
9.354269e+02,7.148745e+01
9.355474e+02,7.146851e+01
9.356678e+02,7.144649e+01
9.357885e+02,7.142226e+01
9.359089e+02,7.139711e+01
9.360294e+02,7.137237e+01
9.361500e+02,7.134898e+01
9.362705e+02,7.132745e+01
9.363911e+02,7.130763e+01
9.365116e+02,7.128906e+01
9.366321e+02,7.127120e+01
9.367527e+02,7.125381e+01
9.368732e+02,7.123708e+01
9.369937e+02,7.122143e+01
9.371143e+02,7.120722e+01
9.372347e+02,7.119436e+01
9.373553e+02,7.118208e+01
9.374758e+02,7.116921e+01
9.375963e+02,7.115443e+01
9.377169e+02,7.113688e+01
9.378374e+02,7.111646e+01
9.379579e+02,7.109382e+01
9.380785e+02,7.107017e+01
9.381990e+02,7.104662e+01
9.383196e+02,7.102404e+01
9.384401e+02,7.100265e+01
9.385605e+02,7.098237e+01
9.386812e+02,7.096304e+01
9.388016e+02,7.094478e+01
9.389221e+02,7.092808e+01
9.390427e+02,7.091370e+01
9.391632e+02,7.090218e+01
9.392838e+02,7.089364e+01
9.394043e+02,7.088758e+01
9.395248e+02,7.088309e+01
9.396454e+02,7.087915e+01
9.397659e+02,7.087507e+01
9.398864e+02,7.087068e+01
9.400070e+02,7.086632e+01
9.401274e+02,7.086243e+01
9.402480e+02,7.085921e+01
9.403685e+02,7.085635e+01
9.404890e+02,7.085287e+01
9.406096e+02,7.084756e+01
9.407301e+02,7.083922e+01
9.408506e+02,7.082700e+01
9.409712e+02,7.081077e+01
9.410917e+02,7.079103e+01
9.412123e+02,7.076874e+01
9.413328e+02,7.074504e+01
9.414532e+02,7.072121e+01
9.415739e+02,7.069830e+01
9.416943e+02,7.067715e+01
9.418148e+02,7.065826e+01
9.419354e+02,7.064178e+01
9.420559e+02,7.062728e+01
9.421765e+02,7.061402e+01
9.422970e+02,7.060093e+01
9.424175e+02,7.058695e+01
9.425381e+02,7.057133e+01
9.426586e+02,7.055386e+01
9.427791e+02,7.053497e+01
9.428997e+02,7.051562e+01
9.430201e+02,7.049699e+01
9.431407e+02,7.048028e+01
9.432612e+02,7.046634e+01
9.433817e+02,7.045560e+01
9.435023e+02,7.044810e+01
9.436228e+02,7.044365e+01
9.437433e+02,7.044183e+01
9.438639e+02,7.044214e+01
9.439844e+02,7.044392e+01
9.441050e+02,7.044641e+01
9.442255e+02,7.044849e+01
9.443459e+02,7.044907e+01
9.444666e+02,7.044694e+01
9.445870e+02,7.044112e+01
9.447075e+02,7.043113e+01
9.448281e+02,7.041714e+01
9.449486e+02,7.040007e+01
9.450692e+02,7.038150e+01
9.451897e+02,7.036343e+01
9.453102e+02,7.034791e+01
9.454308e+02,7.033647e+01
9.455513e+02,7.032975e+01
9.456718e+02,7.032720e+01
9.457924e+02,7.032726e+01
9.459128e+02,7.032745e+01
9.460334e+02,7.032531e+01
9.461539e+02,7.031902e+01
9.462744e+02,7.030788e+01
9.463950e+02,7.029249e+01
9.465155e+02,7.027454e+01
9.466360e+02,7.025616e+01
9.467566e+02,7.023917e+01
9.468771e+02,7.022461e+01
9.469977e+02,7.021255e+01
9.471182e+02,7.020232e+01
9.472386e+02,7.019304e+01
9.473593e+02,7.018403e+01
9.474797e+02,7.017514e+01
9.476002e+02,7.016668e+01
9.477208e+02,7.015903e+01
9.478413e+02,7.015224e+01
9.479619e+02,7.014576e+01
9.480824e+02,7.013850e+01
9.482029e+02,7.012928e+01
9.483235e+02,7.011716e+01
9.484440e+02,7.010192e+01
9.485645e+02,7.008431e+01
9.486851e+02,7.006567e+01
9.488055e+02,7.004765e+01
9.489261e+02,7.003157e+01
9.490466e+02,7.001820e+01
9.491671e+02,7.000748e+01
9.492877e+02,6.999867e+01
9.494082e+02,6.999059e+01
9.495287e+02,6.998194e+01
9.496493e+02,6.997159e+01
9.497698e+02,6.995872e+01
9.498904e+02,6.994315e+01
9.500109e+02,6.992529e+01
9.501313e+02,6.990628e+01
9.502520e+02,6.988775e+01
9.503724e+02,6.987167e+01
9.504929e+02,6.985982e+01
9.506135e+02,6.985314e+01
9.507340e+02,6.985156e+01
9.508546e+02,6.985360e+01
9.509751e+02,6.985679e+01
9.510956e+02,6.985796e+01
9.512162e+02,6.985419e+01
9.513367e+02,6.984360e+01
9.514572e+02,6.982555e+01
9.515778e+02,6.980104e+01
9.516982e+02,6.977213e+01
9.518188e+02,6.974159e+01
9.519393e+02,6.971194e+01
9.520598e+02,6.968501e+01
9.521804e+02,6.966160e+01
9.523009e+02,6.964149e+01
9.524214e+02,6.962365e+01
9.525420e+02,6.960682e+01
9.526625e+02,6.958998e+01
9.527831e+02,6.957265e+01
9.529036e+02,6.955505e+01
9.530240e+02,6.953781e+01
9.531447e+02,6.952173e+01
9.532651e+02,6.950728e+01
9.533856e+02,6.949433e+01
9.535062e+02,6.948212e+01
9.536267e+02,6.946949e+01
9.537473e+02,6.945531e+01
9.538678e+02,6.943881e+01
9.539883e+02,6.941985e+01
9.541089e+02,6.939890e+01
9.542294e+02,6.937672e+01
9.543499e+02,6.935409e+01
9.544705e+02,6.933145e+01
9.545909e+02,6.930895e+01
9.547115e+02,6.928651e+01
9.548320e+02,6.926431e+01
9.549525e+02,6.924265e+01
9.550731e+02,6.922216e+01
9.551936e+02,6.920339e+01
9.553141e+02,6.918645e+01
9.554347e+02,6.917075e+01
9.555552e+02,6.915503e+01
9.556758e+02,6.913775e+01
9.557963e+02,6.911777e+01
9.559167e+02,6.909469e+01
9.560374e+02,6.906923e+01
9.561578e+02,6.904288e+01
9.562783e+02,6.901738e+01
9.563989e+02,6.899407e+01
9.565194e+02,6.897342e+01
9.566400e+02,6.895503e+01
9.567605e+02,6.893799e+01
9.568810e+02,6.892140e+01
9.570016e+02,6.890477e+01
9.571221e+02,6.888811e+01
9.572426e+02,6.887166e+01
9.573632e+02,6.885548e+01
9.574836e+02,6.883920e+01
9.576042e+02,6.882191e+01
9.577247e+02,6.880266e+01
9.578452e+02,6.878095e+01
9.579658e+02,6.875716e+01
9.580863e+02,6.873256e+01
9.582068e+02,6.870879e+01
9.583274e+02,6.868739e+01
9.584479e+02,6.866901e+01
9.585685e+02,6.865328e+01
9.586890e+02,6.863899e+01
9.588094e+02,6.862473e+01
9.589301e+02,6.860971e+01
9.590505e+02,6.859396e+01
9.591710e+02,6.857832e+01
9.592916e+02,6.856379e+01
9.594121e+02,6.855100e+01
9.595327e+02,6.853958e+01
9.596532e+02,6.852833e+01
9.597737e+02,6.851560e+01
9.598943e+02,6.850024e+01
9.600148e+02,6.848215e+01
9.601353e+02,6.846252e+01
9.602559e+02,6.844333e+01
9.603763e+02,6.842665e+01
9.604969e+02,6.841385e+01
9.606174e+02,6.840492e+01
9.607379e+02,6.839860e+01
9.608585e+02,6.839281e+01
9.609790e+02,6.838565e+01
9.610995e+02,6.837573e+01
9.612201e+02,6.836268e+01
9.613406e+02,6.834692e+01
9.614612e+02,6.832919e+01
9.615817e+02,6.831004e+01
9.617021e+02,6.828959e+01
9.618228e+02,6.826763e+01
9.619432e+02,6.824396e+01
9.620637e+02,6.821877e+01
9.621843e+02,6.819296e+01
9.623048e+02,6.816797e+01
9.624254e+02,6.814534e+01
9.625459e+02,6.812623e+01
9.626664e+02,6.811095e+01
9.627870e+02,6.809871e+01
9.629075e+02,6.808794e+01
9.630280e+02,6.807696e+01
9.631486e+02,6.806427e+01
9.632690e+02,6.804931e+01
9.633896e+02,6.803246e+01
9.635101e+02,6.801476e+01
9.636306e+02,6.799747e+01
9.637512e+02,6.798135e+01
9.638717e+02,6.796648e+01
9.639922e+02,6.795212e+01
9.641128e+02,6.793721e+01
9.642333e+02,6.792068e+01
9.643539e+02,6.790208e+01
9.644744e+02,6.788172e+01
9.645948e+02,6.786056e+01
9.647155e+02,6.783967e+01
9.648359e+02,6.781975e+01
9.649564e+02,6.780074e+01
9.650770e+02,6.778195e+01
9.651975e+02,6.776231e+01
9.653181e+02,6.774104e+01
9.654386e+02,6.771830e+01
9.655591e+02,6.769520e+01
9.656797e+02,6.767366e+01
9.658002e+02,6.765549e+01
9.659207e+02,6.764195e+01
9.660413e+02,6.763296e+01
9.661617e+02,6.762729e+01
9.662823e+02,6.762289e+01
9.664028e+02,6.761776e+01
9.665233e+02,6.761061e+01
9.666439e+02,6.760100e+01
9.667644e+02,6.758917e+01
9.668849e+02,6.757542e+01
9.670055e+02,6.755957e+01
9.671260e+02,6.754072e+01
9.672466e+02,6.751767e+01
9.673671e+02,6.748950e+01
9.674875e+02,6.745642e+01
9.676082e+02,6.742007e+01
9.677286e+02,6.738336e+01
9.678491e+02,6.734925e+01
9.679697e+02,6.731994e+01
9.680902e+02,6.729581e+01
9.682108e+02,6.727534e+01
9.683313e+02,6.725555e+01
9.684518e+02,6.723331e+01
9.685724e+02,6.720660e+01
9.686929e+02,6.717520e+01
9.688134e+02,6.714079e+01
9.689340e+02,6.710588e+01
9.690544e+02,6.707314e+01
9.691750e+02,6.704407e+01
9.692955e+02,6.701858e+01
9.694160e+02,6.699541e+01
9.695366e+02,6.697274e+01
9.696571e+02,6.694915e+01
9.697776e+02,6.692399e+01
9.698982e+02,6.689744e+01
9.700187e+02,6.687010e+01
9.701393e+02,6.684245e+01
9.702598e+02,6.681445e+01
9.703802e+02,6.678568e+01
9.705009e+02,6.675582e+01
9.706213e+02,6.672514e+01
9.707418e+02,6.669479e+01
9.708624e+02,6.666664e+01
9.709829e+02,6.664250e+01
9.711035e+02,6.662340e+01
9.712240e+02,6.660894e+01
9.713445e+02,6.659727e+01
9.714651e+02,6.658541e+01
9.715856e+02,6.657035e+01
9.717061e+02,6.655014e+01
9.718267e+02,6.652425e+01
9.719471e+02,6.649378e+01
9.720677e+02,6.646066e+01
9.721882e+02,6.642709e+01
9.723087e+02,6.639439e+01
9.724293e+02,6.636282e+01
9.725498e+02,6.633154e+01
9.726703e+02,6.629935e+01
9.727909e+02,6.626517e+01
9.729114e+02,6.622877e+01
9.730320e+02,6.619063e+01
9.731525e+02,6.615197e+01
9.732729e+02,6.611413e+01
9.733936e+02,6.607811e+01
9.735140e+02,6.604434e+01
9.736345e+02,6.601266e+01
9.737551e+02,6.598265e+01
9.738756e+02,6.595391e+01
9.739962e+02,6.592621e+01
9.741167e+02,6.589952e+01
9.742372e+02,6.587383e+01
9.743578e+02,6.584884e+01
9.744783e+02,6.582385e+01
9.745988e+02,6.579783e+01
9.747194e+02,6.576968e+01
9.748398e+02,6.573866e+01
9.749604e+02,6.570461e+01
9.750809e+02,6.566804e+01
9.752014e+02,6.562987e+01
9.753220e+02,6.559119e+01
9.754425e+02,6.555275e+01
9.755630e+02,6.551483e+01
9.756836e+02,6.547729e+01
9.758041e+02,6.543987e+01
9.759246e+02,6.540240e+01
9.760452e+02,6.536523e+01
9.761656e+02,6.532900e+01
9.762863e+02,6.529449e+01
9.764067e+02,6.526214e+01
9.765272e+02,6.523170e+01
9.766478e+02,6.520216e+01
9.767683e+02,6.517210e+01
9.768888e+02,6.514020e+01
9.770094e+02,6.510590e+01
9.771299e+02,6.506973e+01
9.772505e+02,6.503320e+01
9.773710e+02,6.499856e+01
9.774915e+02,6.496766e+01
9.776121e+02,6.494150e+01
9.777325e+02,6.491960e+01
9.778530e+02,6.490031e+01
9.779736e+02,6.488121e+01
9.780941e+02,6.486000e+01
9.782147e+02,6.483535e+01
9.783352e+02,6.480727e+01
9.784557e+02,6.477703e+01
9.785763e+02,6.474647e+01
9.786968e+02,6.471746e+01
9.788173e+02,6.469120e+01
9.789379e+02,6.466782e+01
9.790583e+02,6.464662e+01
9.791790e+02,6.462640e+01
9.792994e+02,6.460616e+01
9.794199e+02,6.458536e+01
9.795405e+02,6.456396e+01
9.796610e+02,6.454232e+01
9.797815e+02,6.452075e+01
9.799021e+02,6.449916e+01
9.800226e+02,6.447700e+01
9.801432e+02,6.445339e+01
9.802637e+02,6.442760e+01
9.803842e+02,6.439929e+01
9.805048e+02,6.436884e+01
9.806252e+02,6.433707e+01
9.807457e+02,6.430506e+01
9.808663e+02,6.427361e+01
9.809868e+02,6.424290e+01
9.811074e+02,6.421255e+01
9.812279e+02,6.418181e+01
9.813484e+02,6.415006e+01
9.814690e+02,6.411716e+01
9.815895e+02,6.408368e+01
9.817100e+02,6.405055e+01
9.818306e+02,6.401881e+01
9.819510e+02,6.398893e+01
9.820717e+02,6.396069e+01
9.821921e+02,6.393302e+01
9.823126e+02,6.390455e+01
9.824332e+02,6.387415e+01
9.825537e+02,6.384134e+01
9.826742e+02,6.380653e+01
9.827948e+02,6.377073e+01
9.829153e+02,6.373522e+01
9.830359e+02,6.370090e+01
9.831564e+02,6.366808e+01
9.832769e+02,6.363648e+01
9.833975e+02,6.360560e+01
9.835179e+02,6.357502e+01
9.836384e+02,6.354476e+01
9.837590e+02,6.351505e+01
9.838795e+02,6.348618e+01
9.840001e+02,6.345797e+01
9.841206e+02,6.342973e+01
9.842411e+02,6.340017e+01
9.843617e+02,6.336809e+01
9.844822e+02,6.333281e+01
9.846027e+02,6.329467e+01
9.847233e+02,6.325498e+01
9.848438e+02,6.321557e+01
9.849644e+02,6.317822e+01
9.850848e+02,6.314399e+01
9.852053e+02,6.311293e+01
9.853259e+02,6.308434e+01
9.854464e+02,6.305732e+01
9.855669e+02,6.303137e+01
9.856875e+02,6.300657e+01
9.858080e+02,6.298351e+01
9.859286e+02,6.296257e+01
9.860491e+02,6.294338e+01
9.861696e+02,6.292454e+01
9.862902e+02,6.290378e+01
9.864106e+02,6.287864e+01
9.865311e+02,6.284768e+01
9.866517e+02,6.281102e+01
9.867722e+02,6.277061e+01
9.868928e+02,6.272934e+01
9.870133e+02,6.269043e+01
9.871338e+02,6.265601e+01
9.872544e+02,6.262650e+01
9.873749e+02,6.260069e+01
9.874954e+02,6.257632e+01
9.876160e+02,6.255123e+01
9.877365e+02,6.252404e+01
9.878571e+02,6.249464e+01
9.879775e+02,6.246395e+01
9.880980e+02,6.243334e+01
9.882186e+02,6.240382e+01
9.883391e+02,6.237557e+01
9.884596e+02,6.234797e+01
9.885802e+02,6.231991e+01
9.887007e+02,6.229036e+01
9.888213e+02,6.225880e+01
9.889418e+02,6.222528e+01
9.890623e+02,6.219047e+01
9.891829e+02,6.215513e+01
9.893033e+02,6.211988e+01
9.894238e+02,6.208511e+01
9.895444e+02,6.205093e+01
9.896649e+02,6.201737e+01
9.897855e+02,6.198438e+01
9.899060e+02,6.195196e+01
9.900265e+02,6.191986e+01
9.901471e+02,6.188754e+01
9.902676e+02,6.185418e+01
9.903881e+02,6.181883e+01
9.905087e+02,6.178082e+01
9.906292e+02,6.174008e+01
9.907498e+02,6.169743e+01
9.908702e+02,6.165458e+01
9.909907e+02,6.161358e+01
9.911113e+02,6.157638e+01
9.912318e+02,6.154422e+01
9.913523e+02,6.151714e+01
9.914729e+02,6.149403e+01
9.915934e+02,6.147271e+01
9.917140e+02,6.145076e+01
9.918345e+02,6.142587e+01
9.919550e+02,6.139650e+01
9.920756e+02,6.136234e+01
9.921960e+02,6.132412e+01
9.923165e+02,6.128356e+01
9.924371e+02,6.124269e+01
9.925576e+02,6.120364e+01
9.926782e+02,6.116793e+01
9.927987e+02,6.113629e+01
9.929192e+02,6.110851e+01
9.930398e+02,6.108359e+01
9.931603e+02,6.106011e+01
9.932808e+02,6.103645e+01
9.934014e+02,6.101138e+01
9.935219e+02,6.098420e+01
9.936425e+02,6.095492e+01
9.937629e+02,6.092405e+01
9.938834e+02,6.089251e+01
9.940040e+02,6.086129e+01
9.941245e+02,6.083104e+01
9.942450e+02,6.080196e+01
9.943656e+02,6.077370e+01
9.944861e+02,6.074552e+01
9.946067e+02,6.071640e+01
9.947272e+02,6.068546e+01
9.948477e+02,6.065233e+01
9.949683e+02,6.061720e+01
9.950887e+02,6.058099e+01
9.952092e+02,6.054491e+01
9.953298e+02,6.051034e+01
9.954503e+02,6.047820e+01
9.955709e+02,6.044872e+01
9.956914e+02,6.042133e+01
9.958119e+02,6.039488e+01
9.959325e+02,6.036792e+01
9.960530e+02,6.033923e+01
9.961735e+02,6.030814e+01
9.962941e+02,6.027480e+01
9.964146e+02,6.024010e+01
9.965352e+02,6.020526e+01
9.966556e+02,6.017156e+01
9.967761e+02,6.014007e+01
9.968967e+02,6.011124e+01
9.970172e+02,6.008487e+01
9.971377e+02,6.006028e+01
9.972583e+02,6.003631e+01
9.973788e+02,6.001171e+01
9.974994e+02,5.998524e+01
9.976199e+02,5.995609e+01
9.977404e+02,5.992396e+01
9.978610e+02,5.988918e+01
9.979814e+02,5.985262e+01
9.981019e+02,5.981546e+01
9.982225e+02,5.977876e+01
9.983430e+02,5.974308e+01
9.984636e+02,5.970837e+01
9.985841e+02,5.967396e+01
9.987046e+02,5.963899e+01
9.988252e+02,5.960277e+01
9.989457e+02,5.956531e+01
9.990662e+02,5.952736e+01
9.991868e+02,5.949034e+01
9.993073e+02,5.945576e+01
9.994279e+02,5.942469e+01
9.995483e+02,5.939742e+01
9.996688e+02,5.937333e+01
9.997894e+02,5.935117e+01
9.999099e+02,5.932944e+01
1.000030e+03,5.930700e+01
1.000151e+03,5.928311e+01
1.000271e+03,5.925762e+01
1.000392e+03,5.923061e+01
1.000513e+03,5.920220e+01
1.000633e+03,5.917245e+01
1.000754e+03,5.914137e+01
1.000874e+03,5.910919e+01
1.000995e+03,5.907645e+01
1.001115e+03,5.904404e+01
1.001236e+03,5.901309e+01
1.001356e+03,5.898449e+01
1.001477e+03,5.895872e+01
1.001597e+03,5.893563e+01
1.001718e+03,5.891461e+01
1.001838e+03,5.889472e+01
1.001959e+03,5.887505e+01
1.002079e+03,5.885491e+01
1.002200e+03,5.883379e+01
1.002321e+03,5.881120e+01
1.002441e+03,5.878664e+01
1.002562e+03,5.875953e+01
1.002682e+03,5.872947e+01
1.002803e+03,5.869640e+01
1.002923e+03,5.866090e+01
1.003044e+03,5.862415e+01
1.003164e+03,5.858757e+01
1.003285e+03,5.855251e+01
1.003405e+03,5.851979e+01
1.003526e+03,5.848947e+01
1.003646e+03,5.846104e+01
1.003767e+03,5.843375e+01
1.003887e+03,5.840699e+01
1.004008e+03,5.838060e+01
1.004128e+03,5.835485e+01
1.004249e+03,5.833024e+01
1.004370e+03,5.830721e+01
1.004490e+03,5.828590e+01
1.004611e+03,5.826616e+01
1.004731e+03,5.824771e+01
1.004852e+03,5.823038e+01
1.004972e+03,5.821416e+01
1.005093e+03,5.819926e+01
1.005213e+03,5.818576e+01
1.005334e+03,5.817348e+01
1.005454e+03,5.816191e+01
1.005575e+03,5.815039e+01
1.005695e+03,5.813823e+01
1.005816e+03,5.812519e+01
1.005936e+03,5.811142e+01
1.006057e+03,5.809735e+01
1.006177e+03,5.808335e+01
1.006298e+03,5.806944e+01
1.006418e+03,5.805501e+01
1.006539e+03,5.803925e+01
1.006660e+03,5.802128e+01
1.006780e+03,5.800070e+01
1.006901e+03,5.797776e+01
1.007021e+03,5.795330e+01
1.007142e+03,5.792838e+01
1.007262e+03,5.790380e+01
1.007383e+03,5.787984e+01
1.007503e+03,5.785630e+01
1.007624e+03,5.783287e+01
1.007744e+03,5.780950e+01
1.007865e+03,5.778675e+01
1.007985e+03,5.776570e+01
1.008106e+03,5.774764e+01
1.008226e+03,5.773345e+01
1.008347e+03,5.772310e+01
1.008468e+03,5.771553e+01
1.008588e+03,5.770888e+01
1.008708e+03,5.770121e+01
1.008829e+03,5.769088e+01
1.008950e+03,5.767719e+01
1.009070e+03,5.766035e+01
1.009191e+03,5.764138e+01
1.009311e+03,5.762150e+01
1.009432e+03,5.760192e+01
1.009552e+03,5.758363e+01
1.009673e+03,5.756729e+01
1.009793e+03,5.755341e+01
1.009914e+03,5.754237e+01
1.010034e+03,5.753426e+01
1.010155e+03,5.752895e+01
1.010275e+03,5.752574e+01
1.010396e+03,5.752358e+01
1.010516e+03,5.752122e+01
1.010637e+03,5.751753e+01
1.010758e+03,5.751194e+01
