WaveNumber, DarkFastSlow
4.334229e+02,6.052580e+01
4.335434e+02,6.075963e+01
4.336640e+02,6.094026e+01
4.337845e+02,6.106112e+01
4.339050e+02,6.112705e+01
4.340255e+02,6.114919e+01
4.341461e+02,6.113729e+01
4.342666e+02,6.109557e+01
4.343871e+02,6.102430e+01
4.345077e+02,6.092550e+01
4.346282e+02,6.080875e+01
4.347487e+02,6.069620e+01
4.348693e+02,6.061721e+01
4.349898e+02,6.059734e+01
4.351103e+02,6.064745e+01
4.352308e+02,6.075428e+01
4.353514e+02,6.088372e+01
4.354719e+02,6.098875e+01
4.355924e+02,6.102881e+01
4.357130e+02,6.098247e+01
4.358335e+02,6.085635e+01
4.359540e+02,6.068280e+01
4.360746e+02,6.051106e+01
4.361951e+02,6.039050e+01
4.363156e+02,6.034740e+01
4.364361e+02,6.037840e+01
4.365567e+02,6.045057e+01
4.366772e+02,6.051959e+01
4.367977e+02,6.054324e+01
4.369182e+02,6.049915e+01
4.370388e+02,6.038744e+01
4.371593e+02,6.022660e+01
4.372798e+02,6.004475e+01
4.374004e+02,5.986855e+01
4.375209e+02,5.972115e+01
4.376414e+02,5.961686e+01
4.377620e+02,5.956151e+01
4.378825e+02,5.955412e+01
4.380030e+02,5.958781e+01
4.381235e+02,5.965082e+01
4.382441e+02,5.972765e+01
4.383646e+02,5.980180e+01
4.384851e+02,5.985725e+01
4.386057e+02,5.988170e+01
4.387262e+02,5.987022e+01
4.388467e+02,5.982590e+01
4.389673e+02,5.975967e+01
4.390878e+02,5.968518e+01
4.392083e+02,5.961500e+01
4.393288e+02,5.955490e+01
4.394494e+02,5.950344e+01
4.395699e+02,5.945236e+01
4.396904e+02,5.939227e+01
4.398109e+02,5.931796e+01
4.399315e+02,5.923154e+01
4.400520e+02,5.914382e+01
4.401725e+02,5.907080e+01
4.402931e+02,5.902981e+01
4.404136e+02,5.903270e+01
4.405341e+02,5.908168e+01
4.406547e+02,5.916756e+01
4.407752e+02,5.927216e+01
4.408957e+02,5.937246e+01
4.410162e+02,5.944478e+01
4.411368e+02,5.947260e+01
4.412573e+02,5.944727e+01
4.413778e+02,5.937001e+01
4.414984e+02,5.925043e+01
4.416189e+02,5.910574e+01
4.417394e+02,5.895801e+01
4.418600e+02,5.882937e+01
4.419805e+02,5.874006e+01
4.421010e+02,5.870332e+01
4.422215e+02,5.872186e+01
4.423421e+02,5.878812e+01
4.424626e+02,5.888498e+01
4.425831e+02,5.899193e+01
4.427036e+02,5.908790e+01
4.428242e+02,5.915839e+01
4.429447e+02,5.919862e+01
4.430652e+02,5.921469e+01
4.431858e+02,5.922105e+01
4.433063e+02,5.923640e+01
4.434268e+02,5.927786e+01
4.435474e+02,5.935386e+01
4.436679e+02,5.946105e+01
4.437884e+02,5.958495e+01
4.439089e+02,5.970615e+01
4.440295e+02,5.980609e+01
4.441500e+02,5.987164e+01
4.442705e+02,5.989729e+01
4.443911e+02,5.988224e+01
4.445116e+02,5.982854e+01
4.446321e+02,5.973898e+01
4.447527e+02,5.961802e+01
4.448732e+02,5.947236e+01
4.449937e+02,5.931207e+01
4.451142e+02,5.915152e+01
4.452348e+02,5.900639e+01
4.453553e+02,5.888992e+01
4.454758e+02,5.881145e+01
4.455963e+02,5.877335e+01
4.457169e+02,5.877241e+01
4.458374e+02,5.880227e+01
4.459579e+02,5.885639e+01
4.460785e+02,5.892969e+01
4.461990e+02,5.901834e+01
4.463195e+02,5.911882e+01
4.464401e+02,5.922589e+01
4.465606e+02,5.933251e+01
4.466811e+02,5.943135e+01
4.468016e+02,5.951704e+01
4.469222e+02,5.958795e+01
4.470427e+02,5.964509e+01
4.471632e+02,5.968900e+01
4.472838e+02,5.971599e+01
4.474043e+02,5.971627e+01
4.475248e+02,5.967510e+01
4.476454e+02,5.957967e+01
4.477659e+02,5.942629e+01
4.478864e+02,5.922702e+01
4.480069e+02,5.901080e+01
4.481275e+02,5.881599e+01
4.482480e+02,5.868328e+01
4.483685e+02,5.863961e+01
4.484890e+02,5.869064e+01
4.486096e+02,5.881957e+01
4.487301e+02,5.899545e+01
4.488506e+02,5.918290e+01
4.489712e+02,5.935224e+01
4.490917e+02,5.948788e+01
4.492122e+02,5.958581e+01
4.493328e+02,5.964977e+01
4.494533e+02,5.968416e+01
4.495738e+02,5.969007e+01
4.496943e+02,5.966638e+01
4.498149e+02,5.961348e+01
4.499354e+02,5.953827e+01
4.500559e+02,5.945616e+01
4.501765e+02,5.938699e+01
4.502970e+02,5.934946e+01
4.504175e+02,5.935226e+01
4.505381e+02,5.938964e+01
4.506586e+02,5.944197e+01
4.507791e+02,5.948420e+01
4.508996e+02,5.949613e+01
4.510202e+02,5.946962e+01
4.511407e+02,5.941341e+01
4.512612e+02,5.934957e+01
4.513817e+02,5.930697e+01
4.515023e+02,5.930907e+01
4.516228e+02,5.936885e+01
4.517433e+02,5.948509e+01
4.518639e+02,5.964590e+01
4.519844e+02,5.983266e+01
4.521049e+02,6.002538e+01
4.522255e+02,6.020691e+01
4.523460e+02,6.036242e+01
4.524665e+02,6.047980e+01
4.525870e+02,6.055078e+01
4.527076e+02,6.057114e+01
4.528281e+02,6.054253e+01
4.529486e+02,6.047229e+01
4.530692e+02,6.037193e+01
4.531897e+02,6.025235e+01
4.533102e+02,6.012020e+01
4.534308e+02,5.997669e+01
4.535513e+02,5.981981e+01
4.536718e+02,5.964947e+01
4.537923e+02,5.947397e+01
4.539129e+02,5.931169e+01
4.540334e+02,5.919077e+01
4.541539e+02,5.914226e+01
4.542744e+02,5.918698e+01
4.543950e+02,5.932790e+01
4.545155e+02,5.954335e+01
4.546360e+02,5.979259e+01
4.547566e+02,6.002230e+01
4.548771e+02,6.018171e+01
4.549976e+02,6.023925e+01
4.551182e+02,6.018775e+01
4.552387e+02,6.004766e+01
4.553592e+02,5.985721e+01
4.554797e+02,5.966393e+01
4.556003e+02,5.950761e+01
4.557208e+02,5.941027e+01
4.558413e+02,5.937447e+01
4.559619e+02,5.938501e+01
4.560824e+02,5.941786e+01
4.562029e+02,5.944804e+01
4.563235e+02,5.945883e+01
4.564440e+02,5.944491e+01
4.565645e+02,5.941175e+01
4.566850e+02,5.937076e+01
4.568056e+02,5.933428e+01
4.569261e+02,5.931134e+01
4.570466e+02,5.930507e+01
4.571671e+02,5.931445e+01
4.572877e+02,5.933696e+01
4.574082e+02,5.937092e+01
4.575287e+02,5.941596e+01
4.576493e+02,5.947160e+01
4.577698e+02,5.953362e+01
4.578903e+02,5.959195e+01
4.580109e+02,5.963231e+01
4.581314e+02,5.964199e+01
4.582519e+02,5.961419e+01
4.583724e+02,5.955144e+01
4.584930e+02,5.946429e+01
4.586135e+02,5.936987e+01
4.587340e+02,5.928716e+01
4.588546e+02,5.923218e+01
4.589751e+02,5.921535e+01
4.590956e+02,5.923734e+01
4.592162e+02,5.928940e+01
4.593367e+02,5.935649e+01
4.594572e+02,5.942341e+01
4.595777e+02,5.947755e+01
4.596983e+02,5.951215e+01
4.598188e+02,5.952640e+01
4.599393e+02,5.952337e+01
4.600598e+02,5.950826e+01
4.601804e+02,5.948598e+01
4.603009e+02,5.946032e+01
4.604214e+02,5.943347e+01
4.605420e+02,5.940573e+01
4.606625e+02,5.937554e+01
4.607830e+02,5.934020e+01
4.609036e+02,5.929717e+01
4.610241e+02,5.924592e+01
4.611446e+02,5.919066e+01
4.612651e+02,5.914114e+01
4.613857e+02,5.911255e+01
4.615062e+02,5.912052e+01
4.616267e+02,5.917577e+01
4.617473e+02,5.927848e+01
4.618678e+02,5.941667e+01
4.619883e+02,5.956807e+01
4.621089e+02,5.970610e+01
4.622294e+02,5.980949e+01
4.623499e+02,5.986680e+01
4.624704e+02,5.987942e+01
4.625910e+02,5.985965e+01
4.627115e+02,5.982640e+01
4.628320e+02,5.979755e+01
4.629525e+02,5.978325e+01
4.630731e+02,5.978446e+01
4.631936e+02,5.979293e+01
4.633141e+02,5.979686e+01
4.634347e+02,5.978451e+01
4.635552e+02,5.974981e+01
4.636757e+02,5.969447e+01
4.637963e+02,5.962811e+01
4.639168e+02,5.956556e+01
4.640373e+02,5.952314e+01
4.641578e+02,5.951569e+01
4.642784e+02,5.955146e+01
4.643989e+02,5.963038e+01
4.645194e+02,5.974215e+01
4.646400e+02,5.986832e+01
4.647605e+02,5.998542e+01
4.648810e+02,6.007066e+01
4.650015e+02,6.010999e+01
4.651221e+02,6.010080e+01
4.652426e+02,6.005285e+01
4.653631e+02,5.998322e+01
4.654836e+02,5.991157e+01
4.656042e+02,5.985258e+01
4.657247e+02,5.981200e+01
4.658452e+02,5.978789e+01
4.659658e+02,5.977454e+01
4.660863e+02,5.976785e+01
4.662068e+02,5.976927e+01
4.663274e+02,5.978532e+01
4.664479e+02,5.982315e+01
4.665684e+02,5.988520e+01
4.666890e+02,5.996401e+01
4.668095e+02,6.004248e+01
4.669300e+02,6.009768e+01
4.670505e+02,6.011026e+01
4.671711e+02,6.007133e+01
4.672916e+02,5.998670e+01
4.674121e+02,5.987474e+01
4.675327e+02,5.976210e+01
4.676532e+02,5.967541e+01
4.677737e+02,5.963147e+01
4.678942e+02,5.963573e+01
4.680148e+02,5.968176e+01
4.681353e+02,5.975689e+01
4.682558e+02,5.984656e+01
4.683763e+02,5.993874e+01
4.684969e+02,6.002566e+01
4.686174e+02,6.010145e+01
4.687379e+02,6.016197e+01
4.688585e+02,6.020354e+01
4.689790e+02,6.022294e+01
4.690995e+02,6.021875e+01
4.692201e+02,6.019118e+01
4.693406e+02,6.014241e+01
4.694611e+02,6.007580e+01
4.695817e+02,5.999563e+01
4.697022e+02,5.990802e+01
4.698227e+02,5.982125e+01
4.699432e+02,5.974702e+01
4.700638e+02,5.970004e+01
4.701843e+02,5.969375e+01
4.703048e+02,5.973671e+01
4.704254e+02,5.982782e+01
4.705459e+02,5.995480e+01
4.706664e+02,6.009502e+01
4.707869e+02,6.022243e+01
4.709075e+02,6.031681e+01
4.710280e+02,6.036776e+01
4.711485e+02,6.037869e+01
4.712690e+02,6.036252e+01
4.713896e+02,6.033633e+01
4.715101e+02,6.031324e+01
4.716306e+02,6.029805e+01
4.717512e+02,6.028668e+01
4.718717e+02,6.027014e+01
4.719922e+02,6.024006e+01
4.721128e+02,6.019359e+01
4.722333e+02,6.013566e+01
4.723538e+02,6.007722e+01
4.724744e+02,6.003054e+01
4.725949e+02,6.000335e+01
4.727154e+02,5.999666e+01
4.728359e+02,6.000570e+01
4.729565e+02,6.002353e+01
4.730770e+02,6.004424e+01
4.731975e+02,6.006395e+01
4.733181e+02,6.008139e+01
4.734386e+02,6.009505e+01
4.735591e+02,6.010335e+01
4.736796e+02,6.010445e+01
4.738002e+02,6.009837e+01
4.739207e+02,6.008810e+01
4.740412e+02,6.007954e+01
4.741617e+02,6.008031e+01
4.742823e+02,6.009582e+01
4.744028e+02,6.012653e+01
4.745233e+02,6.016695e+01
4.746439e+02,6.020724e+01
4.747644e+02,6.023747e+01
4.748849e+02,6.025096e+01
4.750055e+02,6.024780e+01
4.751260e+02,6.023421e+01
4.752465e+02,6.021944e+01
4.753671e+02,6.021117e+01
4.754876e+02,6.021300e+01
4.756081e+02,6.022231e+01
4.757286e+02,6.023246e+01
4.758492e+02,6.023460e+01
4.759697e+02,6.022065e+01
4.760902e+02,6.018560e+01
4.762108e+02,6.012809e+01
4.763313e+02,6.005058e+01
4.764518e+02,5.995938e+01
4.765723e+02,5.986512e+01
4.766929e+02,5.978173e+01
4.768134e+02,5.972403e+01
4.769339e+02,5.970579e+01
4.770544e+02,5.973354e+01
4.771750e+02,5.980358e+01
4.772955e+02,5.990014e+01
4.774160e+02,5.999972e+01
4.775366e+02,6.007665e+01
4.776571e+02,6.011096e+01
4.777776e+02,6.009617e+01
4.778982e+02,6.004068e+01
4.780187e+02,5.996529e+01
4.781392e+02,5.989322e+01
4.782598e+02,5.984378e+01
4.783803e+02,5.982545e+01
4.785008e+02,5.983466e+01
4.786213e+02,5.985985e+01
4.787419e+02,5.988727e+01
4.788624e+02,5.990689e+01
4.789829e+02,5.991327e+01
4.791035e+02,5.990590e+01
4.792240e+02,5.988552e+01
4.793445e+02,5.985246e+01
4.794650e+02,5.980630e+01
4.795856e+02,5.974791e+01
4.797061e+02,5.968260e+01
4.798266e+02,5.962086e+01
4.799471e+02,5.957650e+01
4.800677e+02,5.956258e+01
4.801882e+02,5.958499e+01
4.803087e+02,5.963967e+01
4.804293e+02,5.971253e+01
4.805498e+02,5.978557e+01
4.806703e+02,5.984147e+01
4.807909e+02,5.986956e+01
4.809114e+02,5.986834e+01
4.810319e+02,5.984305e+01
4.811525e+02,5.980153e+01
4.812730e+02,5.974911e+01
4.813935e+02,5.968730e+01
4.815140e+02,5.961496e+01
4.816346e+02,5.953275e+01
4.817551e+02,5.944668e+01
4.818756e+02,5.936990e+01
4.819962e+02,5.931895e+01
4.821167e+02,5.930922e+01
4.822372e+02,5.934713e+01
4.823577e+02,5.942689e+01
4.824783e+02,5.952991e+01
4.825988e+02,5.963123e+01
4.827193e+02,5.970576e+01
4.828398e+02,5.973464e+01
4.829604e+02,5.971169e+01
4.830809e+02,5.964324e+01
4.832014e+02,5.954584e+01
4.833220e+02,5.943936e+01
4.834425e+02,5.934369e+01
4.835630e+02,5.927364e+01
4.836836e+02,5.923652e+01
4.838041e+02,5.923239e+01
4.839246e+02,5.925465e+01
4.840452e+02,5.929337e+01
4.841657e+02,5.933713e+01
4.842862e+02,5.937755e+01
4.844067e+02,5.941107e+01
4.845273e+02,5.943935e+01
4.846478e+02,5.946721e+01
4.847683e+02,5.950024e+01
4.848889e+02,5.954173e+01
4.850094e+02,5.959063e+01
4.851299e+02,5.964140e+01
4.852504e+02,5.968606e+01
4.853710e+02,5.971792e+01
4.854915e+02,5.973449e+01
4.856120e+02,5.973942e+01
4.857325e+02,5.974108e+01
4.858531e+02,5.975049e+01
4.859736e+02,5.977718e+01
4.860941e+02,5.982513e+01
4.862147e+02,5.989246e+01
4.863352e+02,5.997130e+01
4.864557e+02,6.005160e+01
4.865763e+02,6.012273e+01
4.866968e+02,6.017637e+01
4.868173e+02,6.020753e+01
4.869379e+02,6.021416e+01
4.870584e+02,6.019699e+01
4.871789e+02,6.015932e+01
4.872994e+02,6.010749e+01
4.874200e+02,6.004981e+01
4.875405e+02,5.999572e+01
4.876610e+02,5.995464e+01
4.877816e+02,5.993265e+01
4.879021e+02,5.993181e+01
4.880226e+02,5.994939e+01
4.881431e+02,5.997948e+01
4.882637e+02,6.001485e+01
4.883842e+02,6.004946e+01
4.885047e+02,6.007985e+01
4.886252e+02,6.010507e+01
4.887458e+02,6.012569e+01
4.888663e+02,6.014206e+01
4.889868e+02,6.015391e+01
4.891074e+02,6.016058e+01
4.892279e+02,6.016235e+01
4.893484e+02,6.016203e+01
4.894690e+02,6.016518e+01
4.895895e+02,6.017881e+01
4.897100e+02,6.020960e+01
4.898306e+02,6.026090e+01
4.899511e+02,6.033079e+01
4.900716e+02,6.041156e+01
4.901921e+02,6.049171e+01
4.903127e+02,6.055817e+01
4.904332e+02,6.059887e+01
4.905537e+02,6.060629e+01
4.906743e+02,6.057801e+01
4.907948e+02,6.051735e+01
4.909153e+02,6.043212e+01
4.910358e+02,6.033368e+01
4.911564e+02,6.023586e+01
4.912769e+02,6.015164e+01
4.913974e+02,6.009247e+01
4.915179e+02,6.006508e+01
4.916385e+02,6.007003e+01
4.917590e+02,6.010096e+01
4.918795e+02,6.014693e+01
4.920001e+02,6.019596e+01
4.921206e+02,6.023774e+01
4.922411e+02,6.026701e+01
4.923617e+02,6.028407e+01
4.924822e+02,6.029286e+01
4.926027e+02,6.029827e+01
4.927233e+02,6.030344e+01
4.928438e+02,6.030867e+01
4.929643e+02,6.031191e+01
4.930848e+02,6.031088e+01
4.932054e+02,6.030429e+01
4.933259e+02,6.029329e+01
4.934464e+02,6.028032e+01
4.935670e+02,6.026791e+01
4.936875e+02,6.025637e+01
4.938080e+02,6.024380e+01
4.939285e+02,6.022643e+01
4.940491e+02,6.020151e+01
4.941696e+02,6.016902e+01
4.942901e+02,6.013293e+01
4.944106e+02,6.010028e+01
4.945312e+02,6.007943e+01
4.946517e+02,6.007654e+01
4.947722e+02,6.009360e+01
4.948928e+02,6.012782e+01
4.950133e+02,6.017270e+01
4.951339e+02,6.022030e+01
4.952544e+02,6.026265e+01
4.953749e+02,6.029398e+01
4.954954e+02,6.031139e+01
4.956160e+02,6.031492e+01
4.957365e+02,6.030748e+01
4.958570e+02,6.029461e+01
4.959775e+02,6.028410e+01
4.960981e+02,6.028377e+01
4.962186e+02,6.030071e+01
4.963391e+02,6.033797e+01
4.964597e+02,6.039332e+01
4.965802e+02,6.045805e+01
4.967007e+02,6.051889e+01
4.968212e+02,6.056231e+01
4.969418e+02,6.057747e+01
4.970623e+02,6.056028e+01
4.971828e+02,6.051432e+01
4.973033e+02,6.044997e+01
4.974239e+02,6.038088e+01
4.975444e+02,6.031944e+01
4.976649e+02,6.027511e+01
4.977855e+02,6.025156e+01
4.979060e+02,6.024757e+01
4.980266e+02,6.025813e+01
4.981471e+02,6.027645e+01
4.982676e+02,6.029498e+01
4.983881e+02,6.030602e+01
4.985087e+02,6.030331e+01
4.986292e+02,6.028296e+01
4.987497e+02,6.024530e+01
4.988702e+02,6.019570e+01
4.989908e+02,6.014501e+01
4.991113e+02,6.010739e+01
4.992318e+02,6.009561e+01
4.993524e+02,6.011790e+01
4.994729e+02,6.017429e+01
4.995934e+02,6.025618e+01
4.997139e+02,6.034803e+01
4.998345e+02,6.043235e+01
4.999550e+02,6.049519e+01
5.000755e+02,6.052815e+01
5.001960e+02,6.053035e+01
5.003166e+02,6.050618e+01
5.004371e+02,6.046252e+01
5.005576e+02,6.040556e+01
5.006782e+02,6.033945e+01
5.007987e+02,6.026692e+01
5.009193e+02,6.019046e+01
5.010398e+02,6.011357e+01
5.011603e+02,6.004130e+01
5.012808e+02,5.997868e+01
5.014014e+02,5.992919e+01
5.015219e+02,5.989359e+01
5.016424e+02,5.986995e+01
5.017629e+02,5.985444e+01
5.018835e+02,5.984375e+01
5.020040e+02,5.983651e+01
5.021245e+02,5.983344e+01
5.022451e+02,5.983600e+01
5.023656e+02,5.984446e+01
5.024861e+02,5.985590e+01
5.026066e+02,5.986497e+01
5.027272e+02,5.986634e+01
5.028477e+02,5.985719e+01
5.029682e+02,5.983985e+01
5.030887e+02,5.982170e+01
5.032093e+02,5.981358e+01
5.033298e+02,5.982553e+01
5.034503e+02,5.986239e+01
5.035709e+02,5.992138e+01
5.036914e+02,5.999170e+01
5.038119e+02,6.005675e+01
5.039325e+02,6.009871e+01
5.040530e+02,6.010533e+01
5.041735e+02,6.007209e+01
5.042940e+02,6.000406e+01
5.044146e+02,5.991312e+01
5.045351e+02,5.981525e+01
5.046556e+02,5.972588e+01
