WaveNumber, DarkFastSlow
6.173504e+02,6.310017e+01
6.174709e+02,6.315406e+01
6.175914e+02,6.321050e+01
6.177120e+02,6.326138e+01
6.178325e+02,6.330115e+01
6.179530e+02,6.332849e+01
6.180735e+02,6.334679e+01
6.181941e+02,6.336253e+01
6.183146e+02,6.338284e+01
6.184352e+02,6.341231e+01
6.185557e+02,6.345197e+01
6.186762e+02,6.349892e+01
6.187968e+02,6.354808e+01
6.189172e+02,6.359360e+01
6.190378e+02,6.363067e+01
6.191583e+02,6.365707e+01
6.192789e+02,6.367259e+01
6.193994e+02,6.367883e+01
6.195199e+02,6.367798e+01
6.196404e+02,6.367249e+01
6.197610e+02,6.366442e+01
6.198815e+02,6.365564e+01
6.200020e+02,6.364789e+01
6.201226e+02,6.364265e+01
6.202431e+02,6.364092e+01
6.203636e+02,6.364316e+01
6.204841e+02,6.364927e+01
6.206047e+02,6.365923e+01
6.207252e+02,6.367365e+01
6.208457e+02,6.369415e+01
6.209662e+02,6.372315e+01
6.210868e+02,6.376299e+01
6.212073e+02,6.381456e+01
6.213279e+02,6.387639e+01
6.214484e+02,6.394416e+01
6.215689e+02,6.401219e+01
6.216895e+02,6.407451e+01
6.218099e+02,6.412693e+01
6.219305e+02,6.416821e+01
6.220510e+02,6.420002e+01
6.221716e+02,6.422551e+01
6.222921e+02,6.424767e+01
6.224126e+02,6.426818e+01
6.225331e+02,6.428683e+01
6.226537e+02,6.430238e+01
6.227742e+02,6.431366e+01
6.228947e+02,6.432096e+01
6.230153e+02,6.432625e+01
6.231358e+02,6.433266e+01
6.232563e+02,6.434293e+01
6.233768e+02,6.435807e+01
6.234974e+02,6.437687e+01
6.236179e+02,6.439632e+01
6.237384e+02,6.441288e+01
6.238589e+02,6.442409e+01
6.239795e+02,6.442984e+01
6.241000e+02,6.443251e+01
6.242206e+02,6.443620e+01
6.243411e+02,6.444481e+01
6.244616e+02,6.446104e+01
6.245822e+02,6.448532e+01
6.247026e+02,6.451581e+01
6.248232e+02,6.454919e+01
6.249437e+02,6.458195e+01
6.250643e+02,6.461187e+01
6.251848e+02,6.463834e+01
6.253053e+02,6.466280e+01
6.254258e+02,6.468785e+01
6.255464e+02,6.471658e+01
6.256669e+02,6.475124e+01
6.257874e+02,6.479241e+01
6.259080e+02,6.483870e+01
6.260285e+02,6.488698e+01
6.261490e+02,6.493311e+01
6.262695e+02,6.497302e+01
6.263901e+02,6.500394e+01
6.265106e+02,6.502513e+01
6.266311e+02,6.503785e+01
6.267516e+02,6.504457e+01
6.268722e+02,6.504808e+01
6.269927e+02,6.505016e+01
6.271133e+02,6.505096e+01
6.272338e+02,6.504908e+01
6.273543e+02,6.504267e+01
6.274749e+02,6.503085e+01
6.275953e+02,6.501474e+01
6.277159e+02,6.499799e+01
6.278364e+02,6.498590e+01
6.279570e+02,6.498448e+01
6.280775e+02,6.499834e+01
6.281980e+02,6.502944e+01
6.283185e+02,6.507669e+01
6.284391e+02,6.513646e+01
6.285596e+02,6.520340e+01
6.286801e+02,6.527128e+01
6.288007e+02,6.533438e+01
6.289212e+02,6.538770e+01
6.290417e+02,6.542722e+01
6.291622e+02,6.545070e+01
6.292828e+02,6.545760e+01
6.294033e+02,6.544962e+01
6.295238e+02,6.543031e+01
6.296443e+02,6.540502e+01
6.297649e+02,6.537977e+01
6.298854e+02,6.535970e+01
6.300060e+02,6.534864e+01
6.301265e+02,6.534797e+01
6.302470e+02,6.535700e+01
6.303676e+02,6.537345e+01
6.304880e+02,6.539456e+01
6.306086e+02,6.541799e+01
6.307291e+02,6.544188e+01
6.308497e+02,6.546499e+01
6.309702e+02,6.548635e+01
6.310907e+02,6.550510e+01
6.312112e+02,6.552048e+01
6.313318e+02,6.553230e+01
6.314523e+02,6.554115e+01
6.315728e+02,6.554826e+01
6.316934e+02,6.555526e+01
6.318139e+02,6.556335e+01
6.319344e+02,6.557252e+01
6.320549e+02,6.558151e+01
6.321755e+02,6.558798e+01
6.322960e+02,6.558988e+01
6.324165e+02,6.558618e+01
6.325370e+02,6.557803e+01
6.326576e+02,6.556837e+01
6.327781e+02,6.556166e+01
6.328987e+02,6.556203e+01
6.330192e+02,6.557202e+01
6.331397e+02,6.559169e+01
6.332603e+02,6.561839e+01
6.333807e+02,6.564757e+01
6.335013e+02,6.567359e+01
6.336218e+02,6.569170e+01
6.337424e+02,6.569897e+01
6.338629e+02,6.569492e+01
6.339834e+02,6.568161e+01
6.341039e+02,6.566308e+01
6.342245e+02,6.564476e+01
6.343450e+02,6.563177e+01
6.344655e+02,6.562836e+01
6.345861e+02,6.563708e+01
6.347066e+02,6.565807e+01
6.348271e+02,6.568929e+01
6.349476e+02,6.572675e+01
6.350682e+02,6.576546e+01
6.351887e+02,6.579989e+01
6.353092e+02,6.582523e+01
6.354297e+02,6.583858e+01
6.355503e+02,6.583916e+01
6.356708e+02,6.582883e+01
6.357914e+02,6.581123e+01
6.359119e+02,6.579172e+01
6.360324e+02,6.577598e+01
6.361530e+02,6.576898e+01
6.362734e+02,6.577425e+01
6.363940e+02,6.579255e+01
6.365145e+02,6.582157e+01
6.366351e+02,6.585612e+01
6.367556e+02,6.589000e+01
6.368761e+02,6.591739e+01
6.369966e+02,6.593504e+01
6.371172e+02,6.594319e+01
6.372377e+02,6.594527e+01
6.373582e+02,6.594644e+01
6.374788e+02,6.595113e+01
6.375993e+02,6.596168e+01
6.377198e+02,6.597728e+01
6.378403e+02,6.599451e+01
6.379609e+02,6.600851e+01
6.380814e+02,6.601497e+01
6.382019e+02,6.601172e+01
6.383224e+02,6.599898e+01
6.384430e+02,6.597903e+01
6.385635e+02,6.595486e+01
6.386841e+02,6.592923e+01
6.388046e+02,6.590391e+01
6.389251e+02,6.588020e+01
6.390457e+02,6.585977e+01
6.391661e+02,6.584512e+01
6.392867e+02,6.583968e+01
6.394072e+02,6.584687e+01
6.395278e+02,6.586837e+01
6.396483e+02,6.590298e+01
6.397688e+02,6.594583e+01
6.398893e+02,6.599008e+01
6.400099e+02,6.602809e+01
6.401304e+02,6.605413e+01
6.402509e+02,6.606603e+01
6.403715e+02,6.606515e+01
6.404920e+02,6.605561e+01
6.406125e+02,6.604269e+01
6.407330e+02,6.603161e+01
6.408536e+02,6.602634e+01
6.409741e+02,6.602912e+01
6.410946e+02,6.604040e+01
6.412151e+02,6.605903e+01
6.413357e+02,6.608253e+01
6.414562e+02,6.610725e+01
6.415768e+02,6.612931e+01
6.416973e+02,6.614520e+01
6.418178e+02,6.615247e+01
6.419384e+02,6.615062e+01
6.420588e+02,6.614112e+01
6.421794e+02,6.612716e+01
6.422999e+02,6.611250e+01
6.424205e+02,6.610078e+01
6.425410e+02,6.609419e+01
6.426615e+02,6.609270e+01
6.427820e+02,6.609419e+01
6.429026e+02,6.609516e+01
6.430231e+02,6.609235e+01
6.431436e+02,6.608357e+01
6.432642e+02,6.606866e+01
6.433847e+02,6.604929e+01
6.435052e+02,6.602882e+01
6.436257e+02,6.601131e+01
6.437463e+02,6.600090e+01
6.438668e+02,6.600122e+01
6.439873e+02,6.601418e+01
6.441078e+02,6.603924e+01
6.442284e+02,6.607272e+01
6.443489e+02,6.610842e+01
6.444695e+02,6.613907e+01
6.445900e+02,6.615828e+01
6.447105e+02,6.616332e+01
6.448311e+02,6.615587e+01
6.449515e+02,6.614209e+01
6.450721e+02,6.613012e+01
6.451926e+02,6.612866e+01
6.453132e+02,6.614397e+01
6.454337e+02,6.617761e+01
6.455542e+02,6.622576e+01
6.456747e+02,6.627967e+01
6.457953e+02,6.632882e+01
6.459158e+02,6.636325e+01
6.460363e+02,6.637760e+01
6.461569e+02,6.637203e+01
6.462774e+02,6.635146e+01
6.463979e+02,6.632313e+01
6.465184e+02,6.629405e+01
6.466390e+02,6.627008e+01
6.467595e+02,6.625459e+01
6.468800e+02,6.624868e+01
6.470005e+02,6.625144e+01
6.471211e+02,6.626038e+01
6.472416e+02,6.627170e+01
6.473622e+02,6.628113e+01
6.474827e+02,6.628527e+01
6.476032e+02,6.628209e+01
6.477238e+02,6.627177e+01
6.478442e+02,6.625637e+01
6.479648e+02,6.623923e+01
6.480853e+02,6.622388e+01
6.482059e+02,6.621294e+01
6.483264e+02,6.620770e+01
6.484469e+02,6.620786e+01
6.485674e+02,6.621195e+01
6.486880e+02,6.621802e+01
6.488085e+02,6.622474e+01
6.489290e+02,6.623192e+01
6.490496e+02,6.624044e+01
6.491701e+02,6.625156e+01
6.492906e+02,6.626621e+01
6.494111e+02,6.628465e+01
6.495317e+02,6.630656e+01
6.496522e+02,6.633153e+01
6.497727e+02,6.635917e+01
6.498932e+02,6.638923e+01
6.500138e+02,6.642086e+01
6.501343e+02,6.645194e+01
6.502549e+02,6.647904e+01
6.503754e+02,6.649747e+01
6.504959e+02,6.650301e+01
6.506165e+02,6.649390e+01
6.507369e+02,6.647157e+01
6.508575e+02,6.644079e+01
6.509780e+02,6.640787e+01
6.510986e+02,6.637944e+01
6.512191e+02,6.636024e+01
6.513396e+02,6.635209e+01
6.514601e+02,6.635363e+01
6.515807e+02,6.636095e+01
6.517012e+02,6.636895e+01
6.518217e+02,6.637270e+01
6.519423e+02,6.636935e+01
6.520628e+02,6.635853e+01
6.521833e+02,6.634190e+01
6.523038e+02,6.632191e+01
6.524244e+02,6.630103e+01
6.525449e+02,6.628152e+01
6.526654e+02,6.626552e+01
6.527859e+02,6.625563e+01
6.529065e+02,6.625489e+01
6.530270e+02,6.626567e+01
6.531476e+02,6.628868e+01
6.532681e+02,6.632103e+01
6.533886e+02,6.635650e+01
6.535092e+02,6.638616e+01
6.536296e+02,6.640176e+01
6.537502e+02,6.639904e+01
6.538707e+02,6.637895e+01
6.539913e+02,6.634760e+01
6.541118e+02,6.631384e+01
6.542323e+02,6.628757e+01
6.543528e+02,6.627641e+01
6.544734e+02,6.628409e+01
6.545939e+02,6.630937e+01
6.547144e+02,6.634627e+01
6.548350e+02,6.638523e+01
6.549555e+02,6.641579e+01
6.550760e+02,6.643056e+01
6.551965e+02,6.642677e+01
6.553171e+02,6.640695e+01
6.554376e+02,6.637688e+01
6.555581e+02,6.634396e+01
6.556786e+02,6.631522e+01
6.557992e+02,6.629588e+01
6.559197e+02,6.628978e+01
6.560403e+02,6.629876e+01
6.561608e+02,6.632239e+01
6.562813e+02,6.635770e+01
6.564019e+02,6.639896e+01
6.565223e+02,6.643883e+01
6.566429e+02,6.646928e+01
6.567634e+02,6.648444e+01
6.568839e+02,6.648190e+01
6.570045e+02,6.646329e+01
6.571250e+02,6.643353e+01
6.572455e+02,6.639942e+01
6.573661e+02,6.636864e+01
6.574866e+02,6.634722e+01
6.576071e+02,6.633871e+01
6.577277e+02,6.634299e+01
6.578481e+02,6.635612e+01
6.579688e+02,6.637139e+01
6.580892e+02,6.638136e+01
6.582098e+02,6.638084e+01
6.583303e+02,6.636806e+01
6.584508e+02,6.634505e+01
6.585714e+02,6.631609e+01
6.586919e+02,6.628635e+01
6.588124e+02,6.626025e+01
6.589330e+02,6.624054e+01
6.590535e+02,6.622850e+01
6.591740e+02,6.622412e+01
6.592946e+02,6.622656e+01
6.594150e+02,6.623454e+01
6.595356e+02,6.624652e+01
6.596561e+02,6.626083e+01
6.597766e+02,6.627539e+01
6.598972e+02,6.628822e+01
6.600177e+02,6.629746e+01
6.601382e+02,6.630172e+01
6.602588e+02,6.630051e+01
6.603793e+02,6.629438e+01
6.604998e+02,6.628475e+01
6.606204e+02,6.627367e+01
6.607408e+02,6.626337e+01
6.608615e+02,6.625558e+01
6.609819e+02,6.625094e+01
6.611025e+02,6.624887e+01
6.612230e+02,6.624777e+01
6.613435e+02,6.624590e+01
6.614641e+02,6.624191e+01
6.615846e+02,6.623557e+01
6.617051e+02,6.622785e+01
6.618257e+02,6.622070e+01
6.619462e+02,6.621630e+01
6.620667e+02,6.621641e+01
6.621873e+02,6.622189e+01
6.623077e+02,6.623220e+01
6.624283e+02,6.624541e+01
6.625488e+02,6.625861e+01
6.626693e+02,6.626891e+01
6.627899e+02,6.627452e+01
6.629104e+02,6.627518e+01
6.630309e+02,6.627234e+01
6.631515e+02,6.626858e+01
6.632720e+02,6.626669e+01
6.633925e+02,6.626862e+01
6.635131e+02,6.627528e+01
6.636335e+02,6.628616e+01
6.637542e+02,6.629969e+01
6.638746e+02,6.631371e+01
6.639952e+02,6.632618e+01
6.641157e+02,6.633588e+01
6.642362e+02,6.634263e+01
6.643568e+02,6.634742e+01
6.644773e+02,6.635204e+01
6.645978e+02,6.635864e+01
6.647184e+02,6.636890e+01
6.648389e+02,6.638350e+01
6.649594e+02,6.640179e+01
6.650800e+02,6.642181e+01
6.652004e+02,6.644071e+01
6.653210e+02,6.645524e+01
6.654415e+02,6.646297e+01
6.655620e+02,6.646267e+01
6.656826e+02,6.645463e+01
6.658031e+02,6.643994e+01
6.659236e+02,6.641954e+01
6.660442e+02,6.639307e+01
6.661647e+02,6.635851e+01
6.662852e+02,6.631234e+01
6.664058e+02,6.625098e+01
6.665262e+02,6.617227e+01
6.666469e+02,6.607665e+01
6.667673e+02,6.596771e+01
6.668879e+02,6.585152e+01
6.670084e+02,6.573872e+01
6.671289e+02,6.564461e+01
6.672495e+02,6.559261e+01
6.673700e+02,6.562139e+01
6.674905e+02,6.578888e+01
6.676111e+02,6.615603e+01
6.677316e+02,6.669939e+01
6.678521e+02,6.721653e+01
6.679727e+02,6.746970e+01
6.680931e+02,6.745065e+01
6.682137e+02,6.729746e+01
6.683342e+02,6.711844e+01
6.684547e+02,6.695850e+01
6.685753e+02,6.682697e+01
6.686958e+02,6.672260e+01
6.688163e+02,6.664243e+01
6.689369e+02,6.658447e+01
6.690574e+02,6.654852e+01
6.691779e+02,6.653416e+01
6.692985e+02,6.653925e+01
6.694189e+02,6.655925e+01
6.695396e+02,6.658698e+01
6.696600e+02,6.661444e+01
6.697806e+02,6.663384e+01
6.699011e+02,6.664028e+01
6.700216e+02,6.663245e+01
6.701422e+02,6.661242e+01
6.702627e+02,6.658447e+01
6.703832e+02,6.655392e+01
6.705038e+02,6.652632e+01
6.706243e+02,6.650634e+01
6.707448e+02,6.649792e+01
6.708654e+02,6.650381e+01
6.709858e+02,6.652479e+01
6.711064e+02,6.655915e+01
6.712269e+02,6.660218e+01
6.713474e+02,6.664719e+01
6.714680e+02,6.668635e+01
6.715885e+02,6.671309e+01
6.717090e+02,6.672411e+01
6.718296e+02,6.671967e+01
6.719501e+02,6.670357e+01
6.720706e+02,6.668165e+01
6.721912e+02,6.666102e+01
6.723116e+02,6.664801e+01
6.724323e+02,6.664716e+01
6.725527e+02,6.666048e+01
6.726733e+02,6.668694e+01
6.727938e+02,6.672275e+01
6.729143e+02,6.676198e+01
6.730349e+02,6.679853e+01
6.731554e+02,6.682738e+01
6.732759e+02,6.684565e+01
6.733965e+02,6.685326e+01
6.735170e+02,6.685268e+01
6.736375e+02,6.684841e+01
6.737581e+02,6.684565e+01
6.738785e+02,6.684969e+01
6.739991e+02,6.686437e+01
6.741196e+02,6.689065e+01
6.742401e+02,6.692609e+01
6.743607e+02,6.696504e+01
6.744812e+02,6.700076e+01
6.746017e+02,6.702708e+01
6.747223e+02,6.704078e+01
6.748428e+02,6.704202e+01
6.749633e+02,6.703374e+01
6.750839e+02,6.702020e+01
6.752043e+02,6.700581e+01
6.753250e+02,6.699476e+01
6.754454e+02,6.699022e+01
6.755660e+02,6.699445e+01
6.756865e+02,6.700842e+01
6.758070e+02,6.703138e+01
6.759276e+02,6.706056e+01
6.760481e+02,6.709138e+01
6.761686e+02,6.711882e+01
6.762892e+02,6.713866e+01
6.764097e+02,6.714894e+01
6.765302e+02,6.715055e+01
6.766508e+02,6.714676e+01
6.767712e+02,6.714240e+01
6.768918e+02,6.714236e+01
6.770123e+02,6.715099e+01
6.771328e+02,6.717081e+01
6.772534e+02,6.720177e+01
6.773739e+02,6.724109e+01
6.774944e+02,6.728384e+01
6.776150e+02,6.732451e+01
6.777355e+02,6.735831e+01
6.778560e+02,6.738277e+01
6.779766e+02,6.739803e+01
6.780970e+02,6.740627e+01
6.782177e+02,6.741093e+01
6.783381e+02,6.741594e+01
6.784587e+02,6.742535e+01
6.785792e+02,6.744231e+01
6.786997e+02,6.746863e+01
6.788203e+02,6.750381e+01
6.789408e+02,6.754474e+01
6.790613e+02,6.758555e+01
6.791819e+02,6.761939e+01
6.793024e+02,6.764091e+01
6.794229e+02,6.764772e+01
6.795435e+02,6.764139e+01
6.796639e+02,6.762621e+01
6.797845e+02,6.760814e+01
6.799050e+02,6.759318e+01
6.800255e+02,6.758642e+01
6.801461e+02,6.759222e+01
6.802666e+02,6.761342e+01
6.803871e+02,6.765083e+01
6.805077e+02,6.770236e+01
6.806282e+02,6.776263e+01
6.807487e+02,6.782339e+01
6.808693e+02,6.787504e+01
6.809897e+02,6.791022e+01
6.811104e+02,6.792555e+01
6.812308e+02,6.792272e+01
6.813514e+02,6.790756e+01
6.814719e+02,6.788862e+01
6.815924e+02,6.787508e+01
6.817130e+02,6.787424e+01
6.818335e+02,6.789059e+01
6.819540e+02,6.792418e+01
6.820746e+02,6.797076e+01
6.821951e+02,6.802231e+01
6.823156e+02,6.806971e+01
6.824362e+02,6.810620e+01
6.825566e+02,6.812872e+01
6.826772e+02,6.813856e+01
6.827977e+02,6.813951e+01
6.829182e+02,6.813604e+01
6.830388e+02,6.813148e+01
6.831593e+02,6.812771e+01
6.832798e+02,6.812551e+01
6.834004e+02,6.812509e+01
6.835209e+02,6.812662e+01
6.836414e+02,6.813041e+01
6.837620e+02,6.813672e+01
6.838824e+02,6.814540e+01
6.840031e+02,6.815552e+01
6.841235e+02,6.816560e+01
6.842441e+02,6.817391e+01
6.843646e+02,6.817920e+01
6.844851e+02,6.818108e+01
6.846057e+02,6.818036e+01
6.847262e+02,6.817890e+01
6.848467e+02,6.817934e+01
6.849673e+02,6.818492e+01
6.850878e+02,6.819861e+01
6.852083e+02,6.822187e+01
6.853289e+02,6.825352e+01
6.854493e+02,6.828881e+01
6.855699e+02,6.832008e+01
6.856904e+02,6.833827e+01
6.858109e+02,6.833654e+01
6.859315e+02,6.831237e+01
6.860520e+02,6.826859e+01
6.861725e+02,6.821233e+01
6.862931e+02,6.815361e+01
6.864136e+02,6.810371e+01
6.865341e+02,6.807201e+01
6.866547e+02,6.806513e+01
6.867751e+02,6.808481e+01
6.868958e+02,6.812742e+01
6.870162e+02,6.818405e+01
6.871368e+02,6.824297e+01
6.872573e+02,6.829362e+01
6.873778e+02,6.832849e+01
6.874984e+02,6.834513e+01
6.876189e+02,6.834541e+01
6.877394e+02,6.833440e+01
6.878600e+02,6.831838e+01
6.879805e+02,6.830361e+01
6.881010e+02,6.829596e+01
6.882216e+02,6.829939e+01
6.883420e+02,6.831544e+01
6.884626e+02,6.834222e+01
6.885831e+02,6.837447e+01
6.887036e+02,6.840459e+01
6.888242e+02,6.842475e+01
6.889447e+02,6.843042e+01
6.890652e+02,6.842178e+01
6.891858e+02,6.840391e+01
6.893063e+02,6.838426e+01
6.894268e+02,6.837086e+01
6.895474e+02,6.836974e+01
6.896678e+02,6.838345e+01
6.897885e+02,6.841090e+01
6.899089e+02,6.844756e+01
6.900295e+02,6.848713e+01
6.901500e+02,6.852237e+01
6.902705e+02,6.854741e+01
6.903911e+02,6.855915e+01
6.905116e+02,6.855737e+01
6.906321e+02,6.854459e+01
6.907527e+02,6.852484e+01
6.908732e+02,6.850323e+01
6.909937e+02,6.848460e+01
6.911143e+02,6.847323e+01
6.912347e+02,6.847235e+01
6.913553e+02,6.848314e+01
6.914758e+02,6.850434e+01
6.915963e+02,6.853165e+01
6.917169e+02,6.855879e+01
6.918374e+02,6.857839e+01
6.919579e+02,6.858437e+01
6.920785e+02,6.857429e+01
6.921990e+02,6.854990e+01
6.923195e+02,6.851666e+01
6.924401e+02,6.848141e+01
6.925605e+02,6.845116e+01
6.926812e+02,6.843113e+01
6.928016e+02,6.842421e+01
6.929222e+02,6.843109e+01
6.930427e+02,6.845032e+01
6.931632e+02,6.847881e+01
6.932838e+02,6.851171e+01
6.934043e+02,6.854345e+01
6.935248e+02,6.856863e+01
6.936454e+02,6.858276e+01
6.937659e+02,6.858369e+01
6.938864e+02,6.857201e+01
6.940070e+02,6.855094e+01
6.941274e+02,6.852513e+01
6.942480e+02,6.849985e+01
6.943685e+02,6.847981e+01
6.944890e+02,6.846792e+01
6.946096e+02,6.846541e+01
6.947301e+02,6.847155e+01
6.948506e+02,6.848407e+01
6.949712e+02,6.849942e+01
6.950917e+02,6.851353e+01
6.952122e+02,6.852263e+01
6.953328e+02,6.852364e+01
6.954532e+02,6.851505e+01
6.955739e+02,6.849709e+01
6.956943e+02,6.847185e+01
6.958149e+02,6.844266e+01
6.959354e+02,6.841354e+01
6.960559e+02,6.838864e+01
6.961765e+02,6.837090e+01
6.962970e+02,6.836187e+01
6.964175e+02,6.836119e+01
6.965381e+02,6.836708e+01
6.966586e+02,6.837688e+01
6.967791e+02,6.838776e+01
6.968997e+02,6.839769e+01
6.970201e+02,6.840509e+01
6.971407e+02,6.840885e+01
6.972612e+02,6.840801e+01
6.973817e+02,6.840157e+01
6.975023e+02,6.838901e+01
6.976228e+02,6.837070e+01
6.977433e+02,6.834861e+01
6.978639e+02,6.832616e+01
6.979844e+02,6.830733e+01
6.981049e+02,6.829584e+01
6.982255e+02,6.829331e+01
6.983459e+02,6.829871e+01
6.984666e+02,6.830827e+01
6.985870e+02,6.831715e+01
6.987076e+02,6.832130e+01
6.988281e+02,6.831879e+01
6.989486e+02,6.831060e+01
6.990692e+02,6.829969e+01
6.991897e+02,6.828981e+01
6.993102e+02,6.828349e+01
6.994308e+02,6.828132e+01
6.995513e+02,6.828169e+01
6.996718e+02,6.828178e+01
6.997924e+02,6.827890e+01
6.999128e+02,6.827180e+01
7.000334e+02,6.826124e+01
7.001539e+02,6.824969e+01
7.002744e+02,6.824002e+01
7.003950e+02,6.823402e+01
7.005155e+02,6.823174e+01
7.006360e+02,6.823130e+01
7.007566e+02,6.822993e+01
7.008771e+02,6.822487e+01
7.009976e+02,6.821467e+01
7.011182e+02,6.819968e+01
7.012386e+02,6.818196e+01
7.013593e+02,6.816441e+01
7.014797e+02,6.814973e+01
7.016003e+02,6.813945e+01
7.017208e+02,6.813337e+01
7.018413e+02,6.812958e+01
7.019619e+02,6.812503e+01
7.020824e+02,6.811687e+01
7.022029e+02,6.810300e+01
7.023235e+02,6.808301e+01
7.024440e+02,6.805813e+01
7.025645e+02,6.803127e+01
7.026851e+02,6.800626e+01
7.028055e+02,6.798660e+01
7.029261e+02,6.797493e+01
7.030466e+02,6.797205e+01
7.031671e+02,6.797667e+01
7.032877e+02,6.798569e+01
7.034082e+02,6.799505e+01
7.035287e+02,6.800114e+01
7.036493e+02,6.800138e+01
7.037698e+02,6.799532e+01
7.038903e+02,6.798428e+01
7.040109e+02,6.797100e+01
7.041313e+02,6.795834e+01
7.042520e+02,6.794833e+01
7.043724e+02,6.794143e+01
7.044930e+02,6.793644e+01
7.046135e+02,6.793076e+01
7.047340e+02,6.792134e+01
7.048546e+02,6.790585e+01
7.049751e+02,6.788335e+01
7.050956e+02,6.785466e+01
7.052162e+02,6.782179e+01
7.053367e+02,6.778745e+01
7.054572e+02,6.775400e+01
7.055778e+02,6.772272e+01
7.056982e+02,6.769400e+01
7.058188e+02,6.766751e+01
7.059393e+02,6.764290e+01
7.060598e+02,6.762062e+01
7.061804e+02,6.760214e+01
7.063009e+02,6.758947e+01
7.064214e+02,6.758465e+01
7.065420e+02,6.758836e+01
7.066625e+02,6.759928e+01
7.067830e+02,6.761363e+01
7.069036e+02,6.762625e+01
7.070240e+02,6.763171e+01
7.071447e+02,6.762593e+01
7.072651e+02,6.760766e+01
7.073857e+02,6.757861e+01
7.075062e+02,6.754313e+01
7.076267e+02,6.750633e+01
7.077473e+02,6.747295e+01
7.078678e+02,6.744573e+01
7.079883e+02,6.742493e+01
7.081089e+02,6.740866e+01
7.082294e+02,6.739404e+01
7.083499e+02,6.737869e+01
7.084705e+02,6.736141e+01
7.085909e+02,6.734261e+01
7.087115e+02,6.732370e+01
7.088320e+02,6.730620e+01
7.089525e+02,6.729076e+01
7.090731e+02,6.727671e+01
7.091936e+02,6.726226e+01
7.093141e+02,6.724539e+01
7.094347e+02,6.722484e+01
7.095552e+02,6.720084e+01
7.096757e+02,6.717533e+01
7.097963e+02,6.715157e+01
7.099167e+02,6.713316e+01
7.100374e+02,6.712267e+01
7.101578e+02,6.712114e+01
7.102784e+02,6.712765e+01
7.103989e+02,6.713994e+01
7.105194e+02,6.715493e+01
7.106400e+02,6.716978e+01
7.107605e+02,6.718254e+01
7.108810e+02,6.719223e+01
7.110016e+02,6.719864e+01
7.111221e+02,6.720204e+01
7.112426e+02,6.720288e+01
7.113632e+02,6.720165e+01
7.114836e+02,6.719908e+01
7.116042e+02,6.719650e+01
7.117247e+02,6.719573e+01
7.118452e+02,6.719890e+01
7.119658e+02,6.720777e+01
7.120863e+02,6.722298e+01
7.122068e+02,6.724329e+01
7.123274e+02,6.726561e+01
7.124479e+02,6.728580e+01
7.125684e+02,6.729966e+01
7.126890e+02,6.730421e+01
7.128094e+02,6.729897e+01
7.129301e+02,6.728596e+01
7.130505e+02,6.726939e+01
7.131711e+02,6.725414e+01
7.132916e+02,6.724483e+01
7.134121e+02,6.724455e+01
7.135327e+02,6.725436e+01
7.136532e+02,6.727359e+01
7.137737e+02,6.730041e+01
7.138943e+02,6.733253e+01
7.140148e+02,6.736741e+01
7.141353e+02,6.740253e+01
7.142559e+02,6.743536e+01
7.143763e+02,6.746337e+01
7.144969e+02,6.748447e+01
7.146174e+02,6.749760e+01
7.147379e+02,6.750313e+01
7.148585e+02,6.750285e+01
7.149790e+02,6.749966e+01
7.150995e+02,6.749651e+01
7.152201e+02,6.749538e+01
7.153406e+02,6.749648e+01
7.154611e+02,6.749848e+01
7.155817e+02,6.749924e+01
7.157021e+02,6.749696e+01
7.158228e+02,6.749123e+01
7.159432e+02,6.748335e+01
7.160638e+02,6.747591e+01
7.161843e+02,6.747160e+01
7.163048e+02,6.747195e+01
7.164254e+02,6.747664e+01
7.165459e+02,6.748368e+01
7.166664e+02,6.749048e+01
7.167870e+02,6.749490e+01
7.169075e+02,6.749654e+01
7.170280e+02,6.749667e+01
7.171486e+02,6.749781e+01
7.172690e+02,6.750214e+01
7.173896e+02,6.751052e+01
7.175101e+02,6.752181e+01
7.176306e+02,6.753337e+01
7.177512e+02,6.754192e+01
7.178717e+02,6.754476e+01
7.179922e+02,6.754088e+01
7.181128e+02,6.753085e+01
7.182333e+02,6.751645e+01
7.183538e+02,6.749963e+01
7.184744e+02,6.748196e+01
7.185948e+02,6.746433e+01
7.187155e+02,6.744720e+01
7.188359e+02,6.743140e+01
7.189565e+02,6.741850e+01
7.190770e+02,6.741077e+01
7.191975e+02,6.741093e+01
7.193181e+02,6.742107e+01
7.194386e+02,6.744191e+01
7.195591e+02,6.747243e+01
7.196797e+02,6.751012e+01
7.198002e+02,6.755171e+01
7.199207e+02,6.759389e+01
7.200413e+02,6.763413e+01
7.201617e+02,6.767083e+01
7.202823e+02,6.770303e+01
7.204028e+02,6.773025e+01
7.205233e+02,6.775211e+01
7.206439e+02,6.776850e+01
7.207644e+02,6.777970e+01
7.208849e+02,6.778680e+01
7.210055e+02,6.779179e+01
7.211260e+02,6.779702e+01
7.212465e+02,6.780507e+01
7.213671e+02,6.781789e+01
7.214875e+02,6.783627e+01
7.216082e+02,6.785989e+01
7.217286e+02,6.788741e+01
7.218492e+02,6.791718e+01
7.219697e+02,6.794765e+01
7.220902e+02,6.797810e+01
7.222108e+02,6.800848e+01
7.223313e+02,6.803931e+01
7.224518e+02,6.807101e+01
7.225724e+02,6.810367e+01
