WaveNumber,DarkFastFast,DarkSlowFast,DarkFastSlow,DarkSlowSlow,LiteFastFast,LiteSlowFast,LiteFastSlow,LiteSlowSlow
938.199,75.01136,71.48117,68.73594,71.04662,74.01001,70.78549,73.58169,79.45555
938.3196,74.98516,71.46024,68.71924,71.02404,73.98234,70.7598,73.56384,79.44678
938.4401,74.9593,71.43891,68.701,71.00265,73.95664,70.73259,73.54527,79.43774
938.5605,74.9342,71.41753,68.68078,70.98237,73.9331,70.7045,73.52646,79.42648
938.6812,74.9099,71.39645,68.65858,70.96304,73.91108,70.67662,73.50783,79.41116
938.8016,74.8865,71.37614,68.63507,70.94478,73.88967,70.65033,73.48967,79.39079
938.9221,74.86451,71.35729,68.61146,70.92808,73.86819,70.62681,73.47219,79.36563
939.0427,74.84515,71.34064,68.58925,70.9137,73.84636,70.60667,73.45542,79.33727
939.1632,74.82987,71.32675,68.56963,70.90218,73.82452,70.58979,73.43923,79.30804
939.2838,74.81991,71.31581,68.5533,70.89364,73.80331,70.57537,73.42341,79.28051
939.4043,74.81554,71.30753,68.54011,70.88758,73.78355,70.56226,73.40773,79.2569
939.5248,74.81599,71.30125,68.52924,70.88309,73.76577,70.54953,73.39214,79.23831
939.6454,74.81936,71.29617,68.51939,70.87915,73.75021,70.53674,73.37672,79.22475
939.7659,74.82338,71.29166,68.50932,70.87507,73.73672,70.52393,73.36166,79.2151
939.8864,74.82626,71.2873,68.49814,70.87068,73.72474,70.51147,73.34697,79.20772
940.007,74.82698,71.28305,68.48557,70.86632,73.71349,70.49954,73.33229,79.20075
940.1274,74.82567,71.27894,68.47198,70.86243,73.70206,70.48784,73.31681,79.19286
940.248,74.82308,71.27493,68.45816,70.85921,73.6898,70.47572,73.29967,79.18365
940.3685,74.82021,71.27082,68.44508,70.85635,73.67619,70.46225,73.28002,79.17367
940.489,74.81757,71.26614,68.43356,70.85287,73.66132,70.447,73.25793,79.16433
940.6096,74.81509,71.26036,68.42402,70.84756,73.64566,70.43021,73.23449,79.15724
940.7301,74.81216,71.25295,68.41634,70.83922,73.63005,70.41293,73.21192,79.15374
940.8506,74.80806,71.24358,68.40988,70.827,73.61533,70.39658,73.193,79.15417
940.9712,74.80232,71.23214,68.40364,70.81077,73.60213,70.38223,73.18011,79.15773
941.0917,74.7951,71.21877,68.39642,70.79103,73.59071,70.37012,73.17464,79.16243
941.2123,74.78687,71.20374,68.38715,70.76874,73.5808,70.35935,73.1761,79.16586
941.3328,74.7783,71.18739,68.37511,70.74504,73.57193,70.34833,73.1824,79.16578
941.4532,74.76977,71.17025,68.36011,70.72121,73.56353,70.3353,73.1901,79.16083
941.5739,74.76122,71.15279,68.34244,70.6983,73.55526,70.31936,73.19571,79.15098
941.6943,74.75204,71.13554,68.32277,70.67715,73.54696,70.30077,73.19637,79.13731
941.8148,74.74152,71.11897,68.3019,70.65826,73.53862,70.28104,73.19051,79.12177
941.9354,74.7292,71.10327,68.28049,70.64178,73.53008,70.26217,73.17797,79.10612
942.0559,74.71514,71.08834,68.25893,70.62728,73.52099,70.24603,73.1597,79.09175
942.1765,74.70013,71.07375,68.2373,70.61402,73.51057,70.23338,73.13708,79.07912
942.297,74.6853,71.05875,68.21551,70.60093,73.49812,70.22389,73.1115,79.06816
942.4175,74.67195,71.04264,68.19346,70.58695,73.48305,70.21616,73.08414,79.05834
942.5381,74.66093,71.02483,68.17122,70.57133,73.46539,70.20847,73.05603,79.04934
942.6586,74.65237,71.0051,68.14906,70.55386,73.44582,70.1995,73.02832,79.04114
942.7791,74.64568,70.98382,68.12759,70.53497,73.42558,70.18868,73.00242,79.03403
942.8997,74.63969,70.96166,68.10743,70.51562,73.40614,70.17627,72.98001,79.02839
943.0201,74.63315,70.93959,68.08931,70.49699,73.3886,70.16295,72.96256,79.02431
943.1407,74.62506,70.91875,68.07391,70.48028,73.37359,70.14944,72.951,79.02139
943.2612,74.61498,70.90012,68.06168,70.46634,73.361,70.13615,72.94527,79.01877
943.3817,74.60316,70.8845,68.05285,70.4556,73.35019,70.12318,72.94424,79.01535
943.5023,74.59028,70.87242,68.04723,70.4481,73.34026,70.11043,72.94589,79.00999
943.6228,74.5772,70.86402,68.04405,70.44365,73.3304,70.09782,72.94783,79.00179
943.7433,74.56456,70.85908,68.04205,70.44183,73.32013,70.08565,72.94804,78.99028
943.8639,74.55254,70.8569,68.0394,70.44214,73.30931,70.07435,72.94511,78.97542
943.9844,74.54093,70.85651,68.03426,70.44392,73.29804,70.06436,72.93864,78.95759
944.105,74.52926,70.85682,68.02519,70.44641,73.28646,70.05584,72.92899,78.93752
944.2255,74.51717,70.8567,68.01168,70.44849,73.27473,70.04854,72.91705,78.91648
944.3459,74.50465,70.85537,67.9944,70.44907,73.26289,70.04185,72.90378,78.89599
944.4666,74.49225,70.85221,67.97511,70.44694,73.25089,70.03492,72.88978,78.87771
944.587,74.48079,70.84695,67.9563,70.44112,73.23866,70.02686,72.87528,78.86321
944.7075,74.47107,70.83943,67.94016,70.43113,73.2261,70.01698,72.86015,78.85329
944.8281,74.46342,70.82962,67.9282,70.41714,73.2131,70.0048,72.84405,78.84776
944.9486,74.45746,70.81754,67.92063,70.40007,73.19954,69.99,72.82674,78.84518
945.0692,74.45222,70.80341,67.91653,70.3815,73.18535,69.97257,72.8083,78.84342
945.1897,74.44637,70.78774,67.91422,70.36343,73.17059,69.95287,72.78928,78.84011
945.3102,74.43887,70.77155,67.9119,70.34791,73.15554,69.9318,72.77054,78.83348
945.4308,74.42944,70.75597,67.90841,70.33647,73.14069,69.91072,72.75304,78.82304
945.5513,74.41857,70.74221,67.90308,70.32975,73.12671,69.89153,72.73761,78.80972
945.6718,74.40752,70.73099,67.89592,70.3272,73.11429,69.87607,72.72458,78.79552
945.7924,74.39757,70.7223,67.88705,70.32726,73.10389,69.86548,72.71363,78.78264
945.9128,74.38953,70.71529,67.87647,70.32745,73.09563,69.85994,72.70391,78.77296
946.0334,74.38326,70.70855,67.86389,70.32531,73.08929,69.85826,72.69422,78.76712
946.1539,74.37782,70.70071,67.84898,70.31902,73.08441,69.85836,72.68356,78.76463
946.2744,74.3717,70.69086,67.83157,70.30788,73.08044,69.85772,72.67145,78.76411
946.395,74.36367,70.67905,67.81214,70.29249,73.07701,69.85445,72.65815,78.76395
946.5155,74.35323,70.66614,67.7916,70.27454,73.0739,69.84765,72.64449,78.76298
946.636,74.34081,70.65337,67.77121,70.25616,73.07087,69.83759,72.63161,78.76068
946.7566,74.32753,70.6418,67.75193,70.23917,73.06763,69.82535,72.62028,78.75719
946.8771,74.31462,70.63177,67.73416,70.22461,73.06364,69.81222,72.61062,78.75305
946.9977,74.30283,70.62267,67.71759,70.21255,73.05814,69.7989,72.60195,78.74863
947.1182,74.29195,70.61327,67.70149,70.20232,73.05043,69.78544,72.59308,78.74406
947.2386,74.28112,70.60226,67.6853,70.19304,73.04005,69.77124,72.58284,78.73904
947.3593,74.26914,70.58881,67.66904,70.18403,73.02721,69.75571,72.57055,78.73317
947.4797,74.25533,70.57297,67.65363,70.17514,73.01269,69.73878,72.55644,78.72626
947.6002,74.23995,70.55573,67.64053,70.16668,72.99789,69.72131,72.5416,78.71848
947.7208,74.22427,70.53853,67.63116,70.15903,72.98438,69.70497,72.52754,78.71037
947.8413,74.21018,70.52271,67.62615,70.15224,72.97342,69.69157,72.51556,78.7026
947.9619,74.19955,70.50909,67.6249,70.14576,72.96564,69.68249,72.50627,78.69566
948.0824,74.1935,70.49773,67.62566,70.1385,72.96075,69.678,72.49928,78.68962
948.2029,74.19189,70.48808,67.62612,70.12928,72.9578,69.67717,72.49343,78.68404
948.3235,74.19345,70.47916,67.62399,70.11716,72.95514,69.67798,72.48714,78.67808
948.444,74.19611,70.47004,67.61793,70.10192,72.95099,69.67802,72.47902,78.67084
948.5645,74.19792,70.45998,67.60781,70.08431,72.94389,69.67527,72.46842,78.66174
948.6851,74.1973,70.44848,67.59461,70.06567,72.93278,69.66837,72.45546,78.65051
948.8055,74.19358,70.43523,67.57988,70.04765,72.91737,69.657,72.44093,78.63744
948.9261,74.18692,70.42017,67.56512,70.03157,72.89795,69.6417,72.42581,78.62299
949.0466,74.17805,70.40352,67.55144,70.0182,72.87551,69.62366,72.41107,78.60792
949.1671,74.1679,70.38592,67.53921,70.00748,72.85125,69.60426,72.39704,78.59277
949.2877,74.15741,70.36849,67.52833,69.99867,72.82632,69.58473,72.38354,78.57801
949.4082,74.14732,70.35284,67.51839,69.99059,72.80155,69.56614,72.36973,78.56379
949.5287,74.13817,70.34043,67.50886,69.98194,72.77724,69.54905,72.35463,78.55013
949.6493,74.13021,70.33223,67.49924,69.97159,72.75307,69.53349,72.33719,78.53692
949.7698,74.12345,70.3281,67.48889,69.95872,72.72852,69.519,72.3167,78.52385
949.8904,74.11752,70.32677,67.4772,69.94315,72.70313,69.5048,72.2931,78.51069
950.0109,74.11168,70.32597,67.46355,69.92529,72.67707,69.48976,72.2669,78.49702
950.1313,74.10487,70.32306,67.44757,69.90628,72.65126,69.47292,72.23936,78.48242
950.252,74.09605,70.31602,67.42946,69.88775,72.62737,69.45375,72.2121,78.4667
950.3724,74.08457,70.30395,67.4101,69.87167,72.60739,69.43227,72.18687,78.44968
950.4929,74.07036,70.28741,67.39098,69.85982,72.59301,69.40907,72.16502,78.43156
950.6135,74.05411,70.268,67.37357,69.85314,72.58486,69.38506,72.14715,78.41273
950.734,74.03711,70.24782,67.35912,69.85156,72.58226,69.36123,72.13295,78.39384
950.8546,74.02081,70.22854,67.34794,69.8536,72.58316,69.33829,72.12125,78.3755
950.9751,74.00628,70.21085,67.3393,69.85679,72.58482,69.31657,72.11043,78.35817
951.0956,73.99381,70.19431,67.33155,69.85796,72.58424,69.29601,72.09888,78.34203
951.2162,73.98285,70.17771,67.32268,69.85419,72.5791,69.27641,72.0856,78.32687
951.3367,73.97224,70.15982,67.31097,69.8436,72.56828,69.25752,72.07033,78.31213
951.4572,73.96064,70.13989,67.29537,69.82555,72.55177,69.2391,72.05353,78.29713
951.5778,73.94717,70.11826,67.27582,69.80104,72.53044,69.2208,72.03591,78.28121
951.6982,73.9317,70.09612,67.253,69.77213,72.50565,69.20218,72.01802,78.26411
951.8188,73.91501,70.07533,67.22824,69.74159,72.47875,69.1825,71.99983,78.2459
951.9393,73.89832,70.05742,67.2028,69.71194,72.45073,69.16096,71.98062,78.22705
952.0598,73.88293,70.0433,67.17773,69.68501,72.42233,69.13699,71.95934,78.2082
952.1804,73.86962,70.03268,67.15376,69.6616,72.39403,69.1106,71.93504,78.18997
952.3009,73.85838,70.02432,67.13113,69.64149,72.36633,69.08263,71.9074,78.17281
952.4214,73.84821,70.01629,67.10975,69.62365,72.33977,69.05462,71.87713,78.15674
952.542,73.83766,70.00671,67.08931,69.60682,72.31501,69.02843,71.84582,78.14165
952.6625,73.82528,69.99437,67.0693,69.58998,72.29255,69.00545,71.8154,78.12725
952.7831,73.80999,69.97897,67.04906,69.57265,72.27265,68.9862,71.78785,78.11338
952.9036,73.79153,69.96117,67.02791,69.55505,72.25519,68.96985,71.76439,78.09988
953.024,73.77039,69.94208,67.00536,69.53781,72.23965,68.95479,71.74538,78.08674
953.1447,73.74763,69.92284,66.9812,69.52173,72.22512,68.9388,71.73024,78.07382
953.2651,73.72444,69.90401,66.95561,69.50728,72.21039,68.92017,71.71777,78.06081
953.3856,73.70177,69.88537,66.92926,69.49433,72.19433,68.89817,71.70667,78.04718
953.5062,73.68016,69.86605,66.90321,69.48212,72.17586,68.8734,71.69572,78.03235
953.6267,73.65967,69.84499,66.87866,69.46949,72.15425,68.8474,71.68413,78.01593
953.7473,73.64014,69.82156,66.85672,69.45531,72.12932,68.82206,71.67146,77.99801
953.8678,73.62126,69.7959,66.83819,69.43881,72.10139,68.79895,71.6575,77.97913
953.9883,73.60285,69.76894,66.82334,69.41985,72.07144,68.77889,71.64213,77.96021
954.1089,73.58487,69.74213,66.81186,69.3989,72.04064,68.76165,71.62512,77.94207
954.2294,73.56727,69.71688,66.80275,69.37672,72.01044,68.74645,71.60624,77.92521
954.3499,73.54987,69.69379,66.79446,69.35409,71.98199,68.73219,71.58524,77.90939
954.4705,73.53241,69.67252,66.78525,69.33145,71.95605,68.71811,71.56209,77.89392
954.5909,73.51447,69.65186,66.77321,69.30895,71.93294,68.70383,71.53703,77.87781
954.7115,73.4959,69.63039,66.75696,69.28651,71.91246,68.68936,71.51054,77.86047
954.832,73.477,69.60722,66.73591,69.26431,71.89423,68.67476,71.48333,77.84193
954.9525,73.45857,69.58245,66.71055,69.24265,71.87775,68.6599,71.45618,77.82308
955.0731,73.4417,69.55727,66.68225,69.22216,71.86263,68.64426,71.4297,77.80517
955.1936,73.42751,69.53352,66.65318,69.20339,71.84843,68.62704,71.40421,77.78942
955.3141,73.41641,69.51295,66.62557,69.18645,71.83472,68.60748,71.37975,77.77641
955.4347,73.40788,69.49631,66.60109,69.17075,71.82103,68.58527,71.35598,77.76588
955.5552,73.40018,69.48302,66.5804,69.15503,71.80672,68.56073,71.3325,77.75681
955.6758,73.39088,69.47134,66.563,69.13775,71.7913,68.53483,71.30883,77.74781
955.7963,73.37766,69.45911,66.54752,69.11777,71.77455,68.50882,71.28477,77.7379
955.9167,73.35894,69.4444,66.53222,69.09469,71.75668,68.48392,71.26045,77.72668
956.0374,73.3347,69.42628,66.51556,69.06923,71.73828,68.4608,71.23636,77.71444
956.1578,73.30643,69.40508,66.49672,69.04288,71.72016,68.43933,71.21308,77.70179
956.2783,73.27693,69.38202,66.4756,69.01738,71.70303,68.41866,71.19128,77.68934
956.3989,73.24933,69.35879,66.45272,68.99407,71.68716,68.39753,71.17132,77.67712
956.5194,73.22618,69.33688,66.42888,68.97342,71.67232,68.37473,71.15311,77.66467
956.64,73.20896,69.31744,66.40485,68.95503,71.65771,68.34953,71.13614,77.65118
956.7605,73.19771,69.30107,66.38121,68.93799,71.64243,68.32189,71.11965,77.6359
956.881,73.19135,69.28808,66.35832,68.9214,71.62567,68.29247,71.10278,77.6185
957.0016,73.18817,69.27846,66.33652,68.90477,71.60714,68.26247,71.08485,77.59915
957.1221,73.18645,69.27194,66.31607,68.88811,71.58706,68.23315,71.06551,77.57833
957.2426,73.18478,69.26759,66.29716,68.87166,71.56614,68.20555,71.04487,77.5565
957.3632,73.18198,69.26359,66.27971,68.85548,71.54533,68.18037,71.02341,77.53399
957.4836,73.17725,69.25758,66.2632,68.8392,71.52548,68.15791,71.00187,77.51089
957.6042,73.16977,69.24688,66.24662,68.82191,71.5071,68.1381,70.98111,77.4875
957.7247,73.15887,69.22948,66.22872,68.80266,71.49037,68.12078,70.96203,77.46463
957.8452,73.14422,69.2051,66.2085,68.78095,71.47496,68.10561,70.94529,77.44362
957.9658,73.12604,69.17538,66.1855,68.75716,71.46025,68.09211,70.93135,77.42629
958.0863,73.10524,69.14381,66.16022,68.73256,71.44533,68.07955,70.92027,77.41422
958.2068,73.08318,69.11423,66.13387,68.70879,71.42932,68.06704,70.91175,77.408
958.3274,73.06145,69.08997,66.10804,68.68739,71.41143,68.05343,70.90507,77.4067
958.4479,73.04124,69.07227,66.08418,68.66901,71.39126,68.03775,70.89924,77.40791
958.5685,73.02296,69.05991,66.06292,68.65328,71.36891,68.0195,70.89319,77.40852
958.689,73.00615,69.04964,66.04406,68.63899,71.34509,67.99891,70.88589,77.40543
958.8094,72.98979,69.03751,66.02665,68.62473,71.32099,67.977,70.8766,77.39694
958.9301,72.97295,69.02058,66.00957,68.60971,71.29785,67.95518,70.86477,77.38311
959.0505,72.95511,68.99787,65.99194,68.59396,71.27679,67.93498,70.85021,77.36581
959.171,72.93656,68.97067,65.97356,68.57832,71.25819,67.91724,70.83281,77.34777
959.2916,72.91817,68.9418,65.95479,68.56379,71.24174,67.90195,70.81271,77.33157
959.4121,72.90098,68.91449,65.93638,68.551,71.22652,67.88808,70.79031,77.31886
959.5327,72.88558,68.89079,65.91885,68.53958,71.21142,67.87417,70.76627,77.30977
959.6532,72.87185,68.87103,65.90228,68.52833,71.19569,67.85889,70.74178,77.30322
959.7737,72.85894,68.85382,65.88613,68.5156,71.17921,67.84159,70.71848,77.29747
959.8943,72.84587,68.8371,65.86964,68.50024,71.16252,67.82272,70.69815,77.29107
960.0148,72.83195,68.81915,65.85208,68.48215,71.14665,67.80359,70.6823,77.28314
960.1353,72.81729,68.79939,65.83321,68.46252,71.13251,67.78585,70.67155,77.27367
960.2559,72.8027,68.77882,65.81331,68.44333,71.12048,67.77069,70.66541,77.26307
960.3763,72.78946,68.75936,65.79321,68.42665,71.11022,67.75835,70.66205,77.25193
960.4969,72.77864,68.7431,65.7738,68.41385,71.10073,67.74793,70.65877,77.24072
960.6174,72.77052,68.73129,65.75567,68.40492,71.09087,67.73787,70.65298,77.22959
960.7379,72.76434,68.7239,65.73893,68.3986,71.0797,67.72636,70.64272,77.21864
960.8585,72.75874,68.71973,65.72323,68.39281,71.06697,67.71228,70.62753,77.20805
960.979,72.75226,68.71704,65.70799,68.38565,71.05297,67.69543,70.60839,77.1981
961.0995,72.74388,68.71401,65.6927,68.37573,71.03851,67.67662,70.58739,77.18901
961.2201,72.73349,68.70939,65.67707,68.36268,71.02439,67.65714,70.56677,77.18069
961.3406,72.72174,68.70264,65.66115,68.34692,71.01114,67.63805,70.54801,77.17268
961.4612,72.70959,68.69361,65.64504,68.32919,70.99895,67.61993,70.5314,77.16404
961.5817,72.69768,68.68217,65.62868,68.31004,70.98766,67.60248,70.51588,77.15377
961.7021,72.68594,68.66819,65.61172,68.28959,70.97711,67.585,70.49979,77.1414
961.8228,72.67359,68.6513,65.59347,68.26763,70.96717,67.56673,70.48151,77.1271
961.9432,72.65959,68.63139,65.57327,68.24396,70.95776,67.54749,70.46043,77.11192
962.0637,72.64317,68.60871,65.55076,68.21877,70.94875,67.52773,70.43725,77.09733
962.1843,72.62447,68.58419,65.52629,68.19296,70.9397,67.50848,70.41384,77.08467
962.3048,72.60458,68.55917,65.50086,68.16797,70.92978,67.49081,70.39233,77.07452
962.4254,72.58514,68.53506,65.476,68.14534,70.91796,67.47533,70.37445,77.06637
962.5459,72.56783,68.51294,65.45337,68.12623,70.90323,67.46184,70.36071,77.05874
962.6664,72.55341,68.49309,65.43407,68.11095,70.88505,67.44944,70.35028,77.04984
962.787,72.54155,68.47508,65.41844,68.09871,70.86369,67.43697,70.34132,77.03819
962.9075,72.53075,68.45802,65.40576,68.08794,70.84015,67.42349,70.33165,77.02317
963.028,72.51917,68.44108,65.39471,68.07696,70.81596,67.40876,70.31969,77.0053
963.1486,72.50519,68.4239,65.38361,68.06427,70.79267,67.39332,70.30489,76.98594
963.269,72.48829,68.40685,65.37101,68.04931,70.77142,67.37817,70.28783,76.96673
963.3896,72.46918,68.39091,65.35622,68.03246,70.75254,67.36406,70.26972,76.94888
963.5101,72.44967,68.37729,65.33924,68.01476,70.73565,67.35108,70.2519,76.93295
963.6306,72.43191,68.3668,65.32079,67.99747,70.71982,67.33826,70.23515,76.91869
963.7512,72.41749,68.35955,65.3018,67.98135,70.70407,67.32397,70.21941,76.90542
963.8717,72.40697,68.35471,65.28315,67.96648,70.68769,67.30637,70.20396,76.89251
963.9922,72.3998,68.35075,65.26524,67.95212,70.67052,67.28436,70.18784,76.87968
964.1128,72.3944,68.34588,65.24802,67.93721,70.65295,67.25806,70.17043,76.86724
964.2333,72.38899,68.33849,65.23109,67.92068,70.63593,67.22909,70.15178,76.85587
964.3539,72.38208,68.32762,65.21387,67.90208,70.62051,67.19997,70.13271,76.84628
964.4744,72.37306,68.3131,65.19594,67.88172,70.60757,67.17323,70.11433,76.83885
964.5948,72.3621,68.29539,65.17702,67.86056,70.59766,67.15067,70.09769,76.83353
964.7155,72.34985,68.27527,65.15701,67.83967,70.59061,67.13255,70.08318,76.82972
964.8359,72.33704,68.25346,65.13583,67.81975,70.5857,67.11768,70.07034,76.82658
964.9564,72.32408,68.23049,65.11331,67.80074,70.58159,67.10389,70.05798,76.82331
965.077,72.31089,68.20661,65.08927,67.78195,70.57683,67.0891,70.0447,76.8193
965.1975,72.29698,68.18186,65.06359,67.76231,70.57008,67.07209,70.0294,76.81431
965.3181,72.28185,68.15647,65.03656,67.74104,70.56052,67.05309,70.01168,76.80824
965.4386,72.26535,68.131,65.00899,67.7183,70.54794,67.03351,69.99194,76.80095
965.5591,72.24779,68.10633,64.98215,67.6952,70.53275,67.01539,69.97116,76.79208
965.6797,72.23005,68.08375,64.95774,67.67366,70.51562,67.00035,69.9505,76.78094
965.8002,72.21312,68.06435,64.93705,67.65549,70.4972,66.98879,69.93066,76.76685
965.9207,72.1978,68.04888,64.92073,67.64195,70.47781,66.97964,69.91187,76.74928
966.0413,72.18446,68.03754,64.90839,67.63296,70.45739,66.97066,69.89375,76.72836
966.1617,72.17278,68.02975,64.8986,67.62729,70.43571,66.9594,69.87572,76.70493
966.2823,72.16207,68.02435,64.88916,67.62289,70.41276,66.94395,69.85746,76.68059
966.4028,72.15153,68.01991,64.87783,67.61776,70.38889,66.92364,69.83906,76.65728
966.5233,72.14068,68.01505,64.86296,67.61061,70.36506,66.89912,69.82108,76.63667
966.6439,72.12949,68.00849,64.84377,67.601,70.34246,66.87193,69.80429,76.61978
966.7644,72.1184,67.99924,64.82056,67.58917,70.32204,66.84364,69.78916,76.60652
966.8849,72.10793,67.98657,64.79428,67.57542,70.30407,66.81524,69.77556,76.59586
967.0055,72.09839,67.96992,64.7663,67.55957,70.28786,66.78688,69.76251,76.58609
967.126,72.08953,67.94901,64.73774,67.54072,70.27192,66.75806,69.74857,76.57555
967.2466,72.08054,67.92397,64.7094,67.51767,70.25469,66.72818,69.73231,76.56323
967.3671,72.07018,67.89549,64.68177,67.4895,70.23491,66.69722,69.7128,76.54906
967.4875,72.05739,67.86475,64.65511,67.45642,70.21233,66.66589,69.69007,76.53388
967.6082,72.04158,67.83324,64.62984,67.42007,70.1878,66.63559,69.66518,76.51909
967.7286,72.02289,67.8025,64.60649,67.38336,70.16284,66.60785,69.63981,76.50599
967.8491,72.00204,67.77343,64.58559,67.34925,70.13899,66.58356,69.61571,76.49529
967.9697,71.98016,67.74612,64.56733,67.31994,70.11723,66.56274,69.59415,76.4868
968.0902,71.95812,67.71972,64.55125,67.29581,70.0976,66.54427,69.57549,76.47964
968.2108,71.93632,67.6928,64.53614,67.27534,70.07935,66.52673,69.5592,76.47259
968.3313,71.9145,67.66398,64.52017,67.25555,70.06122,66.50871,69.54391,76.46443
968.4518,71.89205,67.63264,64.50129,67.23331,70.04205,66.48958,69.52808,76.45445
968.5724,71.86847,67.59938,64.47802,67.2066,70.02117,66.46951,69.51042,76.44241
968.6929,71.84374,67.56601,64.44971,67.1752,69.99835,66.44921,69.49017,76.42838
968.8134,71.81861,67.53498,64.41688,67.14079,69.97375,66.42939,69.46732,76.41248
968.934,71.79428,67.50835,64.38096,67.10588,69.94745,66.40994,69.44239,76.39462
969.0544,71.77213,67.48713,64.3439,67.07314,69.91943,66.38989,69.41632,76.37459
969.175,71.75303,67.47057,64.30758,67.04407,69.88963,66.3676,69.39016,76.35215
969.2955,71.73695,67.45647,64.27316,67.01858,69.85817,66.34145,69.36478,76.32731
969.416,71.72282,67.44168,64.24112,66.99541,69.82562,66.31055,69.34069,76.30052
969.5366,71.70891,67.42329,64.2112,66.97274,69.79314,66.27535,69.31802,76.27264
969.6571,71.69337,67.39967,64.18287,66.94915,69.76206,66.23753,69.2965,76.24474
969.7776,71.67472,67.37088,64.15563,66.92399,69.73367,66.19971,69.27551,76.2178
969.8982,71.6523,67.33861,64.1293,66.89744,69.7085,66.16441,69.2544,76.19257
970.0187,71.62635,67.30549,64.10401,66.8701,69.68626,66.13331,69.23266,76.1693
970.1393,71.59782,67.27422,64.07997,66.84245,69.66586,66.10689,69.21009,76.14816
970.2598,71.56788,67.24651,64.05714,66.81445,69.64606,66.08435,69.18693,76.12924
970.3802,71.53774,67.22279,64.03494,66.78568,69.62587,66.06404,69.16386,76.11278
970.5009,71.50846,67.2022,64.01224,66.75582,69.60506,66.04405,69.14173,76.09911
970.6213,71.4809,67.18324,63.98772,66.72514,69.58412,66.02301,69.12125,76.08847
970.7418,71.45573,67.16419,63.96014,66.69479,69.5639,66.00016,69.10283,76.08067
970.8624,71.43354,67.14388,63.92883,66.66664,69.54495,65.97547,69.08625,76.07487
970.9829,71.41455,67.1218,63.894,66.6425,69.52707,65.94932,69.07082,76.06967
971.1035,71.39845,67.09795,63.85662,66.6234,69.50916,65.92225,69.0556,76.06327
971.224,71.38409,67.07253,63.81819,66.60894,69.48952,65.89465,69.0396,76.05399
971.3445,71.36977,67.04568,63.78002,66.59727,69.46658,65.86664,69.02216,76.04075
971.4651,71.3533,67.01734,63.74302,66.58541,69.43945,65.83817,69.00293,76.02332
971.5856,71.33276,66.98734,63.70732,66.57035,69.40845,65.80908,68.98197,76.00233
971.7061,71.30724,66.95576,63.67244,66.55014,69.3748,65.77922,68.95944,75.97894
971.8267,71.277,66.92312,63.63752,66.52425,69.34051,65.74836,68.93537,75.95449
971.9471,71.24368,66.8904,63.60194,66.49378,69.30746,65.71619,68.9096,75.93002
972.0677,71.20953,66.85871,63.56552,66.46066,69.27685,65.68232,68.88168,75.90604
972.1882,71.17693,66.82903,63.52868,66.42709,69.24897,65.64631,68.85113,75.88248
972.3087,71.14738,66.80155,63.4922,66.39439,69.22325,65.60781,68.81761,75.85885
972.4293,71.12112,66.77567,63.45682,66.36282,69.1986,65.56679,68.78121,75.83449
972.5498,71.09698,66.74982,63.42295,66.33154,69.17383,65.52375,68.74255,75.80889
972.6703,71.07311,66.72217,63.39039,66.29935,69.14798,65.47975,68.70277,75.78188
972.7909,71.04767,66.69106,63.35847,66.26517,69.12061,65.43627,68.66322,75.75375
972.9114,71.01935,66.65565,63.32627,66.22877,69.09163,65.39501,68.62525,75.72525
973.032,70.98791,66.61612,63.29306,66.19063,69.06113,65.35728,68.58989,75.69744
973.1525,70.95413,66.57365,63.25849,66.15197,69.0293,65.32376,68.55756,75.67136
973.2729,70.9194,66.53018,63.22263,66.11413,68.99625,65.29411,68.52806,75.64785
973.3936,70.8851,66.48767,63.18583,66.07811,68.96195,65.26704,68.50059,75.6271
973.514,70.85228,66.44787,63.14853,66.04434,68.92641,65.24065,68.47408,75.60867
973.6345,70.82142,66.41196,63.111,66.01266,68.88972,65.21281,68.4474,75.59152
973.7551,70.79256,66.38044,63.07341,65.98265,68.85212,65.182,68.41989,75.5744
973.8756,70.76549,66.35329,63.03593,65.95391,68.81417,65.14774,68.39152,75.5563
973.9962,70.74001,66.33002,62.99886,65.92621,68.77663,65.11071,68.36292,75.5369
974.1167,70.71599,66.30978,62.9626,65.89952,68.74039,65.07256,68.33518,75.51658
974.2372,70.69339,66.29132,62.92765,65.87383,68.70629,65.03541,68.30956,75.49638
974.3578,70.67197,66.27299,62.89423,65.84884,68.67487,65.00099,68.28686,75.47728
974.4783,70.65128,66.2531,62.86205,65.82385,68.64613,64.97012,68.26722,75.45966
974.5988,70.63058,66.22997,62.83022,65.79783,68.61951,64.94243,68.24986,75.44298
974.7194,70.60905,66.20265,62.79752,65.76968,68.59396,64.9165,68.23318,75.42575
974.8398,70.58607,66.17117,62.76281,65.73866,68.56828,64.89059,68.21536,75.40621
974.9604,70.56127,66.13673,62.72557,65.70461,68.54141,64.86298,68.19461,75.3829
975.0809,70.53477,66.10136,62.68609,65.66804,68.51288,64.83276,68.16975,75.35555
975.2014,70.50697,66.06728,62.64545,65.62987,68.48284,64.79991,68.14043,75.32526
975.322,70.47839,66.03622,62.60504,65.59119,68.45199,64.76499,68.10715,75.29432
975.4425,70.44946,66.00874,62.56592,65.55275,68.42118,64.72872,68.07095,75.26515
