WaveNumber,DarkFastFast,DarkSlowFast,DarkFastSlow,DarkSlowSlow,LiteFastFast,LiteSlowFast,LiteFastSlow,LiteSlowSlow
2698.286,91.42607,90.03529,89.48219,90.53638,91.74313,90.08884,91.0853,92.8092
2698.407,91.41771,90.03074,89.4735,90.52687,91.7346,90.09044,91.08128,92.811
2698.527,91.40897,90.0253,89.4632,90.51581,91.7301,90.09256,91.0797,92.81503
2698.648,91.40136,90.02081,89.45297,90.50549,91.73043,90.09492,91.08166,92.82126
2698.768,91.3962,90.01893,89.44495,90.49841,91.7355,90.09782,91.08784,92.82962
2698.889,91.39417,90.0204,89.44083,90.49638,91.74422,90.10188,91.09801,92.83977
2699.009,91.3952,90.02477,89.44131,90.49982,91.75468,90.10773,91.111,92.85098
2699.13,91.39873,90.0306,89.4459,90.50771,91.76469,90.11539,91.12477,92.86205
2699.25,91.40375,90.03582,89.45292,90.51775,91.77217,90.12421,91.13691,92.87155
2699.371,91.40929,90.03871,89.46017,90.52713,91.7758,90.13284,91.14536,92.87812
2699.491,91.41453,90.03833,89.46548,90.53345,91.77535,90.13959,91.14891,92.8809
2699.612,91.41882,90.03476,89.46739,90.53537,91.77168,90.14305,91.14762,92.87988
2699.732,91.42182,90.02897,89.46561,90.53304,91.7664,90.1427,91.14273,92.87593
2699.853,91.42341,90.02251,89.46105,90.52811,91.76149,90.13889,91.13638,92.87061
2699.974,91.42365,90.01685,89.45541,90.52296,91.75861,90.13287,91.13086,92.86558
2700.094,91.4228,90.01299,89.45055,90.51975,91.75867,90.1262,91.12797,92.86216
2700.215,91.42142,90.01134,89.44807,90.52001,91.76173,90.12038,91.12854,92.86096
2700.335,91.42022,90.01183,89.44894,90.52403,91.76694,90.11626,91.13234,92.86166
2700.456,91.41997,90.01392,89.45323,90.53096,91.77288,90.11387,91.13811,92.86335
2700.576,91.42122,90.01704,89.46032,90.53924,91.77787,90.11255,91.14402,92.86488
2700.697,91.42431,90.02059,89.46919,90.54733,91.7805,90.1113,91.14815,92.8653
2700.817,91.42897,90.02406,89.47865,90.55417,91.77988,90.10916,91.14902,92.86417
2700.938,91.43468,90.02699,89.4874,90.55943,91.77595,90.10551,91.14594,92.86156
2701.058,91.44051,90.02892,89.49431,90.56333,91.76926,90.10032,91.13913,92.85789
2701.179,91.44576,90.02954,89.49837,90.56641,91.76111,90.09402,91.12965,92.85358
2701.299,91.44982,90.0286,89.49876,90.56892,91.75307,90.08743,91.11929,92.84896
2701.42,91.45258,90.02629,89.49506,90.57085,91.74669,90.08147,91.10996,92.84409
2701.541,91.45422,90.02299,89.48743,90.57159,91.74323,90.077,91.10332,92.83894
2701.661,91.45502,90.0195,89.47675,90.57043,91.74333,90.07462,91.10036,92.83372
2701.781,91.45504,90.01658,89.46435,90.56666,91.74708,90.07465,91.10127,92.82893
2701.902,91.45414,90.01497,89.45193,90.55989,91.75389,90.07703,91.1053,92.82539
2702.023,91.45177,90.01494,89.44117,90.55021,91.76268,90.0814,91.11108,92.82404
2702.143,91.44734,90.0164,89.43304,90.538,91.77218,90.08705,91.1171,92.82549
2702.264,91.44045,90.01864,89.42774,90.52399,91.78101,90.09309,91.12194,92.82977
2702.384,91.43129,90.02068,89.42467,90.5091,91.78784,90.09856,91.12463,92.83604
2702.505,91.42068,90.02151,89.42273,90.49422,91.79171,90.10265,91.12474,92.84299
2702.625,91.41007,90.02028,89.42076,90.48051,91.79192,90.10474,91.12226,92.84892
2702.746,91.40121,90.01652,89.41806,90.46904,91.78825,90.10461,91.11736,92.85231
2702.866,91.3955,90.01032,89.4146,90.46075,91.78105,90.1024,91.11031,92.85231
2702.987,91.39375,90.0023,89.411,90.45627,91.77122,90.09856,91.10135,92.84875
2703.107,91.39574,89.99341,89.40816,90.45557,91.76013,90.09368,91.09083,92.84222
2703.228,91.40039,89.98469,89.40686,90.45801,91.74928,90.08836,91.07924,92.83354
2703.348,91.40602,89.97717,89.40736,90.46224,91.74019,90.08311,91.06742,92.82384
2703.469,91.41092,89.97147,89.40939,90.4668,91.7339,90.07819,91.05634,92.81403
2703.589,91.41396,89.96788,89.41219,90.47054,91.73082,90.07379,91.0471,92.80499
2703.71,91.41477,89.96635,89.41484,90.47302,91.73057,90.06997,91.04053,92.79749
2703.831,91.41397,89.96664,89.41682,90.47475,91.7322,90.06676,91.03707,92.7923
2703.951,91.4128,89.96845,89.41801,90.47691,91.73444,90.06424,91.03667,92.79018
2704.072,91.4128,89.97163,89.41882,90.48087,91.73596,90.06237,91.03884,92.79164
2704.192,91.41502,89.97607,89.41983,90.48759,91.7358,90.06101,91.04292,92.79677
2704.313,91.41988,89.98161,89.42151,90.49689,91.73349,90.05975,91.04823,92.80499
2704.433,91.4268,89.98798,89.4239,90.50758,91.7291,90.058,91.05414,92.81497
2704.554,91.43454,89.9946,89.42665,90.51762,91.72308,90.05505,91.06013,92.82507
2704.674,91.44138,90.00052,89.42898,90.52482,91.71629,90.05042,91.06586,92.83349
2704.795,91.44581,90.00475,89.43013,90.52753,91.70976,90.04406,91.07088,92.8389
2704.915,91.44691,90.00648,89.42971,90.52526,91.7046,90.03663,91.07491,92.8409
2705.036,91.44463,90.00532,89.42775,90.51866,91.70177,90.02937,91.07771,92.83994
2705.156,91.43975,90.00166,89.4248,90.50948,91.70203,90.02395,91.07921,92.83728
2705.277,91.43356,89.99652,89.42164,90.49973,91.70554,90.02169,91.07956,92.83433
2705.397,91.42764,89.99139,89.41917,90.49136,91.71181,90.02335,91.07888,92.83231
2705.518,91.42311,89.98766,89.41792,90.48563,91.71942,90.02853,91.07722,92.83173
2705.638,91.42048,89.98625,89.41813,90.48297,91.72645,90.0357,91.07432,92.83222
2705.759,91.41943,89.98735,89.41956,90.48317,91.73061,90.04253,91.06973,92.83279
2705.879,91.41911,89.9904,89.42182,90.48555,91.73008,90.04661,91.06306,92.8322
2706.0,91.41842,89.99429,89.42438,90.4893,91.72407,90.04633,91.05434,92.82952
2706.121,91.41628,89.99777,89.42677,90.4935,91.71316,90.04138,91.04442,92.82449
2706.241,91.41226,89.99998,89.42872,90.49744,91.6994,90.03289,91.035,92.81778
2706.362,91.40654,90.00063,89.43015,90.50049,91.68569,90.02322,91.02831,92.81068
2706.482,91.39992,90.00011,89.4311,90.50205,91.67528,90.01528,91.02666,92.80492
2706.603,91.39346,89.9991,89.4318,90.50179,91.6705,90.01151,91.03149,92.80198
2706.723,91.38809,89.99841,89.43246,90.49951,91.67241,90.01324,91.04293,92.80269
2706.844,91.38441,89.99854,89.43333,90.49542,91.68044,90.02048,91.05951,92.80701
2706.964,91.38237,89.99949,89.43445,90.4899,91.69254,90.03188,91.07861,92.81395
2707.085,91.38148,90.00076,89.43575,90.48368,91.70605,90.04531,91.09711,92.82188
2707.205,91.38098,90.00157,89.43693,90.47758,91.71823,90.0584,91.1122,92.82896
2707.326,91.38029,90.00125,89.43758,90.47229,91.72717,90.06931,91.12215,92.8336
2707.446,91.37919,89.99938,89.43733,90.46842,91.73211,90.07677,91.12656,92.83495
2707.567,91.3779,89.99603,89.43607,90.46638,91.73344,90.08033,91.12617,92.83296
2707.688,91.37692,89.99167,89.43399,90.46638,91.73225,90.08006,91.12231,92.82845
2707.808,91.3768,89.98694,89.43173,90.46841,91.73002,90.07632,91.11646,92.82272
2707.928,91.37771,89.98248,89.43006,90.47218,91.72811,90.06963,91.10992,92.81738
2708.049,91.37948,89.97866,89.42974,90.47731,91.72734,90.06052,91.10335,92.8137
2708.17,91.38137,89.97535,89.43104,90.48294,91.72803,90.04959,91.09716,92.81252
2708.29,91.38259,89.97212,89.4337,90.48822,91.73009,90.03769,91.09151,92.81416
2708.411,91.38251,89.96842,89.43691,90.49229,91.73291,90.02567,91.0863,92.81818
2708.531,91.38091,89.96357,89.43948,90.49454,91.7358,90.01443,91.08136,92.82376
2708.652,91.37801,89.95728,89.44028,90.49467,91.73793,90.00478,91.07635,92.82985
2708.772,91.37441,89.94956,89.43868,90.49291,91.7386,89.99717,91.07065,92.8354
2708.893,91.37083,89.941,89.43477,90.48982,91.73716,89.99171,91.06373,92.83952
2709.013,91.36754,89.93233,89.42916,90.48596,91.73326,89.98819,91.0551,92.84172
2709.134,91.36458,89.92458,89.423,90.48187,91.72685,89.98608,91.04471,92.84176
2709.254,91.36153,89.91867,89.41744,90.47787,91.71828,89.98479,91.033,92.83984
2709.375,91.35801,89.91533,89.41344,90.47404,91.70805,89.9838,91.02074,92.83629
2709.495,91.35376,89.91491,89.41149,90.47056,91.697,89.98274,91.00892,92.83154
2709.616,91.34905,89.91744,89.41175,90.46771,91.68593,89.98148,90.99841,92.82603
2709.736,91.34453,89.92249,89.41405,90.46587,91.67561,89.9801,90.98986,92.82018
2709.857,91.34101,89.92934,89.41805,90.46554,91.6666,89.97894,90.98355,92.81432
2709.978,91.33923,89.93703,89.42319,90.46687,91.65935,89.97865,90.97977,92.80879
2710.098,91.33934,89.9445,89.42882,90.46945,91.6541,89.97976,90.97878,92.80397
2710.219,91.34093,89.95072,89.43388,90.47234,91.65096,89.98275,90.9809,92.80028
2710.339,91.34315,89.95487,89.43712,90.47404,91.64996,89.98776,90.98639,92.79803
2710.46,91.34492,89.95641,89.43732,90.47321,91.65098,89.99448,90.99509,92.79736
2710.58,91.34531,89.95519,89.43346,90.46895,91.65372,90.00208,91.00619,92.79812
2710.701,91.34389,89.95152,89.42525,90.46137,91.65784,90.00949,91.01814,92.79979
2710.821,91.34048,89.94586,89.41312,90.45134,91.66284,90.01582,91.02913,92.8017
2710.942,91.33532,89.93893,89.39829,90.44028,91.6683,90.02038,91.03746,92.80312
2711.062,91.32862,89.9313,89.38228,90.4296,91.67395,90.02329,91.04234,92.8037
2711.183,91.32043,89.92344,89.36636,90.41995,91.67956,90.02507,91.04401,92.80349
2711.303,91.31076,89.91567,89.35135,90.41126,91.68493,90.02649,91.04376,92.80296
2711.424,91.29964,89.90816,89.33725,90.40279,91.68978,90.02802,91.04323,92.8028
2711.544,91.28746,89.90111,89.32377,90.39374,91.69355,90.02952,91.04356,92.8035
2711.665,91.27513,89.89482,89.31057,90.38391,91.69542,90.03001,91.04483,92.80499
2711.785,91.26407,89.88969,89.2979,90.37403,91.69447,90.02814,91.04601,92.80648
2711.906,91.25591,89.88618,89.28682,90.36581,91.68997,90.02262,91.04523,92.80674
2712.027,91.25217,89.88452,89.27895,90.36137,91.68162,90.01293,91.0407,92.80428
2712.147,91.25378,89.88474,89.27596,90.36254,91.66982,89.99982,91.03177,92.79818
2712.268,91.26069,89.88638,89.27877,90.37006,91.6558,89.98531,91.01923,92.78835
2712.388,91.27204,89.88866,89.28715,90.38327,91.64127,89.97224,91.00548,92.77576
2712.509,91.28626,89.89076,89.29951,90.40028,91.62801,89.96325,90.99331,92.76203
2712.629,91.30137,89.89199,89.31332,90.41825,91.61765,89.96021,90.98537,92.74918
2712.75,91.31534,89.89207,89.32575,90.43418,91.61125,89.96336,90.98309,92.73889
2712.87,91.32664,89.89128,89.33487,90.44588,91.6091,89.97139,90.98616,92.73199
2712.991,91.33419,89.89037,89.33978,90.45189,91.61105,89.98167,90.99289,92.72855
2713.111,91.33746,89.89027,89.34097,90.45184,91.61652,89.99119,91.00086,92.72797
2713.232,91.33652,89.89162,89.33976,90.44628,91.62489,89.99738,91.00795,92.72948
2713.352,91.33194,89.89474,89.33785,90.43646,91.63548,89.99878,91.01282,92.73236
2713.473,91.32468,89.89926,89.33647,90.424,91.64757,89.99525,91.01523,92.73628
2713.593,91.31593,89.90439,89.33604,90.41068,91.66035,89.9878,91.01573,92.74105
2713.714,91.30696,89.90909,89.33622,90.39837,91.67271,89.97824,91.01528,92.74644
2713.834,91.29886,89.91246,89.33622,90.38868,91.68346,89.96856,91.01474,92.75201
2713.955,91.29241,89.91406,89.33532,90.38264,91.69138,89.96033,91.01446,92.75699
2714.075,91.2879,89.91396,89.33311,90.38053,91.6956,89.95474,91.01456,92.76044
2714.196,91.28522,89.91266,89.3299,90.38181,91.69588,89.95219,91.01486,92.76174
2714.317,91.284,89.91085,89.32626,90.38509,91.69263,89.95245,91.01525,92.7608
2714.437,91.28387,89.90925,89.32308,90.38869,91.68687,89.95471,91.01562,92.75825
2714.558,91.28449,89.90818,89.3211,90.39107,91.67982,89.95792,91.01586,92.7552
2714.678,91.28583,89.90767,89.32078,90.39138,91.67275,89.96091,91.01572,92.75303
2714.799,91.28786,89.90737,89.32211,90.38956,91.66655,89.96264,91.01469,92.75293
2714.919,91.29063,89.90692,89.32473,90.38625,91.66167,89.96259,91.01221,92.7555
2715.04,91.2938,89.90586,89.32793,90.38232,91.65829,89.96088,91.0079,92.76083
2715.16,91.29685,89.90393,89.33067,90.3786,91.65632,89.9584,91.00177,92.76852
2715.281,91.29906,89.90096,89.33182,90.37524,91.65569,89.95641,90.99447,92.77802
2715.401,91.29982,89.897,89.33033,90.37204,91.6562,89.95635,90.98711,92.78871
2715.522,91.29887,89.89198,89.32542,90.36848,91.65762,89.95921,90.98093,92.79973
2715.642,91.29656,89.88594,89.31715,90.36444,91.65937,89.96507,90.97681,92.81007
2715.763,91.29359,89.87891,89.30643,90.36021,91.66058,89.97289,90.97494,92.81821
2715.884,91.29092,89.87111,89.29502,90.35666,91.66027,89.98077,90.97482,92.82236
2716.004,91.28932,89.86295,89.28516,90.35492,91.65761,89.98646,90.97555,92.82101
2716.125,91.28912,89.85508,89.27911,90.35584,91.65231,89.98791,90.97617,92.81321
2716.245,91.29001,89.8484,89.27831,90.35947,91.6448,89.98402,90.97631,92.79944
2716.365,91.29109,89.84357,89.28284,90.36484,91.63627,89.97496,90.97623,92.78152
2716.486,91.29131,89.84106,89.2915,90.37015,91.62842,89.96205,90.97691,92.76265
2716.607,91.28969,89.84082,89.30186,90.37338,91.62277,89.9474,90.97943,92.74634
2716.727,91.28573,89.84236,89.31137,90.37297,91.62025,89.93312,90.9845,92.73531
2716.848,91.2795,89.84479,89.3177,90.36831,91.6209,89.9211,90.99213,92.731
2716.968,91.27155,89.84722,89.3197,90.36015,91.62372,89.91225,91.00139,92.73275
2717.089,91.2628,89.84902,89.31763,90.3502,91.62722,89.90672,91.01065,92.73841
2717.209,91.25428,89.84996,89.31277,90.34096,91.62978,89.90396,91.01804,92.74492
2717.33,91.24681,89.8503,89.30693,90.33469,91.63029,89.90328,91.02213,92.74971
2717.45,91.24104,89.85052,89.30187,90.33305,91.62839,89.90392,91.02217,92.75138
2717.571,91.23739,89.8511,89.29875,90.33668,91.62442,89.90553,91.01845,92.75024
2717.691,91.23589,89.85226,89.29778,90.34501,91.61927,89.90789,91.01196,92.74786
2717.812,91.23649,89.85381,89.29859,90.35658,91.61385,89.91093,91.00409,92.74644
2717.932,91.23876,89.85516,89.3002,90.36914,91.60888,89.91455,90.99631,92.74795
2718.053,91.24215,89.85562,89.30172,90.38036,91.60453,89.91843,90.9895,92.75305
2718.174,91.24593,89.8547,89.30241,90.38798,91.60072,89.92219,90.98406,92.76125
2718.294,91.24941,89.85232,89.30194,90.39046,91.59719,89.92552,90.9798,92.77091
2718.415,91.25204,89.8488,89.30036,90.38718,91.59383,89.92831,90.9762,92.78016
2718.535,91.25356,89.84497,89.29808,90.37864,91.59077,89.93081,90.97264,92.78737
2718.656,91.2541,89.84171,89.29565,90.36645,91.58844,89.93353,90.96874,92.7918
2718.776,91.25411,89.83974,89.29361,90.35279,91.58743,89.937,90.96445,92.79369
2718.897,91.25413,89.83956,89.29243,90.34028,91.58826,89.94166,90.96018,92.79414
2719.017,91.25455,89.84113,89.29218,90.33103,91.59121,89.94751,90.95662,92.79436
2719.138,91.25565,89.84428,89.29267,90.32629,91.59621,89.95412,90.95455,92.79543
2719.258,91.25727,89.84841,89.29311,90.32616,91.6028,89.96069,90.95468,92.79771
2719.379,91.25914,89.85289,89.29256,90.32962,91.61018,89.9663,90.95735,92.80088
2719.499,91.26084,89.85706,89.29007,90.33491,91.61749,89.97011,90.96246,92.80405
2719.62,91.26215,89.86019,89.28506,90.33997,91.62376,89.97156,90.96935,92.80607
2719.74,91.26307,89.86169,89.27767,90.34312,91.62833,89.97039,90.97697,92.80593
2719.861,91.26379,89.86116,89.26878,90.34338,91.63078,89.96664,90.98403,92.80307
2719.981,91.26469,89.85841,89.25998,90.3406,91.63116,89.96046,90.98925,92.79751
2720.102,91.26594,89.85361,89.25275,90.33523,91.62997,89.95207,90.99165,92.7898
2720.222,91.26759,89.84743,89.24841,90.32836,91.62789,89.94169,90.99069,92.78091
2720.343,91.2693,89.84067,89.24739,90.32118,91.62577,89.9297,90.98653,92.77198
2720.464,91.27065,89.83418,89.24927,90.31487,91.62421,89.91668,90.97989,92.76396
2720.584,91.27119,89.82856,89.253,90.31043,91.62331,89.90349,90.97192,92.75743
2720.705,91.27062,89.82398,89.25719,90.30872,91.62279,89.8912,90.96403,92.75255
2720.825,91.26899,89.82027,89.26089,90.31022,91.62196,89.88084,90.95735,92.74895
2720.946,91.26667,89.81695,89.26357,90.31511,91.61991,89.87305,90.95264,92.74583
2721.066,91.26414,89.81358,89.26535,90.32301,91.61599,89.868,90.95007,92.74224
2721.187,91.26176,89.80997,89.26646,90.33298,91.60991,89.8651,90.94913,92.73728
2721.307,91.25957,89.8064,89.26717,90.34351,91.60194,89.86322,90.94891,92.73027
2721.428,91.25722,89.80347,89.26733,90.35263,91.59256,89.86092,90.94828,92.72095
2721.548,91.2541,89.80186,89.26646,90.3585,91.58249,89.85703,90.9464,92.7095
2721.669,91.24948,89.80191,89.26401,90.35951,91.57217,89.85074,90.94275,92.69661
2721.789,91.24299,89.80373,89.25968,90.35506,91.56191,89.84207,90.93756,92.68333
2721.91,91.23484,89.80682,89.25388,90.34556,91.55174,89.83163,90.93145,92.67089
2722.031,91.22595,89.81051,89.24768,90.33255,91.54182,89.82072,90.92558,92.66079
2722.151,91.21772,89.8141,89.24254,90.31833,91.53249,89.81086,90.92103,92.6543
2722.271,91.21166,89.81715,89.23983,90.30534,91.52458,89.80352,90.9186,92.65242
2722.392,91.20898,89.81953,89.24033,90.29573,91.51922,89.79999,90.91876,92.65565
2722.512,91.21005,89.82141,89.24394,90.29066,91.51738,89.80099,90.9213,92.66368
2722.633,91.21433,89.82303,89.24967,90.29016,91.51966,89.80672,90.92553,92.67556
2722.754,91.22036,89.82452,89.25588,90.29311,91.52573,89.81654,90.93024,92.68947
2722.874,91.22644,89.82584,89.2611,90.29784,91.53439,89.82933,90.93421,92.70323
2722.995,91.23093,89.82687,89.26424,90.30248,91.54369,89.84317,90.93609,92.71449
2723.115,91.23286,89.82733,89.26495,90.30544,91.55136,89.85589,90.93481,92.72124
2723.236,91.23227,89.82716,89.26354,90.30598,91.55573,89.86554,90.93,92.72232
2723.356,91.23,89.82636,89.26086,90.30409,91.55586,89.87073,90.92181,92.71763
2723.477,91.22746,89.82506,89.25774,90.30031,91.55192,89.87109,90.91122,92.70815
2723.597,91.22587,89.82327,89.2547,90.29539,91.54501,89.86733,90.89959,92.69576
2723.718,91.22601,89.82081,89.25182,90.28995,91.53691,89.86119,90.88862,92.68297
2723.838,91.22779,89.8173,89.24875,90.28416,91.52938,89.85484,90.87989,92.67229
2723.959,91.23047,89.81237,89.24496,90.27798,91.52381,89.85001,90.87434,92.66557
2724.079,91.23276,89.8057,89.23987,90.27113,91.52098,89.84784,90.8723,92.66393
2724.2,91.23345,89.79752,89.23328,90.26363,91.52095,89.84821,90.87333,92.66728
2724.321,91.23183,89.78837,89.22533,90.25581,91.52328,89.85011,90.87656,92.67457
2724.441,91.22782,89.77933,89.21671,90.24853,91.52699,89.85184,90.88081,92.68381
2724.562,91.22204,89.77156,89.20848,90.24284,91.53119,89.85194,90.8852,92.69276
2724.682,91.21549,89.76607,89.20187,90.23973,91.53503,89.84949,90.88917,92.6994
2724.802,91.2094,89.76346,89.19821,90.23978,91.53779,89.84449,90.89246,92.70206
2724.923,91.20457,89.76364,89.19814,90.24287,91.53912,89.83775,90.89515,92.70002
2725.044,91.20155,89.76589,89.20175,90.24818,91.53898,89.83044,90.89719,92.69334
2725.164,91.20027,89.7691,89.20815,90.25446,91.53751,89.82368,90.89844,92.68294
2725.285,91.20044,89.77205,89.21578,90.26045,91.53505,89.81811,90.89862,92.67013
2725.405,91.2015,89.77361,89.22269,90.26512,91.53185,89.81371,90.89738,92.65643
2725.526,91.203,89.77311,89.22702,90.26807,91.52803,89.80991,90.89462,92.64336
2725.646,91.20454,89.77041,89.22775,90.26947,91.52354,89.80604,90.8905,92.63203
2725.767,91.2061,89.76605,89.22494,90.27004,91.51818,89.8015,90.8856,92.62333
2725.887,91.20777,89.7612,89.21976,90.27077,91.51174,89.79616,90.88062,92.61767
2726.008,91.20982,89.75712,89.21409,90.27245,91.50441,89.79036,90.87616,92.6153
2726.128,91.21249,89.75508,89.20992,90.27562,91.49676,89.78489,90.8726,92.61613
2726.249,91.21601,89.75589,89.20878,90.28033,91.48992,89.78077,90.8699,92.62003
2726.369,91.2204,89.75953,89.21104,90.28619,91.48523,89.77892,90.86784,92.62657
2726.49,91.22543,89.76514,89.21612,90.29243,91.48386,89.77997,90.86618,92.63522
2726.611,91.23074,89.77122,89.22255,90.29809,91.4864,89.78407,90.86478,92.64509
2726.731,91.23576,89.77615,89.22885,90.30239,91.49247,89.79074,90.86382,92.65521
2726.852,91.23981,89.77856,89.23371,90.30473,91.50079,89.799,90.86376,92.66443
2726.972,91.2422,89.77792,89.23658,90.30497,91.5095,89.80742,90.86495,92.67166
2727.093,91.24242,89.77463,89.23764,90.30338,91.51672,89.81455,90.86755,92.67615
2727.213,91.24019,89.76987,89.23753,90.30064,91.52118,89.81918,90.87125,92.67767
2727.334,91.23553,89.76517,89.23689,90.29762,91.52245,89.82069,90.87526,92.67656
2727.454,91.22885,89.7617,89.23621,90.29518,91.52113,89.81929,90.87856,92.67378
2727.575,91.22093,89.76003,89.2355,90.294,91.51846,89.81593,90.88016,92.67075
2727.695,91.21287,89.76006,89.23461,90.29449,91.51566,89.81201,90.8795,92.66884
2727.816,91.20594,89.76099,89.23315,90.29662,91.51356,89.80894,90.87662,92.66916
2727.936,91.20139,89.762,89.23097,90.30008,91.51231,89.80769,90.87228,92.67218
2728.057,91.2002,89.76246,89.22801,90.30432,91.51144,89.8085,90.86768,92.67751
2728.177,91.2027,89.76219,89.22437,90.30848,91.51027,89.81087,90.86423,92.68411
2728.298,91.2085,89.7615,89.22012,90.3116,91.50826,89.81387,90.86314,92.69044
2728.418,91.21655,89.76079,89.21533,90.31283,91.50545,89.81654,90.86496,92.69511
2728.539,91.22513,89.76044,89.20998,90.31128,91.50234,89.81834,90.86951,92.69705
2728.659,91.23239,89.76068,89.20408,90.30659,91.49966,89.81919,90.87575,92.69595
2728.78,91.23688,89.76151,89.19785,90.29884,91.49796,89.81953,90.88208,92.69222
2728.901,91.23772,89.76297,89.1917,90.28889,91.49718,89.81985,90.88667,92.68681
2729.021,91.23502,89.76515,89.18611,90.27812,91.49672,89.82041,90.88794,92.68081
2729.142,91.22972,89.76831,89.18147,90.2683,91.49562,89.82103,90.88512,92.67513
2729.262,91.22345,89.77259,89.17788,90.26115,91.49314,89.82117,90.87845,92.67043
2729.383,91.21796,89.77783,89.1751,90.2578,91.48907,89.82017,90.86922,92.66689
2729.503,91.21479,89.78352,89.17274,90.25845,91.48402,89.8177,90.85928,92.66443
2729.624,91.21488,89.78866,89.17046,90.26231,91.47938,89.81396,90.85072,92.66286
2729.744,91.21852,89.79225,89.16834,90.26792,91.47667,89.8096,90.84509,92.66209
2729.865,91.22533,89.79369,89.16701,90.27359,91.47697,89.8056,90.84293,92.66209
2729.985,91.23444,89.79303,89.16753,90.27795,91.48057,89.80276,90.84396,92.66285
2730.106,91.24479,89.79106,89.17095,90.28036,91.48678,89.80134,90.84703,92.66432
2730.226,91.25517,89.78903,89.17774,90.28105,91.49414,89.80103,90.85092,92.66615
2730.347,91.26443,89.78809,89.18745,90.28078,91.50105,89.80097,90.85458,92.66788
2730.468,91.27153,89.78866,89.19856,90.28039,91.50616,89.80023,90.85771,92.66888
2730.588,91.27553,89.79023,89.20878,90.28044,91.50885,89.79807,90.8605,92.66864
2730.708,91.27574,89.79148,89.21557,90.28098,91.50922,89.79427,90.86355,92.66698
2730.829,91.27179,89.79088,89.21701,90.28149,91.50771,89.78905,90.86714,92.66398
2730.949,91.26369,89.78722,89.2121,90.2812,91.50501,89.78303,90.8712,92.66016
2731.07,91.25188,89.78024,89.20119,90.27943,91.50159,89.77677,90.87502,92.65613
2731.191,91.23714,89.77065,89.18562,90.27576,91.49776,89.77072,90.87767,92.65253
2731.311,91.22051,89.76001,89.16748,90.27016,91.49362,89.765,90.87823,92.64967
2731.432,91.20316,89.75011,89.14899,90.26272,91.48949,89.75965,90.87634,92.64756
2731.552,91.1862,89.74229,89.13199,90.25371,91.48586,89.75469,90.87238,92.64587
2731.673,91.17059,89.73725,89.11802,90.24339,91.48348,89.75031,90.86728,92.64404
2731.793,91.1571,89.73481,89.10803,90.23211,91.48298,89.7469,90.86221,92.64159
2731.914,91.14626,89.73439,89.10252,90.22054,91.48457,89.74496,90.85802,92.63824
2732.034,91.13837,89.73513,89.10162,90.20982,91.48782,89.74484,90.85525,92.63408
2732.155,91.13354,89.73626,89.105,90.20139,91.49173,89.74658,90.85365,92.62953
2732.275,91.13158,89.73723,89.11197,90.19668,91.49493,89.74989,90.85272,92.62526
2732.396,91.13207,89.73748,89.12129,90.1967,91.49605,89.75404,90.85175,92.62186
2732.516,91.13454,89.73655,89.13155,90.2015,91.49426,89.75809,90.85028,92.6198
2732.637,91.13831,89.73393,89.14129,90.20993,91.48937,89.761,90.84807,92.61903
2732.758,91.14275,89.72918,89.14925,90.21976,91.48191,89.76166,90.84516,92.61917
2732.878,91.1473,89.72221,89.15477,90.22837,91.47277,89.75928,90.84187,92.61964
2732.999,91.15141,89.71338,89.15761,90.23338,91.46298,89.75347,90.83848,92.61996
2733.119,91.15453,89.70357,89.15802,90.23327,91.45341,89.74426,90.8354,92.62007
2733.24,91.15619,89.69385,89.15637,90.22796,91.44465,89.7324,90.83302,92.62041
2733.36,91.15584,89.68519,89.15294,90.21851,91.43709,89.7193,90.83173,92.62199
2733.481,91.15313,89.67826,89.1479,90.20691,91.43104,89.70684,90.8319,92.62592
2733.601,91.14806,89.67324,89.14137,90.19521,91.42676,89.69697,90.83363,92.6329
2733.722,91.14111,89.67006,89.13371,90.18529,91.42435,89.69127,90.83662,92.64281
2733.842,91.13346,89.66864,89.12569,90.17837,91.4238,89.69061,90.84022,92.65454
2733.963,91.12662,89.66922,89.11839,90.17496,91.42476,89.6948,90.84353,92.66617
2734.083,91.12235,89.67232,89.1132,90.175,91.42666,89.70273,90.84581,92.67538
2734.204,91.12209,89.67854,89.11124,90.17818,91.42874,89.71278,90.84676,92.68028
2734.324,91.12644,89.68819,89.11301,90.18394,91.43059,89.7234,90.84682,92.68013
2734.445,91.13496,89.70091,89.11807,90.19153,91.43201,89.7333,90.84702,92.67538
2734.565,91.14618,89.71548,89.12522,90.2001,91.43332,89.74199,90.8485,92.66769
2734.686,91.15791,89.73017,89.13278,90.20869,91.43506,89.74947,90.852,92.65914
2734.806,91.16782,89.7431,89.13911,90.21628,91.43766,89.75597,90.85726,92.65171
2734.927,91.17416,89.75298,89.14321,90.22227,91.44133,89.76173,90.86308,92.64653
2735.048,91.17626,89.75932,89.14483,90.22626,91.44572,89.76653,90.86747,92.64359
2735.168,91.17466,89.76263,89.14448,90.2285,91.4501,89.76995,90.86847,92.64206
2735.289,91.1709,89.76389,89.14293,90.22939,91.45383,89.77161,90.86494,92.64075
2735.409,91.167,89.76404,89.14088,90.22957,91.45654,89.77139,90.85697,92.63861
2735.53,91.16497,89.76352,89.13856,90.22942,91.45834,89.76965,90.84591,92.63519
