WaveNumber, DarkFastFast
5.000755e+02,6.806764e+01
5.001960e+02,6.808031e+01
5.003166e+02,6.808508e+01
5.004371e+02,6.808108e+01
5.005576e+02,6.806875e+01
5.006782e+02,6.804856e+01
5.007987e+02,6.802141e+01
5.009193e+02,6.798914e+01
5.010398e+02,6.795490e+01
5.011603e+02,6.792313e+01
5.012808e+02,6.789809e+01
5.014014e+02,6.788279e+01
5.015219e+02,6.787811e+01
5.016424e+02,6.788280e+01
5.017629e+02,6.789449e+01
5.018835e+02,6.791096e+01
5.020040e+02,6.793114e+01
5.021245e+02,6.795519e+01
5.022451e+02,6.798366e+01
5.023656e+02,6.801656e+01
5.024861e+02,6.805250e+01
5.026066e+02,6.808881e+01
5.027272e+02,6.812277e+01
5.028477e+02,6.815221e+01
5.029682e+02,6.817625e+01
5.030887e+02,6.819470e+01
5.032093e+02,6.820734e+01
5.033298e+02,6.821283e+01
5.034503e+02,6.820824e+01
5.035709e+02,6.818949e+01
5.036914e+02,6.815250e+01
5.038119e+02,6.809476e+01
5.039325e+02,6.801644e+01
5.040530e+02,6.792072e+01
5.041735e+02,6.781363e+01
5.042940e+02,6.770355e+01
5.044146e+02,6.759946e+01
5.045351e+02,6.751125e+01
5.046556e+02,6.744839e+01
