WaveNumber, DarkFastFast
1.365716e+03,7.872403e+01
1.365836e+03,7.871101e+01
1.365957e+03,7.869902e+01
1.366078e+03,7.868864e+01
1.366198e+03,7.867995e+01
1.366319e+03,7.867288e+01
1.366439e+03,7.866716e+01
1.366560e+03,7.866265e+01
1.366680e+03,7.865937e+01
1.366801e+03,7.865739e+01
1.366921e+03,7.865656e+01
1.367042e+03,7.865643e+01
1.367162e+03,7.865590e+01
1.367283e+03,7.865370e+01
1.367403e+03,7.864877e+01
1.367524e+03,7.864057e+01
1.367644e+03,7.862960e+01
1.367765e+03,7.861730e+01
1.367885e+03,7.860586e+01
1.368006e+03,7.859766e+01
1.368126e+03,7.859447e+01
1.368247e+03,7.859708e+01
1.368368e+03,7.860486e+01
1.368488e+03,7.861597e+01
1.368609e+03,7.862763e+01
1.368729e+03,7.863714e+01
1.368850e+03,7.864243e+01
1.368970e+03,7.864256e+01
1.369091e+03,7.863792e+01
1.369211e+03,7.863001e+01
1.369332e+03,7.862106e+01
1.369452e+03,7.861324e+01
1.369573e+03,7.860844e+01
1.369693e+03,7.860773e+01
1.369814e+03,7.861124e+01
1.369934e+03,7.861819e+01
1.370055e+03,7.862720e+01
1.370176e+03,7.863684e+01
1.370296e+03,7.864579e+01
1.370417e+03,7.865323e+01
1.370537e+03,7.865891e+01
1.370658e+03,7.866303e+01
1.370778e+03,7.866592e+01
1.370899e+03,7.866791e+01
1.371019e+03,7.866909e+01
1.371140e+03,7.866940e+01
1.371260e+03,7.866872e+01
1.371381e+03,7.866714e+01
1.371501e+03,7.866493e+01
1.371622e+03,7.866262e+01
1.371742e+03,7.866087e+01
1.371863e+03,7.866006e+01
1.371983e+03,7.866010e+01
1.372104e+03,7.866018e+01
1.372224e+03,7.865895e+01
1.372345e+03,7.865462e+01
1.372466e+03,7.864550e+01
1.372586e+03,7.863066e+01
1.372707e+03,7.861023e+01
1.372827e+03,7.858569e+01
1.372948e+03,7.855972e+01
1.373068e+03,7.853586e+01
1.373189e+03,7.851764e+01
1.373309e+03,7.850767e+01
1.373430e+03,7.850684e+01
1.373550e+03,7.851373e+01
1.373671e+03,7.852469e+01
1.373791e+03,7.853463e+01
1.373912e+03,7.853886e+01
1.374032e+03,7.853471e+01
1.374153e+03,7.852222e+01
1.374273e+03,7.850397e+01
1.374394e+03,7.848397e+01
1.374515e+03,7.846672e+01
1.374635e+03,7.845551e+01
1.374756e+03,7.845194e+01
1.374876e+03,7.845542e+01
1.374997e+03,7.846359e+01
1.375117e+03,7.847298e+01
1.375238e+03,7.848035e+01
1.375358e+03,7.848381e+01
1.375479e+03,7.848300e+01
1.375599e+03,7.847887e+01
1.375720e+03,7.847282e+01
1.375840e+03,7.846636e+01
1.375961e+03,7.846040e+01
1.376081e+03,7.845528e+01
1.376202e+03,7.845098e+01
1.376323e+03,7.844723e+01
1.376443e+03,7.844387e+01
1.376563e+03,7.844073e+01
1.376684e+03,7.843770e+01
1.376805e+03,7.843461e+01
1.376925e+03,7.843134e+01
1.377046e+03,7.842793e+01
1.377166e+03,7.842485e+01
1.377287e+03,7.842308e+01
1.377407e+03,7.842390e+01
1.377528e+03,7.842861e+01
1.377648e+03,7.843813e+01
1.377769e+03,7.845259e+01
1.377889e+03,7.847124e+01
1.378010e+03,7.849267e+01
1.378130e+03,7.851553e+01
1.378251e+03,7.853867e+01
1.378371e+03,7.856174e+01
1.378492e+03,7.858504e+01
1.378613e+03,7.860934e+01
1.378733e+03,7.863541e+01
1.378854e+03,7.866381e+01
1.378974e+03,7.869480e+01
1.379095e+03,7.872844e+01
1.379215e+03,7.876456e+01
1.379336e+03,7.880300e+01
1.379456e+03,7.884344e+01
1.379577e+03,7.888518e+01
1.379697e+03,7.892708e+01
1.379818e+03,7.896776e+01
1.379938e+03,7.900572e+01
1.380059e+03,7.903992e+01
1.380179e+03,7.907002e+01
1.380300e+03,7.909659e+01
1.380420e+03,7.912087e+01
1.380541e+03,7.914443e+01
1.380661e+03,7.916875e+01
1.380782e+03,7.919487e+01
1.380903e+03,7.922314e+01
1.381023e+03,7.925359e+01
1.381144e+03,7.928587e+01
1.381264e+03,7.931967e+01
1.381385e+03,7.935471e+01
1.381505e+03,7.939067e+01
1.381626e+03,7.942716e+01
1.381746e+03,7.946359e+01
1.381867e+03,7.949927e+01
1.381987e+03,7.953351e+01
1.382108e+03,7.956577e+01
1.382228e+03,7.959589e+01
1.382349e+03,7.962411e+01
1.382469e+03,7.965087e+01
1.382590e+03,7.967684e+01
1.382711e+03,7.970267e+01
1.382831e+03,7.972895e+01
1.382952e+03,7.975608e+01
1.383072e+03,7.978432e+01
1.383193e+03,7.981372e+01
1.383313e+03,7.984412e+01
1.383434e+03,7.987514e+01
1.383554e+03,7.990619e+01
1.383675e+03,7.993658e+01
1.383795e+03,7.996559e+01
1.383916e+03,7.999264e+01
1.384036e+03,8.001739e+01
1.384157e+03,8.003971e+01
1.384277e+03,8.005979e+01
1.384398e+03,8.007803e+01
1.384518e+03,8.009518e+01
1.384639e+03,8.011208e+01
1.384760e+03,8.012960e+01
1.384880e+03,8.014838e+01
1.385001e+03,8.016855e+01
1.385121e+03,8.018969e+01
1.385242e+03,8.021078e+01
1.385362e+03,8.023064e+01
1.385483e+03,8.024821e+01
1.385603e+03,8.026297e+01
1.385724e+03,8.027503e+01
1.385844e+03,8.028500e+01
1.385965e+03,8.029339e+01
1.386085e+03,8.030021e+01
1.386206e+03,8.030487e+01
1.386326e+03,8.030653e+01
1.386447e+03,8.030479e+01
1.386568e+03,8.030082e+01
1.386688e+03,8.029772e+01
1.386808e+03,8.030029e+01
1.386929e+03,8.031452e+01
1.387050e+03,8.034547e+01
1.387170e+03,8.039536e+01
1.387291e+03,8.046149e+01
1.387411e+03,8.053583e+01
1.387532e+03,8.060686e+01
1.387652e+03,8.066344e+01
1.387773e+03,8.069974e+01
1.387893e+03,8.071631e+01
1.388014e+03,8.071899e+01
1.388134e+03,8.071522e+01
1.388255e+03,8.071203e+01
1.388375e+03,8.071405e+01
1.388496e+03,8.072285e+01
1.388616e+03,8.073765e+01
1.388737e+03,8.075613e+01
1.388858e+03,8.077587e+01
1.388978e+03,8.079500e+01
1.389099e+03,8.081289e+01
1.389219e+03,8.082976e+01
1.389340e+03,8.084618e+01
1.389460e+03,8.086250e+01
1.389581e+03,8.087857e+01
1.389701e+03,8.089400e+01
1.389822e+03,8.090842e+01
1.389942e+03,8.092176e+01
1.390063e+03,8.093424e+01
1.390183e+03,8.094627e+01
1.390304e+03,8.095801e+01
1.390424e+03,8.096931e+01
1.390545e+03,8.097977e+01
1.390665e+03,8.098885e+01
1.390786e+03,8.099635e+01
1.390906e+03,8.100249e+01
1.391027e+03,8.100790e+01
1.391148e+03,8.101341e+01
1.391268e+03,8.101969e+01
1.391389e+03,8.102710e+01
1.391509e+03,8.103552e+01
1.391630e+03,8.104470e+01
1.391750e+03,8.105421e+01
1.391871e+03,8.106369e+01
1.391991e+03,8.107284e+01
1.392112e+03,8.108137e+01
1.392232e+03,8.108900e+01
1.392353e+03,8.109540e+01
1.392473e+03,8.110022e+01
1.392594e+03,8.110315e+01
1.392714e+03,8.110386e+01
1.392835e+03,8.110175e+01
1.392955e+03,8.109601e+01
1.393076e+03,8.108543e+01
1.393197e+03,8.106882e+01
1.393317e+03,8.104572e+01
1.393438e+03,8.101689e+01
1.393558e+03,8.098505e+01
1.393679e+03,8.095448e+01
1.393799e+03,8.093110e+01
1.393920e+03,8.092119e+01
1.394040e+03,8.092960e+01
1.394161e+03,8.095824e+01
1.394281e+03,8.100395e+01
1.394402e+03,8.105868e+01
1.394522e+03,8.111098e+01
1.394643e+03,8.115081e+01
1.394763e+03,8.117310e+01
1.394884e+03,8.117842e+01
1.395005e+03,8.117168e+01
1.395125e+03,8.115969e+01
1.395245e+03,8.114940e+01
1.395366e+03,8.114600e+01
1.395487e+03,8.115251e+01
1.395607e+03,8.116920e+01
1.395728e+03,8.119370e+01
1.395848e+03,8.122170e+01
1.395969e+03,8.124816e+01
1.396089e+03,8.126905e+01
1.396210e+03,8.128190e+01
1.396330e+03,8.128629e+01
1.396451e+03,8.128342e+01
1.396571e+03,8.127560e+01
1.396692e+03,8.126552e+01
1.396812e+03,8.125577e+01
1.396933e+03,8.124853e+01
1.397053e+03,8.124529e+01
1.397174e+03,8.124671e+01
1.397295e+03,8.125264e+01
1.397415e+03,8.126208e+01
1.397536e+03,8.127323e+01
1.397656e+03,8.128351e+01
1.397777e+03,8.129008e+01
1.397897e+03,8.129045e+01
1.398018e+03,8.128320e+01
1.398138e+03,8.126871e+01
1.398259e+03,8.124947e+01
1.398379e+03,8.123003e+01
1.398500e+03,8.121592e+01
1.398620e+03,8.121309e+01
1.398741e+03,8.122633e+01
1.398861e+03,8.125751e+01
1.398982e+03,8.130429e+01
1.399102e+03,8.135986e+01
1.399223e+03,8.141527e+01
1.399344e+03,8.146187e+01
1.399464e+03,8.149487e+01
1.399585e+03,8.151421e+01
1.399705e+03,8.152345e+01
1.399826e+03,8.152757e+01
1.399946e+03,8.153095e+01
1.400067e+03,8.153658e+01
1.400187e+03,8.154535e+01
1.400308e+03,8.155651e+01
1.400428e+03,8.156841e+01
1.400549e+03,8.157952e+01
1.400669e+03,8.158901e+01
1.400790e+03,8.159710e+01
1.400910e+03,8.160480e+01
1.401031e+03,8.161349e+01
1.401151e+03,8.162424e+01
1.401272e+03,8.163745e+01
1.401393e+03,8.165271e+01
1.401513e+03,8.166891e+01
1.401634e+03,8.168462e+01
1.401754e+03,8.169835e+01
1.401875e+03,8.170895e+01
1.401995e+03,8.171598e+01
1.402116e+03,8.171967e+01
1.402236e+03,8.172092e+01
1.402357e+03,8.172105e+01
1.402477e+03,8.172154e+01
1.402598e+03,8.172355e+01
1.402718e+03,8.172769e+01
1.402839e+03,8.173392e+01
1.402959e+03,8.174156e+01
1.403080e+03,8.174956e+01
1.403200e+03,8.175677e+01
1.403321e+03,8.176222e+01
1.403442e+03,8.176522e+01
1.403562e+03,8.176544e+01
1.403683e+03,8.176280e+01
1.403803e+03,8.175764e+01
1.403924e+03,8.175072e+01
1.404044e+03,8.174324e+01
1.404165e+03,8.173701e+01
1.404285e+03,8.173421e+01
1.404406e+03,8.173685e+01
1.404526e+03,8.174641e+01
1.404647e+03,8.176322e+01
1.404767e+03,8.178595e+01
1.404888e+03,8.181172e+01
1.405008e+03,8.183689e+01
1.405129e+03,8.185818e+01
1.405250e+03,8.187361e+01
1.405370e+03,8.188296e+01
1.405490e+03,8.188741e+01
1.405611e+03,8.188891e+01
1.405732e+03,8.188926e+01
1.405852e+03,8.188986e+01
1.405973e+03,8.189150e+01
1.406093e+03,8.189442e+01
1.406214e+03,8.189864e+01
1.406334e+03,8.190407e+01
1.406455e+03,8.191061e+01
1.406575e+03,8.191799e+01
1.406696e+03,8.192581e+01
1.406816e+03,8.193339e+01
1.406937e+03,8.193992e+01
1.407057e+03,8.194466e+01
1.407178e+03,8.194720e+01
1.407298e+03,8.194762e+01
1.407419e+03,8.194647e+01
1.407540e+03,8.194448e+01
1.407660e+03,8.194242e+01
1.407781e+03,8.194070e+01
1.407901e+03,8.193936e+01
1.408022e+03,8.193809e+01
1.408142e+03,8.193639e+01
1.408263e+03,8.193382e+01
1.408383e+03,8.193006e+01
1.408504e+03,8.192497e+01
1.408624e+03,8.191857e+01
1.408745e+03,8.191093e+01
1.408865e+03,8.190212e+01
1.408986e+03,8.189230e+01
1.409106e+03,8.188162e+01
1.409227e+03,8.187043e+01
1.409347e+03,8.185910e+01
1.409468e+03,8.184813e+01
1.409589e+03,8.183784e+01
1.409709e+03,8.182840e+01
1.409830e+03,8.181964e+01
1.409950e+03,8.181104e+01
1.410071e+03,8.180186e+01
1.410191e+03,8.179128e+01
1.410312e+03,8.177869e+01
1.410432e+03,8.176388e+01
1.410553e+03,8.174712e+01
1.410673e+03,8.172918e+01
1.410794e+03,8.171127e+01
1.410914e+03,8.169456e+01
1.411035e+03,8.167999e+01
1.411155e+03,8.166787e+01
1.411276e+03,8.165792e+01
1.411396e+03,8.164923e+01
1.411517e+03,8.164055e+01
1.411637e+03,8.163078e+01
1.411758e+03,8.161921e+01
1.411879e+03,8.160579e+01
1.411999e+03,8.159106e+01
1.412120e+03,8.157593e+01
1.412240e+03,8.156139e+01
1.412361e+03,8.154822e+01
1.412481e+03,8.153677e+01
1.412602e+03,8.152700e+01
1.412722e+03,8.151854e+01
1.412843e+03,8.151064e+01
1.412963e+03,8.150249e+01
1.413084e+03,8.149334e+01
1.413204e+03,8.148243e+01
1.413325e+03,8.146937e+01
1.413445e+03,8.145426e+01
1.413566e+03,8.143774e+01
1.413687e+03,8.142079e+01
1.413807e+03,8.140468e+01
1.413928e+03,8.139053e+01
1.414048e+03,8.137891e+01
1.414169e+03,8.136971e+01
1.414289e+03,8.136210e+01
1.414410e+03,8.135491e+01
1.414530e+03,8.134681e+01
1.414651e+03,8.133678e+01
1.414771e+03,8.132431e+01
1.414892e+03,8.130939e+01
1.415012e+03,8.129246e+01
1.415133e+03,8.127421e+01
1.415253e+03,8.125559e+01
1.415374e+03,8.123779e+01
1.415494e+03,8.122205e+01
1.415615e+03,8.120972e+01
1.415735e+03,8.120174e+01
1.415856e+03,8.119823e+01
1.415977e+03,8.119814e+01
1.416097e+03,8.119933e+01
1.416218e+03,8.119905e+01
1.416338e+03,8.119482e+01
1.416459e+03,8.118547e+01
1.416579e+03,8.117173e+01
1.416700e+03,8.115619e+01
1.416820e+03,8.114244e+01
1.416941e+03,8.113435e+01
1.417061e+03,8.113451e+01
1.417182e+03,8.114352e+01
1.417302e+03,8.115941e+01
1.417423e+03,8.117832e+01
1.417543e+03,8.119590e+01
1.417664e+03,8.120815e+01
1.417785e+03,8.121260e+01
1.417905e+03,8.120816e+01
1.418026e+03,8.119463e+01
1.418146e+03,8.117244e+01
1.418267e+03,8.114252e+01
1.418387e+03,8.110715e+01
1.418508e+03,8.107059e+01
1.418628e+03,8.103952e+01
1.418749e+03,8.102383e+01
1.418869e+03,8.103468e+01
1.418990e+03,8.108222e+01
1.419110e+03,8.117032e+01
1.419231e+03,8.129120e+01
1.419351e+03,8.142346e+01
1.419472e+03,8.153933e+01
1.419592e+03,8.161887e+01
1.419713e+03,8.165671e+01
1.419833e+03,8.166093e+01
1.419954e+03,8.164503e+01
1.420075e+03,8.162228e+01
1.420195e+03,8.160200e+01
1.420316e+03,8.158879e+01
1.420436e+03,8.158382e+01
1.420557e+03,8.158549e+01
1.420677e+03,8.159112e+01
1.420798e+03,8.159792e+01
1.420918e+03,8.160434e+01
1.421039e+03,8.160999e+01
1.421159e+03,8.161548e+01
1.421280e+03,8.162157e+01
1.421400e+03,8.162873e+01
1.421521e+03,8.163687e+01
1.421641e+03,8.164546e+01
1.421762e+03,8.165394e+01
1.421882e+03,8.166197e+01
1.422003e+03,8.166946e+01
1.422124e+03,8.167640e+01
1.422244e+03,8.168265e+01
1.422365e+03,8.168774e+01
1.422485e+03,8.169091e+01
1.422606e+03,8.169146e+01
1.422726e+03,8.168907e+01
1.422847e+03,8.168404e+01
1.422967e+03,8.167745e+01
1.423088e+03,8.167088e+01
1.423208e+03,8.166636e+01
1.423329e+03,8.166589e+01
1.423449e+03,8.167102e+01
1.423570e+03,8.168263e+01
1.423690e+03,8.170048e+01
1.423811e+03,8.172322e+01
1.423931e+03,8.174832e+01
1.424052e+03,8.177280e+01
1.424172e+03,8.179375e+01
1.424293e+03,8.180894e+01
1.424414e+03,8.181756e+01
1.424534e+03,8.181994e+01
1.424655e+03,8.181763e+01
1.424775e+03,8.181248e+01
1.424896e+03,8.180639e+01
1.425016e+03,8.180066e+01
1.425137e+03,8.179566e+01
1.425257e+03,8.179110e+01
1.425378e+03,8.178612e+01
1.425498e+03,8.177998e+01
1.425619e+03,8.177235e+01
1.425739e+03,8.176356e+01
1.425860e+03,8.175448e+01
1.425980e+03,8.174636e+01
1.426101e+03,8.174019e+01
1.426222e+03,8.173644e+01
1.426342e+03,8.173487e+01
1.426463e+03,8.173454e+01
1.426583e+03,8.173407e+01
1.426704e+03,8.173184e+01
1.426824e+03,8.172661e+01
1.426945e+03,8.171764e+01
1.427065e+03,8.170478e+01
1.427186e+03,8.168853e+01
1.427306e+03,8.166975e+01
1.427427e+03,8.164944e+01
1.427547e+03,8.162843e+01
1.427668e+03,8.160729e+01
1.427788e+03,8.158640e+01
1.427909e+03,8.156587e+01
1.428029e+03,8.154597e+01
1.428150e+03,8.152689e+01
1.428271e+03,8.150887e+01
1.428391e+03,8.149188e+01
1.428512e+03,8.147546e+01
1.428632e+03,8.145870e+01
1.428753e+03,8.144034e+01
1.428873e+03,8.141944e+01
1.428994e+03,8.139563e+01
1.429114e+03,8.136981e+01
1.429235e+03,8.134406e+01
1.429355e+03,8.132140e+01
1.429476e+03,8.130521e+01
1.429596e+03,8.129781e+01
1.429717e+03,8.129977e+01
1.429837e+03,8.130895e+01
1.429958e+03,8.132124e+01
1.430078e+03,8.133141e+01
1.430199e+03,8.133511e+01
1.430319e+03,8.133015e+01
1.430440e+03,8.131661e+01
1.430561e+03,8.129638e+01
1.430681e+03,8.127205e+01
1.430802e+03,8.124641e+01
1.430922e+03,8.122169e+01
1.431043e+03,8.119931e+01
1.431163e+03,8.118007e+01
1.431284e+03,8.116415e+01
1.431404e+03,8.115132e+01
1.431525e+03,8.114108e+01
1.431645e+03,8.113266e+01
1.431766e+03,8.112518e+01
1.431886e+03,8.111743e+01
1.432007e+03,8.110839e+01
1.432127e+03,8.109719e+01
1.432248e+03,8.108354e+01
1.432369e+03,8.106770e+01
1.432489e+03,8.105057e+01
1.432609e+03,8.103341e+01
1.432730e+03,8.101742e+01
1.432851e+03,8.100350e+01
1.432971e+03,8.099194e+01
1.433092e+03,8.098238e+01
1.433212e+03,8.097391e+01
1.433333e+03,8.096535e+01
1.433453e+03,8.095575e+01
1.433574e+03,8.094452e+01
1.433694e+03,8.093161e+01
1.433815e+03,8.091740e+01
1.433935e+03,8.090249e+01
1.434056e+03,8.088721e+01
1.434176e+03,8.087155e+01
1.434297e+03,8.085496e+01
1.434417e+03,8.083656e+01
1.434538e+03,8.081547e+01
1.434659e+03,8.079116e+01
1.434779e+03,8.076361e+01
1.434900e+03,8.073325e+01
1.435020e+03,8.070051e+01
1.435141e+03,8.066525e+01
1.435261e+03,8.062646e+01
1.435382e+03,8.058229e+01
1.435502e+03,8.053082e+01
1.435623e+03,8.047095e+01
1.435743e+03,8.040376e+01
1.435864e+03,8.033303e+01
1.435984e+03,8.026635e+01
1.436105e+03,8.021445e+01
1.436225e+03,8.018988e+01
1.436346e+03,8.020506e+01
1.436466e+03,8.026623e+01
1.436587e+03,8.036723e+01
1.436708e+03,8.048598e+01
1.436828e+03,8.059342e+01
1.436949e+03,8.066726e+01
1.437069e+03,8.070089e+01
1.437190e+03,8.070173e+01
1.437310e+03,8.068305e+01
1.437431e+03,8.065766e+01
1.437551e+03,8.063421e+01
1.437672e+03,8.061756e+01
1.437792e+03,8.060899e+01
1.437913e+03,8.060713e+01
1.438033e+03,8.060933e+01
1.438154e+03,8.061269e+01
1.438274e+03,8.061526e+01
1.438395e+03,8.061607e+01
1.438516e+03,8.061497e+01
1.438636e+03,8.061225e+01
1.438757e+03,8.060796e+01
1.438877e+03,8.060187e+01
1.438998e+03,8.059355e+01
1.439118e+03,8.058282e+01
1.439239e+03,8.056995e+01
1.439359e+03,8.055566e+01
1.439480e+03,8.054119e+01
1.439600e+03,8.052769e+01
1.439721e+03,8.051608e+01
1.439841e+03,8.050683e+01
1.439962e+03,8.049996e+01
1.440082e+03,8.049506e+01
1.440203e+03,8.049155e+01
1.440323e+03,8.048885e+01
1.440444e+03,8.048630e+01
1.440564e+03,8.048334e+01
1.440685e+03,8.047958e+01
1.440806e+03,8.047482e+01
1.440926e+03,8.046926e+01
1.441047e+03,8.046334e+01
1.441167e+03,8.045777e+01
1.441288e+03,8.045325e+01
1.441408e+03,8.045018e+01
1.441529e+03,8.044864e+01
1.441649e+03,8.044827e+01
1.441770e+03,8.044865e+01
1.441890e+03,8.044930e+01
1.442011e+03,8.045004e+01
1.442131e+03,8.045105e+01
1.442252e+03,8.045264e+01
1.442372e+03,8.045509e+01
1.442493e+03,8.045837e+01
1.442614e+03,8.046204e+01
1.442734e+03,8.046541e+01
1.442854e+03,8.046772e+01
1.442975e+03,8.046837e+01
1.443096e+03,8.046716e+01
1.443216e+03,8.046421e+01
1.443337e+03,8.045989e+01
1.443457e+03,8.045460e+01
1.443578e+03,8.044868e+01
1.443698e+03,8.044235e+01
1.443819e+03,8.043585e+01
1.443939e+03,8.042942e+01
1.444060e+03,8.042342e+01
1.444180e+03,8.041806e+01
1.444301e+03,8.041349e+01
1.444421e+03,8.040955e+01
1.444542e+03,8.040584e+01
1.444662e+03,8.040178e+01
1.444783e+03,8.039698e+01
1.444904e+03,8.039132e+01
1.445024e+03,8.038504e+01
1.445145e+03,8.037856e+01
1.445265e+03,8.037232e+01
1.445386e+03,8.036642e+01
1.445506e+03,8.036060e+01
1.445627e+03,8.035429e+01
1.445747e+03,8.034680e+01
1.445868e+03,8.033776e+01
1.445988e+03,8.032713e+01
1.446109e+03,8.031526e+01
1.446229e+03,8.030251e+01
1.446350e+03,8.028905e+01
1.446470e+03,8.027451e+01
1.446591e+03,8.025819e+01
1.446711e+03,8.023926e+01
1.446832e+03,8.021745e+01
1.446953e+03,8.019353e+01
1.447073e+03,8.016956e+01
1.447194e+03,8.014859e+01
1.447314e+03,8.013420e+01
1.447435e+03,8.012969e+01
1.447555e+03,8.013680e+01
1.447676e+03,8.015487e+01
1.447796e+03,8.018029e+01
1.447917e+03,8.020760e+01
1.448037e+03,8.023092e+01
1.448158e+03,8.024593e+01
1.448278e+03,8.025142e+01
1.448399e+03,8.024884e+01
1.448519e+03,8.024129e+01
1.448640e+03,8.023195e+01
1.448760e+03,8.022338e+01
1.448881e+03,8.021689e+01
1.449001e+03,8.021239e+01
1.449122e+03,8.020892e+01
1.449243e+03,8.020496e+01
1.449363e+03,8.019920e+01
1.449484e+03,8.019079e+01
1.449604e+03,8.017961e+01
1.449725e+03,8.016611e+01
1.449845e+03,8.015111e+01
1.449966e+03,8.013544e+01
1.450086e+03,8.011981e+01
1.450207e+03,8.010468e+01
1.450327e+03,8.009012e+01
1.450448e+03,8.007582e+01
1.450568e+03,8.006110e+01
1.450689e+03,8.004507e+01
1.450809e+03,8.002687e+01
1.450930e+03,8.000587e+01
1.451051e+03,7.998209e+01
1.451171e+03,7.995636e+01
1.451292e+03,7.993037e+01
1.451412e+03,7.990620e+01
1.451533e+03,7.988588e+01
1.451653e+03,7.987074e+01
1.451774e+03,7.986092e+01
1.451894e+03,7.985506e+01
1.452015e+03,7.985080e+01
1.452135e+03,7.984538e+01
1.452256e+03,7.983636e+01
1.452376e+03,7.982254e+01
1.452497e+03,7.980399e+01
1.452617e+03,7.978188e+01
1.452738e+03,7.975783e+01
1.452858e+03,7.973337e+01
1.452979e+03,7.970959e+01
1.453099e+03,7.968695e+01
1.453220e+03,7.966539e+01
1.453341e+03,7.964456e+01
1.453461e+03,7.962398e+01
1.453582e+03,7.960316e+01
1.453702e+03,7.958145e+01
1.453823e+03,7.955804e+01
1.453943e+03,7.953188e+01
1.454064e+03,7.950195e+01
1.454184e+03,7.946770e+01
1.454305e+03,7.942940e+01
1.454425e+03,7.938850e+01
1.454546e+03,7.934738e+01
1.454666e+03,7.930907e+01
1.454787e+03,7.927612e+01
1.454907e+03,7.924966e+01
1.455028e+03,7.922857e+01
1.455149e+03,7.920930e+01
1.455269e+03,7.918642e+01
1.455390e+03,7.915401e+01
1.455510e+03,7.910798e+01
1.455631e+03,7.904716e+01
1.455751e+03,7.897419e+01
1.455872e+03,7.889481e+01
1.455992e+03,7.881844e+01
1.456113e+03,7.875788e+01
1.456233e+03,7.872834e+01
1.456354e+03,7.874727e+01
1.456474e+03,7.882838e+01
1.456595e+03,7.897169e+01
1.456715e+03,7.915182e+01
1.456836e+03,7.932291e+01
1.456956e+03,7.944398e+01
1.457077e+03,7.949931e+01
1.457198e+03,7.949982e+01
1.457318e+03,7.946702e+01
1.457439e+03,7.942223e+01
1.457559e+03,7.938090e+01
1.457680e+03,7.935324e+01
1.457800e+03,7.934560e+01
1.457921e+03,7.935980e+01
1.458041e+03,7.939342e+01
1.458162e+03,7.943967e+01
1.458282e+03,7.948991e+01
1.458403e+03,7.953619e+01
1.458523e+03,7.957424e+01
1.458644e+03,7.960444e+01
1.458764e+03,7.963033e+01
1.458885e+03,7.965649e+01
1.459005e+03,7.968633e+01
1.459126e+03,7.972118e+01
1.459246e+03,7.975979e+01
1.459367e+03,7.979916e+01
1.459488e+03,7.983549e+01
1.459608e+03,7.986574e+01
1.459729e+03,7.988860e+01
1.459849e+03,7.990448e+01
1.459970e+03,7.991515e+01
1.460090e+03,7.992294e+01
1.460211e+03,7.993024e+01
1.460331e+03,7.993873e+01
1.460452e+03,7.994918e+01
1.460572e+03,7.996150e+01
1.460693e+03,7.997492e+01
1.460813e+03,7.998833e+01
1.460934e+03,8.000061e+01
1.461054e+03,8.001108e+01
1.461175e+03,8.001944e+01
1.461296e+03,8.002592e+01
1.461416e+03,8.003094e+01
1.461536e+03,8.003506e+01
1.461657e+03,8.003875e+01
1.461778e+03,8.004244e+01
1.461898e+03,8.004651e+01
1.462019e+03,8.005141e+01
1.462139e+03,8.005753e+01
1.462260e+03,8.006519e+01
1.462380e+03,8.007442e+01
1.462501e+03,8.008481e+01
1.462621e+03,8.009544e+01
1.462742e+03,8.010517e+01
1.462862e+03,8.011280e+01
1.462983e+03,8.011739e+01
1.463103e+03,8.011845e+01
1.463224e+03,8.011577e+01
1.463344e+03,8.010920e+01
1.463465e+03,8.009841e+01
1.463586e+03,8.008281e+01
1.463706e+03,8.006195e+01
1.463827e+03,8.003586e+01
1.463947e+03,8.000593e+01
1.464068e+03,7.997517e+01
1.464188e+03,7.994789e+01
1.464309e+03,7.993005e+01
1.464429e+03,7.992729e+01
1.464550e+03,7.994348e+01
1.464670e+03,7.997855e+01
1.464791e+03,8.002696e+01
1.464911e+03,8.007924e+01
1.465032e+03,8.012487e+01
1.465152e+03,8.015740e+01
1.465273e+03,8.017593e+01
1.465393e+03,8.018401e+01
1.465514e+03,8.018693e+01
1.465635e+03,8.018966e+01
1.465755e+03,8.019585e+01
1.465876e+03,8.020735e+01
1.465996e+03,8.022462e+01
1.466117e+03,8.024738e+01
1.466237e+03,8.027517e+01
1.466358e+03,8.030778e+01
1.466478e+03,8.034530e+01
1.466599e+03,8.038795e+01
1.466719e+03,8.043568e+01
1.466840e+03,8.048801e+01
1.466960e+03,8.054421e+01
1.467081e+03,8.060357e+01
1.467201e+03,8.066592e+01
1.467322e+03,8.073174e+01
1.467443e+03,8.080214e+01
1.467563e+03,8.087841e+01
1.467684e+03,8.096143e+01
1.467804e+03,8.105146e+01
1.467925e+03,8.114791e+01
1.468045e+03,8.124974e+01
1.468166e+03,8.135569e+01
1.468286e+03,8.146477e+01
1.468407e+03,8.157630e+01
1.468527e+03,8.168987e+01
1.468648e+03,8.180524e+01
1.468768e+03,8.192223e+01
1.468889e+03,8.204072e+01
1.469009e+03,8.216084e+01
1.469130e+03,8.228300e+01
1.469250e+03,8.240771e+01
1.469371e+03,8.253530e+01
1.469491e+03,8.266543e+01
1.469612e+03,8.279690e+01
1.469733e+03,8.292796e+01
1.469853e+03,8.305638e+01
1.469974e+03,8.318035e+01
1.470094e+03,8.329890e+01
1.470215e+03,8.341191e+01
1.470335e+03,8.351983e+01
1.470456e+03,8.362297e+01
1.470576e+03,8.372109e+01
1.470697e+03,8.381321e+01
1.470817e+03,8.389807e+01
1.470938e+03,8.397496e+01
