WaveNumber, LightFastSlow
4.400520e+02,6.690531e+01
4.401725e+02,6.702874e+01
4.402931e+02,6.715105e+01
4.404136e+02,6.723786e+01
4.405341e+02,6.726408e+01
4.406547e+02,6.721899e+01
4.407752e+02,6.710841e+01
4.408957e+02,6.695142e+01
4.410162e+02,6.677567e+01
4.411368e+02,6.660832e+01
4.412573e+02,6.647346e+01
4.413778e+02,6.638717e+01
4.414984e+02,6.635400e+01
4.416189e+02,6.636614e+01
4.417394e+02,6.640464e+01
4.418600e+02,6.644624e+01
4.419805e+02,6.646910e+01
4.421010e+02,6.646187e+01
4.422215e+02,6.642723e+01
4.423421e+02,6.637861e+01
4.424626e+02,6.633207e+01
4.425831e+02,6.629673e+01
4.427036e+02,6.627109e+01
4.428242e+02,6.624334e+01
4.429447e+02,6.619907e+01
4.430652e+02,6.612881e+01
4.431858e+02,6.603640e+01
4.433063e+02,6.593942e+01
4.434268e+02,6.586419e+01
4.435474e+02,6.583199e+01
4.436679e+02,6.584821e+01
4.437884e+02,6.589690e+01
4.439089e+02,6.594884e+01
4.440295e+02,6.597330e+01
4.441500e+02,6.595332e+01
4.442705e+02,6.589177e+01
4.443911e+02,6.580836e+01
4.445116e+02,6.572948e+01
4.446321e+02,6.567545e+01
4.447527e+02,6.565462e+01
4.448732e+02,6.566173e+01
4.449937e+02,6.568431e+01
4.451142e+02,6.571060e+01
4.452348e+02,6.573673e+01
4.453553e+02,6.576712e+01
4.454758e+02,6.580868e+01
4.455963e+02,6.586332e+01
4.457169e+02,6.592193e+01
4.458374e+02,6.596606e+01
4.459579e+02,6.597626e+01
4.460785e+02,6.594199e+01
4.461990e+02,6.586942e+01
4.463195e+02,6.578065e+01
4.464401e+02,6.570685e+01
4.465606e+02,6.567629e+01
4.466811e+02,6.570120e+01
4.468016e+02,6.577527e+01
4.469222e+02,6.587775e+01
4.470427e+02,6.598698e+01
4.471632e+02,6.608951e+01
4.472838e+02,6.618649e+01
4.474043e+02,6.628888e+01
4.475248e+02,6.640776e+01
4.476454e+02,6.654305e+01
4.477659e+02,6.667930e+01
4.478864e+02,6.678654e+01
4.480069e+02,6.683265e+01
4.481275e+02,6.679669e+01
4.482480e+02,6.667735e+01
4.483685e+02,6.649579e+01
4.484890e+02,6.628754e+01
4.486096e+02,6.609147e+01
4.487301e+02,6.593475e+01
4.488506e+02,6.582904e+01
4.489712e+02,6.577110e+01
4.490917e+02,6.575008e+01
4.492122e+02,6.575466e+01
4.493328e+02,6.577788e+01
4.494533e+02,6.581877e+01
4.495738e+02,6.587820e+01
4.496943e+02,6.595387e+01
4.498149e+02,6.603763e+01
4.499354e+02,6.611429e+01
4.500559e+02,6.616521e+01
4.501765e+02,6.617486e+01
4.502970e+02,6.613455e+01
4.504175e+02,6.604694e+01
4.505381e+02,6.592586e+01
4.506586e+02,6.579466e+01
4.507791e+02,6.568052e+01
4.508996e+02,6.560799e+01
4.510202e+02,6.559531e+01
4.511407e+02,6.564733e+01
4.512612e+02,6.575374e+01
4.513817e+02,6.588801e+01
4.515023e+02,6.601517e+01
4.516228e+02,6.609821e+01
4.517433e+02,6.610906e+01
4.518639e+02,6.603836e+01
4.519844e+02,6.589776e+01
4.521049e+02,6.571820e+01
4.522255e+02,6.553898e+01
4.523460e+02,6.540139e+01
4.524665e+02,6.533667e+01
4.525870e+02,6.535846e+01
4.527076e+02,6.546262e+01
4.528281e+02,6.562897e+01
4.529486e+02,6.582976e+01
4.530692e+02,6.603435e+01
4.531897e+02,6.621872e+01
4.533102e+02,6.636754e+01
4.534308e+02,6.647427e+01
4.535513e+02,6.653949e+01
4.536718e+02,6.656892e+01
4.537923e+02,6.657121e+01
4.539129e+02,6.655489e+01
4.540334e+02,6.652596e+01
4.541539e+02,6.648591e+01
4.542744e+02,6.643019e+01
4.543950e+02,6.635104e+01
4.545155e+02,6.624119e+01
4.546360e+02,6.610065e+01
4.547566e+02,6.594029e+01
4.548771e+02,6.578283e+01
4.549976e+02,6.565529e+01
4.551182e+02,6.558321e+01
4.552387e+02,6.557975e+01
4.553592e+02,6.564080e+01
4.554797e+02,6.574468e+01
4.556003e+02,6.586058e+01
4.557208e+02,6.596049e+01
4.558413e+02,6.602707e+01
4.559619e+02,6.606090e+01
4.560824e+02,6.607744e+01
4.562029e+02,6.609921e+01
4.563235e+02,6.614349e+01
4.564440e+02,6.621436e+01
4.565645e+02,6.629950e+01
4.566850e+02,6.637663e+01
4.568056e+02,6.642154e+01
4.569261e+02,6.641816e+01
4.570466e+02,6.636550e+01
4.571671e+02,6.627651e+01
4.572877e+02,6.617369e+01
4.574082e+02,6.607916e+01
4.575287e+02,6.600827e+01
4.576493e+02,6.596248e+01
4.577698e+02,6.593061e+01
4.578903e+02,6.589526e+01
4.580109e+02,6.584558e+01
4.581314e+02,6.578474e+01
4.582519e+02,6.572858e+01
4.583724e+02,6.569785e+01
4.584930e+02,6.571009e+01
4.586135e+02,6.577563e+01
4.587340e+02,6.589333e+01
4.588546e+02,6.605141e+01
4.589751e+02,6.622849e+01
4.590956e+02,6.640098e+01
4.592162e+02,6.654778e+01
4.593367e+02,6.665488e+01
4.594572e+02,6.671800e+01
4.595777e+02,6.674073e+01
4.596983e+02,6.673135e+01
4.598188e+02,6.669910e+01
4.599393e+02,6.665332e+01
4.600598e+02,6.660223e+01
4.601804e+02,6.655274e+01
4.603009e+02,6.651215e+01
4.604214e+02,6.648738e+01
4.605420e+02,6.648364e+01
4.606625e+02,6.650370e+01
4.607830e+02,6.654561e+01
4.609036e+02,6.660305e+01
4.610241e+02,6.666559e+01
4.611446e+02,6.672171e+01
4.612651e+02,6.676219e+01
4.613857e+02,6.678196e+01
4.615062e+02,6.678179e+01
4.616267e+02,6.676703e+01
4.617473e+02,6.674568e+01
4.618678e+02,6.672401e+01
4.619883e+02,6.670545e+01
4.621089e+02,6.668878e+01
4.622294e+02,6.666960e+01
4.623499e+02,6.664176e+01
4.624704e+02,6.659946e+01
4.625910e+02,6.653956e+01
4.627115e+02,6.646296e+01
4.628320e+02,6.637535e+01
4.629525e+02,6.628613e+01
4.630731e+02,6.620749e+01
4.631936e+02,6.615114e+01
4.633141e+02,6.612498e+01
4.634347e+02,6.613108e+01
4.635552e+02,6.616398e+01
4.636757e+02,6.621193e+01
4.637963e+02,6.625913e+01
4.639168e+02,6.629266e+01
4.640373e+02,6.630680e+01
4.641578e+02,6.630667e+01
4.642784e+02,6.630647e+01
4.643989e+02,6.632482e+01
4.645194e+02,6.637782e+01
4.646400e+02,6.647128e+01
4.647605e+02,6.659721e+01
4.648810e+02,6.673434e+01
4.650015e+02,6.685600e+01
4.651221e+02,6.693658e+01
4.652426e+02,6.696029e+01
4.653631e+02,6.692551e+01
4.654836e+02,6.684386e+01
4.656042e+02,6.673572e+01
4.657247e+02,6.662107e+01
4.658452e+02,6.651534e+01
4.659658e+02,6.642414e+01
4.660863e+02,6.634397e+01
4.662068e+02,6.626609e+01
4.663274e+02,6.618204e+01
4.664479e+02,6.608804e+01
4.665684e+02,6.598738e+01
4.666890e+02,6.589013e+01
4.668095e+02,6.580999e+01
4.669300e+02,6.576096e+01
4.670505e+02,6.575291e+01
4.671711e+02,6.578971e+01
4.672916e+02,6.586803e+01
4.674121e+02,6.597890e+01
4.675327e+02,6.610840e+01
4.676532e+02,6.624095e+01
4.677737e+02,6.636385e+01
4.678942e+02,6.646866e+01
4.680148e+02,6.655291e+01
4.681353e+02,6.661853e+01
4.682558e+02,6.666877e+01
4.683763e+02,6.670502e+01
4.684969e+02,6.672556e+01
4.686174e+02,6.672579e+01
4.687379e+02,6.670100e+01
4.688585e+02,6.664970e+01
4.689790e+02,6.657515e+01
4.690995e+02,6.648533e+01
4.692201e+02,6.639095e+01
4.693406e+02,6.630270e+01
4.694611e+02,6.622819e+01
4.695817e+02,6.617158e+01
4.697022e+02,6.613496e+01
4.698227e+02,6.611968e+01
4.699432e+02,6.612865e+01
4.700638e+02,6.616565e+01
4.701843e+02,6.623291e+01
4.703048e+02,6.632806e+01
4.704254e+02,6.644126e+01
4.705459e+02,6.655659e+01
4.706664e+02,6.665417e+01
4.707869e+02,6.671678e+01
4.709075e+02,6.673615e+01
4.710280e+02,6.671478e+01
4.711485e+02,6.666560e+01
4.712690e+02,6.660669e+01
4.713896e+02,6.655782e+01
4.715101e+02,6.653396e+01
4.716306e+02,6.654346e+01
4.717512e+02,6.658839e+01
4.718717e+02,6.666563e+01
4.719922e+02,6.676881e+01
4.721128e+02,6.688822e+01
4.722333e+02,6.701144e+01
4.723538e+02,6.712280e+01
4.724744e+02,6.720473e+01
4.725949e+02,6.724300e+01
4.727154e+02,6.723032e+01
4.728359e+02,6.716991e+01
4.729565e+02,6.707388e+01
4.730770e+02,6.696007e+01
4.731975e+02,6.684621e+01
4.733181e+02,6.674473e+01
4.734386e+02,6.666287e+01
4.735591e+02,6.660252e+01
4.736796e+02,6.656335e+01
4.738002e+02,6.654559e+01
4.739207e+02,6.655078e+01
4.740412e+02,6.657989e+01
4.741617e+02,6.663048e+01
4.742823e+02,6.669344e+01
4.744028e+02,6.675358e+01
4.745233e+02,6.679079e+01
4.746439e+02,6.678839e+01
4.747644e+02,6.673842e+01
4.748849e+02,6.664632e+01
4.750055e+02,6.652988e+01
4.751260e+02,6.641463e+01
4.752465e+02,6.632656e+01
4.753671e+02,6.628193e+01
4.754876e+02,6.628472e+01
4.756081e+02,6.632595e+01
4.757286e+02,6.638902e+01
4.758492e+02,6.645432e+01
4.759697e+02,6.650562e+01
4.760902e+02,6.653397e+01
4.762108e+02,6.653735e+01
4.763313e+02,6.651962e+01
4.764518e+02,6.648758e+01
4.765723e+02,6.644932e+01
4.766929e+02,6.641228e+01
4.768134e+02,6.638199e+01
4.769339e+02,6.636214e+01
4.770544e+02,6.635391e+01
4.771750e+02,6.635541e+01
4.772955e+02,6.636269e+01
4.774160e+02,6.637098e+01
4.775366e+02,6.637662e+01
4.776571e+02,6.637844e+01
4.777776e+02,6.637861e+01
4.778982e+02,6.638124e+01
4.780187e+02,6.639049e+01
4.781392e+02,6.640786e+01
4.782598e+02,6.643098e+01
4.783803e+02,6.645333e+01
4.785008e+02,6.646725e+01
4.786213e+02,6.646520e+01
4.787419e+02,6.644242e+01
4.788624e+02,6.639839e+01
4.789829e+02,6.633635e+01
4.791035e+02,6.626263e+01
4.792240e+02,6.618501e+01
4.793445e+02,6.611250e+01
4.794650e+02,6.605347e+01
4.795856e+02,6.601500e+01
4.797061e+02,6.600146e+01
4.798266e+02,6.601259e+01
4.799471e+02,6.604356e+01
4.800677e+02,6.608528e+01
4.801882e+02,6.612832e+01
4.803087e+02,6.616639e+01
4.804293e+02,6.619927e+01
4.805498e+02,6.623267e+01
4.806703e+02,6.627555e+01
4.807909e+02,6.633454e+01
4.809114e+02,6.640814e+01
4.810319e+02,6.648429e+01
4.811525e+02,6.654253e+01
4.812730e+02,6.656228e+01
4.813935e+02,6.652943e+01
4.815140e+02,6.644392e+01
4.816346e+02,6.631997e+01
4.817551e+02,6.618342e+01
4.818756e+02,6.606162e+01
4.819962e+02,6.597469e+01
4.821167e+02,6.593076e+01
4.822372e+02,6.592465e+01
4.823577e+02,6.594302e+01
4.824783e+02,6.597098e+01
4.825988e+02,6.599904e+01
4.827193e+02,6.602531e+01
4.828398e+02,6.605344e+01
4.829604e+02,6.608850e+01
4.830809e+02,6.613294e+01
4.832014e+02,6.618499e+01
4.833220e+02,6.624008e+01
4.834425e+02,6.629365e+01
4.835630e+02,6.634405e+01
4.836836e+02,6.639294e+01
4.838041e+02,6.644333e+01
4.839246e+02,6.649597e+01
4.840452e+02,6.654669e+01
4.841657e+02,6.658601e+01
4.842862e+02,6.660261e+01
4.844067e+02,6.658830e+01
4.845273e+02,6.654066e+01
4.846478e+02,6.646444e+01
4.847683e+02,6.636926e+01
4.848889e+02,6.626687e+01
4.850094e+02,6.616717e+01
4.851299e+02,6.607678e+01
4.852504e+02,6.600019e+01
4.853710e+02,6.594068e+01
4.854915e+02,6.590308e+01
4.856120e+02,6.589428e+01
4.857325e+02,6.592035e+01
4.858531e+02,6.598422e+01
4.859736e+02,6.608099e+01
4.860941e+02,6.619752e+01
4.862147e+02,6.631258e+01
4.863352e+02,6.640227e+01
4.864557e+02,6.644735e+01
4.865763e+02,6.643594e+01
4.866968e+02,6.636744e+01
4.868173e+02,6.625115e+01
4.869379e+02,6.610427e+01
4.870584e+02,6.594809e+01
4.871789e+02,6.580316e+01
4.872994e+02,6.568861e+01
4.874200e+02,6.561777e+01
4.875405e+02,6.559736e+01
4.876610e+02,6.562710e+01
4.877816e+02,6.570029e+01
4.879021e+02,6.580522e+01
4.880226e+02,6.592706e+01
4.881431e+02,6.605231e+01
4.882637e+02,6.617001e+01
4.883842e+02,6.627392e+01
4.885047e+02,6.636319e+01
4.886252e+02,6.644048e+01
4.887458e+02,6.651044e+01
4.888663e+02,6.657697e+01
4.889868e+02,6.664201e+01
4.891074e+02,6.670441e+01
4.892279e+02,6.676046e+01
4.893484e+02,6.680425e+01
4.894690e+02,6.682953e+01
4.895895e+02,6.683168e+01
4.897100e+02,6.680901e+01
4.898306e+02,6.676424e+01
4.899511e+02,6.670451e+01
4.900716e+02,6.664081e+01
4.901921e+02,6.658438e+01
4.903127e+02,6.654418e+01
4.904332e+02,6.652444e+01
4.905537e+02,6.652339e+01
4.906743e+02,6.653531e+01
4.907948e+02,6.655366e+01
4.909153e+02,6.657539e+01
4.910358e+02,6.660261e+01
4.911564e+02,6.664207e+01
4.912769e+02,6.670071e+01
4.913974e+02,6.678146e+01
4.915179e+02,6.687843e+01
4.916385e+02,6.697742e+01
4.917590e+02,6.705771e+01
4.918795e+02,6.709958e+01
4.920001e+02,6.709163e+01
4.921206e+02,6.703326e+01
4.922411e+02,6.693514e+01
4.923617e+02,6.681371e+01
4.924822e+02,6.668701e+01
4.926027e+02,6.656807e+01
4.927233e+02,6.646433e+01
4.928438e+02,6.637952e+01
4.929643e+02,6.631599e+01
4.930848e+02,6.627725e+01
4.932054e+02,6.626826e+01
4.933259e+02,6.629243e+01
4.934464e+02,6.634932e+01
4.935670e+02,6.643250e+01
4.936875e+02,6.653174e+01
4.938080e+02,6.663538e+01
4.939285e+02,6.673441e+01
4.940491e+02,6.682481e+01
4.941696e+02,6.690580e+01
4.942901e+02,6.697672e+01
4.944106e+02,6.703411e+01
4.945312e+02,6.707035e+01
4.946517e+02,6.707620e+01
4.947722e+02,6.704607e+01
4.948928e+02,6.698228e+01
4.950133e+02,6.689687e+01
4.951339e+02,6.680804e+01
4.952544e+02,6.673552e+01
4.953749e+02,6.669141e+01
4.954954e+02,6.667618e+01
4.956160e+02,6.667890e+01
4.957365e+02,6.668340e+01
4.958570e+02,6.667593e+01
4.959775e+02,6.665193e+01
4.960981e+02,6.661765e+01
4.962186e+02,6.658667e+01
4.963391e+02,6.657248e+01
4.964597e+02,6.658031e+01
4.965802e+02,6.660452e+01
4.967007e+02,6.662978e+01
4.968212e+02,6.663922e+01
4.969418e+02,6.662037e+01
4.970623e+02,6.657161e+01
4.971828e+02,6.650140e+01
4.973033e+02,6.642517e+01
4.974239e+02,6.635812e+01
4.975444e+02,6.630951e+01
4.976649e+02,6.628127e+01
4.977855e+02,6.626934e+01
4.979060e+02,6.626724e+01
4.980266e+02,6.626945e+01
4.981471e+02,6.627323e+01
4.982676e+02,6.627752e+01
4.983881e+02,6.628139e+01
4.985087e+02,6.628320e+01
4.986292e+02,6.628111e+01
4.987497e+02,6.627501e+01
4.988702e+02,6.626778e+01
4.989908e+02,6.626505e+01
4.991113e+02,6.627245e+01
4.992318e+02,6.629143e+01
4.993524e+02,6.631670e+01
4.994729e+02,6.633616e+01
4.995934e+02,6.633566e+01
4.997139e+02,6.630364e+01
4.998345e+02,6.623811e+01
4.999550e+02,6.614816e+01
5.000755e+02,6.605251e+01
5.001960e+02,6.597236e+01
5.003166e+02,6.592404e+01
5.004371e+02,6.591504e+01
5.005576e+02,6.594220e+01
5.006782e+02,6.599554e+01
5.007987e+02,6.606261e+01
5.009193e+02,6.613437e+01
5.010398e+02,6.620672e+01
5.011603e+02,6.627941e+01
5.012808e+02,6.635352e+01
5.014014e+02,6.642886e+01
5.015219e+02,6.650288e+01
5.016424e+02,6.657212e+01
5.017629e+02,6.663414e+01
5.018835e+02,6.668919e+01
5.020040e+02,6.674026e+01
5.021245e+02,6.679086e+01
5.022451e+02,6.684197e+01
5.023656e+02,6.689030e+01
5.024861e+02,6.692913e+01
5.026066e+02,6.695151e+01
5.027272e+02,6.695401e+01
5.028477e+02,6.693834e+01
5.029682e+02,6.691048e+01
5.030887e+02,6.687766e+01
5.032093e+02,6.684536e+01
5.033298e+02,6.681430e+01
5.034503e+02,6.678108e+01
5.035709e+02,6.673917e+01
5.036914e+02,6.668337e+01
5.038119e+02,6.661221e+01
5.039325e+02,6.652969e+01
5.040530e+02,6.644353e+01
5.041735e+02,6.636327e+01
5.042940e+02,6.629715e+01
5.044146e+02,6.625005e+01
5.045351e+02,6.622352e+01
5.046556e+02,6.621620e+01
5.047762e+02,6.622457e+01
5.048967e+02,6.624309e+01
