WaveNumber, LightFastSlow
1.500708e+03,8.595277e+01
1.500829e+03,8.595348e+01
1.500950e+03,8.595695e+01
1.501070e+03,8.596375e+01
1.501191e+03,8.597398e+01
1.501311e+03,8.598669e+01
1.501432e+03,8.599976e+01
1.501552e+03,8.601007e+01
1.501673e+03,8.601405e+01
1.501793e+03,8.600885e+01
1.501914e+03,8.599326e+01
1.502034e+03,8.596811e+01
1.502155e+03,8.593600e+01
1.502275e+03,8.590065e+01
1.502396e+03,8.586614e+01
1.502516e+03,8.583578e+01
1.502637e+03,8.581183e+01
1.502758e+03,8.579521e+01
1.502878e+03,8.578551e+01
1.502999e+03,8.578101e+01
1.503119e+03,8.577919e+01
1.503240e+03,8.577744e+01
1.503360e+03,8.577339e+01
1.503481e+03,8.576582e+01
1.503601e+03,8.575486e+01
1.503722e+03,8.574204e+01
1.503842e+03,8.572976e+01
1.503963e+03,8.572045e+01
1.504083e+03,8.571633e+01
1.504204e+03,8.571922e+01
1.504324e+03,8.573110e+01
1.504445e+03,8.575517e+01
1.504565e+03,8.579665e+01
1.504686e+03,8.586312e+01
1.504807e+03,8.596416e+01
1.504927e+03,8.610912e+01
1.505048e+03,8.630357e+01
1.505168e+03,8.654188e+01
1.505289e+03,8.680183e+01
1.505409e+03,8.703850e+01
1.505530e+03,8.719595e+01
1.505650e+03,8.723707e+01
1.505771e+03,8.716669e+01
1.505891e+03,8.702999e+01
1.506012e+03,8.688232e+01
1.506132e+03,8.677228e+01
1.506253e+03,8.673049e+01
1.506373e+03,8.677114e+01
1.506494e+03,8.689500e+01
1.506615e+03,8.708445e+01
1.506735e+03,8.729946e+01
1.506855e+03,8.747319e+01
1.506976e+03,8.753777e+01
1.507097e+03,8.745876e+01
1.507217e+03,8.725455e+01
1.507338e+03,8.697961e+01
1.507458e+03,8.669198e+01
1.507579e+03,8.643438e+01
1.507699e+03,8.622785e+01
1.507820e+03,8.607999e+01
1.507940e+03,8.598845e+01
1.508061e+03,8.594340e+01
1.508181e+03,8.592896e+01
1.508302e+03,8.592500e+01
1.508422e+03,8.591288e+01
1.508543e+03,8.587891e+01
1.508663e+03,8.582023e+01
1.508784e+03,8.574436e+01
1.508905e+03,8.566572e+01
1.509025e+03,8.559898e+01
1.509146e+03,8.555378e+01
1.509266e+03,8.553307e+01
1.509387e+03,8.553212e+01
1.509507e+03,8.554063e+01
1.509628e+03,8.554509e+01
1.509748e+03,8.553420e+01
1.509869e+03,8.550223e+01
1.509989e+03,8.545019e+01
1.510110e+03,8.538458e+01
1.510230e+03,8.531403e+01
1.510351e+03,8.524618e+01
1.510471e+03,8.518532e+01
1.510592e+03,8.513293e+01
1.510712e+03,8.508847e+01
1.510833e+03,8.505104e+01
1.510953e+03,8.502074e+01
1.511074e+03,8.499946e+01
1.511195e+03,8.499068e+01
1.511315e+03,8.499891e+01
1.511436e+03,8.502834e+01
1.511556e+03,8.508122e+01
1.511677e+03,8.515646e+01
1.511797e+03,8.524784e+01
1.511918e+03,8.534386e+01
1.512038e+03,8.542680e+01
1.512159e+03,8.547784e+01
1.512279e+03,8.548246e+01
1.512400e+03,8.543580e+01
1.512520e+03,8.534506e+01
1.512641e+03,8.522641e+01
1.512761e+03,8.509975e+01
1.512882e+03,8.498148e+01
1.513002e+03,8.488319e+01
1.513123e+03,8.481016e+01
1.513244e+03,8.476194e+01
1.513364e+03,8.473408e+01
1.513485e+03,8.472009e+01
1.513605e+03,8.471415e+01
1.513726e+03,8.471220e+01
1.513846e+03,8.471339e+01
1.513967e+03,8.471941e+01
1.514087e+03,8.473339e+01
1.514208e+03,8.475800e+01
1.514328e+03,8.479399e+01
1.514449e+03,8.483926e+01
1.514569e+03,8.488895e+01
1.514690e+03,8.493633e+01
1.514810e+03,8.497372e+01
1.514931e+03,8.499506e+01
1.515052e+03,8.499738e+01
1.515172e+03,8.498188e+01
1.515293e+03,8.495376e+01
1.515413e+03,8.492126e+01
1.515534e+03,8.489436e+01
1.515654e+03,8.488204e+01
1.515775e+03,8.489180e+01
1.515895e+03,8.492782e+01
1.516016e+03,8.499027e+01
1.516136e+03,8.507476e+01
1.516257e+03,8.517287e+01
1.516377e+03,8.527501e+01
1.516498e+03,8.537208e+01
1.516618e+03,8.545893e+01
1.516739e+03,8.553476e+01
1.516859e+03,8.560146e+01
1.516980e+03,8.565994e+01
1.517100e+03,8.570716e+01
1.517221e+03,8.573463e+01
1.517342e+03,8.573112e+01
1.517462e+03,8.568775e+01
1.517583e+03,8.560268e+01
1.517703e+03,8.548368e+01
1.517824e+03,8.534565e+01
1.517944e+03,8.520626e+01
1.518065e+03,8.507969e+01
1.518185e+03,8.497552e+01
1.518306e+03,8.489776e+01
1.518426e+03,8.484539e+01
1.518547e+03,8.481438e+01
1.518667e+03,8.479930e+01
1.518788e+03,8.479551e+01
1.518908e+03,8.480019e+01
1.519029e+03,8.481340e+01
1.519150e+03,8.483773e+01
1.519270e+03,8.487762e+01
1.519391e+03,8.493771e+01
1.519511e+03,8.502098e+01
1.519632e+03,8.512681e+01
1.519752e+03,8.524950e+01
1.519873e+03,8.537820e+01
1.519993e+03,8.549782e+01
1.520114e+03,8.559513e+01
1.520234e+03,8.566414e+01
1.520355e+03,8.571029e+01
1.520475e+03,8.574873e+01
1.520596e+03,8.579948e+01
1.520716e+03,8.588042e+01
1.520837e+03,8.599834e+01
1.520957e+03,8.614167e+01
1.521078e+03,8.627517e+01
1.521198e+03,8.635172e+01
1.521319e+03,8.633277e+01
1.521440e+03,8.621642e+01
1.521560e+03,8.603746e+01
1.521681e+03,8.584686e+01
1.521801e+03,8.568765e+01
1.521922e+03,8.558399e+01
1.522042e+03,8.554552e+01
1.522163e+03,8.556714e+01
1.522283e+03,8.563198e+01
1.522404e+03,8.571137e+01
1.522524e+03,8.577244e+01
1.522645e+03,8.578822e+01
1.522765e+03,8.574683e+01
1.522886e+03,8.565591e+01
1.523006e+03,8.553525e+01
1.523127e+03,8.540746e+01
1.523247e+03,8.528893e+01
1.523368e+03,8.518934e+01
1.523489e+03,8.511227e+01
1.523609e+03,8.505724e+01
1.523730e+03,8.502204e+01
1.523850e+03,8.500392e+01
1.523971e+03,8.500037e+01
1.524091e+03,8.500937e+01
1.524212e+03,8.502973e+01
1.524332e+03,8.506164e+01
1.524453e+03,8.510699e+01
1.524573e+03,8.516926e+01
1.524694e+03,8.525242e+01
1.524814e+03,8.535893e+01
1.524935e+03,8.548663e+01
1.525055e+03,8.562585e+01
1.525176e+03,8.575670e+01
1.525297e+03,8.585338e+01
1.525417e+03,8.589205e+01
1.525537e+03,8.586101e+01
1.525658e+03,8.576733e+01
1.525779e+03,8.563294e+01
1.525899e+03,8.548563e+01
1.526020e+03,8.534823e+01
1.526140e+03,8.523677e+01
1.526261e+03,8.515979e+01
1.526381e+03,8.511948e+01
1.526502e+03,8.511440e+01
1.526622e+03,8.514003e+01
1.526743e+03,8.518981e+01
1.526863e+03,8.525414e+01
1.526984e+03,8.532084e+01
1.527104e+03,8.537716e+01
1.527225e+03,8.541090e+01
1.527345e+03,8.541523e+01
1.527466e+03,8.539101e+01
1.527587e+03,8.534731e+01
1.527707e+03,8.529805e+01
1.527828e+03,8.525736e+01
1.527948e+03,8.523643e+01
1.528069e+03,8.523948e+01
1.528189e+03,8.526344e+01
1.528310e+03,8.529804e+01
1.528430e+03,8.532977e+01
1.528551e+03,8.534544e+01
1.528671e+03,8.533701e+01
1.528792e+03,8.530437e+01
1.528912e+03,8.525424e+01
1.529033e+03,8.519701e+01
1.529153e+03,8.514214e+01
1.529274e+03,8.509656e+01
1.529394e+03,8.506322e+01
1.529515e+03,8.504163e+01
1.529635e+03,8.502933e+01
1.529756e+03,8.502332e+01
1.529877e+03,8.502125e+01
1.529997e+03,8.502163e+01
1.530118e+03,8.502406e+01
1.530238e+03,8.502859e+01
1.530359e+03,8.503569e+01
1.530479e+03,8.504594e+01
1.530600e+03,8.506011e+01
1.530720e+03,8.507937e+01
1.530841e+03,8.510484e+01
1.530961e+03,8.513716e+01
1.531082e+03,8.517565e+01
1.531202e+03,8.521792e+01
1.531323e+03,8.525945e+01
1.531443e+03,8.529440e+01
1.531564e+03,8.531746e+01
1.531685e+03,8.532544e+01
1.531805e+03,8.531905e+01
1.531926e+03,8.530301e+01
1.532046e+03,8.528572e+01
1.532167e+03,8.527698e+01
1.532287e+03,8.528553e+01
1.532408e+03,8.531834e+01
1.532528e+03,8.537873e+01
1.532649e+03,8.546626e+01
1.532769e+03,8.557623e+01
1.532890e+03,8.570119e+01
1.533010e+03,8.583176e+01
1.533131e+03,8.595780e+01
1.533251e+03,8.607048e+01
1.533372e+03,8.616212e+01
1.533492e+03,8.622542e+01
1.533613e+03,8.625320e+01
1.533734e+03,8.623888e+01
1.533854e+03,8.617892e+01
1.533975e+03,8.607620e+01
1.534095e+03,8.594116e+01
1.534216e+03,8.579029e+01
1.534336e+03,8.564066e+01
1.534457e+03,8.550747e+01
1.534577e+03,8.540046e+01
1.534698e+03,8.532304e+01
1.534818e+03,8.527364e+01
1.534939e+03,8.524662e+01
1.535059e+03,8.523441e+01
1.535180e+03,8.522899e+01
1.535300e+03,8.522441e+01
1.535421e+03,8.521781e+01
1.535542e+03,8.520918e+01
1.535662e+03,8.520029e+01
1.535782e+03,8.519316e+01
1.535903e+03,8.518885e+01
1.536024e+03,8.518711e+01
1.536144e+03,8.518682e+01
1.536265e+03,8.518661e+01
1.536385e+03,8.518557e+01
1.536506e+03,8.518337e+01
1.536626e+03,8.518004e+01
1.536747e+03,8.517571e+01
1.536867e+03,8.517062e+01
1.536988e+03,8.516549e+01
1.537108e+03,8.516184e+01
1.537229e+03,8.516249e+01
1.537349e+03,8.517117e+01
1.537470e+03,8.519152e+01
1.537590e+03,8.522657e+01
1.537711e+03,8.527776e+01
1.537832e+03,8.534531e+01
1.537952e+03,8.542907e+01
1.538073e+03,8.553025e+01
1.538193e+03,8.565307e+01
1.538314e+03,8.580496e+01
1.538434e+03,8.599481e+01
1.538555e+03,8.622786e+01
1.538675e+03,8.649567e+01
1.538796e+03,8.676812e+01
1.538916e+03,8.699146e+01
1.539037e+03,8.710959e+01
1.539157e+03,8.710149e+01
1.539278e+03,8.699590e+01
1.539398e+03,8.685161e+01
1.539519e+03,8.672121e+01
1.539639e+03,8.664017e+01
1.539760e+03,8.662151e+01
1.539880e+03,8.665823e+01
1.540001e+03,8.672372e+01
1.540122e+03,8.677555e+01
1.540242e+03,8.677074e+01
1.540363e+03,8.668251e+01
1.540483e+03,8.651735e+01
1.540604e+03,8.630693e+01
1.540724e+03,8.609086e+01
1.540845e+03,8.590022e+01
1.540965e+03,8.575443e+01
1.541086e+03,8.566587e+01
1.541206e+03,8.564117e+01
1.541327e+03,8.568501e+01
1.541447e+03,8.579885e+01
1.541568e+03,8.597844e+01
1.541688e+03,8.620576e+01
1.541809e+03,8.644115e+01
1.541929e+03,8.662860e+01
1.542050e+03,8.671042e+01
1.542171e+03,8.666013e+01
1.542291e+03,8.649759e+01
1.542412e+03,8.627410e+01
1.542532e+03,8.604340e+01
1.542653e+03,8.584149e+01
1.542773e+03,8.568800e+01
1.542894e+03,8.558730e+01
1.543014e+03,8.553392e+01
1.543135e+03,8.551609e+01
1.543255e+03,8.551857e+01
1.543376e+03,8.552621e+01
1.543496e+03,8.552641e+01
1.543617e+03,8.551334e+01
1.543737e+03,8.548811e+01
1.543858e+03,8.545770e+01
1.543979e+03,8.543169e+01
1.544099e+03,8.542032e+01
1.544220e+03,8.543279e+01
1.544340e+03,8.547555e+01
1.544461e+03,8.555182e+01
1.544581e+03,8.565978e+01
1.544702e+03,8.579136e+01
1.544822e+03,8.592925e+01
1.544943e+03,8.604807e+01
1.545063e+03,8.612127e+01
1.545184e+03,8.612878e+01
1.545304e+03,8.606743e+01
1.545425e+03,8.595116e+01
1.545545e+03,8.580472e+01
1.545666e+03,8.565287e+01
1.545786e+03,8.551347e+01
1.545907e+03,8.539719e+01
1.546027e+03,8.530694e+01
1.546148e+03,8.524065e+01
1.546269e+03,8.519360e+01
1.546389e+03,8.516060e+01
1.546510e+03,8.513741e+01
1.546630e+03,8.512137e+01
1.546751e+03,8.511144e+01
1.546871e+03,8.510721e+01
1.546992e+03,8.510793e+01
1.547112e+03,8.511218e+01
1.547233e+03,8.511775e+01
1.547353e+03,8.512240e+01
1.547474e+03,8.512488e+01
1.547594e+03,8.512498e+01
1.547715e+03,8.512377e+01
1.547835e+03,8.512269e+01
1.547956e+03,8.512296e+01
1.548077e+03,8.512505e+01
1.548197e+03,8.512878e+01
1.548318e+03,8.513389e+01
1.548438e+03,8.514079e+01
1.548559e+03,8.515098e+01
1.548679e+03,8.516722e+01
1.548800e+03,8.519255e+01
1.548920e+03,8.522964e+01
1.549041e+03,8.527981e+01
1.549161e+03,8.534238e+01
1.549282e+03,8.541454e+01
1.549402e+03,8.549151e+01
1.549523e+03,8.556750e+01
1.549643e+03,8.563585e+01
1.549764e+03,8.568973e+01
1.549884e+03,8.572311e+01
1.550005e+03,8.573114e+01
1.550125e+03,8.571158e+01
1.550246e+03,8.566566e+01
1.550367e+03,8.559853e+01
1.550487e+03,8.551823e+01
1.550608e+03,8.543382e+01
1.550728e+03,8.535416e+01
1.550849e+03,8.528598e+01
1.550969e+03,8.523286e+01
1.551090e+03,8.519571e+01
1.551210e+03,8.517289e+01
1.551331e+03,8.516124e+01
1.551451e+03,8.515694e+01
1.551572e+03,8.515681e+01
1.551692e+03,8.515869e+01
1.551813e+03,8.516148e+01
1.551933e+03,8.516496e+01
1.552054e+03,8.516918e+01
1.552174e+03,8.517429e+01
1.552295e+03,8.518028e+01
1.552416e+03,8.518712e+01
1.552536e+03,8.519477e+01
1.552657e+03,8.520340e+01
1.552777e+03,8.521332e+01
1.552898e+03,8.522541e+01
1.553018e+03,8.524130e+01
1.553139e+03,8.526431e+01
1.553259e+03,8.529974e+01
1.553380e+03,8.535471e+01
1.553500e+03,8.543785e+01
1.553621e+03,8.555710e+01
1.553741e+03,8.571677e+01
1.553862e+03,8.591230e+01
1.553982e+03,8.612579e+01
1.554103e+03,8.632333e+01
1.554224e+03,8.645934e+01
1.554344e+03,8.649746e+01
1.554464e+03,8.642883e+01
1.554585e+03,8.627750e+01
1.554706e+03,8.608400e+01
1.554826e+03,8.588794e+01
1.554947e+03,8.571667e+01
1.555067e+03,8.558239e+01
1.555188e+03,8.548800e+01
1.555308e+03,8.542965e+01
1.555429e+03,8.540039e+01
1.555549e+03,8.539198e+01
1.555670e+03,8.539692e+01
1.555790e+03,8.540960e+01
1.555911e+03,8.542597e+01
1.556031e+03,8.544383e+01
1.556152e+03,8.546253e+01
1.556272e+03,8.548326e+01
1.556393e+03,8.550951e+01
1.556514e+03,8.554735e+01
1.556634e+03,8.560574e+01
1.556755e+03,8.569475e+01
1.556875e+03,8.582372e+01
1.556996e+03,8.599797e+01
1.557116e+03,8.621547e+01
1.557237e+03,8.646261e+01
1.557357e+03,8.671340e+01
1.557478e+03,8.693812e+01
1.557598e+03,8.711407e+01
1.557719e+03,8.723798e+01
1.557839e+03,8.732435e+01
1.557960e+03,8.739695e+01
1.558080e+03,8.747263e+01
1.558201e+03,8.755038e+01
1.558321e+03,8.760818e+01
1.558442e+03,8.761267e+01
1.558562e+03,8.754167e+01
1.558683e+03,8.740054e+01
1.558804e+03,8.722289e+01
1.558924e+03,8.705132e+01
1.559045e+03,8.692403e+01
1.559165e+03,8.686478e+01
1.559286e+03,8.688589e+01
1.559406e+03,8.699046e+01
1.559527e+03,8.717143e+01
1.559647e+03,8.740647e+01
1.559768e+03,8.765002e+01
1.559888e+03,8.783945e+01
1.560009e+03,8.790923e+01
1.560129e+03,8.782434e+01
1.560250e+03,8.760092e+01
1.560370e+03,8.729182e+01
1.560491e+03,8.695642e+01
1.560611e+03,8.663702e+01
1.560732e+03,8.635816e+01
1.560853e+03,8.612968e+01
1.560973e+03,8.595201e+01
1.561094e+03,8.582227e+01
1.561214e+03,8.573444e+01
1.561335e+03,8.568056e+01
1.561455e+03,8.565115e+01
1.561576e+03,8.563658e+01
1.561696e+03,8.562870e+01
1.561817e+03,8.562176e+01
1.561937e+03,8.561369e+01
1.562058e+03,8.560525e+01
1.562178e+03,8.559853e+01
1.562299e+03,8.559528e+01
1.562419e+03,8.559592e+01
1.562540e+03,8.559927e+01
1.562661e+03,8.560342e+01
1.562781e+03,8.560663e+01
1.562902e+03,8.560826e+01
1.563022e+03,8.560895e+01
1.563143e+03,8.561013e+01
1.563263e+03,8.561320e+01
1.563384e+03,8.561891e+01
1.563504e+03,8.562740e+01
1.563625e+03,8.563861e+01
1.563745e+03,8.565311e+01
1.563866e+03,8.567253e+01
1.563986e+03,8.569934e+01
1.564107e+03,8.573585e+01
1.564227e+03,8.578278e+01
1.564348e+03,8.583783e+01
1.564468e+03,8.589514e+01
1.564589e+03,8.594522e+01
1.564709e+03,8.597820e+01
1.564830e+03,8.598629e+01
1.564951e+03,8.596701e+01
1.565071e+03,8.592373e+01
1.565192e+03,8.586452e+01
1.565312e+03,8.579922e+01
1.565433e+03,8.573596e+01
1.565553e+03,8.568050e+01
1.565674e+03,8.563540e+01
1.565794e+03,8.560057e+01
1.565915e+03,8.557449e+01
1.566035e+03,8.555488e+01
1.566156e+03,8.553948e+01
1.566276e+03,8.552626e+01
1.566397e+03,8.551365e+01
1.566517e+03,8.550056e+01
1.566638e+03,8.548642e+01
1.566759e+03,8.547120e+01
1.566879e+03,8.545528e+01
1.567000e+03,8.543923e+01
1.567120e+03,8.542365e+01
1.567241e+03,8.540872e+01
1.567361e+03,8.539436e+01
1.567482e+03,8.538049e+01
1.567602e+03,8.536752e+01
1.567723e+03,8.535697e+01
1.567843e+03,8.535147e+01
1.567964e+03,8.535463e+01
1.568084e+03,8.537019e+01
1.568205e+03,8.540088e+01
1.568325e+03,8.544778e+01
1.568446e+03,8.550993e+01
1.568566e+03,8.558511e+01
1.568687e+03,8.567061e+01
1.568807e+03,8.576486e+01
1.568928e+03,8.586800e+01
1.569049e+03,8.598116e+01
1.569169e+03,8.610416e+01
1.569290e+03,8.623248e+01
1.569410e+03,8.635348e+01
1.569531e+03,8.644669e+01
1.569651e+03,8.648849e+01
1.569772e+03,8.646025e+01
1.569892e+03,8.635932e+01
1.570013e+03,8.620079e+01
1.570133e+03,8.601178e+01
1.570254e+03,8.581940e+01
1.570374e+03,8.564501e+01
1.570495e+03,8.550114e+01
1.570615e+03,8.539117e+01
1.570736e+03,8.531281e+01
1.570856e+03,8.525980e+01
1.570977e+03,8.522455e+01
1.571098e+03,8.519954e+01
1.571218e+03,8.517915e+01
1.571339e+03,8.516048e+01
1.571459e+03,8.514288e+01
1.571580e+03,8.512699e+01
1.571700e+03,8.511372e+01
1.571821e+03,8.510332e+01
1.571941e+03,8.509529e+01
1.572062e+03,8.508848e+01
1.572182e+03,8.508165e+01
1.572303e+03,8.507381e+01
1.572423e+03,8.506432e+01
1.572544e+03,8.505286e+01
1.572664e+03,8.503905e+01
1.572785e+03,8.502258e+01
1.572906e+03,8.500323e+01
1.573026e+03,8.498121e+01
1.573146e+03,8.495733e+01
1.573267e+03,8.493307e+01
1.573388e+03,8.491011e+01
1.573508e+03,8.488986e+01
1.573629e+03,8.487321e+01
1.573749e+03,8.486015e+01
1.573870e+03,8.484995e+01
1.573990e+03,8.484163e+01
1.574111e+03,8.483438e+01
1.574231e+03,8.482789e+01
1.574352e+03,8.482247e+01
1.574472e+03,8.481886e+01
1.574593e+03,8.481815e+01
1.574713e+03,8.482175e+01
1.574834e+03,8.483181e+01
1.574954e+03,8.485204e+01
1.575075e+03,8.488805e+01
1.575196e+03,8.494796e+01
1.575316e+03,8.504234e+01
1.575437e+03,8.518272e+01
1.575557e+03,8.537896e+01
1.575678e+03,8.563248e+01
1.575798e+03,8.592791e+01
1.575919e+03,8.621999e+01
1.576039e+03,8.643576e+01
1.576160e+03,8.650792e+01
1.576280e+03,8.641399e+01
1.576401e+03,8.619186e+01
1.576521e+03,8.590664e+01
1.576642e+03,8.561697e+01
1.576762e+03,8.535752e+01
1.576883e+03,8.514157e+01
1.577003e+03,8.497153e+01
1.577124e+03,8.484281e+01
1.577245e+03,8.474815e+01
1.577365e+03,8.467938e+01
1.577486e+03,8.462882e+01
1.577606e+03,8.458991e+01
1.577727e+03,8.455758e+01
1.577847e+03,8.452867e+01
1.577968e+03,8.450145e+01
1.578088e+03,8.447521e+01
1.578209e+03,8.444985e+01
1.578329e+03,8.442552e+01
1.578450e+03,8.440243e+01
1.578570e+03,8.438072e+01
1.578691e+03,8.436045e+01
1.578811e+03,8.434132e+01
1.578932e+03,8.432280e+01
1.579052e+03,8.430412e+01
1.579173e+03,8.428447e+01
1.579294e+03,8.426336e+01
1.579414e+03,8.424078e+01
1.579535e+03,8.421730e+01
1.579655e+03,8.419389e+01
1.579776e+03,8.417167e+01
1.579896e+03,8.415152e+01
1.580017e+03,8.413387e+01
1.580137e+03,8.411869e+01
1.580258e+03,8.410567e+01
1.580378e+03,8.409437e+01
1.580499e+03,8.408453e+01
1.580619e+03,8.407600e+01
1.580740e+03,8.406872e+01
1.580860e+03,8.406247e+01
1.580981e+03,8.405674e+01
1.581101e+03,8.405077e+01
1.581222e+03,8.404363e+01
1.581343e+03,8.403465e+01
1.581463e+03,8.402353e+01
1.581584e+03,8.401054e+01
1.581704e+03,8.399623e+01
1.581825e+03,8.398134e+01
1.581945e+03,8.396634e+01
1.582066e+03,8.395121e+01
1.582186e+03,8.393549e+01
1.582307e+03,8.391859e+01
1.582427e+03,8.390004e+01
1.582548e+03,8.387989e+01
1.582668e+03,8.385876e+01
1.582789e+03,8.383775e+01
1.582909e+03,8.381805e+01
1.583030e+03,8.380052e+01
1.583151e+03,8.378540e+01
1.583271e+03,8.377223e+01
1.583391e+03,8.376008e+01
1.583512e+03,8.374787e+01
1.583633e+03,8.373479e+01
1.583753e+03,8.372060e+01
1.583874e+03,8.370556e+01
1.583994e+03,8.369034e+01
1.584115e+03,8.367554e+01
1.584235e+03,8.366158e+01
1.584356e+03,8.364837e+01
1.584476e+03,8.363542e+01
1.584597e+03,8.362208e+01
1.584717e+03,8.360774e+01
1.584838e+03,8.359213e+01
1.584958e+03,8.357535e+01
1.585079e+03,8.355784e+01
1.585199e+03,8.354027e+01
1.585320e+03,8.352334e+01
1.585441e+03,8.350763e+01
1.585561e+03,8.349358e+01
1.585682e+03,8.348152e+01
1.585802e+03,8.347156e+01
1.585923e+03,8.346380e+01
1.586043e+03,8.345809e+01
1.586164e+03,8.345415e+01
1.586284e+03,8.345142e+01
1.586405e+03,8.344917e+01
1.586525e+03,8.344659e+01
1.586646e+03,8.344287e+01
1.586766e+03,8.343736e+01
1.586887e+03,8.342969e+01
1.587007e+03,8.341962e+01
1.587128e+03,8.340717e+01
1.587248e+03,8.339251e+01
1.587369e+03,8.337597e+01
1.587490e+03,8.335809e+01
1.587610e+03,8.333955e+01
1.587731e+03,8.332123e+01
1.587851e+03,8.330394e+01
1.587972e+03,8.328836e+01
1.588092e+03,8.327475e+01
1.588213e+03,8.326299e+01
1.588333e+03,8.325254e+01
1.588454e+03,8.324259e+01
1.588574e+03,8.323258e+01
1.588695e+03,8.322213e+01
1.588815e+03,8.321139e+01
1.588936e+03,8.320081e+01
1.589056e+03,8.319107e+01
1.589177e+03,8.318267e+01
1.589297e+03,8.317584e+01
1.589418e+03,8.317030e+01
1.589538e+03,8.316545e+01
1.589659e+03,8.316051e+01
1.589780e+03,8.315472e+01
1.589900e+03,8.314745e+01
1.590021e+03,8.313837e+01
1.590141e+03,8.312739e+01
1.590262e+03,8.311452e+01
1.590382e+03,8.309995e+01
1.590503e+03,8.308392e+01
1.590623e+03,8.306673e+01
1.590744e+03,8.304877e+01
1.590864e+03,8.303052e+01
1.590985e+03,8.301234e+01
1.591105e+03,8.299472e+01
1.591226e+03,8.297796e+01
1.591346e+03,8.296227e+01
1.591467e+03,8.294778e+01
1.591588e+03,8.293453e+01
1.591708e+03,8.292238e+01
1.591829e+03,8.291107e+01
1.591949e+03,8.290028e+01
1.592070e+03,8.288966e+01
1.592190e+03,8.287887e+01
1.592311e+03,8.286778e+01
1.592431e+03,8.285639e+01
1.592552e+03,8.284482e+01
1.592672e+03,8.283313e+01
1.592793e+03,8.282117e+01
1.592913e+03,8.280853e+01
1.593034e+03,8.279483e+01
1.593154e+03,8.277986e+01
1.593275e+03,8.276418e+01
1.593395e+03,8.274909e+01
1.593516e+03,8.273670e+01
1.593636e+03,8.272943e+01
1.593757e+03,8.272907e+01
1.593878e+03,8.273617e+01
1.593998e+03,8.274933e+01
1.594119e+03,8.276555e+01
1.594239e+03,8.278043e+01
1.594360e+03,8.278943e+01
1.594480e+03,8.278932e+01
1.594601e+03,8.277869e+01
1.594721e+03,8.275848e+01
1.594842e+03,8.273132e+01
1.594962e+03,8.270092e+01
1.595083e+03,8.267101e+01
1.595203e+03,8.264446e+01
1.595324e+03,8.262337e+01
1.595444e+03,8.260872e+01
1.595565e+03,8.260050e+01
1.595686e+03,8.259785e+01
1.595806e+03,8.259911e+01
1.595927e+03,8.260203e+01
1.596047e+03,8.260384e+01
1.596168e+03,8.260205e+01
1.596288e+03,8.259480e+01
1.596409e+03,8.258150e+01
1.596529e+03,8.256295e+01
1.596650e+03,8.254116e+01
1.596770e+03,8.251875e+01
1.596891e+03,8.249808e+01
1.597011e+03,8.248072e+01
1.597132e+03,8.246727e+01
1.597252e+03,8.245731e+01
1.597373e+03,8.245000e+01
1.597493e+03,8.244450e+01
1.597614e+03,8.244024e+01
1.597734e+03,8.243707e+01
1.597855e+03,8.243501e+01
1.597976e+03,8.243395e+01
1.598096e+03,8.243353e+01
1.598217e+03,8.243317e+01
1.598337e+03,8.243224e+01
1.598458e+03,8.243028e+01
1.598578e+03,8.242718e+01
1.598699e+03,8.242298e+01
1.598819e+03,8.241780e+01
1.598940e+03,8.241158e+01
1.599060e+03,8.240404e+01
1.599181e+03,8.239486e+01
1.599301e+03,8.238391e+01
1.599422e+03,8.237160e+01
1.599542e+03,8.235882e+01
1.599663e+03,8.234688e+01
1.599783e+03,8.233706e+01
1.599904e+03,8.233026e+01
1.600025e+03,8.232674e+01
1.600145e+03,8.232613e+01
1.600266e+03,8.232757e+01
1.600386e+03,8.233017e+01
1.600507e+03,8.233295e+01
1.600627e+03,8.233514e+01
1.600748e+03,8.233603e+01
1.600868e+03,8.233475e+01
1.600989e+03,8.233056e+01
1.601109e+03,8.232285e+01
1.601230e+03,8.231142e+01
1.601350e+03,8.229684e+01
1.601471e+03,8.228036e+01
1.601591e+03,8.226372e+01
1.601712e+03,8.224866e+01
1.601833e+03,8.223660e+01
1.601953e+03,8.222845e+01
1.602073e+03,8.222447e+01
1.602194e+03,8.222450e+01
1.602315e+03,8.222817e+01
1.602435e+03,8.223497e+01
1.602556e+03,8.224415e+01
1.602676e+03,8.225456e+01
1.602797e+03,8.226464e+01
1.602917e+03,8.227234e+01
1.603038e+03,8.227570e+01
1.603158e+03,8.227336e+01
1.603279e+03,8.226508e+01
1.603399e+03,8.225189e+01
1.603520e+03,8.223575e+01
1.603640e+03,8.221911e+01
1.603761e+03,8.220392e+01
1.603881e+03,8.219126e+01
1.604002e+03,8.218121e+01
1.604123e+03,8.217316e+01
1.604243e+03,8.216618e+01
1.604364e+03,8.215973e+01
1.604484e+03,8.215379e+01
1.604605e+03,8.214897e+01
1.604725e+03,8.214606e+01
1.604846e+03,8.214578e+01
1.604966e+03,8.214836e+01
1.605087e+03,8.215351e+01
1.605207e+03,8.216052e+01
1.605328e+03,8.216833e+01
1.605448e+03,8.217584e+01
1.605569e+03,8.218210e+01
1.605689e+03,8.218633e+01
1.605810e+03,8.218824e+01
1.605930e+03,8.218815e+01
