WaveNumber, DarkSlowFast
4.705459e+02,6.234513e+01
4.706664e+02,6.249099e+01
4.707869e+02,6.263697e+01
4.709075e+02,6.275848e+01
4.710280e+02,6.283157e+01
4.711485e+02,6.284397e+01
4.712690e+02,6.279863e+01
4.713896e+02,6.271195e+01
4.715101e+02,6.260617e+01
4.716306e+02,6.250018e+01
4.717512e+02,6.240559e+01
4.718717e+02,6.232431e+01
4.719922e+02,6.225353e+01
4.721128e+02,6.219187e+01
4.722333e+02,6.214455e+01
4.723538e+02,6.212304e+01
4.724744e+02,6.214049e+01
4.725949e+02,6.220273e+01
4.727154e+02,6.230287e+01
4.728359e+02,6.242093e+01
4.729565e+02,6.253259e+01
4.730770e+02,6.261528e+01
4.731975e+02,6.265684e+01
4.733181e+02,6.265882e+01
4.734386e+02,6.263355e+01
4.735591e+02,6.259943e+01
4.736796e+02,6.257343e+01
4.738002e+02,6.256828e+01
4.739207e+02,6.258844e+01
4.740412e+02,6.263142e+01
4.741617e+02,6.268977e+01
4.742823e+02,6.275404e+01
4.744028e+02,6.281548e+01
4.745233e+02,6.286628e+01
4.746439e+02,6.290085e+01
4.747644e+02,6.291600e+01
4.748849e+02,6.291110e+01
4.750055e+02,6.288839e+01
4.751260e+02,6.285345e+01
4.752465e+02,6.281444e+01
4.753671e+02,6.277971e+01
4.754876e+02,6.275743e+01
4.756081e+02,6.275328e+01
4.757286e+02,6.276905e+01
4.758492e+02,6.280250e+01
4.759697e+02,6.284649e+01
4.760902e+02,6.288988e+01
4.762108e+02,6.291789e+01
4.763313e+02,6.291491e+01
4.764518e+02,6.286907e+01
4.765723e+02,6.277518e+01
4.766929e+02,6.263912e+01
4.768134e+02,6.247655e+01
4.769339e+02,6.231272e+01
4.770544e+02,6.217409e+01
4.771750e+02,6.208189e+01
4.772955e+02,6.204730e+01
4.774160e+02,6.206786e+01
4.775366e+02,6.212914e+01
4.776571e+02,6.220990e+01
4.777776e+02,6.229068e+01
4.778982e+02,6.235812e+01
4.780187e+02,6.240771e+01
4.781392e+02,6.244247e+01
4.782598e+02,6.246753e+01
4.783803e+02,6.248544e+01
4.785008e+02,6.249317e+01
4.786213e+02,6.248235e+01
4.787419e+02,6.244345e+01
4.788624e+02,6.237111e+01
4.789829e+02,6.226708e+01
4.791035e+02,6.214193e+01
4.792240e+02,6.201108e+01
4.793445e+02,6.189214e+01
4.794650e+02,6.179849e+01
4.795856e+02,6.173698e+01
4.797061e+02,6.170744e+01
4.798266e+02,6.170404e+01
4.799471e+02,6.171751e+01
4.800677e+02,6.173715e+01
4.801882e+02,6.175381e+01
4.803087e+02,6.176117e+01
4.804293e+02,6.175658e+01
4.805498e+02,6.174204e+01
4.806703e+02,6.172371e+01
4.807909e+02,6.171077e+01
4.809114e+02,6.171182e+01
4.810319e+02,6.173295e+01
4.811525e+02,6.177426e+01
4.812730e+02,6.182986e+01
4.813935e+02,6.188903e+01
4.815140e+02,6.194035e+01
4.816346e+02,6.197613e+01
4.817551e+02,6.199459e+01
4.818756e+02,6.200097e+01
4.819962e+02,6.200511e+01
4.821167e+02,6.201838e+01
4.822372e+02,6.204904e+01
4.823577e+02,6.209964e+01
4.824783e+02,6.216679e+01
4.825988e+02,6.224271e+01
4.827193e+02,6.231763e+01
4.828398e+02,6.238160e+01
4.829604e+02,6.242764e+01
4.830809e+02,6.245140e+01
4.832014e+02,6.245168e+01
4.833220e+02,6.242985e+01
4.834425e+02,6.238967e+01
4.835630e+02,6.233656e+01
4.836836e+02,6.227682e+01
4.838041e+02,6.221680e+01
4.839246e+02,6.216156e+01
4.840452e+02,6.211384e+01
4.841657e+02,6.207421e+01
4.842862e+02,6.204272e+01
4.844067e+02,6.202117e+01
4.845273e+02,6.201482e+01
4.846478e+02,6.203192e+01
4.847683e+02,6.208126e+01
4.848889e+02,6.216842e+01
4.850094e+02,6.229087e+01
4.851299e+02,6.243604e+01
4.852504e+02,6.258117e+01
4.853710e+02,6.269955e+01
4.854915e+02,6.276622e+01
4.856120e+02,6.276454e+01
4.857325e+02,6.269154e+01
4.858531e+02,6.255897e+01
4.859736e+02,6.239129e+01
4.860941e+02,6.221790e+01
4.862147e+02,6.206949e+01
4.863352e+02,6.197052e+01
4.864557e+02,6.193404e+01
4.865763e+02,6.196286e+01
4.866968e+02,6.204943e+01
4.868173e+02,6.217923e+01
4.869379e+02,6.233232e+01
4.870584e+02,6.248709e+01
4.871789e+02,6.262381e+01
4.872994e+02,6.272586e+01
4.874200e+02,6.278430e+01
4.875405e+02,6.279858e+01
4.876610e+02,6.277723e+01
4.877816e+02,6.273492e+01
4.879021e+02,6.268943e+01
4.880226e+02,6.265777e+01
4.881431e+02,6.265078e+01
4.882637e+02,6.267093e+01
4.883842e+02,6.271170e+01
4.885047e+02,6.275954e+01
4.886252e+02,6.279686e+01
4.887458e+02,6.280727e+01
4.888663e+02,6.278121e+01
4.889868e+02,6.271776e+01
4.891074e+02,6.262600e+01
4.892279e+02,6.252193e+01
4.893484e+02,6.242598e+01
4.894690e+02,6.235660e+01
4.895895e+02,6.232625e+01
4.897100e+02,6.233971e+01
4.898306e+02,6.239369e+01
4.899511e+02,6.247916e+01
4.900716e+02,6.258322e+01
4.901921e+02,6.269270e+01
4.903127e+02,6.279533e+01
4.904332e+02,6.287983e+01
4.905537e+02,6.293769e+01
4.906743e+02,6.296292e+01
4.907948e+02,6.295330e+01
4.909153e+02,6.291140e+01
4.910358e+02,6.284495e+01
4.911564e+02,6.276619e+01
4.912769e+02,6.268838e+01
4.913974e+02,6.262385e+01
4.915179e+02,6.258026e+01
4.916385e+02,6.255888e+01
4.917590e+02,6.255544e+01
4.918795e+02,6.256290e+01
4.920001e+02,6.257539e+01
4.921206e+02,6.259001e+01
4.922411e+02,6.260769e+01
4.923617e+02,6.263072e+01
4.924822e+02,6.266007e+01
4.926027e+02,6.269302e+01
4.927233e+02,6.272351e+01
4.928438e+02,6.274381e+01
4.929643e+02,6.274840e+01
4.930848e+02,6.273579e+01
4.932054e+02,6.270896e+01
4.933259e+02,6.267318e+01
4.934464e+02,6.263310e+01
4.935670e+02,6.259025e+01
4.936875e+02,6.254277e+01
4.938080e+02,6.248791e+01
4.939285e+02,6.242593e+01
4.940491e+02,6.236272e+01
4.941696e+02,6.231066e+01
4.942901e+02,6.228434e+01
4.944106e+02,6.229456e+01
4.945312e+02,6.234313e+01
4.946517e+02,6.241977e+01
4.947722e+02,6.250578e+01
4.948928e+02,6.257871e+01
4.950133e+02,6.262172e+01
4.951339e+02,6.262920e+01
4.952544e+02,6.260786e+01
4.953749e+02,6.257323e+01
4.954954e+02,6.254346e+01
4.956160e+02,6.253307e+01
4.957365e+02,6.254729e+01
4.958570e+02,6.258295e+01
4.959775e+02,6.263108e+01
4.960981e+02,6.268230e+01
4.962186e+02,6.272995e+01
4.963391e+02,6.277151e+01
4.964597e+02,6.280754e+01
4.965802e+02,6.283913e+01
4.967007e+02,6.286587e+01
4.968212e+02,6.288472e+01
4.969418e+02,6.289093e+01
4.970623e+02,6.287978e+01
4.971828e+02,6.284827e+01
4.973033e+02,6.279629e+01
4.974239e+02,6.272708e+01
4.975444e+02,6.264661e+01
4.976649e+02,6.256424e+01
4.977855e+02,6.249122e+01
4.979060e+02,6.243958e+01
4.980266e+02,6.242099e+01
4.981471e+02,6.244257e+01
4.982676e+02,6.250420e+01
4.983881e+02,6.259617e+01
4.985087e+02,6.270095e+01
4.986292e+02,6.279610e+01
4.987497e+02,6.286040e+01
4.988702e+02,6.288206e+01
4.989908e+02,6.286107e+01
4.991113e+02,6.281022e+01
4.992318e+02,6.274900e+01
4.993524e+02,6.269863e+01
4.994729e+02,6.267431e+01
4.995934e+02,6.268098e+01
4.997139e+02,6.271360e+01
4.998345e+02,6.276045e+01
4.999550e+02,6.280872e+01
5.000755e+02,6.284761e+01
5.001960e+02,6.287171e+01
5.003166e+02,6.288062e+01
5.004371e+02,6.287688e+01
5.005576e+02,6.286409e+01
5.006782e+02,6.284549e+01
5.007987e+02,6.282379e+01
5.009193e+02,6.280094e+01
5.010398e+02,6.277850e+01
5.011603e+02,6.275691e+01
5.012808e+02,6.273521e+01
5.014014e+02,6.271070e+01
5.015219e+02,6.268007e+01
5.016424e+02,6.264122e+01
5.017629e+02,6.259558e+01
5.018835e+02,6.254943e+01
5.020040e+02,6.251217e+01
5.021245e+02,6.249417e+01
5.022451e+02,6.250112e+01
5.023656e+02,6.253080e+01
5.024861e+02,6.257249e+01
5.026066e+02,6.261086e+01
5.027272e+02,6.263211e+01
5.028477e+02,6.262695e+01
5.029682e+02,6.259420e+01
5.030887e+02,6.253890e+01
5.032093e+02,6.247046e+01
5.033298e+02,6.239857e+01
5.034503e+02,6.233091e+01
5.035709e+02,6.227322e+01
5.036914e+02,6.222905e+01
5.038119e+02,6.220148e+01
5.039325e+02,6.219346e+01
5.040530e+02,6.220699e+01
5.041735e+02,6.224119e+01
5.042940e+02,6.229041e+01
5.044146e+02,6.234503e+01
5.045351e+02,6.239206e+01
