WaveNumber, DarkSlowFast
1.323892e+03,7.747620e+01
1.324013e+03,7.748379e+01
1.324133e+03,7.748973e+01
1.324254e+03,7.749463e+01
1.324374e+03,7.749922e+01
1.324495e+03,7.750410e+01
1.324615e+03,7.750965e+01
1.324736e+03,7.751608e+01
1.324857e+03,7.752338e+01
1.324977e+03,7.753136e+01
1.325098e+03,7.753976e+01
1.325218e+03,7.754823e+01
1.325339e+03,7.755640e+01
1.325459e+03,7.756393e+01
1.325580e+03,7.757063e+01
1.325700e+03,7.757651e+01
1.325821e+03,7.758184e+01
1.325941e+03,7.758714e+01
1.326062e+03,7.759299e+01
1.326182e+03,7.759990e+01
1.326303e+03,7.760815e+01
1.326423e+03,7.761765e+01
1.326544e+03,7.762789e+01
1.326664e+03,7.763812e+01
1.326785e+03,7.764742e+01
1.326906e+03,7.765491e+01
1.327026e+03,7.766006e+01
1.327147e+03,7.766262e+01
1.327267e+03,7.766278e+01
1.327388e+03,7.766112e+01
1.327508e+03,7.765848e+01
1.327629e+03,7.765575e+01
1.327749e+03,7.765384e+01
1.327870e+03,7.765346e+01
1.327990e+03,7.765496e+01
1.328111e+03,7.765852e+01
1.328231e+03,7.766393e+01
1.328352e+03,7.767078e+01
1.328472e+03,7.767859e+01
1.328593e+03,7.768671e+01
1.328714e+03,7.769450e+01
1.328834e+03,7.770134e+01
1.328954e+03,7.770677e+01
1.329075e+03,7.771057e+01
1.329196e+03,7.771276e+01
1.329316e+03,7.771371e+01
1.329437e+03,7.771404e+01
1.329557e+03,7.771449e+01
1.329678e+03,7.771561e+01
1.329798e+03,7.771777e+01
1.329919e+03,7.772082e+01
1.330039e+03,7.772425e+01
1.330160e+03,7.772740e+01
1.330280e+03,7.772962e+01
1.330401e+03,7.773060e+01
1.330521e+03,7.773033e+01
1.330642e+03,7.772919e+01
1.330762e+03,7.772767e+01
1.330883e+03,7.772605e+01
1.331004e+03,7.772439e+01
1.331124e+03,7.772237e+01
1.331245e+03,7.771956e+01
1.331365e+03,7.771561e+01
1.331486e+03,7.771049e+01
1.331606e+03,7.770467e+01
1.331727e+03,7.769898e+01
1.331847e+03,7.769434e+01
1.331968e+03,7.769154e+01
1.332088e+03,7.769102e+01
1.332209e+03,7.769267e+01
1.332329e+03,7.769592e+01
1.332450e+03,7.769997e+01
1.332570e+03,7.770407e+01
1.332691e+03,7.770748e+01
1.332811e+03,7.770975e+01
1.332932e+03,7.771067e+01
1.333052e+03,7.771020e+01
1.333173e+03,7.770844e+01
1.333294e+03,7.770575e+01
1.333414e+03,7.770255e+01
1.333535e+03,7.769932e+01
1.333655e+03,7.769654e+01
1.333776e+03,7.769443e+01
1.333896e+03,7.769286e+01
1.334017e+03,7.769127e+01
1.334137e+03,7.768893e+01
1.334258e+03,7.768499e+01
1.334378e+03,7.767899e+01
1.334499e+03,7.767102e+01
1.334619e+03,7.766178e+01
1.334740e+03,7.765253e+01
1.334860e+03,7.764456e+01
1.334981e+03,7.763882e+01
1.335101e+03,7.763551e+01
1.335222e+03,7.763401e+01
1.335343e+03,7.763303e+01
1.335463e+03,7.763096e+01
1.335584e+03,7.762654e+01
1.335704e+03,7.761926e+01
1.335825e+03,7.760956e+01
1.335945e+03,7.759862e+01
1.336066e+03,7.758810e+01
1.336186e+03,7.757957e+01
1.336307e+03,7.757384e+01
1.336427e+03,7.757094e+01
1.336548e+03,7.756989e+01
1.336668e+03,7.756924e+01
1.336789e+03,7.756747e+01
1.336909e+03,7.756355e+01
1.337030e+03,7.755720e+01
1.337151e+03,7.754877e+01
1.337271e+03,7.753894e+01
1.337392e+03,7.752845e+01
1.337512e+03,7.751768e+01
1.337633e+03,7.750663e+01
1.337753e+03,7.749509e+01
1.337874e+03,7.748284e+01
1.337994e+03,7.746998e+01
1.338115e+03,7.745699e+01
1.338235e+03,7.744475e+01
1.338356e+03,7.743417e+01
1.338476e+03,7.742586e+01
1.338597e+03,7.741993e+01
1.338717e+03,7.741581e+01
1.338838e+03,7.741255e+01
1.338958e+03,7.740906e+01
1.339079e+03,7.740455e+01
1.339199e+03,7.739858e+01
1.339320e+03,7.739122e+01
1.339441e+03,7.738279e+01
1.339561e+03,7.737381e+01
1.339682e+03,7.736482e+01
1.339802e+03,7.735641e+01
1.339923e+03,7.734918e+01
1.340043e+03,7.734381e+01
1.340164e+03,7.734090e+01
1.340284e+03,7.734069e+01
1.340405e+03,7.734294e+01
1.340525e+03,7.734673e+01
1.340646e+03,7.735053e+01
1.340766e+03,7.735284e+01
1.340887e+03,7.735237e+01
1.341007e+03,7.734864e+01
1.341128e+03,7.734202e+01
1.341249e+03,7.733361e+01
1.341369e+03,7.732484e+01
1.341490e+03,7.731700e+01
1.341610e+03,7.731082e+01
1.341731e+03,7.730630e+01
1.341851e+03,7.730289e+01
1.341972e+03,7.729960e+01
1.342092e+03,7.729562e+01
1.342213e+03,7.729055e+01
1.342333e+03,7.728445e+01
1.342454e+03,7.727782e+01
1.342574e+03,7.727129e+01
1.342695e+03,7.726538e+01
1.342815e+03,7.726036e+01
1.342936e+03,7.725622e+01
1.343056e+03,7.725270e+01
1.343177e+03,7.724947e+01
1.343297e+03,7.724612e+01
1.343418e+03,7.724226e+01
1.343539e+03,7.723750e+01
1.343659e+03,7.723147e+01
1.343780e+03,7.722391e+01
1.343900e+03,7.721490e+01
1.344021e+03,7.720475e+01
1.344141e+03,7.719411e+01
1.344262e+03,7.718372e+01
1.344382e+03,7.717439e+01
1.344503e+03,7.716648e+01
1.344623e+03,7.716007e+01
1.344744e+03,7.715469e+01
1.344864e+03,7.714967e+01
1.344985e+03,7.714433e+01
1.345105e+03,7.713823e+01
1.345226e+03,7.713124e+01
1.345346e+03,7.712357e+01
1.345467e+03,7.711559e+01
1.345588e+03,7.710760e+01
1.345708e+03,7.709976e+01
1.345829e+03,7.709185e+01
1.345949e+03,7.708353e+01
1.346070e+03,7.707431e+01
1.346190e+03,7.706379e+01
1.346311e+03,7.705178e+01
1.346431e+03,7.703837e+01
1.346552e+03,7.702383e+01
1.346672e+03,7.700870e+01
1.346793e+03,7.699350e+01
1.346913e+03,7.697884e+01
1.347034e+03,7.696510e+01
1.347154e+03,7.695257e+01
1.347275e+03,7.694122e+01
1.347396e+03,7.693080e+01
1.347516e+03,7.692084e+01
1.347636e+03,7.691067e+01
1.347757e+03,7.689973e+01
1.347878e+03,7.688755e+01
1.347998e+03,7.687395e+01
1.348119e+03,7.685912e+01
1.348239e+03,7.684355e+01
1.348360e+03,7.682797e+01
1.348480e+03,7.681317e+01
1.348601e+03,7.679990e+01
1.348721e+03,7.678854e+01
1.348842e+03,7.677908e+01
1.348962e+03,7.677106e+01
1.349083e+03,7.676353e+01
1.349203e+03,7.675542e+01
1.349324e+03,7.674558e+01
1.349444e+03,7.673333e+01
1.349565e+03,7.671857e+01
1.349686e+03,7.670188e+01
1.349806e+03,7.668432e+01
1.349927e+03,7.666728e+01
1.350047e+03,7.665192e+01
1.350168e+03,7.663885e+01
1.350288e+03,7.662791e+01
1.350409e+03,7.661833e+01
1.350529e+03,7.660890e+01
1.350650e+03,7.659838e+01
1.350770e+03,7.658597e+01
1.350891e+03,7.657149e+01
1.351011e+03,7.655540e+01
1.351132e+03,7.653860e+01
1.351252e+03,7.652219e+01
1.351373e+03,7.650698e+01
1.351493e+03,7.649352e+01
1.351614e+03,7.648183e+01
1.351734e+03,7.647163e+01
1.351855e+03,7.646243e+01
1.351976e+03,7.645364e+01
1.352096e+03,7.644472e+01
1.352217e+03,7.643518e+01
1.352337e+03,7.642458e+01
1.352458e+03,7.641251e+01
1.352578e+03,7.639867e+01
1.352699e+03,7.638293e+01
1.352819e+03,7.636536e+01
1.352940e+03,7.634621e+01
1.353060e+03,7.632595e+01
1.353181e+03,7.630508e+01
1.353301e+03,7.628410e+01
1.353422e+03,7.626336e+01
1.353542e+03,7.624303e+01
1.353663e+03,7.622315e+01
1.353784e+03,7.620364e+01
1.353904e+03,7.618430e+01
1.354025e+03,7.616505e+01
1.354145e+03,7.614584e+01
1.354266e+03,7.612669e+01
1.354386e+03,7.610775e+01
1.354507e+03,7.608920e+01
1.354627e+03,7.607132e+01
1.354748e+03,7.605431e+01
1.354868e+03,7.603835e+01
1.354989e+03,7.602336e+01
1.355109e+03,7.600916e+01
1.355230e+03,7.599532e+01
1.355350e+03,7.598154e+01
1.355471e+03,7.596737e+01
1.355591e+03,7.595268e+01
1.355712e+03,7.593739e+01
1.355833e+03,7.592159e+01
1.355953e+03,7.590530e+01
1.356074e+03,7.588850e+01
1.356194e+03,7.587102e+01
1.356315e+03,7.585263e+01
1.356435e+03,7.583304e+01
1.356556e+03,7.581220e+01
1.356676e+03,7.579029e+01
1.356797e+03,7.576779e+01
1.356917e+03,7.574537e+01
1.357038e+03,7.572369e+01
1.357158e+03,7.570338e+01
1.357279e+03,7.568472e+01
1.357399e+03,7.566778e+01
1.357520e+03,7.565247e+01
1.357641e+03,7.563865e+01
1.357761e+03,7.562619e+01
1.357881e+03,7.561497e+01
1.358002e+03,7.560483e+01
1.358123e+03,7.559539e+01
1.358243e+03,7.558604e+01
1.358364e+03,7.557599e+01
1.358484e+03,7.556444e+01
1.358605e+03,7.555087e+01
1.358725e+03,7.553523e+01
1.358846e+03,7.551814e+01
1.358966e+03,7.550075e+01
1.359087e+03,7.548429e+01
1.359207e+03,7.546983e+01
1.359328e+03,7.545780e+01
1.359448e+03,7.544779e+01
1.359569e+03,7.543862e+01
1.359689e+03,7.542867e+01
1.359810e+03,7.541643e+01
1.359931e+03,7.540094e+01
1.360051e+03,7.538214e+01
1.360172e+03,7.536078e+01
1.360292e+03,7.533838e+01
1.360413e+03,7.531676e+01
1.360533e+03,7.529739e+01
1.360654e+03,7.528136e+01
1.360774e+03,7.526890e+01
1.360895e+03,7.525937e+01
1.361015e+03,7.525148e+01
1.361136e+03,7.524364e+01
1.361256e+03,7.523438e+01
1.361377e+03,7.522263e+01
1.361497e+03,7.520813e+01
1.361618e+03,7.519125e+01
1.361738e+03,7.517288e+01
1.361859e+03,7.515422e+01
1.361979e+03,7.513650e+01
1.362100e+03,7.512076e+01
1.362221e+03,7.510760e+01
1.362341e+03,7.509718e+01
1.362462e+03,7.508926e+01
1.362582e+03,7.508341e+01
1.362703e+03,7.507925e+01
1.362823e+03,7.507664e+01
1.362944e+03,7.507575e+01
1.363064e+03,7.507677e+01
1.363185e+03,7.507975e+01
1.363305e+03,7.508422e+01
1.363426e+03,7.508917e+01
1.363546e+03,7.509337e+01
1.363667e+03,7.509572e+01
1.363787e+03,7.509547e+01
1.363908e+03,7.509260e+01
1.364028e+03,7.508759e+01
1.364149e+03,7.508145e+01
1.364270e+03,7.507516e+01
1.364390e+03,7.506961e+01
1.364511e+03,7.506524e+01
1.364631e+03,7.506193e+01
1.364752e+03,7.505914e+01
1.364872e+03,7.505604e+01
1.364993e+03,7.505192e+01
1.365113e+03,7.504617e+01
1.365234e+03,7.503860e+01
1.365354e+03,7.502930e+01
1.365475e+03,7.501879e+01
1.365595e+03,7.500774e+01
1.365716e+03,7.499693e+01
1.365836e+03,7.498723e+01
1.365957e+03,7.497931e+01
1.366078e+03,7.497359e+01
1.366198e+03,7.497005e+01
1.366319e+03,7.496844e+01
1.366439e+03,7.496805e+01
1.366560e+03,7.496808e+01
1.366680e+03,7.496777e+01
1.366801e+03,7.496655e+01
1.366921e+03,7.496405e+01
1.367042e+03,7.496015e+01
1.367162e+03,7.495477e+01
1.367283e+03,7.494789e+01
1.367403e+03,7.493959e+01
1.367524e+03,7.493010e+01
1.367644e+03,7.491995e+01
1.367765e+03,7.491003e+01
1.367885e+03,7.490147e+01
1.368006e+03,7.489549e+01
1.368126e+03,7.489296e+01
1.368247e+03,7.489423e+01
1.368368e+03,7.489884e+01
1.368488e+03,7.490578e+01
1.368609e+03,7.491350e+01
1.368729e+03,7.492053e+01
1.368850e+03,7.492582e+01
1.368970e+03,7.492882e+01
1.369091e+03,7.492959e+01
1.369211e+03,7.492860e+01
1.369332e+03,7.492666e+01
1.369452e+03,7.492451e+01
1.369573e+03,7.492307e+01
1.369693e+03,7.492307e+01
1.369814e+03,7.492509e+01
1.369934e+03,7.492941e+01
1.370055e+03,7.493581e+01
1.370176e+03,7.494370e+01
1.370296e+03,7.495194e+01
1.370417e+03,7.495929e+01
1.370537e+03,7.496468e+01
1.370658e+03,7.496751e+01
1.370778e+03,7.496773e+01
1.370899e+03,7.496588e+01
1.371019e+03,7.496279e+01
1.371140e+03,7.495921e+01
1.371260e+03,7.495559e+01
1.371381e+03,7.495195e+01
1.371501e+03,7.494807e+01
1.371622e+03,7.494366e+01
1.371742e+03,7.493862e+01
1.371863e+03,7.493325e+01
1.371983e+03,7.492797e+01
1.372104e+03,7.492327e+01
1.372224e+03,7.491922e+01
1.372345e+03,7.491544e+01
1.372466e+03,7.491096e+01
1.372586e+03,7.490471e+01
1.372707e+03,7.489568e+01
1.372827e+03,7.488338e+01
1.372948e+03,7.486813e+01
1.373068e+03,7.485093e+01
1.373189e+03,7.483336e+01
1.373309e+03,7.481708e+01
1.373430e+03,7.480352e+01
1.373550e+03,7.479346e+01
1.373671e+03,7.478677e+01
1.373791e+03,7.478246e+01
1.373912e+03,7.477899e+01
1.374032e+03,7.477496e+01
1.374153e+03,7.476944e+01
1.374273e+03,7.476238e+01
1.374394e+03,7.475451e+01
1.374515e+03,7.474718e+01
1.374635e+03,7.474187e+01
1.374756e+03,7.473989e+01
1.374876e+03,7.474187e+01
1.374997e+03,7.474763e+01
1.375117e+03,7.475595e+01
1.375238e+03,7.476505e+01
1.375358e+03,7.477311e+01
1.375479e+03,7.477861e+01
1.375599e+03,7.478069e+01
1.375720e+03,7.477909e+01
1.375840e+03,7.477422e+01
1.375961e+03,7.476677e+01
1.376081e+03,7.475768e+01
1.376202e+03,7.474795e+01
1.376323e+03,7.473852e+01
1.376443e+03,7.473013e+01
1.376563e+03,7.472327e+01
1.376684e+03,7.471815e+01
1.376805e+03,7.471468e+01
1.376925e+03,7.471265e+01
1.377046e+03,7.471190e+01
1.377166e+03,7.471249e+01
1.377287e+03,7.471492e+01
1.377407e+03,7.471981e+01
1.377528e+03,7.472796e+01
1.377648e+03,7.473988e+01
1.377769e+03,7.475561e+01
1.377889e+03,7.477465e+01
1.378010e+03,7.479617e+01
1.378130e+03,7.481939e+01
1.378251e+03,7.484391e+01
1.378371e+03,7.486987e+01
1.378492e+03,7.489776e+01
1.378613e+03,7.492823e+01
1.378733e+03,7.496152e+01
1.378854e+03,7.499731e+01
1.378974e+03,7.503477e+01
1.379095e+03,7.507288e+01
1.379215e+03,7.511076e+01
1.379336e+03,7.514813e+01
1.379456e+03,7.518526e+01
1.379577e+03,7.522271e+01
1.379697e+03,7.526105e+01
1.379818e+03,7.530026e+01
1.379938e+03,7.533978e+01
1.380059e+03,7.537853e+01
1.380179e+03,7.541544e+01
1.380300e+03,7.544986e+01
1.380420e+03,7.548182e+01
1.380541e+03,7.551205e+01
1.380661e+03,7.554176e+01
1.380782e+03,7.557214e+01
1.380903e+03,7.560387e+01
1.381023e+03,7.563712e+01
1.381144e+03,7.567151e+01
1.381264e+03,7.570646e+01
1.381385e+03,7.574148e+01
1.381505e+03,7.577647e+01
1.381626e+03,7.581174e+01
1.381746e+03,7.584789e+01
1.381867e+03,7.588548e+01
1.381987e+03,7.592475e+01
1.382108e+03,7.596541e+01
1.382228e+03,7.600679e+01
1.382349e+03,7.604787e+01
1.382469e+03,7.608749e+01
1.382590e+03,7.612483e+01
1.382711e+03,7.615934e+01
1.382831e+03,7.619093e+01
1.382952e+03,7.621982e+01
1.383072e+03,7.624645e+01
1.383193e+03,7.627132e+01
1.383313e+03,7.629489e+01
1.383434e+03,7.631763e+01
1.383554e+03,7.634003e+01
1.383675e+03,7.636256e+01
1.383795e+03,7.638570e+01
1.383916e+03,7.640992e+01
1.384036e+03,7.643532e+01
1.384157e+03,7.646186e+01
1.384277e+03,7.648913e+01
1.384398e+03,7.651665e+01
1.384518e+03,7.654390e+01
1.384639e+03,7.657058e+01
1.384760e+03,7.659661e+01
1.384880e+03,7.662207e+01
1.385001e+03,7.664693e+01
1.385121e+03,7.667101e+01
1.385242e+03,7.669380e+01
1.385362e+03,7.671467e+01
1.385483e+03,7.673303e+01
1.385603e+03,7.674859e+01
1.385724e+03,7.676146e+01
1.385844e+03,7.677216e+01
1.385965e+03,7.678120e+01
1.386085e+03,7.678900e+01
1.386206e+03,7.679575e+01
1.386326e+03,7.680152e+01
1.386447e+03,7.680661e+01
1.386568e+03,7.681196e+01
1.386688e+03,7.681927e+01
1.386808e+03,7.683092e+01
1.386929e+03,7.684960e+01
1.387050e+03,7.687740e+01
1.387170e+03,7.691491e+01
1.387291e+03,7.696029e+01
1.387411e+03,7.700941e+01
1.387532e+03,7.705666e+01
1.387652e+03,7.709694e+01
1.387773e+03,7.712775e+01
1.387893e+03,7.714944e+01
1.388014e+03,7.716463e+01
1.388134e+03,7.717635e+01
1.388255e+03,7.718735e+01
1.388375e+03,7.719930e+01
1.388496e+03,7.721288e+01
1.388616e+03,7.722813e+01
1.388737e+03,7.724487e+01
1.388858e+03,7.726310e+01
1.388978e+03,7.728298e+01
1.389099e+03,7.730461e+01
1.389219e+03,7.732782e+01
1.389340e+03,7.735180e+01
1.389460e+03,7.737528e+01
1.389581e+03,7.739684e+01
1.389701e+03,7.741537e+01
1.389822e+03,7.743048e+01
1.389942e+03,7.744263e+01
1.390063e+03,7.745292e+01
1.390183e+03,7.746253e+01
1.390304e+03,7.747244e+01
1.390424e+03,7.748308e+01
1.390545e+03,7.749432e+01
1.390665e+03,7.750562e+01
1.390786e+03,7.751637e+01
1.390906e+03,7.752613e+01
1.391027e+03,7.753477e+01
1.391148e+03,7.754240e+01
1.391268e+03,7.754929e+01
1.391389e+03,7.755581e+01
1.391509e+03,7.756226e+01
1.391630e+03,7.756889e+01
1.391750e+03,7.757579e+01
1.391871e+03,7.758295e+01
1.391991e+03,7.759014e+01
1.392112e+03,7.759701e+01
1.392232e+03,7.760327e+01
1.392353e+03,7.760867e+01
1.392473e+03,7.761324e+01
1.392594e+03,7.761712e+01
1.392714e+03,7.762050e+01
1.392835e+03,7.762317e+01
1.392955e+03,7.762457e+01
1.393076e+03,7.762363e+01
1.393197e+03,7.761913e+01
1.393317e+03,7.761030e+01
1.393438e+03,7.759707e+01
1.393558e+03,7.758065e+01
1.393679e+03,7.756306e+01
1.393799e+03,7.754718e+01
1.393920e+03,7.753598e+01
1.394040e+03,7.753178e+01
1.394161e+03,7.753585e+01
1.394281e+03,7.754781e+01
1.394402e+03,7.756567e+01
1.394522e+03,7.758620e+01
1.394643e+03,7.760629e+01
1.394763e+03,7.762386e+01
1.394884e+03,7.763807e+01
1.395005e+03,7.764919e+01
1.395125e+03,7.765807e+01
1.395245e+03,7.766585e+01
1.395366e+03,7.767379e+01
1.395487e+03,7.768322e+01
1.395607e+03,7.769525e+01
1.395728e+03,7.771046e+01
1.395848e+03,7.772849e+01
1.395969e+03,7.774786e+01
1.396089e+03,7.776636e+01
1.396210e+03,7.778152e+01
1.396330e+03,7.779149e+01
1.396451e+03,7.779563e+01
1.396571e+03,7.779469e+01
1.396692e+03,7.779057e+01
1.396812e+03,7.778578e+01
1.396933e+03,7.778284e+01
1.397053e+03,7.778352e+01
1.397174e+03,7.778839e+01
1.397295e+03,7.779695e+01
1.397415e+03,7.780783e+01
1.397536e+03,7.781928e+01
1.397656e+03,7.782952e+01
1.397777e+03,7.783715e+01
1.397897e+03,7.784130e+01
1.398018e+03,7.784168e+01
1.398138e+03,7.783865e+01
1.398259e+03,7.783333e+01
1.398379e+03,7.782757e+01
1.398500e+03,7.782373e+01
1.398620e+03,7.782454e+01
1.398741e+03,7.783241e+01
1.398861e+03,7.784866e+01
1.398982e+03,7.787269e+01
1.399102e+03,7.790173e+01
1.399223e+03,7.793182e+01
1.399344e+03,7.795900e+01
1.399464e+03,7.798112e+01
1.399585e+03,7.799826e+01
1.399705e+03,7.801224e+01
1.399826e+03,7.802536e+01
1.399946e+03,7.803940e+01
1.400067e+03,7.805505e+01
1.400187e+03,7.807178e+01
1.400308e+03,7.808820e+01
1.400428e+03,7.810274e+01
1.400549e+03,7.811441e+01
1.400669e+03,7.812318e+01
1.400790e+03,7.813001e+01
1.400910e+03,7.813636e+01
1.401031e+03,7.814368e+01
1.401151e+03,7.815295e+01
1.401272e+03,7.816436e+01
1.401393e+03,7.817744e+01
1.401513e+03,7.819140e+01
1.401634e+03,7.820542e+01
1.401754e+03,7.821888e+01
1.401875e+03,7.823143e+01
1.401995e+03,7.824300e+01
1.402116e+03,7.825359e+01
1.402236e+03,7.826330e+01
1.402357e+03,7.827209e+01
1.402477e+03,7.827995e+01
1.402598e+03,7.828676e+01
1.402718e+03,7.829241e+01
1.402839e+03,7.829678e+01
1.402959e+03,7.829981e+01
1.403080e+03,7.830153e+01
1.403200e+03,7.830218e+01
1.403321e+03,7.830225e+01
1.403442e+03,7.830237e+01
1.403562e+03,7.830327e+01
1.403683e+03,7.830540e+01
1.403803e+03,7.830891e+01
1.403924e+03,7.831352e+01
1.404044e+03,7.831870e+01
1.404165e+03,7.832376e+01
1.404285e+03,7.832822e+01
1.404406e+03,7.833202e+01
1.404526e+03,7.833559e+01
1.404647e+03,7.833984e+01
1.404767e+03,7.834584e+01
1.404888e+03,7.835458e+01
1.405008e+03,7.836652e+01
1.405129e+03,7.838146e+01
1.405250e+03,7.839853e+01
1.405370e+03,7.841653e+01
1.405490e+03,7.843414e+01
1.405611e+03,7.845023e+01
1.405732e+03,7.846394e+01
1.405852e+03,7.847487e+01
1.405973e+03,7.848294e+01
1.406093e+03,7.848856e+01
1.406214e+03,7.849245e+01
1.406334e+03,7.849555e+01
1.406455e+03,7.849869e+01
1.406575e+03,7.850238e+01
1.406696e+03,7.850676e+01
1.406816e+03,7.851156e+01
1.406937e+03,7.851627e+01
1.407057e+03,7.852041e+01
1.407178e+03,7.852369e+01
1.407298e+03,7.852616e+01
1.407419e+03,7.852821e+01
1.407540e+03,7.853026e+01
1.407660e+03,7.853275e+01
1.407781e+03,7.853585e+01
1.407901e+03,7.853939e+01
1.408022e+03,7.854288e+01
1.408142e+03,7.854565e+01
1.408263e+03,7.854703e+01
1.408383e+03,7.854634e+01
1.408504e+03,7.854330e+01
1.408624e+03,7.853786e+01
1.408745e+03,7.853039e+01
1.408865e+03,7.852146e+01
1.408986e+03,7.851179e+01
1.409106e+03,7.850196e+01
1.409227e+03,7.849238e+01
1.409347e+03,7.848303e+01
1.409468e+03,7.847366e+01
1.409589e+03,7.846383e+01
1.409709e+03,7.845316e+01
1.409830e+03,7.844158e+01
1.409950e+03,7.842931e+01
1.410071e+03,7.841697e+01
1.410191e+03,7.840523e+01
1.410312e+03,7.839471e+01
1.410432e+03,7.838572e+01
1.410553e+03,7.837824e+01
1.410673e+03,7.837192e+01
1.410794e+03,7.836618e+01
1.410914e+03,7.836043e+01
1.411035e+03,7.835400e+01
1.411155e+03,7.834628e+01
1.411276e+03,7.833673e+01
1.411396e+03,7.832492e+01
1.411517e+03,7.831071e+01
1.411637e+03,7.829430e+01
1.411758e+03,7.827641e+01
1.411879e+03,7.825814e+01
1.411999e+03,7.824062e+01
1.412120e+03,7.822478e+01
1.412240e+03,7.821099e+01
1.412361e+03,7.819888e+01
1.412481e+03,7.818743e+01
1.412602e+03,7.817538e+01
1.412722e+03,7.816169e+01
1.412843e+03,7.814581e+01
1.412963e+03,7.812801e+01
1.413084e+03,7.810915e+01
1.413204e+03,7.809053e+01
1.413325e+03,7.807326e+01
1.413445e+03,7.805807e+01
1.413566e+03,7.804518e+01
1.413687e+03,7.803425e+01
1.413807e+03,7.802466e+01
1.413928e+03,7.801578e+01
1.414048e+03,7.800718e+01
1.414169e+03,7.799863e+01
1.414289e+03,7.799009e+01
1.414410e+03,7.798156e+01
1.414530e+03,7.797294e+01
1.414651e+03,7.796394e+01
1.414771e+03,7.795416e+01
1.414892e+03,7.794307e+01
1.415012e+03,7.793019e+01
1.415133e+03,7.791537e+01
1.415253e+03,7.789880e+01
1.415374e+03,7.788126e+01
1.415494e+03,7.786390e+01
1.415615e+03,7.784832e+01
1.415735e+03,7.783604e+01
1.415856e+03,7.782803e+01
1.415977e+03,7.782447e+01
1.416097e+03,7.782447e+01
1.416218e+03,7.782629e+01
1.416338e+03,7.782771e+01
1.416459e+03,7.782695e+01
1.416579e+03,7.782313e+01
1.416700e+03,7.781660e+01
1.416820e+03,7.780872e+01
1.416941e+03,7.780170e+01
1.417061e+03,7.779776e+01
1.417182e+03,7.779842e+01
1.417302e+03,7.780409e+01
1.417423e+03,7.781388e+01
1.417543e+03,7.782599e+01
1.417664e+03,7.783813e+01
1.417785e+03,7.784828e+01
1.417905e+03,7.785496e+01
1.418026e+03,7.785720e+01
1.418146e+03,7.785461e+01
1.418267e+03,7.784730e+01
1.418387e+03,7.783607e+01
1.418508e+03,7.782297e+01
1.418628e+03,7.781098e+01
1.418749e+03,7.780473e+01
1.418869e+03,7.780956e+01
1.418990e+03,7.783073e+01
1.419110e+03,7.787117e+01
1.419231e+03,7.792901e+01
1.419351e+03,7.799626e+01
1.419472e+03,7.806137e+01
1.419592e+03,7.811510e+01
1.419713e+03,7.815379e+01
1.419833e+03,7.817940e+01
1.419954e+03,7.819646e+01
1.420075e+03,7.820951e+01
1.420195e+03,7.822144e+01
1.420316e+03,7.823338e+01
1.420436e+03,7.824512e+01
1.420557e+03,7.825584e+01
1.420677e+03,7.826493e+01
1.420798e+03,7.827254e+01
1.420918e+03,7.827968e+01
1.421039e+03,7.828782e+01
1.421159e+03,7.829834e+01
1.421280e+03,7.831169e+01
1.421400e+03,7.832737e+01
1.421521e+03,7.834396e+01
1.421641e+03,7.835974e+01
1.421762e+03,7.837330e+01
1.421882e+03,7.838395e+01
1.422003e+03,7.839177e+01
1.422124e+03,7.839749e+01
1.422244e+03,7.840205e+01
1.422365e+03,7.840619e+01
1.422485e+03,7.841030e+01
1.422606e+03,7.841438e+01
1.422726e+03,7.841813e+01
1.422847e+03,7.842106e+01
1.422967e+03,7.842274e+01
1.423088e+03,7.842286e+01
1.423208e+03,7.842136e+01
1.423329e+03,7.841872e+01
1.423449e+03,7.841578e+01
1.423570e+03,7.841415e+01
1.423690e+03,7.841554e+01
1.423811e+03,7.842153e+01
1.423931e+03,7.843285e+01
1.424052e+03,7.844904e+01
1.424172e+03,7.846834e+01
1.424293e+03,7.848814e+01
1.424414e+03,7.850585e+01
1.424534e+03,7.851939e+01
1.424655e+03,7.852776e+01
1.424775e+03,7.853104e+01
1.424896e+03,7.853021e+01
1.425016e+03,7.852673e+01
1.425137e+03,7.852196e+01
1.425257e+03,7.851704e+01
1.425378e+03,7.851259e+01
1.425498e+03,7.850885e+01
1.425619e+03,7.850594e+01
1.425739e+03,7.850387e+01
1.425860e+03,7.850277e+01
1.425980e+03,7.850275e+01
1.426101e+03,7.850371e+01
1.426222e+03,7.850529e+01
1.426342e+03,7.850674e+01
1.426463e+03,7.850703e+01
1.426583e+03,7.850510e+01
1.426704e+03,7.850007e+01
1.426824e+03,7.849146e+01
1.426945e+03,7.847932e+01
1.427065e+03,7.846409e+01
1.427186e+03,7.844651e+01
1.427306e+03,7.842741e+01
1.427427e+03,7.840746e+01
1.427547e+03,7.838719e+01
1.427668e+03,7.836687e+01
1.427788e+03,7.834664e+01
1.427909e+03,7.832657e+01
1.428029e+03,7.830685e+01
1.428150e+03,7.828763e+01
1.428271e+03,7.826910e+01
1.428391e+03,7.825134e+01
1.428512e+03,7.823416e+01
1.428632e+03,7.821722e+01
1.428753e+03,7.819986e+01
1.428873e+03,7.818150e+01
1.428994e+03,7.816157e+01
1.429114e+03,7.813995e+01
