WaveNumber, LightSlowFast
4.645194e+02,6.082910e+01
4.646400e+02,6.094403e+01
4.647605e+02,6.107968e+01
4.648810e+02,6.120365e+01
4.650015e+02,6.128695e+01
4.651221e+02,6.130931e+01
4.652426e+02,6.126678e+01
4.653631e+02,6.117100e+01
4.654836e+02,6.104719e+01
4.656042e+02,6.092619e+01
4.657247e+02,6.083456e+01
4.658452e+02,6.079052e+01
4.659658e+02,6.079894e+01
4.660863e+02,6.085210e+01
4.662068e+02,6.093297e+01
4.663274e+02,6.102055e+01
4.664479e+02,6.109571e+01
4.665684e+02,6.114338e+01
4.666890e+02,6.115738e+01
4.668095e+02,6.114054e+01
4.669300e+02,6.110424e+01
4.670505e+02,6.106418e+01
4.671711e+02,6.103727e+01
4.672916e+02,6.103711e+01
4.674121e+02,6.107007e+01
4.675327e+02,6.113345e+01
4.676532e+02,6.121613e+01
4.677737e+02,6.130296e+01
4.678942e+02,6.137857e+01
4.680148e+02,6.143332e+01
4.681353e+02,6.146597e+01
4.682558e+02,6.148253e+01
4.683763e+02,6.149290e+01
4.684969e+02,6.150584e+01
4.686174e+02,6.152617e+01
4.687379e+02,6.155252e+01
4.688585e+02,6.157885e+01
4.689790e+02,6.159652e+01
4.690995e+02,6.159793e+01
4.692201e+02,6.157841e+01
4.693406e+02,6.153715e+01
4.694611e+02,6.147736e+01
4.695817e+02,6.140553e+01
4.697022e+02,6.133140e+01
4.698227e+02,6.126529e+01
4.699432e+02,6.121743e+01
4.700638e+02,6.119485e+01
4.701843e+02,6.119864e+01
4.703048e+02,6.122282e+01
4.704254e+02,6.125454e+01
4.705459e+02,6.127914e+01
4.706664e+02,6.128419e+01
4.707869e+02,6.126580e+01
4.709075e+02,6.123045e+01
4.710280e+02,6.119375e+01
4.711485e+02,6.117411e+01
4.712690e+02,6.118478e+01
4.713896e+02,6.123000e+01
4.715101e+02,6.130274e+01
4.716306e+02,6.138890e+01
4.717512e+02,6.147223e+01
4.718717e+02,6.154208e+01
4.719922e+02,6.159545e+01
4.721128e+02,6.163560e+01
4.722333e+02,6.166626e+01
4.723538e+02,6.168631e+01
4.724744e+02,6.168703e+01
4.725949e+02,6.165717e+01
4.727154e+02,6.159001e+01
4.728359e+02,6.149142e+01
4.729565e+02,6.137944e+01
4.730770e+02,6.128009e+01
4.731975e+02,6.121639e+01
4.733181e+02,6.119864e+01
4.734386e+02,6.122157e+01
4.735591e+02,6.126635e+01
4.736796e+02,6.131047e+01
4.738002e+02,6.133559e+01
4.739207e+02,6.133652e+01
4.740412e+02,6.132153e+01
4.741617e+02,6.130729e+01
4.742823e+02,6.130879e+01
4.744028e+02,6.133116e+01
4.745233e+02,6.136713e+01
4.746439e+02,6.140144e+01
4.747644e+02,6.141967e+01
4.748849e+02,6.141566e+01
4.750055e+02,6.139588e+01
4.751260e+02,6.137590e+01
4.752465e+02,6.137276e+01
4.753671e+02,6.139486e+01
4.754876e+02,6.143859e+01
4.756081e+02,6.148891e+01
4.757286e+02,6.152795e+01
4.758492e+02,6.154081e+01
4.759697e+02,6.152251e+01
4.760902e+02,6.147741e+01
4.762108e+02,6.141553e+01
4.763313e+02,6.134583e+01
4.764518e+02,6.127250e+01
4.765723e+02,6.119567e+01
4.766929e+02,6.111614e+01
4.768134e+02,6.103927e+01
4.769339e+02,6.097797e+01
4.770544e+02,6.094823e+01
4.771750e+02,6.096264e+01
4.772955e+02,6.102377e+01
4.774160e+02,6.112102e+01
4.775366e+02,6.123322e+01
4.776571e+02,6.133548e+01
4.777776e+02,6.140996e+01
4.778982e+02,6.145061e+01
4.780187e+02,6.146389e+01
4.781392e+02,6.146303e+01
4.782598e+02,6.146036e+01
4.783803e+02,6.146004e+01
4.785008e+02,6.145668e+01
4.786213e+02,6.143916e+01
4.787419e+02,6.139746e+01
4.788624e+02,6.133010e+01
4.789829e+02,6.124593e+01
4.791035e+02,6.116206e+01
4.792240e+02,6.109637e+01
4.793445e+02,6.106290e+01
4.794650e+02,6.106627e+01
4.795856e+02,6.110256e+01
4.797061e+02,6.116172e+01
4.798266e+02,6.123206e+01
4.799471e+02,6.130300e+01
4.800677e+02,6.136544e+01
4.801882e+02,6.141283e+01
4.803087e+02,6.144048e+01
4.804293e+02,6.144707e+01
4.805498e+02,6.143494e+01
4.806703e+02,6.141229e+01
4.807909e+02,6.139104e+01
4.809114e+02,6.138198e+01
4.810319e+02,6.139077e+01
4.811525e+02,6.141331e+01
4.812730e+02,6.143670e+01
4.813935e+02,6.144280e+01
4.815140e+02,6.141681e+01
4.816346e+02,6.135403e+01
4.817551e+02,6.126257e+01
4.818756e+02,6.116012e+01
4.819962e+02,6.106583e+01
4.821167e+02,6.099307e+01
4.822372e+02,6.094202e+01
4.823577e+02,6.090143e+01
4.824783e+02,6.085388e+01
4.825988e+02,6.078659e+01
4.827193e+02,6.069830e+01
4.828398e+02,6.060233e+01
4.829604e+02,6.052120e+01
4.830809e+02,6.047999e+01
4.832014e+02,6.049675e+01
4.833220e+02,6.057650e+01
4.834425e+02,6.071103e+01
4.835630e+02,6.088168e+01
4.836836e+02,6.106638e+01
4.838041e+02,6.124170e+01
4.839246e+02,6.138707e+01
4.840452e+02,6.148737e+01
4.841657e+02,6.153128e+01
4.842862e+02,6.151329e+01
4.844067e+02,6.143407e+01
4.845273e+02,6.130190e+01
4.846478e+02,6.113259e+01
4.847683e+02,6.094797e+01
4.848889e+02,6.077412e+01
4.850094e+02,6.063446e+01
4.851299e+02,6.054559e+01
4.852504e+02,6.051496e+01
4.853710e+02,6.054002e+01
4.854915e+02,6.061179e+01
4.856120e+02,6.071808e+01
4.857325e+02,6.084751e+01
4.858531e+02,6.098930e+01
4.859736e+02,6.113247e+01
4.860941e+02,6.126601e+01
4.862147e+02,6.137782e+01
4.863352e+02,6.145692e+01
4.864557e+02,6.149693e+01
4.865763e+02,6.149718e+01
4.866968e+02,6.146397e+01
4.868173e+02,6.140817e+01
4.869379e+02,6.134370e+01
4.870584e+02,6.128339e+01
4.871789e+02,6.123666e+01
4.872994e+02,6.120945e+01
4.874200e+02,6.120390e+01
4.875405e+02,6.121914e+01
4.876610e+02,6.125232e+01
4.877816e+02,6.129916e+01
4.879021e+02,6.135414e+01
4.880226e+02,6.141101e+01
4.881431e+02,6.146485e+01
4.882637e+02,6.151257e+01
4.883842e+02,6.155461e+01
4.885047e+02,6.159427e+01
4.886252e+02,6.163627e+01
4.887458e+02,6.168413e+01
4.888663e+02,6.173774e+01
4.889868e+02,6.179252e+01
4.891074e+02,6.184027e+01
4.892279e+02,6.187232e+01
4.893484e+02,6.188200e+01
4.894690e+02,6.186724e+01
4.895895e+02,6.183120e+01
4.897100e+02,6.178118e+01
4.898306e+02,6.172621e+01
4.899511e+02,6.167440e+01
4.900716e+02,6.163244e+01
4.901921e+02,6.160434e+01
4.903127e+02,6.159233e+01
4.904332e+02,6.159755e+01
4.905537e+02,6.162043e+01
4.906743e+02,6.166113e+01
4.907948e+02,6.171943e+01
4.909153e+02,6.179449e+01
4.910358e+02,6.188428e+01
4.911564e+02,6.198405e+01
4.912769e+02,6.208584e+01
4.913974e+02,6.217663e+01
4.915179e+02,6.223930e+01
4.916385e+02,6.225673e+01
4.917590e+02,6.221523e+01
4.918795e+02,6.211206e+01
4.920001e+02,6.195817e+01
4.921206e+02,6.177982e+01
4.922411e+02,6.161184e+01
4.923617e+02,6.148705e+01
4.924822e+02,6.142877e+01
4.926027e+02,6.144105e+01
4.927233e+02,6.150896e+01
4.928438e+02,6.160281e+01
4.929643e+02,6.169041e+01
4.930848e+02,6.174647e+01
4.932054e+02,6.176002e+01
4.933259e+02,6.173686e+01
4.934464e+02,6.169547e+01
4.935670e+02,6.165919e+01
4.936875e+02,6.164542e+01
4.938080e+02,6.166214e+01
4.939285e+02,6.170581e+01
4.940491e+02,6.176611e+01
4.941696e+02,6.182991e+01
4.942901e+02,6.188641e+01
4.944106e+02,6.192952e+01
4.945312e+02,6.195656e+01
4.946517e+02,6.196653e+01
4.947722e+02,6.195862e+01
4.948928e+02,6.193121e+01
4.950133e+02,6.188279e+01
4.951339e+02,6.181341e+01
4.952544e+02,6.172579e+01
4.953749e+02,6.162523e+01
4.954954e+02,6.151941e+01
4.956160e+02,6.141744e+01
4.957365e+02,6.132818e+01
4.958570e+02,6.125986e+01
4.959775e+02,6.121961e+01
4.960981e+02,6.121129e+01
4.962186e+02,6.123468e+01
4.963391e+02,6.128330e+01
4.964597e+02,6.134585e+01
4.965802e+02,6.140760e+01
4.967007e+02,6.145565e+01
4.968212e+02,6.148427e+01
4.969418e+02,6.149714e+01
4.970623e+02,6.150642e+01
4.971828e+02,6.152681e+01
4.973033e+02,6.156998e+01
4.974239e+02,6.163739e+01
4.975444e+02,6.171906e+01
4.976649e+02,6.179597e+01
4.977855e+02,6.184842e+01
4.979060e+02,6.186383e+01
4.980266e+02,6.184101e+01
4.981471e+02,6.179029e+01
4.982676e+02,6.172851e+01
4.983881e+02,6.167258e+01
4.985087e+02,6.163210e+01
4.986292e+02,6.160807e+01
4.987497e+02,6.159429e+01
4.988702e+02,6.158325e+01
4.989908e+02,6.157006e+01
4.991113e+02,6.155541e+01
4.992318e+02,6.154411e+01
4.993524e+02,6.154185e+01
4.994729e+02,6.155132e+01
4.995934e+02,6.157048e+01
4.997139e+02,6.159303e+01
4.998345e+02,6.161148e+01
4.999550e+02,6.162016e+01
5.000755e+02,6.161578e+01
5.001960e+02,6.159737e+01
5.003166e+02,6.156427e+01
5.004371e+02,6.151515e+01
5.005576e+02,6.144876e+01
5.006782e+02,6.136637e+01
5.007987e+02,6.127485e+01
5.009193e+02,6.118653e+01
5.010398e+02,6.111790e+01
5.011603e+02,6.108482e+01
5.012808e+02,6.109601e+01
5.014014e+02,6.115081e+01
5.015219e+02,6.123851e+01
5.016424e+02,6.134316e+01
5.017629e+02,6.144730e+01
5.018835e+02,6.153738e+01
5.020040e+02,6.160715e+01
5.021245e+02,6.165667e+01
5.022451e+02,6.169004e+01
5.023656e+02,6.171182e+01
5.024861e+02,6.172573e+01
5.026066e+02,6.173449e+01
5.027272e+02,6.174117e+01
5.028477e+02,6.175043e+01
5.029682e+02,6.176694e+01
5.030887e+02,6.179280e+01
5.032093e+02,6.182459e+01
5.033298e+02,6.185287e+01
5.034503e+02,6.186452e+01
5.035709e+02,6.184676e+01
5.036914e+02,6.179456e+01
5.038119e+02,6.171374e+01
5.039325e+02,6.162122e+01
5.040530e+02,6.153794e+01
5.041735e+02,6.148278e+01
5.042940e+02,6.146463e+01
5.044146e+02,6.147974e+01
5.045351e+02,6.151405e+01
5.046556e+02,6.154919e+01
5.047762e+02,6.157077e+01
5.048967e+02,6.157174e+01
