WaveNumber, LightSlowFast
1.017146e+03,5.674274e+01
1.017266e+03,5.672693e+01
1.017387e+03,5.671117e+01
1.017507e+03,5.669500e+01
1.017628e+03,5.667841e+01
1.017748e+03,5.666187e+01
1.017869e+03,5.664638e+01
1.017989e+03,5.663308e+01
1.018110e+03,5.662301e+01
1.018230e+03,5.661670e+01
1.018351e+03,5.661384e+01
1.018471e+03,5.661314e+01
1.018592e+03,5.661252e+01
1.018713e+03,5.660959e+01
1.018833e+03,5.660212e+01
1.018953e+03,5.658892e+01
1.019074e+03,5.657030e+01
1.019195e+03,5.654815e+01
1.019315e+03,5.652555e+01
1.019436e+03,5.650571e+01
1.019556e+03,5.649132e+01
1.019677e+03,5.648340e+01
1.019797e+03,5.648109e+01
1.019918e+03,5.648193e+01
1.020038e+03,5.648295e+01
1.020159e+03,5.648135e+01
1.020279e+03,5.647547e+01
1.020400e+03,5.646514e+01
1.020520e+03,5.645133e+01
1.020641e+03,5.643558e+01
1.020761e+03,5.641930e+01
1.020882e+03,5.640339e+01
1.021003e+03,5.638821e+01
1.021123e+03,5.637390e+01
1.021244e+03,5.636074e+01
1.021364e+03,5.634937e+01
1.021485e+03,5.634061e+01
1.021605e+03,5.633511e+01
1.021726e+03,5.633294e+01
1.021846e+03,5.633329e+01
1.021967e+03,5.633459e+01
1.022087e+03,5.633505e+01
1.022208e+03,5.633317e+01
1.022328e+03,5.632826e+01
1.022449e+03,5.632064e+01
1.022569e+03,5.631147e+01
1.022690e+03,5.630220e+01
1.022810e+03,5.629405e+01
1.022931e+03,5.628761e+01
1.023052e+03,5.628277e+01
1.023172e+03,5.627895e+01
1.023293e+03,5.627545e+01
1.023413e+03,5.627183e+01
1.023534e+03,5.626818e+01
1.023654e+03,5.626511e+01
1.023775e+03,5.626343e+01
1.023895e+03,5.626381e+01
1.024016e+03,5.626643e+01
1.024136e+03,5.627067e+01
1.024257e+03,5.627531e+01
1.024377e+03,5.627857e+01
1.024498e+03,5.627883e+01
1.024618e+03,5.627517e+01
1.024739e+03,5.626770e+01
1.024859e+03,5.625771e+01
1.024980e+03,5.624734e+01
1.025100e+03,5.623907e+01
1.025221e+03,5.623477e+01
1.025342e+03,5.623524e+01
1.025462e+03,5.623996e+01
1.025583e+03,5.624737e+01
1.025703e+03,5.625550e+01
1.025824e+03,5.626270e+01
1.025944e+03,5.626832e+01
1.026065e+03,5.627277e+01
1.026185e+03,5.627723e+01
1.026306e+03,5.628302e+01
1.026426e+03,5.629107e+01
1.026547e+03,5.630151e+01
1.026667e+03,5.631377e+01
1.026788e+03,5.632679e+01
1.026908e+03,5.633957e+01
1.027029e+03,5.635145e+01
1.027150e+03,5.636210e+01
1.027270e+03,5.637130e+01
1.027391e+03,5.637878e+01
1.027511e+03,5.638402e+01
1.027632e+03,5.638644e+01
1.027752e+03,5.638567e+01
1.027873e+03,5.638197e+01
1.027993e+03,5.637627e+01
1.028114e+03,5.637014e+01
1.028234e+03,5.636540e+01
1.028355e+03,5.636362e+01
1.028475e+03,5.636585e+01
1.028596e+03,5.637251e+01
1.028716e+03,5.638343e+01
1.028837e+03,5.639819e+01
1.028957e+03,5.641620e+01
1.029078e+03,5.643676e+01
1.029198e+03,5.645897e+01
1.029319e+03,5.648168e+01
1.029440e+03,5.650359e+01
1.029560e+03,5.652348e+01
1.029681e+03,5.654060e+01
1.029801e+03,5.655502e+01
1.029922e+03,5.656763e+01
1.030042e+03,5.657968e+01
1.030163e+03,5.659243e+01
1.030283e+03,5.660656e+01
1.030404e+03,5.662193e+01
1.030524e+03,5.663778e+01
1.030645e+03,5.665330e+01
1.030765e+03,5.666816e+01
1.030886e+03,5.668293e+01
1.031006e+03,5.669907e+01
1.031127e+03,5.671831e+01
1.031248e+03,5.674213e+01
1.031368e+03,5.677097e+01
1.031489e+03,5.680401e+01
1.031609e+03,5.683927e+01
1.031730e+03,5.687416e+01
1.031850e+03,5.690639e+01
1.031971e+03,5.693420e+01
1.032091e+03,5.695699e+01
1.032212e+03,5.697517e+01
1.032332e+03,5.698988e+01
1.032453e+03,5.700265e+01
1.032573e+03,5.701489e+01
1.032694e+03,5.702782e+01
1.032814e+03,5.704214e+01
1.032935e+03,5.705812e+01
1.033055e+03,5.707558e+01
1.033176e+03,5.709413e+01
1.033297e+03,5.711335e+01
1.033417e+03,5.713303e+01
1.033538e+03,5.715325e+01
1.033658e+03,5.717441e+01
1.033779e+03,5.719682e+01
1.033899e+03,5.722052e+01
1.034020e+03,5.724495e+01
1.034140e+03,5.726888e+01
1.034261e+03,5.729095e+01
1.034381e+03,5.730997e+01
1.034502e+03,5.732561e+01
1.034622e+03,5.733866e+01
1.034743e+03,5.735098e+01
1.034863e+03,5.736481e+01
1.034984e+03,5.738205e+01
1.035104e+03,5.740365e+01
1.035225e+03,5.742925e+01
1.035345e+03,5.745744e+01
1.035466e+03,5.748608e+01
1.035587e+03,5.751331e+01
1.035707e+03,5.753781e+01
1.035828e+03,5.755897e+01
1.035948e+03,5.757688e+01
1.036069e+03,5.759203e+01
1.036189e+03,5.760518e+01
1.036310e+03,5.761723e+01
1.036430e+03,5.762937e+01
1.036551e+03,5.764304e+01
1.036671e+03,5.765958e+01
1.036792e+03,5.768002e+01
1.036912e+03,5.770443e+01
1.037033e+03,5.773181e+01
1.037153e+03,5.776011e+01
1.037274e+03,5.778700e+01
1.037395e+03,5.781072e+01
1.037515e+03,5.783068e+01
1.037635e+03,5.784781e+01
1.037756e+03,5.786395e+01
1.037877e+03,5.788130e+01
1.037997e+03,5.790107e+01
1.038118e+03,5.792316e+01
1.038238e+03,5.794604e+01
1.038359e+03,5.796761e+01
1.038479e+03,5.798607e+01
1.038600e+03,5.800081e+01
1.038720e+03,5.801260e+01
1.038841e+03,5.802334e+01
1.038961e+03,5.803504e+01
1.039082e+03,5.804887e+01
1.039202e+03,5.806470e+01
1.039323e+03,5.808105e+01
1.039443e+03,5.809583e+01
1.039564e+03,5.810707e+01
1.039685e+03,5.811385e+01
1.039805e+03,5.811656e+01
1.039926e+03,5.811681e+01
1.040046e+03,5.811679e+01
1.040167e+03,5.811858e+01
1.040287e+03,5.812377e+01
1.040408e+03,5.813293e+01
1.040528e+03,5.814588e+01
1.040649e+03,5.816174e+01
1.040769e+03,5.817927e+01
1.040890e+03,5.819706e+01
1.041010e+03,5.821371e+01
1.041131e+03,5.822807e+01
1.041251e+03,5.823932e+01
1.041372e+03,5.824721e+01
1.041492e+03,5.825214e+01
1.041613e+03,5.825511e+01
1.041734e+03,5.825747e+01
1.041854e+03,5.826051e+01
1.041975e+03,5.826524e+01
1.042095e+03,5.827203e+01
1.042216e+03,5.828065e+01
1.042336e+03,5.829034e+01
1.042457e+03,5.830019e+01
1.042577e+03,5.830943e+01
1.042698e+03,5.831763e+01
1.042818e+03,5.832484e+01
1.042939e+03,5.833148e+01
1.043059e+03,5.833823e+01
1.043180e+03,5.834568e+01
1.043300e+03,5.835427e+01
1.043421e+03,5.836408e+01
1.043542e+03,5.837490e+01
1.043662e+03,5.838625e+01
1.043783e+03,5.839764e+01
1.043903e+03,5.840873e+01
1.044024e+03,5.841946e+01
1.044144e+03,5.843005e+01
1.044265e+03,5.844080e+01
1.044385e+03,5.845200e+01
1.044506e+03,5.846374e+01
1.044626e+03,5.847593e+01
1.044747e+03,5.848842e+01
1.044867e+03,5.850129e+01
1.044988e+03,5.851502e+01
1.045108e+03,5.853046e+01
1.045229e+03,5.854851e+01
1.045349e+03,5.856967e+01
1.045470e+03,5.859352e+01
1.045590e+03,5.861863e+01
1.045711e+03,5.864286e+01
1.045832e+03,5.866378e+01
1.045952e+03,5.867981e+01
1.046073e+03,5.869053e+01
1.046193e+03,5.869704e+01
1.046314e+03,5.870124e+01
1.046434e+03,5.870525e+01
1.046555e+03,5.871047e+01
1.046675e+03,5.871706e+01
1.046796e+03,5.872403e+01
1.046916e+03,5.872978e+01
1.047037e+03,5.873307e+01
1.047157e+03,5.873341e+01
1.047278e+03,5.873139e+01
1.047398e+03,5.872823e+01
1.047519e+03,5.872528e+01
1.047640e+03,5.872354e+01
1.047760e+03,5.872330e+01
1.047880e+03,5.872456e+01
1.048001e+03,5.872732e+01
1.048122e+03,5.873198e+01
1.048242e+03,5.873943e+01
1.048363e+03,5.875040e+01
1.048483e+03,5.876512e+01
1.048604e+03,5.878259e+01
1.048724e+03,5.880070e+01
1.048845e+03,5.881674e+01
1.048965e+03,5.882818e+01
1.049086e+03,5.883378e+01
1.049206e+03,5.883387e+01
1.049327e+03,5.883039e+01
1.049447e+03,5.882579e+01
1.049568e+03,5.882242e+01
1.049688e+03,5.882153e+01
1.049809e+03,5.882299e+01
1.049930e+03,5.882557e+01
1.050050e+03,5.882766e+01
1.050171e+03,5.882800e+01
1.050291e+03,5.882606e+01
1.050412e+03,5.882214e+01
1.050532e+03,5.881712e+01
1.050653e+03,5.881203e+01
1.050773e+03,5.880778e+01
1.050894e+03,5.880496e+01
1.051014e+03,5.880399e+01
1.051135e+03,5.880517e+01
1.051255e+03,5.880861e+01
1.051376e+03,5.881421e+01
1.051496e+03,5.882143e+01
1.051617e+03,5.882936e+01
1.051737e+03,5.883683e+01
1.051858e+03,5.884278e+01
1.051979e+03,5.884668e+01
1.052099e+03,5.884872e+01
1.052220e+03,5.884974e+01
1.052340e+03,5.885090e+01
1.052461e+03,5.885321e+01
1.052581e+03,5.885704e+01
1.052702e+03,5.886203e+01
1.052822e+03,5.886729e+01
1.052943e+03,5.887185e+01
1.053063e+03,5.887504e+01
1.053184e+03,5.887689e+01
1.053304e+03,5.887806e+01
1.053425e+03,5.887963e+01
1.053545e+03,5.888267e+01
1.053666e+03,5.888791e+01
1.053786e+03,5.889548e+01
1.053907e+03,5.890499e+01
1.054027e+03,5.891566e+01
1.054148e+03,5.892657e+01
1.054269e+03,5.893695e+01
1.054389e+03,5.894627e+01
1.054510e+03,5.895433e+01
1.054630e+03,5.896124e+01
1.054751e+03,5.896733e+01
1.054871e+03,5.897305e+01
1.054992e+03,5.897876e+01
1.055112e+03,5.898471e+01
1.055233e+03,5.899095e+01
1.055353e+03,5.899738e+01
1.055474e+03,5.900389e+01
1.055594e+03,5.901049e+01
1.055715e+03,5.901738e+01
1.055835e+03,5.902489e+01
1.055956e+03,5.903341e+01
1.056077e+03,5.904302e+01
1.056197e+03,5.905350e+01
1.056318e+03,5.906429e+01
1.056438e+03,5.907470e+01
1.056559e+03,5.908418e+01
1.056679e+03,5.909269e+01
1.056800e+03,5.910069e+01
1.056920e+03,5.910911e+01
1.057041e+03,5.911885e+01
1.057161e+03,5.913055e+01
1.057282e+03,5.914427e+01
1.057402e+03,5.915942e+01
1.057523e+03,5.917506e+01
1.057643e+03,5.919014e+01
1.057764e+03,5.920394e+01
1.057884e+03,5.921606e+01
1.058005e+03,5.922648e+01
1.058125e+03,5.923531e+01
1.058246e+03,5.924276e+01
1.058367e+03,5.924894e+01
1.058487e+03,5.925412e+01
1.058608e+03,5.925863e+01
1.058728e+03,5.926300e+01
1.058849e+03,5.926776e+01
1.058969e+03,5.927337e+01
1.059090e+03,5.927995e+01
1.059210e+03,5.928733e+01
1.059331e+03,5.929522e+01
1.059451e+03,5.930354e+01
1.059572e+03,5.931267e+01
1.059692e+03,5.932362e+01
1.059813e+03,5.933758e+01
1.059933e+03,5.935559e+01
1.060054e+03,5.937799e+01
1.060174e+03,5.940403e+01
1.060295e+03,5.943200e+01
1.060416e+03,5.945958e+01
1.060536e+03,5.948471e+01
1.060657e+03,5.950600e+01
1.060777e+03,5.952322e+01
1.060898e+03,5.953715e+01
1.061018e+03,5.954936e+01
1.061139e+03,5.956148e+01
1.061259e+03,5.957486e+01
1.061380e+03,5.959027e+01
1.061500e+03,5.960785e+01
1.061621e+03,5.962719e+01
1.061741e+03,5.964754e+01
1.061862e+03,5.966797e+01
1.061982e+03,5.968748e+01
1.062103e+03,5.970525e+01
1.062224e+03,5.972078e+01
1.062344e+03,5.973413e+01
1.062465e+03,5.974594e+01
1.062585e+03,5.975734e+01
1.062706e+03,5.976963e+01
1.062826e+03,5.978389e+01
1.062947e+03,5.980058e+01
1.063067e+03,5.981950e+01
1.063188e+03,5.983993e+01
1.063308e+03,5.986110e+01
1.063429e+03,5.988259e+01
1.063549e+03,5.990458e+01
1.063670e+03,5.992778e+01
1.063790e+03,5.995297e+01
1.063911e+03,5.998058e+01
1.064031e+03,6.001032e+01
1.064152e+03,6.004103e+01
1.064272e+03,6.007123e+01
1.064393e+03,6.009942e+01
1.064514e+03,6.012463e+01
1.064634e+03,6.014655e+01
1.064755e+03,6.016559e+01
1.064875e+03,6.018244e+01
1.064996e+03,6.019777e+01
1.065116e+03,6.021212e+01
1.065237e+03,6.022591e+01
1.065357e+03,6.023954e+01
1.065478e+03,6.025358e+01
1.065598e+03,6.026865e+01
1.065719e+03,6.028522e+01
1.065839e+03,6.030331e+01
1.065960e+03,6.032230e+01
1.066080e+03,6.034124e+01
1.066201e+03,6.035911e+01
1.066322e+03,6.037545e+01
1.066442e+03,6.039072e+01
1.066562e+03,6.040624e+01
1.066683e+03,6.042367e+01
1.066804e+03,6.044429e+01
1.066924e+03,6.046838e+01
1.067045e+03,6.049492e+01
1.067165e+03,6.052185e+01
1.067286e+03,6.054679e+01
1.067406e+03,6.056808e+01
1.067527e+03,6.058522e+01
1.067647e+03,6.059917e+01
1.067768e+03,6.061172e+01
1.067888e+03,6.062500e+01
1.068009e+03,6.064048e+01
1.068129e+03,6.065856e+01
1.068250e+03,6.067855e+01
1.068370e+03,6.069917e+01
1.068491e+03,6.071918e+01
1.068612e+03,6.073787e+01
1.068732e+03,6.075528e+01
1.068853e+03,6.077222e+01
1.068973e+03,6.078984e+01
1.069094e+03,6.080922e+01
1.069214e+03,6.083106e+01
1.069335e+03,6.085555e+01
1.069455e+03,6.088236e+01
1.069576e+03,6.091075e+01
1.069696e+03,6.093961e+01
1.069817e+03,6.096774e+01
1.069937e+03,6.099378e+01
1.070058e+03,6.101645e+01
1.070178e+03,6.103472e+01
1.070299e+03,6.104814e+01
1.070419e+03,6.105690e+01
1.070540e+03,6.106188e+01
1.070661e+03,6.106462e+01
1.070781e+03,6.106698e+01
1.070902e+03,6.107067e+01
1.071022e+03,6.107719e+01
1.071143e+03,6.108741e+01
1.071263e+03,6.110157e+01
1.071384e+03,6.111931e+01
1.071504e+03,6.113993e+01
1.071625e+03,6.116245e+01
1.071745e+03,6.118583e+01
1.071866e+03,6.120916e+01
1.071986e+03,6.123172e+01
1.072107e+03,6.125301e+01
1.072227e+03,6.127283e+01
1.072348e+03,6.129124e+01
1.072469e+03,6.130844e+01
1.072589e+03,6.132471e+01
1.072709e+03,6.134028e+01
1.072830e+03,6.135519e+01
1.072951e+03,6.136936e+01
1.073071e+03,6.138249e+01
1.073192e+03,6.139427e+01
1.073312e+03,6.140444e+01
1.073433e+03,6.141293e+01
1.073553e+03,6.141997e+01
1.073674e+03,6.142615e+01
1.073794e+03,6.143234e+01
1.073915e+03,6.143956e+01
1.074035e+03,6.144885e+01
1.074156e+03,6.146109e+01
1.074276e+03,6.147669e+01
1.074397e+03,6.149562e+01
1.074517e+03,6.151722e+01
1.074638e+03,6.154037e+01
1.074759e+03,6.156368e+01
1.074879e+03,6.158570e+01
1.075000e+03,6.160532e+01
1.075120e+03,6.162192e+01
1.075241e+03,6.163563e+01
1.075361e+03,6.164727e+01
1.075482e+03,6.165834e+01
1.075602e+03,6.167065e+01
1.075723e+03,6.168581e+01
1.075843e+03,6.170490e+01
1.075964e+03,6.172805e+01
1.076084e+03,6.175431e+01
1.076205e+03,6.178176e+01
1.076325e+03,6.180797e+01
1.076446e+03,6.183077e+01
1.076566e+03,6.184857e+01
1.076687e+03,6.186097e+01
1.076807e+03,6.186861e+01
1.076928e+03,6.187309e+01
1.077049e+03,6.187609e+01
1.077169e+03,6.187914e+01
1.077290e+03,6.188309e+01
1.077410e+03,6.188819e+01
1.077531e+03,6.189420e+01
1.077651e+03,6.190087e+01
1.077772e+03,6.190814e+01
1.077892e+03,6.191620e+01
1.078013e+03,6.192539e+01
1.078133e+03,6.193592e+01
1.078254e+03,6.194778e+01
1.078374e+03,6.196062e+01
1.078495e+03,6.197407e+01
1.078615e+03,6.198790e+01
1.078736e+03,6.200225e+01
1.078857e+03,6.201764e+01
1.078977e+03,6.203463e+01
1.079098e+03,6.205353e+01
1.079218e+03,6.207411e+01
1.079339e+03,6.209553e+01
1.079459e+03,6.211666e+01
1.079580e+03,6.213647e+01
1.079700e+03,6.215437e+01
1.079821e+03,6.217039e+01
1.079941e+03,6.218504e+01
1.080062e+03,6.219899e+01
1.080182e+03,6.221262e+01
1.080303e+03,6.222589e+01
1.080423e+03,6.223846e+01
1.080544e+03,6.224997e+01
1.080664e+03,6.226038e+01
1.080785e+03,6.227024e+01
1.080906e+03,6.228043e+01
1.081026e+03,6.229203e+01
1.081147e+03,6.230574e+01
1.081267e+03,6.232170e+01
1.081388e+03,6.233948e+01
1.081508e+03,6.235828e+01
1.081629e+03,6.237740e+01
1.081749e+03,6.239624e+01
1.081870e+03,6.241456e+01
1.081990e+03,6.243212e+01
1.082111e+03,6.244848e+01
1.082231e+03,6.246301e+01
1.082352e+03,6.247490e+01
1.082472e+03,6.248375e+01
1.082593e+03,6.248991e+01
1.082714e+03,6.249477e+01
1.082834e+03,6.250055e+01
1.082954e+03,6.250960e+01
1.083075e+03,6.252367e+01
1.083196e+03,6.254320e+01
1.083316e+03,6.256706e+01
1.083437e+03,6.259278e+01
1.083557e+03,6.261740e+01
1.083678e+03,6.263854e+01
1.083798e+03,6.265497e+01
1.083919e+03,6.266711e+01
1.084039e+03,6.267664e+01
1.084160e+03,6.268612e+01
1.084280e+03,6.269785e+01
1.084401e+03,6.271331e+01
1.084521e+03,6.273286e+01
1.084642e+03,6.275576e+01
1.084762e+03,6.278056e+01
1.084883e+03,6.280549e+01
1.085004e+03,6.282913e+01
1.085124e+03,6.285062e+01
1.085245e+03,6.286973e+01
1.085365e+03,6.288668e+01
1.085486e+03,6.290197e+01
1.085606e+03,6.291601e+01
1.085727e+03,6.292899e+01
1.085847e+03,6.294082e+01
1.085968e+03,6.295128e+01
1.086088e+03,6.296029e+01
1.086209e+03,6.296815e+01
1.086329e+03,6.297563e+01
1.086450e+03,6.298379e+01
1.086570e+03,6.299385e+01
1.086691e+03,6.300665e+01
1.086811e+03,6.302238e+01
1.086932e+03,6.304051e+01
1.087052e+03,6.306001e+01
1.087173e+03,6.307967e+01
1.087294e+03,6.309857e+01
1.087414e+03,6.311637e+01
1.087535e+03,6.313323e+01
1.087655e+03,6.314966e+01
1.087776e+03,6.316605e+01
1.087896e+03,6.318243e+01
1.088017e+03,6.319847e+01
1.088137e+03,6.321370e+01
1.088258e+03,6.322783e+01
1.088378e+03,6.324100e+01
1.088499e+03,6.325386e+01
1.088619e+03,6.326715e+01
1.088740e+03,6.328139e+01
1.088860e+03,6.329644e+01
1.088981e+03,6.331151e+01
1.089101e+03,6.332544e+01
1.089222e+03,6.333733e+01
1.089343e+03,6.334705e+01
1.089463e+03,6.335551e+01
1.089584e+03,6.336443e+01
1.089704e+03,6.337590e+01
1.089825e+03,6.339145e+01
1.089945e+03,6.341156e+01
1.090066e+03,6.343554e+01
1.090186e+03,6.346177e+01
1.090307e+03,6.348833e+01
1.090427e+03,6.351358e+01
1.090548e+03,6.353662e+01
1.090668e+03,6.355743e+01
1.090789e+03,6.357658e+01
1.090909e+03,6.359486e+01
1.091030e+03,6.361300e+01
1.091151e+03,6.363151e+01
1.091271e+03,6.365067e+01
1.091392e+03,6.367072e+01
1.091512e+03,6.369184e+01
1.091633e+03,6.371416e+01
1.091753e+03,6.373766e+01
1.091874e+03,6.376196e+01
1.091994e+03,6.378647e+01
1.092115e+03,6.381036e+01
1.092235e+03,6.383292e+01
1.092356e+03,6.385365e+01
1.092476e+03,6.387254e+01
1.092597e+03,6.388994e+01
1.092717e+03,6.390647e+01
1.092838e+03,6.392285e+01
1.092958e+03,6.393966e+01
1.093079e+03,6.395734e+01
1.093199e+03,6.397617e+01
1.093320e+03,6.399623e+01
1.093441e+03,6.401758e+01
1.093561e+03,6.404016e+01
1.093682e+03,6.406384e+01
1.093802e+03,6.408846e+01
1.093923e+03,6.411382e+01
1.094043e+03,6.413980e+01
1.094164e+03,6.416629e+01
1.094284e+03,6.419314e+01
1.094405e+03,6.422020e+01
1.094525e+03,6.424706e+01
1.094646e+03,6.427332e+01
1.094766e+03,6.429856e+01
1.094887e+03,6.432262e+01
1.095007e+03,6.434569e+01
1.095128e+03,6.436835e+01
1.095249e+03,6.439137e+01
1.095369e+03,6.441538e+01
1.095490e+03,6.444061e+01
1.095610e+03,6.446678e+01
1.095731e+03,6.449325e+01
1.095851e+03,6.451942e+01
1.095972e+03,6.454511e+01
1.096092e+03,6.457085e+01
1.096213e+03,6.459774e+01
1.096333e+03,6.462711e+01
1.096454e+03,6.465981e+01
1.096574e+03,6.469592e+01
1.096695e+03,6.473442e+01
1.096815e+03,6.477363e+01
1.096936e+03,6.481153e+01
1.097056e+03,6.484651e+01
1.097177e+03,6.487779e+01
1.097297e+03,6.490533e+01
1.097418e+03,6.492969e+01
1.097539e+03,6.495152e+01
1.097659e+03,6.497141e+01
1.097780e+03,6.498966e+01
1.097900e+03,6.500665e+01
1.098021e+03,6.502300e+01
1.098141e+03,6.503979e+01
1.098262e+03,6.505845e+01
1.098382e+03,6.508046e+01
1.098503e+03,6.510680e+01
1.098623e+03,6.513774e+01
1.098744e+03,6.517261e+01
1.098864e+03,6.521020e+01
1.098985e+03,6.524905e+01
1.099105e+03,6.528799e+01
1.099226e+03,6.532635e+01
1.099346e+03,6.536398e+01
1.099467e+03,6.540094e+01
1.099588e+03,6.543727e+01
1.099708e+03,6.547272e+01
1.099829e+03,6.550675e+01
1.099949e+03,6.553869e+01
1.100070e+03,6.556792e+01
1.100190e+03,6.559412e+01
1.100311e+03,6.561734e+01
1.100431e+03,6.563799e+01
1.100552e+03,6.565675e+01
1.100672e+03,6.567445e+01
1.100793e+03,6.569223e+01
1.100913e+03,6.571111e+01
1.101034e+03,6.573219e+01
1.101154e+03,6.575631e+01
1.101275e+03,6.578394e+01
1.101396e+03,6.581490e+01
1.101516e+03,6.584846e+01
1.101636e+03,6.588352e+01
1.101757e+03,6.591880e+01
1.101878e+03,6.595322e+01
1.101998e+03,6.598609e+01
1.102119e+03,6.601718e+01
1.102239e+03,6.604668e+01
1.102360e+03,6.607487e+01
1.102480e+03,6.610214e+01
1.102601e+03,6.612881e+01
1.102721e+03,6.615520e+01
1.102842e+03,6.618169e+01
1.102962e+03,6.620866e+01
1.103083e+03,6.623645e+01
1.103203e+03,6.626511e+01
1.103324e+03,6.629441e+01
1.103444e+03,6.632371e+01
1.103565e+03,6.635215e+01
1.103686e+03,6.637907e+01
1.103806e+03,6.640414e+01
1.103927e+03,6.642753e+01
1.104047e+03,6.644991e+01
1.104168e+03,6.647213e+01
1.104288e+03,6.649493e+01
1.104409e+03,6.651858e+01
1.104529e+03,6.654285e+01
1.104650e+03,6.656725e+01
1.104770e+03,6.659105e+01
1.104891e+03,6.661379e+01
1.105011e+03,6.663526e+01
1.105132e+03,6.665565e+01
1.105252e+03,6.667530e+01
1.105373e+03,6.669458e+01
1.105493e+03,6.671384e+01
1.105614e+03,6.673324e+01
1.105734e+03,6.675284e+01
1.105855e+03,6.677262e+01
1.105976e+03,6.679242e+01
1.106096e+03,6.681201e+01
1.106217e+03,6.683109e+01
1.106337e+03,6.684929e+01
1.106458e+03,6.686632e+01
1.106578e+03,6.688210e+01
1.106699e+03,6.689684e+01
1.106819e+03,6.691097e+01
1.106940e+03,6.692510e+01
1.107060e+03,6.693971e+01
1.107181e+03,6.695494e+01
1.107301e+03,6.697063e+01
1.107422e+03,6.698625e+01
1.107542e+03,6.700119e+01
1.107663e+03,6.701498e+01
1.107784e+03,6.702751e+01
1.107904e+03,6.703907e+01
1.108025e+03,6.705032e+01
1.108145e+03,6.706207e+01
1.108266e+03,6.707502e+01
1.108386e+03,6.708972e+01
1.108507e+03,6.710632e+01
1.108627e+03,6.712463e+01
1.108748e+03,6.714413e+01
1.108868e+03,6.716405e+01
1.108989e+03,6.718351e+01
1.109109e+03,6.720168e+01
1.109230e+03,6.721783e+01
1.109350e+03,6.723166e+01
1.109471e+03,6.724304e+01
1.109591e+03,6.725230e+01
1.109712e+03,6.725978e+01
1.109833e+03,6.726582e+01
1.109953e+03,6.727061e+01
1.110074e+03,6.727412e+01
1.110194e+03,6.727626e+01
1.110315e+03,6.727702e+01
1.110435e+03,6.727667e+01
1.110556e+03,6.727576e+01
1.110676e+03,6.727512e+01
1.110797e+03,6.727566e+01
1.110917e+03,6.727814e+01
1.111038e+03,6.728306e+01
1.111158e+03,6.729060e+01
1.111279e+03,6.730076e+01
1.111399e+03,6.731332e+01
1.111520e+03,6.732786e+01
1.111641e+03,6.734381e+01
1.111761e+03,6.736031e+01
1.111881e+03,6.737629e+01
1.112002e+03,6.739058e+01
1.112123e+03,6.740225e+01
1.112243e+03,6.741081e+01
1.112364e+03,6.741635e+01
1.112484e+03,6.741961e+01
1.112605e+03,6.742162e+01
1.112725e+03,6.742346e+01
1.112846e+03,6.742603e+01
1.112966e+03,6.742989e+01
1.113087e+03,6.743536e+01
1.113207e+03,6.744264e+01
1.113328e+03,6.745202e+01
1.113448e+03,6.746366e+01
1.113569e+03,6.747739e+01
1.113689e+03,6.749258e+01
1.113810e+03,6.750802e+01
1.113931e+03,6.752211e+01
1.114051e+03,6.753356e+01
1.114172e+03,6.754172e+01
1.114292e+03,6.754704e+01
1.114413e+03,6.755083e+01
1.114533e+03,6.755492e+01
1.114654e+03,6.756086e+01
1.114774e+03,6.756929e+01
1.114895e+03,6.757988e+01
1.115015e+03,6.759165e+01
1.115136e+03,6.760367e+01
1.115256e+03,6.761552e+01
1.115377e+03,6.762772e+01
1.115497e+03,6.764120e+01
1.115618e+03,6.765672e+01
1.115738e+03,6.767410e+01
1.115859e+03,6.769206e+01
1.115979e+03,6.770831e+01
1.116100e+03,6.772079e+01
1.116221e+03,6.772845e+01
1.116341e+03,6.773193e+01
1.116462e+03,6.773332e+01
1.116582e+03,6.773566e+01
1.116703e+03,6.774159e+01
1.116823e+03,6.775241e+01
1.116944e+03,6.776787e+01
1.117064e+03,6.778656e+01
1.117185e+03,6.780695e+01
1.117305e+03,6.782825e+01
1.117426e+03,6.785081e+01
1.117546e+03,6.787582e+01
1.117667e+03,6.790443e+01
1.117787e+03,6.793684e+01
1.117908e+03,6.797176e+01
1.118028e+03,6.800662e+01
1.118149e+03,6.803856e+01
1.118270e+03,6.806560e+01
1.118390e+03,6.808735e+01
1.118511e+03,6.810516e+01
1.118631e+03,6.812141e+01
1.118752e+03,6.813857e+01
1.118872e+03,6.815802e+01
1.118993e+03,6.817976e+01
1.119113e+03,6.820259e+01
1.119234e+03,6.822508e+01
1.119354e+03,6.824625e+01
1.119475e+03,6.826621e+01
1.119595e+03,6.828596e+01
1.119716e+03,6.830688e+01
1.119836e+03,6.833005e+01
1.119957e+03,6.835560e+01
1.120078e+03,6.838293e+01
1.120198e+03,6.841103e+01
1.120319e+03,6.843921e+01
1.120439e+03,6.846747e+01
1.120560e+03,6.849659e+01
1.120680e+03,6.852763e+01
1.120801e+03,6.856145e+01
1.120921e+03,6.859805e+01
1.121042e+03,6.863663e+01
1.121162e+03,6.867570e+01
1.121283e+03,6.871378e+01
1.121403e+03,6.874983e+01
1.121524e+03,6.878360e+01
1.121644e+03,6.881547e+01
1.121765e+03,6.884617e+01
1.121885e+03,6.887633e+01
1.122006e+03,6.890630e+01
1.122126e+03,6.893607e+01
1.122247e+03,6.896563e+01
1.122368e+03,6.899507e+01
