WaveNumber, LightSlowSlow
4.533102e+02,7.322742e+01
4.534308e+02,7.330421e+01
4.535513e+02,7.334500e+01
4.536718e+02,7.334969e+01
4.537923e+02,7.331947e+01
4.539129e+02,7.325659e+01
4.540334e+02,7.316379e+01
4.541539e+02,7.304225e+01
4.542744e+02,7.289010e+01
4.543950e+02,7.270334e+01
4.545155e+02,7.247932e+01
4.546360e+02,7.222109e+01
4.547566e+02,7.194190e+01
4.548771e+02,7.166605e+01
4.549976e+02,7.142192e+01
4.551182e+02,7.123813e+01
4.552387e+02,7.113398e+01
4.553592e+02,7.111433e+01
4.554797e+02,7.117072e+01
4.556003e+02,7.128637e+01
4.557208e+02,7.144360e+01
4.558413e+02,7.162778e+01
4.559619e+02,7.183085e+01
4.560824e+02,7.204762e+01
4.562029e+02,7.226995e+01
4.563235e+02,7.248390e+01
4.564440e+02,7.266885e+01
4.565645e+02,7.280136e+01
4.566850e+02,7.286566e+01
4.568056e+02,7.285822e+01
4.569261e+02,7.279171e+01
4.570466e+02,7.268945e+01
4.571671e+02,7.258017e+01
4.572877e+02,7.248940e+01
4.574082e+02,7.243282e+01
4.575287e+02,7.241419e+01
4.576493e+02,7.242593e+01
4.577698e+02,7.245545e+01
4.578903e+02,7.248938e+01
4.580109e+02,7.251972e+01
4.581314e+02,7.254462e+01
4.582519e+02,7.256450e+01
4.583724e+02,7.257951e+01
4.584930e+02,7.258862e+01
4.586135e+02,7.259057e+01
4.587340e+02,7.258499e+01
4.588546e+02,7.257372e+01
4.589751e+02,7.255919e+01
4.590956e+02,7.254275e+01
4.592162e+02,7.252355e+01
4.593367e+02,7.249709e+01
4.594572e+02,7.245776e+01
4.595777e+02,7.240103e+01
4.596983e+02,7.232550e+01
4.598188e+02,7.223357e+01
4.599393e+02,7.213033e+01
4.600598e+02,7.202118e+01
4.601804e+02,7.190973e+01
4.603009e+02,7.179927e+01
4.604214e+02,7.169477e+01
4.605420e+02,7.160477e+01
4.606625e+02,7.154446e+01
4.607830e+02,7.153168e+01
4.609036e+02,7.158186e+01
4.610241e+02,7.170245e+01
4.611446e+02,7.188715e+01
4.612651e+02,7.211692e+01
4.613857e+02,7.236266e+01
4.615062e+02,7.259607e+01
4.616267e+02,7.279675e+01
4.617473e+02,7.295619e+01
4.618678e+02,7.307661e+01
4.619883e+02,7.316324e+01
4.621089e+02,7.321743e+01
4.622294e+02,7.323214e+01
4.623499e+02,7.319334e+01
4.624704e+02,7.308698e+01
4.625910e+02,7.290896e+01
4.627115e+02,7.267155e+01
4.628320e+02,7.240519e+01
4.629525e+02,7.214843e+01
4.630731e+02,7.194039e+01
4.631936e+02,7.180572e+01
4.633141e+02,7.174844e+01
4.634347e+02,7.175213e+01
4.635552e+02,7.178687e+01
4.636757e+02,7.182169e+01
4.637963e+02,7.183308e+01
4.639168e+02,7.181557e+01
4.640373e+02,7.178253e+01
4.641578e+02,7.176225e+01
4.642784e+02,7.178539e+01
4.643989e+02,7.187595e+01
4.645194e+02,7.204188e+01
4.646400e+02,7.227052e+01
4.647605e+02,7.253000e+01
4.648810e+02,7.277539e+01
4.650015e+02,7.296378e+01
4.651221e+02,7.306141e+01
4.652426e+02,7.305490e+01
4.653631e+02,7.295310e+01
4.654836e+02,7.278661e+01
4.656042e+02,7.259970e+01
4.657247e+02,7.243616e+01
4.658452e+02,7.233310e+01
4.659658e+02,7.230941e+01
4.660863e+02,7.236359e+01
4.662068e+02,7.247636e+01
4.663274e+02,7.261855e+01
4.664479e+02,7.275941e+01
4.665684e+02,7.287225e+01
4.666890e+02,7.294262e+01
4.668095e+02,7.296822e+01
4.669300e+02,7.295708e+01
4.670505e+02,7.292220e+01
4.671711e+02,7.287659e+01
4.672916e+02,7.282954e+01
4.674121e+02,7.278564e+01
4.675327e+02,7.274556e+01
4.676532e+02,7.270940e+01
4.677737e+02,7.267926e+01
4.678942e+02,7.266093e+01
4.680148e+02,7.266322e+01
4.681353e+02,7.269445e+01
4.682558e+02,7.275921e+01
4.683763e+02,7.285410e+01
4.684969e+02,7.296732e+01
4.686174e+02,7.307880e+01
4.687379e+02,7.316571e+01
4.688585e+02,7.320942e+01
4.689790e+02,7.319884e+01
4.690995e+02,7.313464e+01
4.692201e+02,7.302854e+01
4.693406e+02,7.290017e+01
4.694611e+02,7.277093e+01
4.695817e+02,7.266019e+01
4.697022e+02,7.258221e+01
4.698227e+02,7.254316e+01
4.699432e+02,7.254308e+01
4.700638e+02,7.257594e+01
4.701843e+02,7.263171e+01
4.703048e+02,7.269646e+01
4.704254e+02,7.275351e+01
4.705459e+02,7.278686e+01
4.706664e+02,7.278393e+01
4.707869e+02,7.274010e+01
4.709075e+02,7.266178e+01
4.710280e+02,7.256709e+01
4.711485e+02,7.248193e+01
4.712690e+02,7.243161e+01
4.713896e+02,7.243616e+01
4.715101e+02,7.250171e+01
4.716306e+02,7.261893e+01
4.717512e+02,7.276406e+01
4.718717e+02,7.290697e+01
4.719922e+02,7.301936e+01
4.721128e+02,7.308157e+01
4.722333e+02,7.308902e+01
4.723538e+02,7.305135e+01
4.724744e+02,7.298830e+01
4.725949e+02,7.291933e+01
4.727154e+02,7.285784e+01
4.728359e+02,7.280645e+01
4.729565e+02,7.275883e+01
4.730770e+02,7.270393e+01
4.731975e+02,7.263168e+01
4.733181e+02,7.253795e+01
4.734386e+02,7.242529e+01
4.735591e+02,7.230383e+01
4.736796e+02,7.218808e+01
4.738002e+02,7.209586e+01
4.739207e+02,7.204317e+01
4.740412e+02,7.203993e+01
4.741617e+02,7.208791e+01
4.742823e+02,7.217854e+01
4.744028e+02,7.229535e+01
4.745233e+02,7.241607e+01
4.746439e+02,7.252029e+01
4.747644e+02,7.259428e+01
4.748849e+02,7.263411e+01
4.750055e+02,7.264601e+01
4.751260e+02,7.264296e+01
4.752465e+02,7.263972e+01
4.753671e+02,7.264561e+01
4.754876e+02,7.266289e+01
4.756081e+02,7.268571e+01
4.757286e+02,7.270421e+01
4.758492e+02,7.270777e+01
4.759697e+02,7.268980e+01
4.760902e+02,7.264940e+01
4.762108e+02,7.259103e+01
4.763313e+02,7.252270e+01
4.764518e+02,7.245284e+01
4.765723e+02,7.238984e+01
4.766929e+02,7.234137e+01
4.768134e+02,7.231411e+01
4.769339e+02,7.231474e+01
4.770544e+02,7.234802e+01
4.771750e+02,7.241490e+01
4.772955e+02,7.251021e+01
4.774160e+02,7.262283e+01
4.775366e+02,7.273650e+01
4.776571e+02,7.283260e+01
4.777776e+02,7.289661e+01
4.778982e+02,7.292004e+01
4.780187e+02,7.290331e+01
4.781392e+02,7.285474e+01
4.782598e+02,7.278802e+01
4.783803e+02,7.271817e+01
4.785008e+02,7.265738e+01
4.786213e+02,7.261409e+01
4.787419e+02,7.259136e+01
4.788624e+02,7.258790e+01
4.789829e+02,7.259782e+01
4.791035e+02,7.261214e+01
4.792240e+02,7.262095e+01
4.793445e+02,7.261435e+01
4.794650e+02,7.258616e+01
4.795856e+02,7.253646e+01
4.797061e+02,7.247253e+01
4.798266e+02,7.240771e+01
4.799471e+02,7.235847e+01
4.800677e+02,7.234019e+01
4.801882e+02,7.236081e+01
4.803087e+02,7.241922e+01
4.804293e+02,7.250469e+01
4.805498e+02,7.260070e+01
4.806703e+02,7.268916e+01
4.807909e+02,7.275468e+01
4.809114e+02,7.278892e+01
4.810319e+02,7.279089e+01
4.811525e+02,7.276690e+01
4.812730e+02,7.272700e+01
4.813935e+02,7.268337e+01
4.815140e+02,7.264684e+01
4.816346e+02,7.262447e+01
4.817551e+02,7.261970e+01
4.818756e+02,7.263092e+01
4.819962e+02,7.265237e+01
4.821167e+02,7.267455e+01
4.822372e+02,7.268731e+01
4.823577e+02,7.268256e+01
4.824783e+02,7.265657e+01
4.825988e+02,7.261185e+01
4.827193e+02,7.255665e+01
4.828398e+02,7.250351e+01
4.829604e+02,7.246481e+01
4.830809e+02,7.245086e+01
4.832014e+02,7.246727e+01
4.833220e+02,7.251479e+01
4.834425e+02,7.259013e+01
4.835630e+02,7.268662e+01
4.836836e+02,7.279568e+01
4.838041e+02,7.290528e+01
4.839246e+02,7.300063e+01
4.840452e+02,7.306640e+01
4.841657e+02,7.308849e+01
4.842862e+02,7.305901e+01
4.844067e+02,7.297900e+01
4.845273e+02,7.285943e+01
4.846478e+02,7.271860e+01
4.847683e+02,7.257758e+01
4.848889e+02,7.245644e+01
4.850094e+02,7.236781e+01
4.851299e+02,7.231482e+01
4.852504e+02,7.229199e+01
4.853710e+02,7.228941e+01
4.854915e+02,7.229771e+01
4.856120e+02,7.231232e+01
4.857325e+02,7.233478e+01
4.858531e+02,7.237048e+01
4.859736e+02,7.242364e+01
4.860941e+02,7.249272e+01
4.862147e+02,7.256789e+01
4.863352e+02,7.263281e+01
4.864557e+02,7.267070e+01
4.865763e+02,7.266875e+01
4.866968e+02,7.262405e+01
4.868173e+02,7.254395e+01
4.869379e+02,7.244442e+01
4.870584e+02,7.234455e+01
4.871789e+02,7.225974e+01
4.872994e+02,7.219936e+01
4.874200e+02,7.216396e+01
4.875405e+02,7.214751e+01
4.876610e+02,7.214079e+01
4.877816e+02,7.213669e+01
4.879021e+02,7.213271e+01
4.880226e+02,7.213209e+01
4.881431e+02,7.214226e+01
4.882637e+02,7.217187e+01
4.883842e+02,7.222741e+01
4.885047e+02,7.231033e+01
4.886252e+02,7.241614e+01
4.887458e+02,7.253519e+01
4.888663e+02,7.265594e+01
4.889868e+02,7.276643e+01
4.891074e+02,7.285729e+01
4.892279e+02,7.292387e+01
4.893484e+02,7.296497e+01
4.894690e+02,7.298262e+01
4.895895e+02,7.298077e+01
4.897100e+02,7.296416e+01
4.898306e+02,7.293790e+01
4.899511e+02,7.290746e+01
4.900716e+02,7.287911e+01
4.901921e+02,7.285883e+01
4.903127e+02,7.285157e+01
4.904332e+02,7.285959e+01
4.905537e+02,7.288114e+01
4.906743e+02,7.291059e+01
4.907948e+02,7.293953e+01
4.909153e+02,7.296006e+01
4.910358e+02,7.296692e+01
4.911564e+02,7.295909e+01
4.912769e+02,7.293937e+01
4.913974e+02,7.291254e+01
4.915179e+02,7.288242e+01
4.916385e+02,7.284936e+01
4.917590e+02,7.280997e+01
4.918795e+02,7.275898e+01
4.920001e+02,7.269289e+01
4.921206e+02,7.261331e+01
4.922411e+02,7.252846e+01
4.923617e+02,7.245114e+01
4.924822e+02,7.239651e+01
4.926027e+02,7.237606e+01
4.927233e+02,7.239466e+01
4.928438e+02,7.245000e+01
4.929643e+02,7.253403e+01
4.930848e+02,7.263580e+01
4.932054e+02,7.274433e+01
4.933259e+02,7.285149e+01
4.934464e+02,7.295172e+01
4.935670e+02,7.304206e+01
4.936875e+02,7.312081e+01
4.938080e+02,7.318708e+01
4.939285e+02,7.324025e+01
4.940491e+02,7.328075e+01
4.941696e+02,7.330953e+01
4.942901e+02,7.332785e+01
4.944106e+02,7.333611e+01
4.945312e+02,7.333277e+01
4.946517e+02,7.331399e+01
4.947722e+02,7.327540e+01
4.948928e+02,7.321410e+01
4.950133e+02,7.313147e+01
4.951339e+02,7.303433e+01
4.952544e+02,7.293504e+01
4.953749e+02,7.284719e+01
4.954954e+02,7.278175e+01
4.956160e+02,7.274339e+01
4.957365e+02,7.272840e+01
4.958570e+02,7.272673e+01
4.959775e+02,7.272599e+01
4.960981e+02,7.271706e+01
4.962186e+02,7.269722e+01
4.963391e+02,7.267088e+01
4.964597e+02,7.264658e+01
4.965802e+02,7.263319e+01
4.967007e+02,7.263485e+01
4.968212e+02,7.264896e+01
4.969418e+02,7.266657e+01
4.970623e+02,7.267626e+01
4.971828e+02,7.266926e+01
4.973033e+02,7.264239e+01
4.974239e+02,7.260021e+01
4.975444e+02,7.255254e+01
4.976649e+02,7.251163e+01
4.977855e+02,7.248697e+01
4.979060e+02,7.248177e+01
4.980266e+02,7.249277e+01
4.981471e+02,7.251223e+01
4.982676e+02,7.253119e+01
4.983881e+02,7.254372e+01
4.985087e+02,7.255009e+01
4.986292e+02,7.255701e+01
4.987497e+02,7.257618e+01
4.988702e+02,7.261930e+01
4.989908e+02,7.269436e+01
4.991113e+02,7.280119e+01
4.992318e+02,7.293111e+01
4.993524e+02,7.306654e+01
4.994729e+02,7.318553e+01
4.995934e+02,7.326845e+01
4.997139e+02,7.330060e+01
4.998345e+02,7.327795e+01
4.999550e+02,7.320711e+01
5.000755e+02,7.310403e+01
5.001960e+02,7.298891e+01
5.003166e+02,7.288067e+01
5.004371e+02,7.279443e+01
5.005576e+02,7.273768e+01
5.006782e+02,7.271149e+01
5.007987e+02,7.271162e+01
5.009193e+02,7.273185e+01
5.010398e+02,7.276642e+01
5.011603e+02,7.281087e+01
5.012808e+02,7.286269e+01
5.014014e+02,7.291996e+01
5.015219e+02,7.297945e+01
5.016424e+02,7.303595e+01
5.017629e+02,7.308173e+01
5.018835e+02,7.310793e+01
5.020040e+02,7.310759e+01
5.021245e+02,7.307851e+01
5.022451e+02,7.302586e+01
5.023656e+02,7.296082e+01
5.024861e+02,7.289929e+01
5.026066e+02,7.285549e+01
5.027272e+02,7.283814e+01
5.028477e+02,7.284911e+01
5.029682e+02,7.288321e+01
5.030887e+02,7.293079e+01
5.032093e+02,7.297977e+01
5.033298e+02,7.301971e+01
5.034503e+02,7.304367e+01
5.035709e+02,7.304868e+01
5.036914e+02,7.303609e+01
5.038119e+02,7.300996e+01
5.039325e+02,7.297601e+01
5.040530e+02,7.293967e+01
5.041735e+02,7.290610e+01
5.042940e+02,7.287965e+01
5.044146e+02,7.286346e+01
5.045351e+02,7.285903e+01
5.046556e+02,7.286526e+01
