WaveNumber, LightSlowSlow
1.160214e+03,7.651986e+01
1.160334e+03,7.652783e+01
1.160455e+03,7.653771e+01
1.160575e+03,7.654945e+01
1.160696e+03,7.656265e+01
1.160816e+03,7.657664e+01
1.160937e+03,7.659067e+01
1.161057e+03,7.660421e+01
1.161178e+03,7.661709e+01
1.161298e+03,7.662954e+01
1.161419e+03,7.664209e+01
1.161540e+03,7.665545e+01
1.161660e+03,7.667012e+01
1.161781e+03,7.668639e+01
1.161901e+03,7.670412e+01
1.162022e+03,7.672279e+01
1.162142e+03,7.674186e+01
1.162263e+03,7.676064e+01
1.162383e+03,7.677859e+01
1.162504e+03,7.679539e+01
1.162624e+03,7.681086e+01
1.162745e+03,7.682504e+01
1.162865e+03,7.683811e+01
1.162986e+03,7.685049e+01
1.163106e+03,7.686273e+01
1.163227e+03,7.687550e+01
1.163347e+03,7.688938e+01
1.163468e+03,7.690482e+01
1.163589e+03,7.692186e+01
1.163709e+03,7.694019e+01
1.163830e+03,7.695924e+01
1.163950e+03,7.697839e+01
1.164071e+03,7.699720e+01
1.164191e+03,7.701556e+01
1.164312e+03,7.703376e+01
1.164432e+03,7.705235e+01
1.164553e+03,7.707179e+01
1.164673e+03,7.709238e+01
1.164794e+03,7.711405e+01
1.164914e+03,7.713646e+01
1.165035e+03,7.715912e+01
1.165155e+03,7.718166e+01
1.165276e+03,7.720396e+01
1.165396e+03,7.722607e+01
1.165517e+03,7.724824e+01
1.165637e+03,7.727068e+01
1.165758e+03,7.729345e+01
1.165879e+03,7.731639e+01
1.165999e+03,7.733929e+01
1.166120e+03,7.736192e+01
1.166240e+03,7.738415e+01
1.166361e+03,7.740610e+01
1.166481e+03,7.742794e+01
1.166602e+03,7.744994e+01
1.166722e+03,7.747229e+01
1.166843e+03,7.749504e+01
1.166963e+03,7.751817e+01
1.167084e+03,7.754149e+01
1.167204e+03,7.756480e+01
1.167325e+03,7.758782e+01
1.167445e+03,7.761022e+01
1.167566e+03,7.763174e+01
1.167687e+03,7.765209e+01
1.167807e+03,7.767123e+01
1.167928e+03,7.768934e+01
1.168048e+03,7.770689e+01
1.168169e+03,7.772469e+01
1.168289e+03,7.774350e+01
1.168410e+03,7.776411e+01
1.168530e+03,7.778695e+01
1.168651e+03,7.781206e+01
1.168771e+03,7.783910e+01
1.168892e+03,7.786744e+01
1.169012e+03,7.789635e+01
1.169133e+03,7.792515e+01
1.169253e+03,7.795335e+01
1.169374e+03,7.798069e+01
1.169494e+03,7.800713e+01
1.169615e+03,7.803287e+01
1.169735e+03,7.805821e+01
1.169856e+03,7.808361e+01
1.169977e+03,7.810954e+01
1.170097e+03,7.813646e+01
1.170218e+03,7.816460e+01
1.170338e+03,7.819401e+01
1.170459e+03,7.822439e+01
1.170579e+03,7.825520e+01
1.170700e+03,7.828573e+01
1.170820e+03,7.831538e+01
1.170941e+03,7.834366e+01
1.171061e+03,7.837039e+01
1.171182e+03,7.839568e+01
1.171302e+03,7.841984e+01
1.171423e+03,7.844324e+01
1.171543e+03,7.846626e+01
1.171664e+03,7.848914e+01
1.171785e+03,7.851205e+01
1.171905e+03,7.853513e+01
1.172026e+03,7.855861e+01
1.172146e+03,7.858278e+01
1.172267e+03,7.860812e+01
1.172387e+03,7.863515e+01
1.172508e+03,7.866428e+01
1.172628e+03,7.869561e+01
1.172749e+03,7.872890e+01
1.172869e+03,7.876341e+01
1.172990e+03,7.879805e+01
1.173110e+03,7.883166e+01
1.173231e+03,7.886335e+01
1.173351e+03,7.889281e+01
1.173472e+03,7.892045e+01
1.173592e+03,7.894740e+01
1.173713e+03,7.897512e+01
1.173833e+03,7.900490e+01
1.173954e+03,7.903745e+01
1.174075e+03,7.907256e+01
1.174195e+03,7.910933e+01
1.174316e+03,7.914628e+01
1.174436e+03,7.918203e+01
1.174557e+03,7.921571e+01
1.174677e+03,7.924715e+01
1.174798e+03,7.927685e+01
1.174918e+03,7.930550e+01
1.175039e+03,7.933384e+01
1.175159e+03,7.936232e+01
1.175280e+03,7.939114e+01
1.175400e+03,7.942054e+01
1.175521e+03,7.945100e+01
1.175641e+03,7.948331e+01
1.175762e+03,7.951847e+01
1.175882e+03,7.955721e+01
1.176003e+03,7.959947e+01
1.176124e+03,7.964417e+01
1.176244e+03,7.968929e+01
1.176365e+03,7.973238e+01
1.176485e+03,7.977122e+01
1.176606e+03,7.980461e+01
1.176726e+03,7.983261e+01
1.176847e+03,7.985657e+01
1.176967e+03,7.987844e+01
1.177088e+03,7.990034e+01
1.177208e+03,7.992397e+01
1.177329e+03,7.995010e+01
1.177449e+03,7.997889e+01
1.177570e+03,8.000991e+01
1.177690e+03,8.004256e+01
1.177811e+03,8.007608e+01
1.177932e+03,8.010970e+01
1.178052e+03,8.014261e+01
1.178172e+03,8.017393e+01
1.178293e+03,8.020296e+01
1.178414e+03,8.022946e+01
1.178534e+03,8.025375e+01
1.178655e+03,8.027684e+01
1.178775e+03,8.030012e+01
1.178896e+03,8.032502e+01
1.179016e+03,8.035247e+01
1.179137e+03,8.038266e+01
1.179257e+03,8.041499e+01
1.179378e+03,8.044849e+01
1.179498e+03,8.048200e+01
1.179619e+03,8.051468e+01
1.179739e+03,8.054613e+01
1.179860e+03,8.057619e+01
1.179980e+03,8.060480e+01
1.180101e+03,8.063175e+01
1.180222e+03,8.065672e+01
1.180342e+03,8.067942e+01
1.180463e+03,8.069996e+01
1.180583e+03,8.071898e+01
1.180704e+03,8.073772e+01
1.180824e+03,8.075758e+01
1.180945e+03,8.077985e+01
1.181065e+03,8.080511e+01
1.181186e+03,8.083315e+01
1.181306e+03,8.086298e+01
1.181427e+03,8.089342e+01
1.181547e+03,8.092334e+01
1.181668e+03,8.095216e+01
1.181788e+03,8.098006e+01
1.181909e+03,8.100773e+01
1.182029e+03,8.103620e+01
1.182150e+03,8.106634e+01
1.182271e+03,8.109868e+01
1.182391e+03,8.113317e+01
1.182512e+03,8.116917e+01
1.182632e+03,8.120541e+01
1.182753e+03,8.124023e+01
1.182873e+03,8.127199e+01
1.182994e+03,8.129915e+01
1.183114e+03,8.132086e+01
1.183235e+03,8.133723e+01
1.183355e+03,8.134938e+01
1.183476e+03,8.135928e+01
1.183596e+03,8.136919e+01
1.183717e+03,8.138122e+01
1.183837e+03,8.139655e+01
1.183958e+03,8.141530e+01
1.184078e+03,8.143660e+01
1.184199e+03,8.145903e+01
1.184320e+03,8.148126e+01
1.184440e+03,8.150241e+01
1.184561e+03,8.152233e+01
1.184681e+03,8.154151e+01
1.184802e+03,8.156057e+01
1.184922e+03,8.157996e+01
1.185043e+03,8.159975e+01
1.185163e+03,8.161961e+01
1.185284e+03,8.163914e+01
1.185404e+03,8.165802e+01
1.185525e+03,8.167631e+01
1.185645e+03,8.169431e+01
1.185766e+03,8.171238e+01
1.185886e+03,8.173075e+01
1.186007e+03,8.174936e+01
1.186127e+03,8.176797e+01
1.186248e+03,8.178636e+01
1.186369e+03,8.180459e+01
1.186489e+03,8.182298e+01
1.186610e+03,8.184210e+01
1.186730e+03,8.186241e+01
1.186851e+03,8.188407e+01
1.186971e+03,8.190681e+01
1.187092e+03,8.192995e+01
1.187212e+03,8.195265e+01
1.187333e+03,8.197433e+01
1.187453e+03,8.199476e+01
1.187574e+03,8.201398e+01
1.187694e+03,8.203236e+01
1.187815e+03,8.205025e+01
1.187935e+03,8.206781e+01
1.188056e+03,8.208505e+01
1.188177e+03,8.210189e+01
1.188297e+03,8.211829e+01
1.188417e+03,8.213425e+01
1.188538e+03,8.214976e+01
1.188659e+03,8.216463e+01
1.188779e+03,8.217850e+01
1.188900e+03,8.219070e+01
1.189020e+03,8.220078e+01
1.189141e+03,8.220848e+01
1.189261e+03,8.221426e+01
1.189382e+03,8.221907e+01
1.189502e+03,8.222424e+01
1.189623e+03,8.223106e+01
1.189743e+03,8.224036e+01
1.189864e+03,8.225233e+01
1.189984e+03,8.226662e+01
1.190105e+03,8.228262e+01
1.190225e+03,8.229982e+01
1.190346e+03,8.231803e+01
1.190467e+03,8.233724e+01
1.190587e+03,8.235748e+01
1.190708e+03,8.237832e+01
1.190828e+03,8.239892e+01
1.190949e+03,8.241794e+01
1.191069e+03,8.243408e+01
1.191190e+03,8.244653e+01
1.191310e+03,8.245529e+01
1.191431e+03,8.246125e+01
1.191551e+03,8.246587e+01
1.191672e+03,8.247079e+01
1.191792e+03,8.247719e+01
1.191913e+03,8.248547e+01
1.192033e+03,8.249535e+01
1.192154e+03,8.250607e+01
1.192274e+03,8.251672e+01
1.192395e+03,8.252655e+01
1.192516e+03,8.253518e+01
1.192636e+03,8.254245e+01
1.192757e+03,8.254841e+01
1.192877e+03,8.255314e+01
1.192998e+03,8.255682e+01
1.193118e+03,8.255982e+01
1.193239e+03,8.256271e+01
1.193359e+03,8.256630e+01
1.193480e+03,8.257140e+01
1.193600e+03,8.257862e+01
1.193721e+03,8.258817e+01
1.193841e+03,8.259964e+01
1.193962e+03,8.261223e+01
1.194082e+03,8.262483e+01
1.194203e+03,8.263654e+01
1.194323e+03,8.264671e+01
1.194444e+03,8.265516e+01
1.194564e+03,8.266211e+01
1.194685e+03,8.266803e+01
1.194806e+03,8.267346e+01
1.194926e+03,8.267891e+01
1.195047e+03,8.268474e+01
1.195167e+03,8.269125e+01
1.195288e+03,8.269854e+01
1.195408e+03,8.270656e+01
1.195529e+03,8.271500e+01
1.195649e+03,8.272335e+01
1.195770e+03,8.273097e+01
1.195890e+03,8.273724e+01
1.196011e+03,8.274174e+01
1.196131e+03,8.274435e+01
1.196252e+03,8.274531e+01
1.196372e+03,8.274510e+01
1.196493e+03,8.274434e+01
1.196614e+03,8.274354e+01
1.196734e+03,8.274310e+01
1.196855e+03,8.274333e+01
1.196975e+03,8.274440e+01
1.197096e+03,8.274647e+01
1.197216e+03,8.274963e+01
1.197337e+03,8.275381e+01
1.197457e+03,8.275876e+01
1.197578e+03,8.276388e+01
1.197698e+03,8.276849e+01
1.197819e+03,8.277191e+01
1.197939e+03,8.277374e+01
1.198060e+03,8.277402e+01
1.198180e+03,8.277337e+01
1.198301e+03,8.277275e+01
1.198421e+03,8.277322e+01
1.198542e+03,8.277570e+01
1.198662e+03,8.278069e+01
1.198783e+03,8.278815e+01
1.198904e+03,8.279752e+01
1.199024e+03,8.280796e+01
1.199145e+03,8.281851e+01
1.199265e+03,8.282825e+01
1.199386e+03,8.283651e+01
1.199506e+03,8.284293e+01
1.199627e+03,8.284746e+01
1.199747e+03,8.285035e+01
1.199868e+03,8.285201e+01
1.199988e+03,8.285292e+01
1.200109e+03,8.285336e+01
1.200229e+03,8.285344e+01
1.200350e+03,8.285300e+01
1.200470e+03,8.285181e+01
1.200591e+03,8.284966e+01
1.200712e+03,8.284670e+01
1.200832e+03,8.284344e+01
1.200953e+03,8.284077e+01
1.201073e+03,8.283965e+01
1.201194e+03,8.284085e+01
1.201314e+03,8.284470e+01
1.201435e+03,8.285101e+01
1.201555e+03,8.285913e+01
1.201676e+03,8.286826e+01
1.201796e+03,8.287772e+01
1.201917e+03,8.288706e+01
1.202037e+03,8.289613e+01
1.202158e+03,8.290478e+01
1.202278e+03,8.291276e+01
1.202399e+03,8.291943e+01
1.202519e+03,8.292401e+01
1.202640e+03,8.292570e+01
1.202760e+03,8.292410e+01
1.202881e+03,8.291939e+01
1.203002e+03,8.291246e+01
1.203122e+03,8.290459e+01
1.203243e+03,8.289713e+01
1.203363e+03,8.289109e+01
1.203484e+03,8.288699e+01
1.203604e+03,8.288480e+01
1.203725e+03,8.288417e+01
1.203845e+03,8.288467e+01
1.203966e+03,8.288592e+01
1.204086e+03,8.288756e+01
1.204207e+03,8.288920e+01
1.204327e+03,8.289017e+01
1.204448e+03,8.288963e+01
1.204568e+03,8.288674e+01
1.204689e+03,8.288102e+01
1.204809e+03,8.287279e+01
1.204930e+03,8.286317e+01
1.205051e+03,8.285401e+01
1.205171e+03,8.284742e+01
1.205292e+03,8.284494e+01
1.205412e+03,8.284711e+01
1.205533e+03,8.285312e+01
1.205653e+03,8.286119e+01
1.205774e+03,8.286900e+01
1.205894e+03,8.287449e+01
1.206015e+03,8.287663e+01
1.206135e+03,8.287560e+01
1.206256e+03,8.287260e+01
1.206376e+03,8.286939e+01
1.206497e+03,8.286761e+01
1.206617e+03,8.286810e+01
1.206738e+03,8.287082e+01
1.206859e+03,8.287469e+01
1.206979e+03,8.287826e+01
1.207099e+03,8.288008e+01
1.207220e+03,8.287919e+01
1.207341e+03,8.287524e+01
1.207461e+03,8.286855e+01
1.207582e+03,8.285989e+01
1.207702e+03,8.285006e+01
1.207823e+03,8.283980e+01
1.207943e+03,8.282964e+01
1.208064e+03,8.282001e+01
1.208184e+03,8.281118e+01
1.208305e+03,8.280341e+01
1.208425e+03,8.279696e+01
1.208546e+03,8.279186e+01
1.208666e+03,8.278798e+01
1.208787e+03,8.278493e+01
1.208907e+03,8.278217e+01
1.209028e+03,8.277923e+01
1.209149e+03,8.277597e+01
1.209269e+03,8.277261e+01
1.209390e+03,8.276970e+01
1.209510e+03,8.276797e+01
1.209631e+03,8.276799e+01
1.209751e+03,8.276987e+01
1.209872e+03,8.277322e+01
1.209992e+03,8.277709e+01
1.210113e+03,8.278049e+01
1.210233e+03,8.278249e+01
1.210354e+03,8.278263e+01
1.210474e+03,8.278100e+01
1.210595e+03,8.277804e+01
1.210715e+03,8.277441e+01
1.210836e+03,8.277056e+01
1.210956e+03,8.276669e+01
1.211077e+03,8.276265e+01
1.211198e+03,8.275816e+01
1.211318e+03,8.275298e+01
1.211439e+03,8.274704e+01
1.211559e+03,8.274049e+01
1.211680e+03,8.273360e+01
1.211800e+03,8.272660e+01
1.211921e+03,8.271963e+01
1.212041e+03,8.271268e+01
1.212162e+03,8.270577e+01
1.212282e+03,8.269904e+01
1.212403e+03,8.269290e+01
1.212523e+03,8.268796e+01
1.212644e+03,8.268484e+01
1.212764e+03,8.268389e+01
1.212885e+03,8.268511e+01
1.213005e+03,8.268802e+01
1.213126e+03,8.269180e+01
1.213247e+03,8.269559e+01
1.213367e+03,8.269866e+01
1.213488e+03,8.270059e+01
1.213608e+03,8.270124e+01
1.213729e+03,8.270069e+01
1.213849e+03,8.269888e+01
1.213970e+03,8.269572e+01
1.214090e+03,8.269099e+01
1.214211e+03,8.268450e+01
1.214331e+03,8.267638e+01
1.214452e+03,8.266718e+01
1.214572e+03,8.265784e+01
1.214693e+03,8.264948e+01
1.214813e+03,8.264317e+01
1.214934e+03,8.263959e+01
1.215054e+03,8.263873e+01
1.215175e+03,8.264019e+01
1.215296e+03,8.264307e+01
1.215416e+03,8.264647e+01
1.215537e+03,8.264958e+01
1.215657e+03,8.265199e+01
1.215778e+03,8.265347e+01
1.215898e+03,8.265392e+01
1.216019e+03,8.265324e+01
1.216139e+03,8.265113e+01
1.216260e+03,8.264717e+01
1.216380e+03,8.264100e+01
1.216501e+03,8.263255e+01
1.216621e+03,8.262225e+01
1.216742e+03,8.261105e+01
1.216862e+03,8.260031e+01
1.216983e+03,8.259148e+01
1.217104e+03,8.258554e+01
1.217224e+03,8.258283e+01
1.217344e+03,8.258280e+01
1.217465e+03,8.258421e+01
1.217586e+03,8.258542e+01
1.217706e+03,8.258498e+01
1.217827e+03,8.258215e+01
1.217947e+03,8.257705e+01
1.218068e+03,8.257063e+01
1.218188e+03,8.256426e+01
1.218309e+03,8.255927e+01
1.218429e+03,8.255636e+01
1.218550e+03,8.255543e+01
1.218670e+03,8.255555e+01
1.218791e+03,8.255547e+01
1.218911e+03,8.255389e+01
1.219032e+03,8.255011e+01
1.219152e+03,8.254404e+01
1.219273e+03,8.253630e+01
1.219394e+03,8.252785e+01
1.219514e+03,8.251964e+01
1.219635e+03,8.251241e+01
1.219755e+03,8.250654e+01
1.219876e+03,8.250203e+01
1.219996e+03,8.249878e+01
1.220117e+03,8.249650e+01
1.220237e+03,8.249486e+01
1.220358e+03,8.249330e+01
1.220478e+03,8.249112e+01
1.220599e+03,8.248739e+01
1.220719e+03,8.248118e+01
1.220840e+03,8.247200e+01
1.220960e+03,8.245987e+01
1.221081e+03,8.244563e+01
1.221201e+03,8.243068e+01
1.221322e+03,8.241676e+01
1.221443e+03,8.240551e+01
1.221563e+03,8.239780e+01
1.221684e+03,8.239382e+01
1.221804e+03,8.239285e+01
1.221925e+03,8.239374e+01
1.222045e+03,8.239513e+01
1.222166e+03,8.239573e+01
1.222286e+03,8.239464e+01
1.222407e+03,8.239120e+01
1.222527e+03,8.238507e+01
1.222648e+03,8.237604e+01
1.222768e+03,8.236410e+01
1.222889e+03,8.234956e+01
1.223009e+03,8.233311e+01
1.223130e+03,8.231576e+01
1.223250e+03,8.229885e+01
1.223371e+03,8.228355e+01
1.223491e+03,8.227080e+01
1.223612e+03,8.226093e+01
1.223733e+03,8.225376e+01
1.223853e+03,8.224863e+01
1.223974e+03,8.224474e+01
1.224094e+03,8.224133e+01
1.224215e+03,8.223778e+01
1.224335e+03,8.223367e+01
1.224456e+03,8.222849e+01
1.224576e+03,8.222171e+01
1.224697e+03,8.221278e+01
1.224817e+03,8.220123e+01
1.224938e+03,8.218707e+01
1.225058e+03,8.217078e+01
1.225179e+03,8.215364e+01
1.225299e+03,8.213722e+01
1.225420e+03,8.212299e+01
1.225541e+03,8.211203e+01
1.225661e+03,8.210442e+01
1.225781e+03,8.209944e+01
1.225902e+03,8.209560e+01
1.226023e+03,8.209137e+01
1.226143e+03,8.208563e+01
1.226264e+03,8.207789e+01
1.226384e+03,8.206848e+01
1.226505e+03,8.205819e+01
1.226625e+03,8.204783e+01
1.226746e+03,8.203787e+01
1.226866e+03,8.202814e+01
1.226987e+03,8.201802e+01
1.227107e+03,8.200668e+01
1.227228e+03,8.199348e+01
1.227348e+03,8.197839e+01
1.227469e+03,8.196189e+01
1.227589e+03,8.194504e+01
1.227710e+03,8.192892e+01
1.227831e+03,8.191446e+01
1.227951e+03,8.190210e+01
1.228072e+03,8.189185e+01
1.228192e+03,8.188325e+01
1.228313e+03,8.187573e+01
1.228433e+03,8.186869e+01
1.228554e+03,8.186159e+01
1.228674e+03,8.185399e+01
1.228795e+03,8.184558e+01
1.228915e+03,8.183616e+01
1.229036e+03,8.182568e+01
1.229156e+03,8.181445e+01
1.229277e+03,8.180311e+01
1.229397e+03,8.179251e+01
1.229518e+03,8.178357e+01
1.229638e+03,8.177697e+01
1.229759e+03,8.177277e+01
1.229880e+03,8.177053e+01
1.230000e+03,8.176911e+01
1.230121e+03,8.176714e+01
1.230241e+03,8.176342e+01
1.230362e+03,8.175705e+01
1.230482e+03,8.174775e+01
1.230603e+03,8.173575e+01
1.230723e+03,8.172162e+01
1.230844e+03,8.170606e+01
1.230964e+03,8.168968e+01
1.231085e+03,8.167316e+01
1.231205e+03,8.165699e+01
1.231326e+03,8.164178e+01
1.231446e+03,8.162815e+01
1.231567e+03,8.161659e+01
1.231688e+03,8.160735e+01
1.231808e+03,8.160036e+01
1.231929e+03,8.159518e+01
1.232049e+03,8.159126e+01
1.232170e+03,8.158800e+01
1.232290e+03,8.158503e+01
1.232411e+03,8.158226e+01
1.232531e+03,8.157968e+01
1.232652e+03,8.157719e+01
1.232772e+03,8.157440e+01
1.232893e+03,8.157072e+01
1.233013e+03,8.156549e+01
1.233134e+03,8.155830e+01
1.233254e+03,8.154936e+01
1.233375e+03,8.153949e+01
1.233495e+03,8.153004e+01
1.233616e+03,8.152233e+01
1.233736e+03,8.151716e+01
1.233857e+03,8.151456e+01
1.233978e+03,8.151365e+01
1.234098e+03,8.151295e+01
1.234219e+03,8.151099e+01
1.234339e+03,8.150674e+01
1.234460e+03,8.149998e+01
1.234580e+03,8.149126e+01
1.234701e+03,8.148148e+01
1.234821e+03,8.147169e+01
1.234942e+03,8.146243e+01
1.235062e+03,8.145386e+01
1.235183e+03,8.144560e+01
1.235303e+03,8.143723e+01
1.235424e+03,8.142851e+01
1.235544e+03,8.141946e+01
1.235665e+03,8.141054e+01
1.235786e+03,8.140226e+01
1.235906e+03,8.139522e+01
1.236026e+03,8.138972e+01
1.236147e+03,8.138577e+01
1.236268e+03,8.138304e+01
1.236388e+03,8.138110e+01
1.236509e+03,8.137930e+01
1.236629e+03,8.137705e+01
1.236750e+03,8.137386e+01
1.236870e+03,8.136938e+01
1.236991e+03,8.136366e+01
1.237111e+03,8.135697e+01
1.237232e+03,8.135003e+01
1.237352e+03,8.134364e+01
1.237473e+03,8.133859e+01
1.237593e+03,8.133527e+01
1.237714e+03,8.133366e+01
1.237834e+03,8.133329e+01
1.237955e+03,8.133340e+01
1.238076e+03,8.133337e+01
1.238196e+03,8.133295e+01
1.238317e+03,8.133235e+01
1.238437e+03,8.133230e+01
1.238558e+03,8.133359e+01
1.238678e+03,8.133682e+01
1.238799e+03,8.134203e+01
1.238919e+03,8.134859e+01
1.239040e+03,8.135535e+01
1.239160e+03,8.136102e+01
1.239281e+03,8.136453e+01
1.239401e+03,8.136543e+01
1.239522e+03,8.136395e+01
1.239642e+03,8.136111e+01
1.239763e+03,8.135841e+01
1.239883e+03,8.135736e+01
1.240004e+03,8.135927e+01
1.240125e+03,8.136491e+01
1.240245e+03,8.137434e+01
1.240366e+03,8.138692e+01
1.240486e+03,8.140148e+01
1.240607e+03,8.141656e+01
1.240727e+03,8.143083e+01
1.240848e+03,8.144324e+01
1.240968e+03,8.145335e+01
1.241089e+03,8.146124e+01
1.241209e+03,8.146741e+01
1.241330e+03,8.147255e+01
1.241450e+03,8.147726e+01
1.241571e+03,8.148203e+01
1.241691e+03,8.148706e+01
1.241812e+03,8.149247e+01
1.241932e+03,8.149835e+01
1.242053e+03,8.150489e+01
1.242173e+03,8.151229e+01
1.242294e+03,8.152069e+01
1.242415e+03,8.153002e+01
1.242535e+03,8.153999e+01
1.242656e+03,8.155004e+01
1.242776e+03,8.155968e+01
1.242897e+03,8.156855e+01
1.243017e+03,8.157663e+01
1.243138e+03,8.158431e+01
1.243258e+03,8.159219e+01
1.243379e+03,8.160081e+01
1.243499e+03,8.161051e+01
1.243620e+03,8.162138e+01
1.243740e+03,8.163310e+01
1.243861e+03,8.164522e+01
1.243981e+03,8.165721e+01
1.244102e+03,8.166865e+01
1.244223e+03,8.167914e+01
1.244343e+03,8.168840e+01
1.244464e+03,8.169620e+01
1.244584e+03,8.170249e+01
1.244705e+03,8.170741e+01
1.244825e+03,8.171144e+01
1.244946e+03,8.171539e+01
1.245066e+03,8.172012e+01
1.245187e+03,8.172648e+01
1.245307e+03,8.173489e+01
1.245428e+03,8.174520e+01
1.245548e+03,8.175681e+01
1.245669e+03,8.176875e+01
1.245789e+03,8.178012e+01
1.245910e+03,8.179039e+01
1.246030e+03,8.179938e+01
1.246151e+03,8.180733e+01
1.246271e+03,8.181459e+01
1.246392e+03,8.182148e+01
1.246513e+03,8.182810e+01
1.246633e+03,8.183449e+01
1.246754e+03,8.184064e+01
1.246874e+03,8.184679e+01
1.246995e+03,8.185344e+01
1.247115e+03,8.186110e+01
1.247236e+03,8.187012e+01
1.247356e+03,8.188055e+01
1.247477e+03,8.189191e+01
1.247597e+03,8.190337e+01
1.247718e+03,8.191412e+01
1.247838e+03,8.192363e+01
1.247959e+03,8.193188e+01
1.248079e+03,8.193941e+01
1.248200e+03,8.194687e+01
1.248321e+03,8.195494e+01
1.248441e+03,8.196388e+01
1.248562e+03,8.197346e+01
1.248682e+03,8.198315e+01
1.248803e+03,8.199232e+01
1.248923e+03,8.200062e+01
1.249044e+03,8.200802e+01
1.249164e+03,8.201482e+01
1.249285e+03,8.202140e+01
1.249405e+03,8.202816e+01
1.249526e+03,8.203524e+01
1.249646e+03,8.204259e+01
1.249767e+03,8.205012e+01
1.249887e+03,8.205784e+01
1.250008e+03,8.206595e+01
1.250128e+03,8.207481e+01
1.250249e+03,8.208472e+01
1.250370e+03,8.209573e+01
1.250490e+03,8.210751e+01
1.250611e+03,8.211937e+01
1.250731e+03,8.213037e+01
1.250852e+03,8.213962e+01
1.250972e+03,8.214652e+01
1.251093e+03,8.215094e+01
1.251213e+03,8.215325e+01
1.251334e+03,8.215421e+01
1.251454e+03,8.215485e+01
1.251575e+03,8.215608e+01
1.251695e+03,8.215859e+01
1.251816e+03,8.216270e+01
1.251936e+03,8.216840e+01
1.252057e+03,8.217518e+01
1.252177e+03,8.218244e+01
1.252298e+03,8.218954e+01
1.252418e+03,8.219595e+01
1.252539e+03,8.220145e+01
1.252660e+03,8.220612e+01
1.252780e+03,8.221027e+01
1.252901e+03,8.221437e+01
1.253021e+03,8.221876e+01
1.253142e+03,8.222372e+01
1.253262e+03,8.222929e+01
1.253383e+03,8.223540e+01
1.253503e+03,8.224187e+01
1.253624e+03,8.224848e+01
1.253744e+03,8.225502e+01
1.253865e+03,8.226115e+01
1.253985e+03,8.226650e+01
1.254106e+03,8.227074e+01
1.254226e+03,8.227367e+01
1.254347e+03,8.227529e+01
1.254468e+03,8.227612e+01
1.254588e+03,8.227691e+01
1.254708e+03,8.227853e+01
1.254829e+03,8.228165e+01
1.254950e+03,8.228640e+01
1.255070e+03,8.229227e+01
1.255191e+03,8.229824e+01
1.255311e+03,8.230301e+01
1.255432e+03,8.230561e+01
1.255552e+03,8.230568e+01
1.255673e+03,8.230372e+01
1.255793e+03,8.230084e+01
1.255914e+03,8.229868e+01
1.256034e+03,8.229870e+01
1.256155e+03,8.230187e+01
1.256275e+03,8.230849e+01
1.256396e+03,8.231808e+01
1.256516e+03,8.232967e+01
1.256637e+03,8.234193e+01
1.256758e+03,8.235349e+01
1.256878e+03,8.236315e+01
1.256999e+03,8.237004e+01
1.257119e+03,8.237376e+01
1.257240e+03,8.237435e+01
1.257360e+03,8.237245e+01
1.257481e+03,8.236898e+01
1.257601e+03,8.236520e+01
1.257722e+03,8.236218e+01
1.257842e+03,8.236073e+01
1.257963e+03,8.236126e+01
1.258083e+03,8.236374e+01
1.258204e+03,8.236801e+01
1.258324e+03,8.237390e+01
1.258445e+03,8.238142e+01
1.258565e+03,8.239075e+01
1.258686e+03,8.240202e+01
1.258807e+03,8.241516e+01
1.258927e+03,8.242953e+01
1.259048e+03,8.244404e+01
1.259168e+03,8.245742e+01
1.259289e+03,8.246848e+01
1.259409e+03,8.247652e+01
1.259530e+03,8.248155e+01
1.259650e+03,8.248423e+01
1.259771e+03,8.248576e+01
1.259891e+03,8.248732e+01
1.260012e+03,8.248990e+01
1.260132e+03,8.249403e+01
1.260253e+03,8.249972e+01
1.260373e+03,8.250657e+01
1.260494e+03,8.251385e+01
1.260615e+03,8.252074e+01
1.260735e+03,8.252631e+01
1.260856e+03,8.252979e+01
1.260976e+03,8.253073e+01
1.261097e+03,8.252919e+01
1.261217e+03,8.252590e+01
1.261338e+03,8.252224e+01
1.261458e+03,8.252010e+01
1.261579e+03,8.252129e+01
1.261699e+03,8.252701e+01
1.261820e+03,8.253757e+01
1.261940e+03,8.255208e+01
1.262061e+03,8.256870e+01
1.262181e+03,8.258513e+01
1.262302e+03,8.259930e+01
1.262422e+03,8.260981e+01
1.262543e+03,8.261615e+01
1.262663e+03,8.261864e+01
1.262784e+03,8.261816e+01
1.262905e+03,8.261578e+01
1.263025e+03,8.261239e+01
1.263146e+03,8.260870e+01
1.263266e+03,8.260529e+01
1.263387e+03,8.260257e+01
1.263507e+03,8.260110e+01
1.263628e+03,8.260134e+01
1.263748e+03,8.260361e+01
1.263869e+03,8.260803e+01
1.263989e+03,8.261439e+01
1.264110e+03,8.262223e+01
1.264230e+03,8.263101e+01
1.264351e+03,8.264024e+01
1.264471e+03,8.264954e+01
1.264592e+03,8.265873e+01
1.264713e+03,8.266763e+01
1.264833e+03,8.267622e+01
1.264953e+03,8.268445e+01
1.265074e+03,8.269235e+01
1.265195e+03,8.269994e+01
1.265315e+03,8.270734e+01
1.265436e+03,8.271455e+01
