WaveNumber, LightFastFast
4.239011e+02,6.312487e+01
4.240216e+02,6.327273e+01
4.241422e+02,6.336956e+01
4.242627e+02,6.341060e+01
4.243832e+02,6.339670e+01
4.245038e+02,6.332767e+01
4.246243e+02,6.319740e+01
4.247448e+02,6.299786e+01
4.248653e+02,6.272981e+01
4.249859e+02,6.241214e+01
4.251064e+02,6.209144e+01
4.252269e+02,6.182842e+01
4.253474e+02,6.168264e+01
4.254680e+02,6.169066e+01
4.255885e+02,6.185014e+01
4.257090e+02,6.212184e+01
4.258296e+02,6.244367e+01
4.259501e+02,6.275541e+01
4.260706e+02,6.300826e+01
4.261912e+02,6.317537e+01
4.263117e+02,6.325130e+01
4.264322e+02,6.324635e+01
4.265527e+02,6.318111e+01
4.266733e+02,6.308247e+01
4.267938e+02,6.298522e+01
4.269143e+02,6.292807e+01
4.270349e+02,6.294735e+01
4.271554e+02,6.307024e+01
4.272759e+02,6.330063e+01
4.273965e+02,6.361575e+01
4.275170e+02,6.396541e+01
4.276375e+02,6.429090e+01
4.277580e+02,6.454315e+01
4.278786e+02,6.469773e+01
4.279991e+02,6.476156e+01
4.281196e+02,6.476370e+01
4.282401e+02,6.473759e+01
4.283607e+02,6.470085e+01
4.284812e+02,6.464868e+01
4.286017e+02,6.455859e+01
4.287223e+02,6.440671e+01
4.288428e+02,6.418451e+01
4.289633e+02,6.391005e+01
4.290839e+02,6.362096e+01
4.292044e+02,6.336387e+01
4.293249e+02,6.317336e+01
4.294454e+02,6.305975e+01
4.295660e+02,6.301171e+01
4.296865e+02,6.300743e+01
4.298070e+02,6.303016e+01
4.299276e+02,6.307756e+01
4.300481e+02,6.316155e+01
4.301686e+02,6.329621e+01
4.302892e+02,6.348563e+01
4.304097e+02,6.371396e+01
4.305302e+02,6.394755e+01
4.306507e+02,6.414523e+01
4.307713e+02,6.427832e+01
4.308918e+02,6.433967e+01
4.310123e+02,6.434665e+01
4.311328e+02,6.432856e+01
4.312534e+02,6.431273e+01
4.313739e+02,6.430851e+01
4.314944e+02,6.430594e+01
4.316150e+02,6.428295e+01
4.317355e+02,6.422173e+01
4.318560e+02,6.412282e+01
4.319766e+02,6.400818e+01
4.320971e+02,6.391503e+01
4.322176e+02,6.387786e+01
4.323381e+02,6.391499e+01
4.324587e+02,6.401846e+01
4.325792e+02,6.415794e+01
4.326997e+02,6.429090e+01
4.328203e+02,6.438191e+01
4.329408e+02,6.441535e+01
4.330613e+02,6.439957e+01
4.331819e+02,6.436171e+01
4.333024e+02,6.433560e+01
4.334229e+02,6.434902e+01
4.335434e+02,6.441290e+01
4.336640e+02,6.451991e+01
4.337845e+02,6.464697e+01
4.339050e+02,6.476443e+01
4.340255e+02,6.484328e+01
4.341461e+02,6.486555e+01
4.342666e+02,6.483064e+01
4.343871e+02,6.475687e+01
4.345077e+02,6.467730e+01
4.346282e+02,6.462843e+01
4.347487e+02,6.464294e+01
4.348693e+02,6.473559e+01
4.349898e+02,6.489704e+01
4.351103e+02,6.509455e+01
4.352308e+02,6.528316e+01
4.353514e+02,6.542098e+01
4.354719e+02,6.547990e+01
4.355924e+02,6.545523e+01
4.357130e+02,6.536203e+01
4.358335e+02,6.522834e+01
4.359540e+02,6.508186e+01
4.360746e+02,6.494180e+01
4.361951e+02,6.481370e+01
4.363156e+02,6.469229e+01
4.364361e+02,6.456924e+01
4.365567e+02,6.444258e+01
4.366772e+02,6.432078e+01
4.367977e+02,6.422015e+01
4.369182e+02,6.415641e+01
4.370388e+02,6.413802e+01
4.371593e+02,6.416339e+01
4.372798e+02,6.422242e+01
4.374004e+02,6.430166e+01
4.375209e+02,6.438738e+01
4.376414e+02,6.446912e+01
4.377620e+02,6.453908e+01
4.378825e+02,6.458949e+01
4.380030e+02,6.461197e+01
4.381235e+02,6.459904e+01
4.382441e+02,6.454708e+01
4.383646e+02,6.446130e+01
4.384851e+02,6.435724e+01
4.386057e+02,6.425905e+01
4.387262e+02,6.418929e+01
4.388467e+02,6.416415e+01
4.389673e+02,6.418539e+01
4.390878e+02,6.424152e+01
4.392083e+02,6.431281e+01
4.393288e+02,6.438042e+01
4.394494e+02,6.443311e+01
4.395699e+02,6.446932e+01
4.396904e+02,6.449371e+01
4.398109e+02,6.451093e+01
4.399315e+02,6.452092e+01
4.400520e+02,6.451756e+01
4.401725e+02,6.449174e+01
4.402931e+02,6.443649e+01
4.404136e+02,6.435254e+01
4.405341e+02,6.424780e+01
4.406547e+02,6.413560e+01
4.407752e+02,6.402834e+01
4.408957e+02,6.393344e+01
4.410162e+02,6.385267e+01
4.411368e+02,6.378471e+01
4.412573e+02,6.372862e+01
4.413778e+02,6.368617e+01
4.414984e+02,6.366079e+01
4.416189e+02,6.365269e+01
4.417394e+02,6.365570e+01
4.418600e+02,6.365772e+01
4.419805e+02,6.364449e+01
4.421010e+02,6.360944e+01
4.422215e+02,6.356068e+01
4.423421e+02,6.352127e+01
4.424626e+02,6.352089e+01
4.425831e+02,6.358167e+01
4.427036e+02,6.370903e+01
4.428242e+02,6.388508e+01
4.429447e+02,6.407533e+01
4.430652e+02,6.423578e+01
4.431858e+02,6.433197e+01
4.433063e+02,6.435075e+01
4.434268e+02,6.430573e+01
4.435474e+02,6.423177e+01
4.436679e+02,6.417135e+01
4.437884e+02,6.415691e+01
4.439089e+02,6.419606e+01
4.440295e+02,6.427201e+01
4.441500e+02,6.435055e+01
4.442705e+02,6.439565e+01
4.443911e+02,6.437672e+01
4.445116e+02,6.427636e+01
4.446321e+02,6.409300e+01
4.447527e+02,6.384027e+01
4.448732e+02,6.354691e+01
4.449937e+02,6.325120e+01
4.451142e+02,6.300122e+01
4.452348e+02,6.284214e+01
4.453553e+02,6.280410e+01
4.454758e+02,6.289420e+01
4.455963e+02,6.308939e+01
4.457169e+02,6.334218e+01
4.458374e+02,6.359005e+01
4.459579e+02,6.377886e+01
4.460785e+02,6.387645e+01
4.461990e+02,6.388222e+01
4.463195e+02,6.382419e+01
4.464401e+02,6.374741e+01
4.465606e+02,6.369732e+01
4.466811e+02,6.370154e+01
4.468016e+02,6.376553e+01
4.469222e+02,6.387516e+01
4.470427e+02,6.400860e+01
4.471632e+02,6.414592e+01
4.472838e+02,6.427574e+01
4.474043e+02,6.439476e+01
4.475248e+02,6.449992e+01
4.476454e+02,6.458340e+01
4.477659e+02,6.463179e+01
4.478864e+02,6.462892e+01
4.480069e+02,6.456510e+01
4.481275e+02,6.444421e+01
4.482480e+02,6.428584e+01
4.483685e+02,6.411892e+01
4.484890e+02,6.397296e+01
4.486096e+02,6.386984e+01
4.487301e+02,6.381823e+01
4.488506e+02,6.381673e+01
4.489712e+02,6.385906e+01
4.490917e+02,6.393950e+01
4.492122e+02,6.405348e+01
4.493328e+02,6.419404e+01
4.494533e+02,6.434782e+01
4.495738e+02,6.449097e+01
4.496943e+02,6.459186e+01
4.498149e+02,6.462147e+01
4.499354e+02,6.456036e+01
4.500559e+02,6.440913e+01
4.501765e+02,6.418816e+01
4.502970e+02,6.393517e+01
4.504175e+02,6.369209e+01
4.505381e+02,6.349228e+01
4.506586e+02,6.335633e+01
4.507791e+02,6.328847e+01
4.508996e+02,6.328101e+01
4.510202e+02,6.331943e+01
4.511407e+02,6.338681e+01
4.512612e+02,6.346447e+01
4.513817e+02,6.353052e+01
4.515023e+02,6.356426e+01
4.516228e+02,6.354848e+01
4.517433e+02,6.347748e+01
4.518639e+02,6.336202e+01
4.519844e+02,6.323026e+01
4.521049e+02,6.312168e+01
4.522255e+02,6.307262e+01
4.523460e+02,6.310706e+01
4.524665e+02,6.322530e+01
4.525870e+02,6.340575e+01
4.527076e+02,6.361015e+01
4.528281e+02,6.379955e+01
4.529486e+02,6.394975e+01
4.530692e+02,6.405493e+01
4.531897e+02,6.412701e+01
4.533102e+02,6.418352e+01
4.534308e+02,6.423766e+01
4.535513e+02,6.429075e+01
4.536718e+02,6.433462e+01
4.537923e+02,6.435722e+01
4.539129e+02,6.435052e+01
4.540334e+02,6.431396e+01
4.541539e+02,6.425279e+01
4.542744e+02,6.417169e+01
4.543950e+02,6.407069e+01
4.545155e+02,6.394259e+01
4.546360e+02,6.377875e+01
4.547566e+02,6.357622e+01
4.548771e+02,6.334554e+01
4.549976e+02,6.311021e+01
4.551182e+02,6.290416e+01
4.552387e+02,6.275998e+01
4.553592e+02,6.269720e+01
4.554797e+02,6.271914e+01
4.556003e+02,6.281242e+01
4.557208e+02,6.295562e+01
4.558413e+02,6.312625e+01
4.559619e+02,6.330966e+01
4.560824e+02,6.349966e+01
4.562029e+02,6.369415e+01
4.563235e+02,6.389002e+01
4.564440e+02,6.407887e+01
4.565645e+02,6.424717e+01
4.566850e+02,6.438302e+01
4.568056e+02,6.448041e+01
4.569261e+02,6.454287e+01
4.570466e+02,6.458062e+01
4.571671e+02,6.460440e+01
4.572877e+02,6.461736e+01
4.574082e+02,6.461094e+01
4.575287e+02,6.456608e+01
4.576493e+02,6.446374e+01
4.577698e+02,6.430088e+01
4.578903e+02,6.409967e+01
4.580109e+02,6.390195e+01
4.581314e+02,6.374817e+01
4.582519e+02,6.366351e+01
4.583724e+02,6.364874e+01
4.584930e+02,6.368621e+01
4.586135e+02,6.374842e+01
4.587340e+02,6.380833e+01
4.588546e+02,6.384669e+01
4.589751e+02,6.385447e+01
4.590956e+02,6.383422e+01
4.592162e+02,6.379633e+01
4.593367e+02,6.375461e+01
4.594572e+02,6.372073e+01
4.595777e+02,6.370400e+01
4.596983e+02,6.371063e+01
4.598188e+02,6.374390e+01
4.599393e+02,6.380414e+01
4.600598e+02,6.388749e+01
4.601804e+02,6.398541e+01
4.603009e+02,6.408535e+01
4.604214e+02,6.417450e+01
4.605420e+02,6.424418e+01
4.606625e+02,6.429297e+01
4.607830e+02,6.432803e+01
4.609036e+02,6.436152e+01
4.610241e+02,6.440691e+01
4.611446e+02,6.447171e+01
4.612651e+02,6.455486e+01
4.613857e+02,6.464709e+01
4.615062e+02,6.473635e+01
4.616267e+02,6.481276e+01
4.617473e+02,6.487288e+01
4.618678e+02,6.491911e+01
4.619883e+02,6.495466e+01
4.621089e+02,6.497833e+01
4.622294e+02,6.498210e+01
4.623499e+02,6.495242e+01
4.624704e+02,6.487717e+01
4.625910e+02,6.475424e+01
4.627115e+02,6.459702e+01
4.628320e+02,6.443410e+01
4.629525e+02,6.429973e+01
4.630731e+02,6.422466e+01
4.631936e+02,6.422313e+01
4.633141e+02,6.428841e+01
4.634347e+02,6.439343e+01
4.635552e+02,6.450047e+01
4.636757e+02,6.457438e+01
4.637963e+02,6.459058e+01
4.639168e+02,6.454462e+01
4.640373e+02,6.445069e+01
4.641578e+02,6.433599e+01
4.642784e+02,6.422957e+01
4.643989e+02,6.415517e+01
4.645194e+02,6.412666e+01
4.646400e+02,6.414576e+01
4.647605e+02,6.420455e+01
4.648810e+02,6.428824e+01
4.650015e+02,6.438010e+01
4.651221e+02,6.446355e+01
4.652426e+02,6.452489e+01
4.653631e+02,6.455542e+01
4.654836e+02,6.455231e+01
4.656042e+02,6.451940e+01
4.657247e+02,6.446537e+01
4.658452e+02,6.440306e+01
4.659658e+02,6.434425e+01
4.660863e+02,6.429632e+01
4.662068e+02,6.426048e+01
4.663274e+02,6.423167e+01
4.664479e+02,6.420145e+01
4.665684e+02,6.416153e+01
4.666890e+02,6.410888e+01
4.668095e+02,6.404755e+01
4.669300e+02,6.398876e+01
4.670505e+02,6.394696e+01
4.671711e+02,6.393598e+01
4.672916e+02,6.396510e+01
4.674121e+02,6.403639e+01
4.675327e+02,6.414448e+01
4.676532e+02,6.427802e+01
4.677737e+02,6.442403e+01
4.678942e+02,6.456913e+01
4.680148e+02,6.470160e+01
4.681353e+02,6.481200e+01
4.682558e+02,6.489033e+01
4.683763e+02,6.492584e+01
4.684969e+02,6.490919e+01
4.686174e+02,6.483416e+01
4.687379e+02,6.470262e+01
4.688585e+02,6.452605e+01
4.689790e+02,6.432620e+01
4.690995e+02,6.412956e+01
4.692201e+02,6.396167e+01
4.693406e+02,6.384249e+01
4.694611e+02,6.378091e+01
4.695817e+02,6.377497e+01
4.697022e+02,6.381425e+01
4.698227e+02,6.388503e+01
4.699432e+02,6.397396e+01
4.700638e+02,6.407040e+01
4.701843e+02,6.416665e+01
4.703048e+02,6.425600e+01
4.704254e+02,6.433126e+01
4.705459e+02,6.438567e+01
4.706664e+02,6.441515e+01
4.707869e+02,6.442197e+01
4.709075e+02,6.441540e+01
4.710280e+02,6.441192e+01
4.711485e+02,6.442965e+01
4.712690e+02,6.448126e+01
4.713896e+02,6.457017e+01
4.715101e+02,6.468715e+01
4.716306e+02,6.481348e+01
4.717512e+02,6.492445e+01
4.718717e+02,6.499863e+01
4.719922e+02,6.502258e+01
4.721128e+02,6.499319e+01
4.722333e+02,6.491714e+01
4.723538e+02,6.480684e+01
4.724744e+02,6.467683e+01
4.725949e+02,6.453963e+01
4.727154e+02,6.440594e+01
4.728359e+02,6.428584e+01
4.729565e+02,6.418875e+01
4.730770e+02,6.412347e+01
4.731975e+02,6.409551e+01
4.733181e+02,6.410474e+01
4.734386e+02,6.414457e+01
4.735591e+02,6.420333e+01
4.736796e+02,6.426925e+01
4.738002e+02,6.433314e+01
4.739207e+02,6.439251e+01
4.740412e+02,6.445083e+01
4.741617e+02,6.451405e+01
4.742823e+02,6.458524e+01
4.744028e+02,6.466154e+01
4.745233e+02,6.473248e+01
4.746439e+02,6.478452e+01
4.747644e+02,6.480630e+01
4.748849e+02,6.479295e+01
4.750055e+02,6.474860e+01
4.751260e+02,6.468407e+01
4.752465e+02,6.461198e+01
4.753671e+02,6.454057e+01
4.754876e+02,6.447195e+01
4.756081e+02,6.440257e+01
4.757286e+02,6.432758e+01
4.758492e+02,6.424519e+01
4.759697e+02,6.415953e+01
4.760902e+02,6.407954e+01
4.762108e+02,6.401637e+01
4.763313e+02,6.397806e+01
4.764518e+02,6.396677e+01
4.765723e+02,6.397950e+01
4.766929e+02,6.401099e+01
4.768134e+02,6.405746e+01
4.769339e+02,6.411871e+01
4.770544e+02,6.419742e+01
4.771750e+02,6.429558e+01
4.772955e+02,6.441114e+01
4.774160e+02,6.453596e+01
4.775366e+02,6.465657e+01
4.776571e+02,6.475699e+01
4.777776e+02,6.482494e+01
4.778982e+02,6.485435e+01
4.780187e+02,6.484703e+01
4.781392e+02,6.481079e+01
4.782598e+02,6.475660e+01
4.783803e+02,6.469466e+01
4.785008e+02,6.463194e+01
4.786213e+02,6.457236e+01
4.787419e+02,6.451685e+01
4.788624e+02,6.446459e+01
4.789829e+02,6.441224e+01
4.791035e+02,6.435403e+01
4.792240e+02,6.428283e+01
4.793445e+02,6.419133e+01
4.794650e+02,6.407603e+01
4.795856e+02,6.394093e+01
4.797061e+02,6.379927e+01
4.798266e+02,6.367098e+01
4.799471e+02,6.357811e+01
4.800677e+02,6.353850e+01
4.801882e+02,6.355795e+01
4.803087e+02,6.362951e+01
4.804293e+02,6.373520e+01
4.805498e+02,6.385314e+01
4.806703e+02,6.396349e+01
4.807909e+02,6.405284e+01
4.809114e+02,6.411587e+01
4.810319e+02,6.415286e+01
4.811525e+02,6.416607e+01
4.812730e+02,6.415704e+01
4.813935e+02,6.412624e+01
4.815140e+02,6.407513e+01
4.816346e+02,6.400842e+01
4.817551e+02,6.393684e+01
4.818756e+02,6.387524e+01
4.819962e+02,6.383828e+01
4.821167e+02,6.383679e+01
4.822372e+02,6.387313e+01
4.823577e+02,6.394072e+01
4.824783e+02,6.402708e+01
4.825988e+02,6.411919e+01
4.827193e+02,6.420768e+01
4.828398e+02,6.428873e+01
4.829604e+02,6.436417e+01
4.830809e+02,6.443813e+01
4.832014e+02,6.451387e+01
4.833220e+02,6.459134e+01
4.834425e+02,6.466622e+01
4.835630e+02,6.473115e+01
4.836836e+02,6.477848e+01
4.838041e+02,6.480156e+01
4.839246e+02,6.479718e+01
4.840452e+02,6.476624e+01
4.841657e+02,6.471349e+01
4.842862e+02,6.464610e+01
4.844067e+02,6.457213e+01
4.845273e+02,6.449934e+01
4.846478e+02,6.443340e+01
4.847683e+02,6.437701e+01
4.848889e+02,6.432903e+01
4.850094e+02,6.428494e+01
4.851299e+02,6.423869e+01
4.852504e+02,6.418488e+01
4.853710e+02,6.412226e+01
4.854915e+02,6.405535e+01
4.856120e+02,6.399459e+01
4.857325e+02,6.395237e+01
4.858531e+02,6.394082e+01
4.859736e+02,6.396664e+01
4.860941e+02,6.402856e+01
4.862147e+02,6.411758e+01
4.863352e+02,6.421902e+01
4.864557e+02,6.431786e+01
4.865763e+02,6.440055e+01
4.866968e+02,6.445818e+01
4.868173e+02,6.448715e+01
4.869379e+02,6.448788e+01
4.870584e+02,6.446471e+01
4.871789e+02,6.442441e+01
4.872994e+02,6.437624e+01
4.874200e+02,6.433005e+01
4.875405e+02,6.429410e+01
4.876610e+02,6.427393e+01
4.877816e+02,6.427030e+01
4.879021e+02,6.427952e+01
4.880226e+02,6.429514e+01
4.881431e+02,6.431165e+01
4.882637e+02,6.432661e+01
4.883842e+02,6.434262e+01
4.885047e+02,6.436572e+01
4.886252e+02,6.440279e+01
4.887458e+02,6.445788e+01
4.888663e+02,6.452970e+01
4.889868e+02,6.461155e+01
4.891074e+02,6.469347e+01
4.892279e+02,6.476676e+01
4.893484e+02,6.482581e+01
4.894690e+02,6.486970e+01
4.895895e+02,6.490099e+01
4.897100e+02,6.492276e+01
4.898306e+02,6.493588e+01
4.899511e+02,6.493820e+01
4.900716e+02,6.492513e+01
4.901921e+02,6.489198e+01
4.903127e+02,6.483687e+01
4.904332e+02,6.476141e+01
4.905537e+02,6.467053e+01
4.906743e+02,6.457164e+01
4.907948e+02,6.447341e+01
4.909153e+02,6.438420e+01
4.910358e+02,6.431339e+01
4.911564e+02,6.427096e+01
4.912769e+02,6.426521e+01
4.913974e+02,6.430090e+01
4.915179e+02,6.437516e+01
4.916385e+02,6.447575e+01
4.917590e+02,6.458126e+01
4.918795e+02,6.466726e+01
4.920001e+02,6.471518e+01
4.921206e+02,6.471828e+01
4.922411e+02,6.468665e+01
4.923617e+02,6.464283e+01
4.924822e+02,6.461623e+01
4.926027e+02,6.462999e+01
4.927233e+02,6.469341e+01
4.928438e+02,6.479881e+01
4.929643e+02,6.492513e+01
4.930848e+02,6.504518e+01
4.932054e+02,6.513396e+01
4.933259e+02,6.517778e+01
4.934464e+02,6.517537e+01
4.935670e+02,6.513631e+01
4.936875e+02,6.507428e+01
4.938080e+02,6.500164e+01
4.939285e+02,6.492570e+01
4.940491e+02,6.484855e+01
4.941696e+02,6.477032e+01
4.942901e+02,6.469284e+01
4.944106e+02,6.462144e+01
4.945312e+02,6.456461e+01
4.946517e+02,6.453046e+01
4.947722e+02,6.452318e+01
4.948928e+02,6.454102e+01
4.950133e+02,6.457621e+01
4.951339e+02,6.461781e+01
4.952544e+02,6.465389e+01
4.953749e+02,6.467570e+01
4.954954e+02,6.467901e+01
4.956160e+02,6.466426e+01
4.957365e+02,6.463545e+01
4.958570e+02,6.459843e+01
4.959775e+02,6.455949e+01
4.960981e+02,6.452332e+01
4.962186e+02,6.449345e+01
4.963391e+02,6.447148e+01
4.964597e+02,6.445728e+01
4.965802e+02,6.444949e+01
4.967007e+02,6.444611e+01
4.968212e+02,6.444563e+01
4.969418e+02,6.444756e+01
4.970623e+02,6.445316e+01
4.971828e+02,6.446444e+01
4.973033e+02,6.448453e+01
4.974239e+02,6.451616e+01
4.975444e+02,6.456107e+01
4.976649e+02,6.461982e+01
4.977855e+02,6.469119e+01
4.979060e+02,6.477170e+01
4.980266e+02,6.485471e+01
4.981471e+02,6.493038e+01
4.982676e+02,6.498623e+01
4.983881e+02,6.500863e+01
4.985087e+02,6.498853e+01
4.986292e+02,6.492468e+01
4.987497e+02,6.482783e+01
4.988702e+02,6.471872e+01
4.989908e+02,6.462536e+01
4.991113e+02,6.457458e+01
4.992318e+02,6.458201e+01
4.993524e+02,6.464761e+01
4.994729e+02,6.475332e+01
4.995934e+02,6.487006e+01
4.997139e+02,6.496371e+01
4.998345e+02,6.500837e+01
4.999550e+02,6.499382e+01
5.000755e+02,6.492639e+01
5.001960e+02,6.482548e+01
5.003166e+02,6.471407e+01
5.004371e+02,6.461273e+01
5.005576e+02,6.453217e+01
5.006782e+02,6.447365e+01
5.007987e+02,6.443230e+01
5.009193e+02,6.440202e+01
5.010398e+02,6.437961e+01
5.011603e+02,6.436554e+01
5.012808e+02,6.436228e+01
5.014014e+02,6.437139e+01
5.015219e+02,6.439096e+01
5.016424e+02,6.441533e+01
5.017629e+02,6.443664e+01
5.018835e+02,6.444788e+01
5.020040e+02,6.444580e+01
5.021245e+02,6.443172e+01
5.022451e+02,6.441047e+01
5.023656e+02,6.438712e+01
5.024861e+02,6.436543e+01
5.026066e+02,6.434677e+01
5.027272e+02,6.433173e+01
5.028477e+02,6.432249e+01
5.029682e+02,6.432404e+01
5.030887e+02,6.434286e+01
5.032093e+02,6.438488e+01
5.033298e+02,6.445134e+01
5.034503e+02,6.453691e+01
5.035709e+02,6.462843e+01
5.036914e+02,6.470963e+01
5.038119e+02,6.476475e+01
5.039325e+02,6.478420e+01
5.040530e+02,6.476772e+01
5.041735e+02,6.472386e+01
5.042940e+02,6.466666e+01
5.044146e+02,6.460954e+01
5.045351e+02,6.456216e+01
5.046556e+02,6.452775e+01
5.047762e+02,6.450388e+01
5.048967e+02,6.448526e+01
