WaveNumber, LightFastFast
1.366560e+03,7.856287e+01
1.366680e+03,7.855529e+01
1.366801e+03,7.854670e+01
1.366921e+03,7.853680e+01
1.367042e+03,7.852600e+01
1.367162e+03,7.851521e+01
1.367283e+03,7.850559e+01
1.367403e+03,7.849812e+01
1.367524e+03,7.849326e+01
1.367644e+03,7.849104e+01
1.367765e+03,7.849103e+01
1.367885e+03,7.849267e+01
1.368006e+03,7.849542e+01
1.368126e+03,7.849892e+01
1.368247e+03,7.850274e+01
1.368368e+03,7.850640e+01
1.368488e+03,7.850932e+01
1.368609e+03,7.851085e+01
1.368729e+03,7.851059e+01
1.368850e+03,7.850846e+01
1.368970e+03,7.850486e+01
1.369091e+03,7.850038e+01
1.369211e+03,7.849573e+01
1.369332e+03,7.849143e+01
1.369452e+03,7.848773e+01
1.369573e+03,7.848471e+01
1.369693e+03,7.848234e+01
1.369814e+03,7.848064e+01
1.369934e+03,7.847968e+01
1.370055e+03,7.847949e+01
1.370176e+03,7.847988e+01
1.370296e+03,7.848048e+01
1.370417e+03,7.848076e+01
1.370537e+03,7.848031e+01
1.370658e+03,7.847906e+01
1.370778e+03,7.847742e+01
1.370899e+03,7.847607e+01
1.371019e+03,7.847575e+01
1.371140e+03,7.847678e+01
1.371260e+03,7.847882e+01
1.371381e+03,7.848091e+01
1.371501e+03,7.848188e+01
1.371622e+03,7.848084e+01
1.371742e+03,7.847749e+01
1.371863e+03,7.847240e+01
1.371983e+03,7.846674e+01
1.372104e+03,7.846190e+01
1.372224e+03,7.845901e+01
1.372345e+03,7.845872e+01
1.372466e+03,7.846123e+01
1.372586e+03,7.846645e+01
1.372707e+03,7.847426e+01
1.372827e+03,7.848455e+01
1.372948e+03,7.849697e+01
1.373068e+03,7.851063e+01
1.373189e+03,7.852370e+01
1.373309e+03,7.853370e+01
1.373430e+03,7.853763e+01
1.373550e+03,7.853314e+01
1.373671e+03,7.851958e+01
1.373791e+03,7.849854e+01
1.373912e+03,7.847354e+01
1.374032e+03,7.844879e+01
1.374153e+03,7.842779e+01
1.374273e+03,7.841216e+01
1.374394e+03,7.840160e+01
1.374515e+03,7.839423e+01
1.374635e+03,7.838763e+01
1.374756e+03,7.837960e+01
1.374876e+03,7.836871e+01
1.374997e+03,7.835484e+01
1.375117e+03,7.833890e+01
1.375238e+03,7.832235e+01
1.375358e+03,7.830656e+01
1.375479e+03,7.829254e+01
1.375599e+03,7.828071e+01
1.375720e+03,7.827112e+01
1.375840e+03,7.826354e+01
1.375961e+03,7.825784e+01
1.376081e+03,7.825383e+01
1.376202e+03,7.825137e+01
1.376323e+03,7.825044e+01
1.376443e+03,7.825101e+01
1.376563e+03,7.825316e+01
1.376684e+03,7.825702e+01
1.376805e+03,7.826270e+01
1.376925e+03,7.827012e+01
1.377046e+03,7.827900e+01
1.377166e+03,7.828882e+01
1.377287e+03,7.829895e+01
1.377407e+03,7.830891e+01
1.377528e+03,7.831847e+01
1.377648e+03,7.832783e+01
1.377769e+03,7.833756e+01
1.377889e+03,7.834845e+01
1.378010e+03,7.836125e+01
1.378130e+03,7.837647e+01
1.378251e+03,7.839429e+01
1.378371e+03,7.841457e+01
1.378492e+03,7.843694e+01
1.378613e+03,7.846082e+01
1.378733e+03,7.848566e+01
1.378854e+03,7.851098e+01
1.378974e+03,7.853651e+01
1.379095e+03,7.856228e+01
1.379215e+03,7.858866e+01
1.379336e+03,7.861635e+01
1.379456e+03,7.864615e+01
1.379577e+03,7.867870e+01
1.379697e+03,7.871418e+01
1.379818e+03,7.875224e+01
1.379938e+03,7.879192e+01
1.380059e+03,7.883194e+01
1.380179e+03,7.887117e+01
1.380300e+03,7.890871e+01
1.380420e+03,7.894427e+01
1.380541e+03,7.897794e+01
1.380661e+03,7.901005e+01
1.380782e+03,7.904091e+01
1.380903e+03,7.907076e+01
1.381023e+03,7.909968e+01
1.381144e+03,7.912781e+01
1.381264e+03,7.915542e+01
1.381385e+03,7.918301e+01
1.381505e+03,7.921114e+01
1.381626e+03,7.924013e+01
1.381746e+03,7.927002e+01
1.381867e+03,7.930040e+01
1.381987e+03,7.933065e+01
1.382108e+03,7.936024e+01
1.382228e+03,7.938903e+01
1.382349e+03,7.941745e+01
1.382469e+03,7.944634e+01
1.382590e+03,7.947649e+01
1.382711e+03,7.950819e+01
1.382831e+03,7.954109e+01
1.382952e+03,7.957401e+01
1.383072e+03,7.960543e+01
1.383193e+03,7.963402e+01
1.383313e+03,7.965911e+01
1.383434e+03,7.968100e+01
1.383554e+03,7.970080e+01
1.383675e+03,7.971994e+01
1.383795e+03,7.973972e+01
1.383916e+03,7.976085e+01
1.384036e+03,7.978323e+01
1.384157e+03,7.980623e+01
1.384277e+03,7.982896e+01
1.384398e+03,7.985074e+01
1.384518e+03,7.987132e+01
1.384639e+03,7.989091e+01
1.384760e+03,7.991011e+01
1.384880e+03,7.992970e+01
1.385001e+03,7.995040e+01
1.385121e+03,7.997269e+01
1.385242e+03,7.999685e+01
1.385362e+03,8.002287e+01
1.385483e+03,8.005041e+01
1.385603e+03,8.007896e+01
1.385724e+03,8.010789e+01
1.385844e+03,8.013669e+01
1.385965e+03,8.016520e+01
1.386085e+03,8.019391e+01
1.386206e+03,8.022388e+01
1.386326e+03,8.025671e+01
1.386447e+03,8.029376e+01
1.386568e+03,8.033581e+01
1.386688e+03,8.038244e+01
1.386808e+03,8.043182e+01
1.386929e+03,8.048048e+01
1.387050e+03,8.052403e+01
1.387170e+03,8.055776e+01
1.387291e+03,8.057768e+01
1.387411e+03,8.058238e+01
1.387532e+03,8.057386e+01
1.387652e+03,8.055747e+01
1.387773e+03,8.053954e+01
1.387893e+03,8.052567e+01
1.388014e+03,8.051930e+01
1.388134e+03,8.052129e+01
1.388255e+03,8.053089e+01
1.388375e+03,8.054636e+01
1.388496e+03,8.056563e+01
1.388616e+03,8.058661e+01
1.388737e+03,8.060751e+01
1.388858e+03,8.062709e+01
1.388978e+03,8.064458e+01
1.389099e+03,8.065990e+01
1.389219e+03,8.067345e+01
1.389340e+03,8.068599e+01
1.389460e+03,8.069849e+01
1.389581e+03,8.071169e+01
1.389701e+03,8.072617e+01
1.389822e+03,8.074202e+01
1.389942e+03,8.075896e+01
1.390063e+03,8.077644e+01
1.390183e+03,8.079385e+01
1.390304e+03,8.081063e+01
1.390424e+03,8.082632e+01
1.390545e+03,8.084059e+01
1.390665e+03,8.085320e+01
1.390786e+03,8.086395e+01
1.390906e+03,8.087276e+01
1.391027e+03,8.087983e+01
1.391148e+03,8.088583e+01
1.391268e+03,8.089170e+01
1.391389e+03,8.089864e+01
1.391509e+03,8.090766e+01
1.391630e+03,8.091920e+01
1.391750e+03,8.093285e+01
1.391871e+03,8.094731e+01
1.391991e+03,8.096102e+01
1.392112e+03,8.097240e+01
1.392232e+03,8.098064e+01
1.392353e+03,8.098596e+01
1.392473e+03,8.098958e+01
1.392594e+03,8.099322e+01
1.392714e+03,8.099856e+01
1.392835e+03,8.100681e+01
1.392955e+03,8.101839e+01
1.393076e+03,8.103331e+01
1.393197e+03,8.105138e+01
1.393317e+03,8.107270e+01
1.393438e+03,8.109756e+01
1.393558e+03,8.112617e+01
1.393679e+03,8.115816e+01
1.393799e+03,8.119176e+01
1.393920e+03,8.122342e+01
1.394040e+03,8.124841e+01
1.394161e+03,8.126134e+01
1.394281e+03,8.125869e+01
1.394402e+03,8.124079e+01
1.394522e+03,8.121291e+01
1.394643e+03,8.118335e+01
1.394763e+03,8.115992e+01
1.394884e+03,8.114761e+01
1.395005e+03,8.114719e+01
1.395125e+03,8.115615e+01
1.395245e+03,8.117017e+01
1.395366e+03,8.118486e+01
1.395487e+03,8.119674e+01
1.395607e+03,8.120405e+01
1.395728e+03,8.120710e+01
1.395848e+03,8.120773e+01
1.395969e+03,8.120830e+01
1.396089e+03,8.121050e+01
1.396210e+03,8.121505e+01
1.396330e+03,8.122163e+01
1.396451e+03,8.122949e+01
1.396571e+03,8.123804e+01
1.396692e+03,8.124712e+01
1.396812e+03,8.125688e+01
1.396933e+03,8.126759e+01
1.397053e+03,8.127914e+01
1.397174e+03,8.129102e+01
1.397295e+03,8.130225e+01
1.397415e+03,8.131195e+01
1.397536e+03,8.131985e+01
1.397656e+03,8.132661e+01
1.397777e+03,8.133376e+01
1.397897e+03,8.134325e+01
1.398018e+03,8.135680e+01
1.398138e+03,8.137519e+01
1.398259e+03,8.139787e+01
1.398379e+03,8.142306e+01
1.398500e+03,8.144823e+01
1.398620e+03,8.147022e+01
1.398741e+03,8.148592e+01
1.398861e+03,8.149293e+01
1.398982e+03,8.149018e+01
1.399102e+03,8.147858e+01
1.399223e+03,8.146091e+01
1.399344e+03,8.144119e+01
1.399464e+03,8.142336e+01
1.399585e+03,8.140993e+01
1.399705e+03,8.140208e+01
1.399826e+03,8.139963e+01
1.399946e+03,8.140158e+01
1.400067e+03,8.140678e+01
1.400187e+03,8.141416e+01
1.400308e+03,8.142312e+01
1.400428e+03,8.143336e+01
1.400549e+03,8.144492e+01
1.400669e+03,8.145795e+01
1.400790e+03,8.147242e+01
1.400910e+03,8.148795e+01
1.401031e+03,8.150382e+01
1.401151e+03,8.151891e+01
1.401272e+03,8.153214e+01
1.401393e+03,8.154250e+01
1.401513e+03,8.154933e+01
1.401634e+03,8.155242e+01
1.401754e+03,8.155209e+01
1.401875e+03,8.154913e+01
1.401995e+03,8.154456e+01
1.402116e+03,8.153983e+01
1.402236e+03,8.153639e+01
1.402357e+03,8.153548e+01
1.402477e+03,8.153807e+01
1.402598e+03,8.154461e+01
1.402718e+03,8.155499e+01
1.402839e+03,8.156854e+01
1.402959e+03,8.158440e+01
1.403080e+03,8.160155e+01
1.403200e+03,8.161933e+01
1.403321e+03,8.163739e+01
1.403442e+03,8.165582e+01
1.403562e+03,8.167509e+01
1.403683e+03,8.169568e+01
1.403803e+03,8.171805e+01
1.403924e+03,8.174230e+01
1.404044e+03,8.176810e+01
1.404165e+03,8.179459e+01
1.404285e+03,8.182023e+01
1.404406e+03,8.184304e+01
1.404526e+03,8.186057e+01
1.404647e+03,8.187045e+01
1.404767e+03,8.187111e+01
1.404888e+03,8.186253e+01
1.405008e+03,8.184663e+01
1.405129e+03,8.182691e+01
1.405250e+03,8.180772e+01
1.405370e+03,8.179269e+01
1.405490e+03,8.178391e+01
1.405611e+03,8.178172e+01
1.405732e+03,8.178490e+01
1.405852e+03,8.179136e+01
1.405973e+03,8.179866e+01
1.406093e+03,8.180500e+01
1.406214e+03,8.180927e+01
1.406334e+03,8.181124e+01
1.406455e+03,8.181135e+01
1.406575e+03,8.181026e+01
1.406696e+03,8.180863e+01
1.406816e+03,8.180672e+01
1.406937e+03,8.180467e+01
1.407057e+03,8.180257e+01
1.407178e+03,8.180052e+01
1.407298e+03,8.179880e+01
1.407419e+03,8.179768e+01
1.407540e+03,8.179727e+01
1.407660e+03,8.179755e+01
1.407781e+03,8.179831e+01
1.407901e+03,8.179933e+01
1.408022e+03,8.180063e+01
1.408142e+03,8.180238e+01
1.408263e+03,8.180485e+01
1.408383e+03,8.180811e+01
1.408504e+03,8.181182e+01
1.408624e+03,8.181503e+01
1.408745e+03,8.181632e+01
1.408865e+03,8.181438e+01
1.408986e+03,8.180827e+01
1.409106e+03,8.179790e+01
1.409227e+03,8.178408e+01
1.409347e+03,8.176835e+01
1.409468e+03,8.175249e+01
1.409589e+03,8.173795e+01
1.409709e+03,8.172562e+01
1.409830e+03,8.171557e+01
1.409950e+03,8.170733e+01
1.410071e+03,8.170017e+01
1.410191e+03,8.169334e+01
1.410312e+03,8.168649e+01
1.410432e+03,8.167944e+01
1.410553e+03,8.167232e+01
1.410673e+03,8.166523e+01
1.410794e+03,8.165816e+01
1.410914e+03,8.165094e+01
1.411035e+03,8.164324e+01
1.411155e+03,8.163461e+01
1.411276e+03,8.162466e+01
1.411396e+03,8.161307e+01
1.411517e+03,8.159972e+01
1.411637e+03,8.158484e+01
1.411758e+03,8.156892e+01
1.411879e+03,8.155271e+01
1.411999e+03,8.153703e+01
1.412120e+03,8.152246e+01
1.412240e+03,8.150919e+01
1.412361e+03,8.149691e+01
1.412481e+03,8.148482e+01
1.412602e+03,8.147200e+01
1.412722e+03,8.145789e+01
1.412843e+03,8.144235e+01
1.412963e+03,8.142612e+01
1.413084e+03,8.141029e+01
1.413204e+03,8.139617e+01
1.413325e+03,8.138459e+01
1.413445e+03,8.137557e+01
1.413566e+03,8.136835e+01
1.413687e+03,8.136165e+01
1.413807e+03,8.135415e+01
1.413928e+03,8.134512e+01
1.414048e+03,8.133466e+01
1.414169e+03,8.132364e+01
1.414289e+03,8.131342e+01
1.414410e+03,8.130501e+01
1.414530e+03,8.129901e+01
1.414651e+03,8.129522e+01
1.414771e+03,8.129287e+01
1.414892e+03,8.129105e+01
1.415012e+03,8.128906e+01
1.415133e+03,8.128664e+01
1.415253e+03,8.128383e+01
1.415374e+03,8.128075e+01
1.415494e+03,8.127723e+01
1.415615e+03,8.127273e+01
1.415735e+03,8.126660e+01
1.415856e+03,8.125842e+01
1.415977e+03,8.124857e+01
1.416097e+03,8.123846e+01
1.416218e+03,8.123023e+01
1.416338e+03,8.122636e+01
1.416459e+03,8.122858e+01
1.416579e+03,8.123746e+01
1.416700e+03,8.125190e+01
1.416820e+03,8.126968e+01
1.416941e+03,8.128770e+01
1.417061e+03,8.130280e+01
1.417182e+03,8.131293e+01
1.417302e+03,8.131754e+01
1.417423e+03,8.131796e+01
1.417543e+03,8.131691e+01
1.417664e+03,8.131805e+01
1.417785e+03,8.132485e+01
1.417905e+03,8.133993e+01
1.418026e+03,8.136511e+01
1.418146e+03,8.140129e+01
1.418267e+03,8.144852e+01
1.418387e+03,8.150592e+01
1.418508e+03,8.157154e+01
1.418628e+03,8.164221e+01
1.418749e+03,8.171252e+01
1.418869e+03,8.177534e+01
1.418990e+03,8.182127e+01
1.419110e+03,8.184042e+01
1.419231e+03,8.182652e+01
1.419351e+03,8.178140e+01
1.419472e+03,8.171685e+01
1.419592e+03,8.164888e+01
1.419713e+03,8.159151e+01
1.419833e+03,8.155169e+01
1.419954e+03,8.152972e+01
1.420075e+03,8.152245e+01
1.420195e+03,8.152555e+01
1.420316e+03,8.153511e+01
1.420436e+03,8.154803e+01
1.420557e+03,8.156227e+01
1.420677e+03,8.157687e+01
1.420798e+03,8.159143e+01
1.420918e+03,8.160591e+01
1.421039e+03,8.162037e+01
1.421159e+03,8.163470e+01
1.421280e+03,8.164877e+01
1.421400e+03,8.166238e+01
1.421521e+03,8.167546e+01
1.421641e+03,8.168805e+01
1.421762e+03,8.170015e+01
1.421882e+03,8.171175e+01
1.422003e+03,8.172264e+01
1.422124e+03,8.173261e+01
1.422244e+03,8.174155e+01
1.422365e+03,8.174977e+01
1.422485e+03,8.175802e+01
1.422606e+03,8.176748e+01
1.422726e+03,8.177934e+01
1.422847e+03,8.179453e+01
1.422967e+03,8.181320e+01
1.423088e+03,8.183463e+01
1.423208e+03,8.185706e+01
1.423329e+03,8.187816e+01
1.423449e+03,8.189549e+01
1.423570e+03,8.190685e+01
1.423690e+03,8.191092e+01
1.423811e+03,8.190770e+01
1.423931e+03,8.189848e+01
1.424052e+03,8.188541e+01
1.424172e+03,8.187129e+01
1.424293e+03,8.185886e+01
1.424414e+03,8.185012e+01
1.424534e+03,8.184629e+01
1.424655e+03,8.184748e+01
1.424775e+03,8.185287e+01
1.424896e+03,8.186086e+01
1.425016e+03,8.186944e+01
1.425137e+03,8.187682e+01
1.425257e+03,8.188159e+01
1.425378e+03,8.188322e+01
1.425498e+03,8.188197e+01
1.425619e+03,8.187869e+01
1.425739e+03,8.187437e+01
1.425860e+03,8.186967e+01
1.425980e+03,8.186481e+01
1.426101e+03,8.185950e+01
1.426222e+03,8.185336e+01
1.426342e+03,8.184620e+01
1.426463e+03,8.183826e+01
1.426583e+03,8.183013e+01
1.426704e+03,8.182265e+01
1.426824e+03,8.181640e+01
1.426945e+03,8.181140e+01
1.427065e+03,8.180711e+01
1.427186e+03,8.180257e+01
1.427306e+03,8.179671e+01
1.427427e+03,8.178888e+01
1.427547e+03,8.177906e+01
1.427668e+03,8.176797e+01
1.427788e+03,8.175674e+01
1.427909e+03,8.174650e+01
1.428029e+03,8.173808e+01
1.428150e+03,8.173168e+01
1.428271e+03,8.172694e+01
1.428391e+03,8.172314e+01
1.428512e+03,8.171959e+01
1.428632e+03,8.171592e+01
1.428753e+03,8.171223e+01
1.428873e+03,8.170892e+01
1.428994e+03,8.170647e+01
1.429114e+03,8.170508e+01
1.429235e+03,8.170435e+01
1.429355e+03,8.170322e+01
1.429476e+03,8.170010e+01
1.429596e+03,8.169323e+01
1.429717e+03,8.168130e+01
1.429837e+03,8.166397e+01
1.429958e+03,8.164209e+01
1.430078e+03,8.161751e+01
1.430199e+03,8.159233e+01
1.430319e+03,8.156817e+01
1.430440e+03,8.154579e+01
1.430561e+03,8.152516e+01
1.430681e+03,8.150579e+01
1.430802e+03,8.148705e+01
1.430922e+03,8.146860e+01
1.431043e+03,8.145045e+01
1.431163e+03,8.143288e+01
1.431284e+03,8.141615e+01
1.431404e+03,8.140042e+01
1.431525e+03,8.138558e+01
1.431645e+03,8.137148e+01
1.431766e+03,8.135812e+01
1.431886e+03,8.134588e+01
1.432007e+03,8.133543e+01
1.432127e+03,8.132764e+01
1.432248e+03,8.132306e+01
1.432369e+03,8.132151e+01
1.432489e+03,8.132207e+01
1.432609e+03,8.132302e+01
1.432730e+03,8.132259e+01
1.432851e+03,8.131919e+01
1.432971e+03,8.131207e+01
1.433092e+03,8.130148e+01
1.433212e+03,8.128854e+01
1.433333e+03,8.127460e+01
1.433453e+03,8.126082e+01
1.433574e+03,8.124774e+01
1.433694e+03,8.123524e+01
1.433815e+03,8.122285e+01
1.433935e+03,8.121012e+01
1.434056e+03,8.119695e+01
1.434176e+03,8.118372e+01
1.434297e+03,8.117111e+01
1.434417e+03,8.115977e+01
1.434538e+03,8.115007e+01
1.434659e+03,8.114201e+01
1.434779e+03,8.113522e+01
1.434900e+03,8.112959e+01
1.435020e+03,8.112537e+01
1.435141e+03,8.112360e+01
1.435261e+03,8.112598e+01
1.435382e+03,8.113467e+01
1.435502e+03,8.115154e+01
1.435623e+03,8.117780e+01
1.435743e+03,8.121344e+01
1.435864e+03,8.125713e+01
1.435984e+03,8.130555e+01
1.436105e+03,8.135340e+01
1.436225e+03,8.139318e+01
1.436346e+03,8.141453e+01
1.436466e+03,8.140667e+01
1.436587e+03,8.136290e+01
1.436708e+03,8.128645e+01
1.436828e+03,8.119173e+01
1.436949e+03,8.109795e+01
1.437069e+03,8.102023e+01
1.437190e+03,8.096442e+01
1.437310e+03,8.092928e+01
1.437431e+03,8.091002e+01
1.437551e+03,8.090107e+01
1.437672e+03,8.089738e+01
1.437792e+03,8.089521e+01
1.437913e+03,8.089235e+01
1.438033e+03,8.088786e+01
1.438154e+03,8.088203e+01
1.438274e+03,8.087570e+01
1.438395e+03,8.086993e+01
1.438516e+03,8.086546e+01
1.438636e+03,8.086275e+01
1.438757e+03,8.086197e+01
1.438877e+03,8.086310e+01
1.438998e+03,8.086609e+01
1.439118e+03,8.087073e+01
1.439239e+03,8.087649e+01
1.439359e+03,8.088253e+01
1.439480e+03,8.088758e+01
1.439600e+03,8.089036e+01
1.439721e+03,8.088989e+01
1.439841e+03,8.088589e+01
1.439962e+03,8.087883e+01
1.440082e+03,8.086993e+01
1.440203e+03,8.086065e+01
1.440323e+03,8.085223e+01
1.440444e+03,8.084541e+01
1.440564e+03,8.084020e+01
1.440685e+03,8.083626e+01
1.440806e+03,8.083303e+01
1.440926e+03,8.083025e+01
1.441047e+03,8.082793e+01
1.441167e+03,8.082642e+01
1.441288e+03,8.082604e+01
1.441408e+03,8.082693e+01
1.441529e+03,8.082881e+01
1.441649e+03,8.083099e+01
1.441770e+03,8.083271e+01
1.441890e+03,8.083335e+01
1.442011e+03,8.083262e+01
1.442131e+03,8.083056e+01
1.442252e+03,8.082746e+01
1.442372e+03,8.082353e+01
1.442493e+03,8.081887e+01
1.442614e+03,8.081336e+01
1.442734e+03,8.080677e+01
1.442854e+03,8.079900e+01
1.442975e+03,8.079019e+01
1.443096e+03,8.078072e+01
1.443216e+03,8.077117e+01
1.443337e+03,8.076219e+01
1.443457e+03,8.075424e+01
1.443578e+03,8.074770e+01
1.443698e+03,8.074277e+01
1.443819e+03,8.073959e+01
1.443939e+03,8.073817e+01
1.444060e+03,8.073849e+01
1.444180e+03,8.074036e+01
1.444301e+03,8.074332e+01
1.444421e+03,8.074671e+01
1.444542e+03,8.074986e+01
1.444662e+03,8.075207e+01
1.444783e+03,8.075311e+01
1.444904e+03,8.075307e+01
1.445024e+03,8.075240e+01
1.445145e+03,8.075153e+01
1.445265e+03,8.075070e+01
1.445386e+03,8.074968e+01
1.445506e+03,8.074786e+01
1.445627e+03,8.074442e+01
1.445747e+03,8.073885e+01
1.445868e+03,8.073116e+01
1.445988e+03,8.072206e+01
1.446109e+03,8.071294e+01
1.446229e+03,8.070529e+01
1.446350e+03,8.070059e+01
1.446470e+03,8.069981e+01
1.446591e+03,8.070334e+01
1.446711e+03,8.071111e+01
1.446832e+03,8.072279e+01
1.446953e+03,8.073785e+01
1.447073e+03,8.075565e+01
1.447194e+03,8.077520e+01
1.447314e+03,8.079486e+01
1.447435e+03,8.081197e+01
1.447555e+03,8.082323e+01
1.447676e+03,8.082510e+01
1.447796e+03,8.081511e+01
1.447917e+03,8.079310e+01
1.448037e+03,8.076184e+01
1.448158e+03,8.072631e+01
1.448278e+03,8.069172e+01
1.448399e+03,8.066235e+01
1.448519e+03,8.064041e+01
1.448640e+03,8.062612e+01
1.448760e+03,8.061825e+01
1.448881e+03,8.061476e+01
1.449001e+03,8.061360e+01
1.449122e+03,8.061291e+01
1.449243e+03,8.061143e+01
1.449363e+03,8.060852e+01
1.449484e+03,8.060392e+01
1.449604e+03,8.059776e+01
1.449725e+03,8.059021e+01
1.449845e+03,8.058160e+01
1.449966e+03,8.057224e+01
1.450086e+03,8.056254e+01
1.450207e+03,8.055285e+01
1.450327e+03,8.054344e+01
1.450448e+03,8.053445e+01
1.450568e+03,8.052588e+01
1.450689e+03,8.051767e+01
1.450809e+03,8.050988e+01
1.450930e+03,8.050267e+01
1.451051e+03,8.049625e+01
1.451171e+03,8.049062e+01
1.451292e+03,8.048538e+01
1.451412e+03,8.047961e+01
1.451533e+03,8.047184e+01
1.451653e+03,8.046060e+01
1.451774e+03,8.044487e+01
1.451894e+03,8.042456e+01
1.452015e+03,8.040074e+01
1.452135e+03,8.037535e+01
1.452256e+03,8.035067e+01
1.452376e+03,8.032833e+01
1.452497e+03,8.030888e+01
1.452617e+03,8.029169e+01
1.452738e+03,8.027541e+01
1.452858e+03,8.025855e+01
1.452979e+03,8.024008e+01
1.453099e+03,8.021976e+01
1.453220e+03,8.019810e+01
1.453341e+03,8.017607e+01
1.453461e+03,8.015450e+01
1.453582e+03,8.013393e+01
1.453702e+03,8.011442e+01
1.453823e+03,8.009594e+01
1.453943e+03,8.007856e+01
1.454064e+03,8.006285e+01
1.454184e+03,8.004967e+01
1.454305e+03,8.004010e+01
1.454425e+03,8.003474e+01
1.454546e+03,8.003357e+01
1.454666e+03,8.003555e+01
1.454787e+03,8.003915e+01
1.454907e+03,8.004269e+01
1.455028e+03,8.004498e+01
1.455149e+03,8.004592e+01
1.455269e+03,8.004700e+01
1.455390e+03,8.005109e+01
1.455510e+03,8.006171e+01
1.455631e+03,8.008253e+01
1.455751e+03,8.011678e+01
1.455872e+03,8.016663e+01
1.455992e+03,8.023296e+01
1.456113e+03,8.031427e+01
1.456233e+03,8.040608e+01
1.456354e+03,8.049756e+01
1.456474e+03,8.057045e+01
1.456595e+03,8.060264e+01
1.456715e+03,8.057811e+01
1.456836e+03,8.050227e+01
1.456956e+03,8.040170e+01
1.457077e+03,8.030876e+01
1.457198e+03,8.024345e+01
1.457318e+03,8.021079e+01
1.457439e+03,8.020734e+01
1.457559e+03,8.022595e+01
1.457680e+03,8.025899e+01
1.457800e+03,8.029890e+01
1.457921e+03,8.033916e+01
1.458041e+03,8.037447e+01
1.458162e+03,8.040163e+01
1.458282e+03,8.042052e+01
1.458403e+03,8.043364e+01
1.458523e+03,8.044480e+01
1.458644e+03,8.045691e+01
1.458764e+03,8.047127e+01
1.458885e+03,8.048730e+01
1.459005e+03,8.050318e+01
1.459126e+03,8.051685e+01
1.459246e+03,8.052696e+01
1.459367e+03,8.053345e+01
1.459488e+03,8.053759e+01
1.459608e+03,8.054144e+01
1.459729e+03,8.054684e+01
1.459849e+03,8.055490e+01
1.459970e+03,8.056559e+01
1.460090e+03,8.057793e+01
1.460211e+03,8.059056e+01
1.460331e+03,8.060233e+01
1.460452e+03,8.061274e+01
1.460572e+03,8.062217e+01
1.460693e+03,8.063151e+01
1.460813e+03,8.064178e+01
1.460934e+03,8.065359e+01
1.461054e+03,8.066681e+01
1.461175e+03,8.068062e+01
1.461296e+03,8.069401e+01
1.461416e+03,8.070621e+01
1.461536e+03,8.071714e+01
1.461657e+03,8.072742e+01
1.461778e+03,8.073811e+01
1.461898e+03,8.075005e+01
1.462019e+03,8.076347e+01
1.462139e+03,8.077776e+01
1.462260e+03,8.079149e+01
1.462380e+03,8.080315e+01
1.462501e+03,8.081167e+01
1.462621e+03,8.081706e+01
1.462742e+03,8.082036e+01
1.462862e+03,8.082339e+01
1.462983e+03,8.082829e+01
1.463103e+03,8.083664e+01
1.463224e+03,8.084917e+01
1.463344e+03,8.086578e+01
1.463465e+03,8.088587e+01
1.463586e+03,8.090878e+01
1.463706e+03,8.093417e+01
1.463827e+03,8.096222e+01
1.463947e+03,8.099323e+01
1.464068e+03,8.102713e+01
1.464188e+03,8.106292e+01
1.464309e+03,8.109764e+01
1.464429e+03,8.112682e+01
1.464550e+03,8.114474e+01
1.464670e+03,8.114591e+01
1.464791e+03,8.112788e+01
1.464911e+03,8.109320e+01
1.465032e+03,8.104951e+01
1.465152e+03,8.100610e+01
1.465273e+03,8.097047e+01
1.465393e+03,8.094686e+01
1.465514e+03,8.093598e+01
1.465635e+03,8.093641e+01
1.465755e+03,8.094590e+01
1.465876e+03,8.096217e+01
1.465996e+03,8.098322e+01
1.466117e+03,8.100758e+01
1.466237e+03,8.103452e+01
1.466358e+03,8.106367e+01
1.466478e+03,8.109512e+01
1.466599e+03,8.112920e+01
1.466719e+03,8.116639e+01
1.466840e+03,8.120722e+01
1.466960e+03,8.125227e+01
1.467081e+03,8.130210e+01
1.467201e+03,8.135710e+01
1.467322e+03,8.141751e+01
1.467443e+03,8.148331e+01
1.467563e+03,8.155427e+01
1.467684e+03,8.163004e+01
1.467804e+03,8.171036e+01
1.467925e+03,8.179514e+01
1.468045e+03,8.188459e+01
1.468166e+03,8.197914e+01
1.468286e+03,8.207921e+01
1.468407e+03,8.218505e+01
1.468527e+03,8.229630e+01
1.468648e+03,8.241215e+01
1.468768e+03,8.253117e+01
1.468889e+03,8.265174e+01
1.469009e+03,8.277249e+01
1.469130e+03,8.289249e+01
1.469250e+03,8.301140e+01
1.469371e+03,8.312952e+01
1.469491e+03,8.324745e+01
1.469612e+03,8.336598e+01
1.469733e+03,8.348570e+01
1.469853e+03,8.360715e+01
1.469974e+03,8.373067e+01
1.470094e+03,8.385643e+01
1.470215e+03,8.398432e+01
1.470335e+03,8.411395e+01
1.470456e+03,8.424466e+01
1.470576e+03,8.437545e+01
1.470697e+03,8.450558e+01
1.470817e+03,8.463477e+01
1.470938e+03,8.476337e+01
1.471058e+03,8.489252e+01
1.471179e+03,8.502367e+01
1.471299e+03,8.515777e+01
1.471420e+03,8.529462e+01
1.471540e+03,8.543156e+01
1.471661e+03,8.556310e+01
1.471781e+03,8.568172e+01
